step,frac_zero,frac_pos,frac_neg,nonzero_per_hyperplane,hamming_vs_init,hamming_frac,sign_flips_vs_init,zero_to_nonzero_vs_init,nonzero_to_zero_vs_init,churn_vs_prev_eval,T_min,T_mean,T_max,b_min,b_mean,b_max,b_absmean,b_frac_nonzero,mean_nonzero_count,proj_std,score_over_temp,divisor_mean,sparsity_surrogate,penalty_value,target_nonzero_frac,sparsity_slack,hinge_active
2000,0.601787,0.199088,0.199125,152.9138,1977628,0.47898746,217472,331981,1428175,474966,0.397756,0.407691,0.420772,-0.034969,-0.000060,0.034933,0.005317,1.000000,152.9138,0.750456,1.2740,16.0000,0.469843,0.000000,0.500000,-0.030157,0
2200,0.604517,0.197689,0.197794,151.8655,1992742,0.48264813,219163,333057,1440522,437909,0.397470,0.409650,0.423601,-0.038212,-0.000055,0.036471,0.005846,1.000000,151.8655,0.813005,1.3208,16.0000,0.462648,0.000000,0.500000,-0.037352,0
2400,0.584787,0.207437,0.207776,159.4417,2017138,0.48855689,247460,371836,1397842,452740,0.397063,0.410931,0.427583,-0.043187,-0.000078,0.036836,0.006330,1.000000,159.4417,0.761105,1.1877,16.0000,0.479687,0.000000,0.500000,-0.020313,0
2600,0.597350,0.201165,0.201485,154.6176,2024792,0.49041072,236979,354969,1432844,414832,0.395909,0.411655,0.435878,-0.042468,-0.000078,0.037791,0.006815,1.000000,154.6176,0.799234,1.1922,16.0000,0.468044,0.000000,0.500000,-0.031956,0
2800,0.583096,0.208279,0.208626,160.0912,2045634,0.49545872,258676,383968,1402990,434020,0.394539,0.412367,0.441395,-0.043074,-0.000067,0.037333,0.007228,1.000000,160.0912,0.756915,1.0805,16.0000,0.477647,0.000000,0.500000,-0.022353,0
3000,0.587866,0.205873,0.206261,158.2595,2055958,0.49795923,256397,380422,1419139,390908,0.390135,0.411849,0.443672,-0.042791,-0.000060,0.042622,0.007631,1.000000,158.2595,0.769990,1.0542,16.0000,0.474937,0.000000,0.500000,-0.025063,0
3200,0.579974,0.209780,0.210245,161.2898,2070270,0.50142562,269615,397260,1403395,401520,0.388648,0.411756,0.449504,-0.045012,-0.000093,0.044801,0.007981,1.000000,161.2898,0.791026,1.0370,16.0000,0.480521,0.000000,0.500000,-0.019479,0
3400,0.597443,0.201075,0.201482,154.5819,2074062,0.50234407,252454,371675,1449933,366507,0.389256,0.411584,0.455535,-0.044417,-0.000123,0.047535,0.008314,1.000000,154.5819,0.804823,1.0130,16.0000,0.466060,0.000000,0.500000,-0.033940,0
3600,0.570306,0.214676,0.215018,165.0027,2094829,0.50737393,288665,419975,1386189,391982,0.385332,0.411130,0.459666,-0.045843,-0.000095,0.044845,0.008630,1.000000,165.0027,0.815185,0.9846,16.0000,0.486899,0.000000,0.500000,-0.013101,0
3800,0.578734,0.210444,0.210822,161.7662,2101962,0.50910151,281087,409931,1410944,376819,0.382302,0.410217,0.466868,-0.048297,-0.000099,0.047561,0.008937,1.000000,161.7662,0.822840,0.9549,16.0000,0.479454,0.000000,0.500000,-0.020546,0
4000,0.577378,0.211099,0.211524,162.2870,2111348,0.51137483,286195,414870,1410283,367856,0.382101,0.409904,0.469087,-0.048860,-0.000074,0.049287,0.009206,1.000000,162.2870,0.827555,0.9246,16.0000,0.480678,0.000000,0.500000,-0.019322,0
4200,0.586371,0.206521,0.207109,158.8337,2116142,0.51253599,279235,402182,1434725,348710,0.378919,0.408506,0.469277,-0.052820,-0.000070,0.052958,0.009477,1.000000,158.8337,0.776577,0.8412,16.0000,0.474088,0.000000,0.500000,-0.025912,0
4400,0.583889,0.207794,0.208317,159.7865,2125189,0.51472718,284478,409206,1431505,347262,0.376624,0.407635,0.473704,-0.053663,-0.000077,0.055335,0.009745,1.000000,159.7865,0.787119,0.8240,16.0000,0.476249,0.000000,0.500000,-0.023751,0
4600,0.573937,0.212831,0.213232,163.6081,2136661,0.51750576,298846,428303,1409512,351118,0.373024,0.406698,0.478737,-0.057467,-0.000111,0.054444,0.010028,1.000000,163.6081,0.793634,0.8044,16.0000,0.483761,0.000000,0.500000,-0.016239,0
4800,0.583569,0.207940,0.208491,159.9095,2140075,0.51833260,290215,414442,1435418,338615,0.370487,0.405401,0.484200,-0.058294,-0.000135,0.056397,0.010264,1.000000,159.9095,0.797259,0.7827,16.0000,0.476541,0.000000,0.500000,-0.023459,0
5000,0.573761,0.212886,0.213353,163.6757,2150025,0.52074254,303873,432835,1413317,340920,0.368130,0.404332,0.488270,-0.059588,-0.000120,0.059325,0.010523,1.000000,163.6757,0.800332,0.7611,16.0000,0.483987,0.000000,0.500000,-0.016013,0
5200,0.584705,0.207350,0.207946,159.4734,2152482,0.52133763,292815,417001,1442666,326601,0.365791,0.403017,0.493556,-0.062161,-0.000115,0.062989,0.010777,1.000000,159.4734,0.804025,0.7423,16.0000,0.475735,0.000000,0.500000,-0.024265,0
5400,0.574244,0.212529,0.213227,163.4903,2161745,0.52358115,307378,435946,1418421,329266,0.363500,0.401788,0.498328,-0.064686,-0.000133,0.065693,0.011005,1.000000,163.4903,0.807866,0.7251,16.0000,0.483563,0.000000,0.500000,-0.016437,0
5600,0.576214,0.211572,0.212214,162.7338,2166726,0.52478755,306661,434728,1425337,322696,0.360627,0.400474,0.502079,-0.065562,-0.000179,0.066972,0.011208,1.000000,162.7338,0.811229,0.7100,16.0000,0.482175,0.000000,0.500000,-0.017825,0
5800,0.575877,0.211738,0.212385,162.8631,2171879,0.52603567,308852,436904,1426123,316856,0.357614,0.398910,0.505998,-0.065446,-0.000194,0.075905,0.011432,1.000000,162.8631,0.814397,0.6952,16.0000,0.482213,0.000000,0.500000,-0.017787,0
6000,0.576798,0.211349,0.211854,162.5098,2176797,0.52722681,309441,437169,1430187,312183,0.354258,0.397612,0.511435,-0.067642,-0.000213,0.074386,0.011660,1.000000,162.5098,0.816199,0.6810,16.0000,0.481895,0.000000,0.500000,-0.018105,0
6200,0.572565,0.213482,0.213954,164.1351,2182785,0.52867711,316455,445394,1420936,311294,0.351555,0.396185,0.514658,-0.070506,-0.000251,0.071021,0.011837,1.000000,164.1351,0.816566,0.6654,16.0000,0.484956,0.000000,0.500000,-0.015044,0
6400,0.579152,0.210198,0.210651,161.6057,2185842,0.52941751,309683,436710,1439449,295277,0.349323,0.394457,0.518135,-0.070569,-0.000253,0.074911,0.012050,1.000000,161.6057,0.818494,0.6518,16.0000,0.479838,0.000000,0.500000,-0.020162,0
6600,0.562766,0.218305,0.218929,167.8980,2194238,0.53145105,331116,464019,1399103,315151,0.346289,0.393241,0.522995,-0.072198,-0.000246,0.076995,0.012238,1.000000,167.8980,0.820807,0.6406,16.0000,0.491704,0.000000,0.500000,-0.008296,0
6800,0.571100,0.214158,0.214742,164.6975,2195639,0.53179038,322543,451800,1421296,294794,0.343156,0.391383,0.526834,-0.074798,-0.000261,0.078065,0.012408,1.000000,164.6975,0.823086,0.6302,16.0000,0.485481,0.000000,0.500000,-0.014519,0
7000,0.575185,0.212252,0.212562,163.1289,2197611,0.53226799,318686,446282,1432643,288479,0.339966,0.389968,0.530760,-0.073451,-0.000276,0.081556,0.012578,1.000000,163.1289,0.824301,0.6203,16.0000,0.483254,0.000000,0.500000,-0.016746,0
7200,0.575487,0.212147,0.212366,163.0129,2201252,0.53314990,319744,446950,1434558,290889,0.337115,0.388467,0.534326,-0.075577,-0.000293,0.082733,0.012751,1.000000,163.0129,0.825882,0.6109,16.0000,0.483439,0.000000,0.500000,-0.016561,0
7400,0.566560,0.216438,0.217002,166.4410,2206773,0.53448707,332008,462008,1412757,286985,0.334248,0.386699,0.537371,-0.077108,-0.000282,0.078733,0.012893,1.000000,166.4410,0.827569,0.6030,16.0000,0.488683,0.000000,0.500000,-0.011317,0
7600,0.577581,0.211067,0.211352,162.2091,2206853,0.53450644,319136,445733,1441984,271810,0.332405,0.385267,0.540861,-0.077560,-0.000300,0.082657,0.013073,1.000000,162.2091,0.829819,0.5958,16.0000,0.482149,0.000000,0.500000,-0.017851,0
7800,0.562036,0.218782,0.219182,168.1781,2214343,0.53632057,339705,471283,1403355,286449,0.329649,0.383751,0.543508,-0.080268,-0.000314,0.083954,0.013231,1.000000,168.1781,0.832153,0.5903,16.0000,0.492238,0.000000,0.500000,-0.007762,0
8000,0.571535,0.214047,0.214417,164.5304,2214225,0.53629196,328845,457044,1428336,267916,0.327003,0.381971,0.544587,-0.081172,-0.000347,0.086983,0.013404,1.000000,164.5304,0.833074,0.5841,16.0000,0.485512,0.000000,0.500000,-0.014488,0
8200,0.567792,0.215913,0.216295,165.9678,2217830,0.53716511,334199,463897,1419734,271437,0.325918,0.380666,0.546855,-0.080408,-0.000322,0.090428,0.013557,1.000000,165.9678,0.835229,0.5800,16.0000,0.488851,0.000000,0.500000,-0.011149,0
8400,0.565747,0.217009,0.217244,166.7531,2220953,0.53792149,337977,467791,1415185,269205,0.323381,0.378913,0.547576,-0.083687,-0.000361,0.089960,0.013696,1.000000,166.7531,0.837099,0.5765,16.0000,0.489463,0.000000,0.500000,-0.010537,0
8600,0.574059,0.212781,0.213160,163.5613,2220841,0.53789437,329065,455032,1436744,260516,0.320047,0.377365,0.548256,-0.083491,-0.000359,0.090802,0.013804,1.000000,163.5613,0.809037,0.5533,16.0000,0.485061,0.000000,0.500000,-0.014939,0
8800,0.577038,0.211356,0.211606,162.4173,2222444,0.53828263,325420,451506,1445518,243794,0.317650,0.375881,0.549307,-0.085665,-0.000363,0.089622,0.013915,1.000000,162.4173,0.812427,0.5537,16.0000,0.483782,0.003445,0.500000,-0.016218,0
9000,0.567857,0.215901,0.216242,165.9430,2227709,0.53955781,337971,466817,1422921,256644,0.314679,0.374178,0.551726,-0.085449,-0.000367,0.091422,0.014045,1.000000,165.9430,0.817683,0.5543,16.0000,0.488416,0.000000,0.500000,-0.011584,0
9200,0.570043,0.214864,0.215093,165.1035,2228687,0.53979468,335631,463963,1429093,250624,0.312717,0.372673,0.552551,-0.087792,-0.000356,0.090922,0.014130,1.000000,165.1035,0.822042,0.5551,16.0000,0.487036,0.000000,0.500000,-0.012964,0
9400,0.572119,0.213813,0.214068,164.3062,2229117,0.53989887,333856,460779,1434482,247879,0.310403,0.371337,0.553856,-0.087634,-0.000384,0.091464,0.014225,1.000000,164.3062,0.824371,0.5545,16.0000,0.486871,0.000000,0.500000,-0.013129,0
9600,0.572361,0.213710,0.213929,164.2135,2230771,0.54029948,334072,461000,1435699,240118,0.308508,0.369788,0.555155,-0.085662,-0.000370,0.092746,0.014318,1.000000,164.2135,0.828055,0.5553,16.0000,0.486335,0.000000,0.500000,-0.013665,0
9800,0.567688,0.216017,0.216295,166.0078,2233472,0.54095364,340277,468894,1424301,239330,0.307028,0.368397,0.556242,-0.087157,-0.000359,0.090628,0.014412,1.000000,166.0078,0.830343,0.5556,16.0000,0.489016,0.000000,0.500000,-0.010984,0
10000,0.573594,0.213157,0.213250,163.7400,2233893,0.54105562,334087,460008,1439798,233709,0.305535,0.367083,0.557216,-0.088416,-0.000372,0.090970,0.014498,1.000000,163.7401,0.834938,0.5581,16.0000,0.486487,0.000000,0.500000,-0.013513,0
10200,0.562428,0.218726,0.218846,168.0275,2239146,0.54232794,347837,478809,1412500,233749,0.304305,0.365599,0.556617,-0.088929,-0.000377,0.093754,0.014574,1.000000,168.0275,0.836971,0.5587,16.0000,0.491510,0.000000,0.500000,-0.008490,0
10400,0.560555,0.219619,0.219826,168.7468,2241301,0.54284984,350488,482428,1408385,232620,0.302998,0.364402,0.557469,-0.090404,-0.000368,0.093696,0.014657,1.000000,168.7468,0.840012,0.5607,16.0000,0.493253,0.000000,0.500000,-0.006747,0
10600,0.563535,0.218179,0.218286,167.6026,2241774,0.54296440,347946,477784,1416044,229183,0.301324,0.363062,0.557705,-0.091697,-0.000374,0.093676,0.014719,1.000000,167.6026,0.822317,0.5493,16.0000,0.491460,0.000000,0.500000,-0.008540,0
10800,0.565988,0.216975,0.217037,166.6608,2241076,0.54279536,344868,473911,1422297,210262,0.299455,0.361737,0.557718,-0.093425,-0.000382,0.091876,0.014779,1.000000,166.6608,0.822988,0.5516,16.0000,0.490267,0.000000,0.500000,-0.009733,0
11000,0.569247,0.215369,0.215385,165.4093,2241785,0.54296708,341115,469414,1431256,215354,0.297823,0.360528,0.558206,-0.093298,-0.000388,0.092990,0.014848,1.000000,165.4093,0.828630,0.5563,16.0000,0.489032,0.000000,0.500000,-0.010968,0
11200,0.562528,0.218711,0.218761,167.9894,2244555,0.54363799,350068,480193,1414294,218863,0.296817,0.359268,0.557818,-0.091860,-0.000375,0.093699,0.014898,1.000000,167.9894,0.832539,0.5602,16.0000,0.491740,0.000000,0.500000,-0.008260,0
11400,0.565399,0.217279,0.217323,166.8869,2244941,0.54373145,346936,476025,1421980,211176,0.295560,0.358133,0.557655,-0.091767,-0.000380,0.094368,0.014961,1.000000,166.8869,0.835807,0.5636,16.0000,0.490612,0.000000,0.500000,-0.009388,0
11600,0.556626,0.221749,0.221625,170.2555,2247928,0.54445493,357558,490317,1400053,213853,0.294775,0.357078,0.558247,-0.092224,-0.000400,0.095698,0.015008,1.000000,170.2555,0.838681,0.5669,16.0000,0.494929,0.000000,0.500000,-0.005071,0
11800,0.562965,0.218590,0.218445,167.8216,2247165,0.54427016,350646,480307,1416212,203887,0.293587,0.356012,0.558163,-0.092711,-0.000403,0.096364,0.015058,1.000000,167.8216,0.841702,0.5705,16.0000,0.492236,0.000000,0.500000,-0.007764,0
12000,0.561895,0.219039,0.219067,168.2324,2247779,0.54441887,352099,482096,1413584,202265,0.292846,0.354976,0.558646,-0.091945,-0.000400,0.093583,0.015098,1.000000,168.2324,0.828114,0.5628,16.0000,0.492120,0.000000,0.500000,-0.007880,0
12200,0.559275,0.220338,0.220387,169.2383,2248848,0.54467779,355867,486154,1406827,194891,0.291975,0.354032,0.557672,-0.092653,-0.000402,0.093072,0.015125,1.000000,169.2383,0.830256,0.5665,16.0000,0.493892,0.000000,0.500000,-0.006108,0
12400,0.559203,0.220467,0.220330,169.2661,2249907,0.54493427,356117,486708,1407082,194345,0.290707,0.353007,0.556907,-0.093954,-0.000401,0.093395,0.015168,1.000000,169.2661,0.834755,0.5715,16.0000,0.493199,0.000000,0.500000,-0.006801,0
12600,0.556919,0.221622,0.221459,170.1432,2250975,0.54519296,358808,490612,1401555,194061,0.289964,0.352137,0.556454,-0.093642,-0.000397,0.093107,0.015192,1.000000,170.1432,0.838225,0.5758,16.0000,0.494523,0.000000,0.500000,-0.005477,0
12800,0.553731,0.223158,0.223111,171.3674,2252583,0.54558241,363144,495829,1393610,191544,0.289114,0.351277,0.556754,-0.093312,-0.000391,0.093253,0.015213,1.000000,171.3674,0.841116,0.5800,16.0000,0.495908,0.000000,0.500000,-0.004092,0
13000,0.561686,0.219172,0.219142,168.3126,2250063,0.54497206,353347,483045,1413671,182209,0.288029,0.350455,0.555944,-0.094589,-0.000394,0.093629,0.015242,1.000000,168.3126,0.844840,0.5844,16.0000,0.493015,0.000000,0.500000,-0.006985,0
13200,0.553629,0.223129,0.223241,171.4063,2253358,0.54577011,363882,496057,1393419,187552,0.287351,0.349697,0.555141,-0.095839,-0.000396,0.093088,0.015275,1.000000,171.4063,0.833231,0.5785,16.0000,0.495949,0.000000,0.500000,-0.004051,0
13400,0.557722,0.221178,0.221100,169.8347,2252551,0.54557467,358983,489654,1403914,173954,0.286389,0.348903,0.554418,-0.096592,-0.000377,0.093594,0.015303,1.000000,169.8347,0.836551,0.5830,16.0000,0.493989,0.000000,0.500000,-0.006011,0
13600,0.549701,0.225088,0.225211,172.9150,2255586,0.54630971,369213,502616,1383757,184087,0.285616,0.348251,0.553963,-0.096663,-0.000389,0.093696,0.015320,1.000000,172.9150,0.840025,0.5874,16.0000,0.497202,0.000000,0.500000,-0.002798,0
13800,0.556538,0.221699,0.221763,170.2895,2253397,0.54577953,360263,491882,1401252,170721,0.284678,0.347547,0.553297,-0.096667,-0.000390,0.093617,0.015336,1.000000,170.2895,0.842600,0.5908,16.0000,0.494483,0.000000,0.500000,-0.005517,0
14000,0.545209,0.227404,0.227387,174.6399,2257151,0.54668880,374596,509980,1372575,179777,0.284150,0.346969,0.552665,-0.096746,-0.000385,0.093907,0.015361,1.000000,174.6399,0.844317,0.5937,16.0000,0.498619,0.000000,0.500000,-0.001381,0
14200,0.558870,0.220617,0.220513,169.3941,2253544,0.54581517,357996,488275,1407273,167357,0.283346,0.346350,0.552039,-0.097417,-0.000385,0.094065,0.015377,1.000000,169.3941,0.838238,0.5913,16.0000,0.494391,0.000000,0.500000,-0.005609,0
14400,0.546622,0.226755,0.226623,174.0971,2257820,0.54685080,373471,507959,1376390,168653,0.282945,0.345767,0.551518,-0.097502,-0.000386,0.094562,0.015398,1.000000,174.0971,0.837833,0.5928,16.0000,0.497756,0.000000,0.500000,-0.002244,0
14600,0.549112,0.225428,0.225460,173.1409,2256376,0.54650104,370028,503818,1382530,165429,0.282274,0.345197,0.550961,-0.097600,-0.000390,0.094209,0.015409,1.000000,173.1409,0.840731,0.5967,16.0000,0.496779,0.000000,0.500000,-0.003221,0
14800,0.554765,0.222680,0.222555,170.9701,2254721,0.54610020,362945,494862,1396914,166334,0.281654,0.344705,0.550701,-0.097989,-0.000390,0.095074,0.015426,1.000000,170.9702,0.843826,0.6006,16.0000,0.496240,0.000000,0.500000,-0.003760,0
15000,0.547826,0.226076,0.226098,173.6347,2257214,0.54670405,371903,505954,1379357,166723,0.281077,0.344142,0.550206,-0.097994,-0.000389,0.094817,0.015435,1.000000,173.6347,0.846574,0.6043,16.0000,0.497235,0.000000,0.500000,-0.002765,0
15200,0.555681,0.222170,0.222149,170.6185,2255524,0.54629469,362343,493674,1399507,164814,0.280734,0.343678,0.550116,-0.098768,-0.000385,0.094837,0.015447,1.000000,170.6185,0.839384,0.6008,16.0000,0.495813,0.000000,0.500000,-0.004187,0
15400,0.549854,0.225036,0.225110,172.8561,2258050,0.54690653,369566,503355,1385129,166431,0.280102,0.343157,0.549543,-0.098905,-0.000387,0.095169,0.015457,1.000000,172.8561,0.841250,0.6037,16.0000,0.496698,0.000000,0.500000,-0.003302,0
15600,0.548511,0.225654,0.225834,173.3717,2258273,0.54696053,371146,505448,1381679,167687,0.279580,0.342672,0.548975,-0.098569,-0.000388,0.095710,0.015474,1.000000,173.3717,0.844711,0.6078,16.0000,0.497128,0.000000,0.500000,-0.002872,0
15800,0.544723,0.227661,0.227616,174.8263,2259258,0.54719907,376031,511318,1371909,171334,0.279190,0.342191,0.548271,-0.099153,-0.000389,0.095338,0.015489,1.000000,174.8263,0.846785,0.6108,16.0000,0.497978,0.000000,0.500000,-0.002022,0
16000,0.547086,0.226508,0.226406,173.9190,2258787,0.54708505,372775,507833,1378179,170345,0.278592,0.341722,0.548182,-0.099236,-0.000391,0.095830,0.015499,1.000000,173.9190,0.849053,0.6139,16.0000,0.497500,0.000000,0.500000,-0.002500,0
