step,module,touch_frac,c_r_mean,c_r_median,c_r_max,frac_eq1,frac_ge8,frac_ge32,frac_ge64
5200,L2.v_lut,0.9368,34.16,16,926,0.0589,0.6473,0.2917,0.1401
5200,L2.out_proj,0.5275,60.67,9,3659,0.0863,0.2813,0.1499,0.0967
5200,L2.residual_lut,0.9114,140.45,86,1842,0.0293,0.8000,0.6511,0.5254
5200,L3.qkv_lut,0.8812,145.26,78,1998,0.0327,0.7539,0.6108,0.4876
5200,L3.v_lut,0.7409,43.19,17,1642,0.0695,0.4937,0.2623,0.1491
5200,L3.out_proj,0.1835,174.36,19,6202,0.0239,0.1177,0.0779,0.0600
5200,L3.residual_lut,0.6057,211.32,112,3002,0.0220,0.5408,0.4597,0.3818
5200,L4.qkv_lut,0.6232,205.39,96,2601,0.0278,0.5363,0.4453,0.3688
5200,L4.v_lut,0.4129,77.49,24,2256,0.0377,0.2897,0.1848,0.1261
5200,L4.out_proj,0.0122,2621.44,346,8192,0.0006,0.0104,0.0096,0.0087
5200,L4.residual_lut,0.7288,175.64,47,5480,0.0447,0.5737,0.4114,0.3228
5200,L5.qkv_lut,0.6901,185.48,50,5096,0.0503,0.5353,0.3993,0.3127
5200,L5.v_lut,0.4568,70.05,14,2877,0.0600,0.2786,0.1650,0.1121
5200,L5.out_proj,0.0117,2723.57,373,8192,0.0011,0.0096,0.0085,0.0077
5200,L5.residual_lut,0.5828,219.64,62,5476,0.0283,0.4802,0.3604,0.2874
5400,L0.qkv_lut,1.0000,128.00,101,765,0.0000,0.9995,0.9626,0.7720
5400,L0.v_lut,0.9896,32.34,20,618,0.0120,0.8418,0.3013,0.0928
5400,L0.out_proj,0.7595,42.13,12,2158,0.0880,0.4488,0.2216,0.1302
5400,L0.residual_lut,0.9824,130.29,62,1650,0.0203,0.8843,0.6562,0.4856
5400,L1.qkv_lut,0.9808,130.51,63,2242,0.0138,0.8828,0.6556,0.4894
5400,L1.v_lut,0.8206,39.00,13,1166,0.0804,0.5143,0.2495,0.1398
5400,L1.out_proj,0.9030,35.44,14,1018,0.0734,0.5895,0.2723,0.1437
5400,L1.residual_lut,0.9980,128.25,87,1109,0.0024,0.9695,0.8103,0.6179
5400,L2.qkv_lut,0.9930,128.90,87,1312,0.0016,0.9661,0.7992,0.6045
5400,L2.v_lut,0.9356,34.20,16,920,0.0581,0.6441,0.2903,0.1402
5400,L2.out_proj,0.5317,60.18,9,3558,0.0902,0.2807,0.1488,0.0964
5400,L2.residual_lut,0.9048,141.47,85,1930,0.0295,0.7966,0.6499,0.5237
5400,L3.qkv_lut,0.8739,146.48,79,2047,0.0360,0.7497,0.6120,0.4837
5400,L3.v_lut,0.7327,43.68,17,1648,0.0671,0.4914,0.2598,0.1467
5400,L3.out_proj,0.1803,177.45,21,6332,0.0223,0.1193,0.0796,0.0609
5400,L3.residual_lut,0.6121,209.13,116,2606,0.0264,0.5432,0.4683,0.3979
5400,L4.qkv_lut,0.6305,203.00,101,2722,0.0332,0.5457,0.4569,0.3779
5400,L4.v_lut,0.4166,76.81,26,2044,0.0355,0.3020,0.1923,0.1310
5400,L4.out_proj,0.0132,2432.89,301,8192,0.0005,0.0117,0.0102,0.0092
5400,L4.residual_lut,0.7544,169.67,46,4093,0.0449,0.5852,0.4248,0.3232
5400,L5.qkv_lut,0.7140,179.26,43,4329,0.0500,0.5467,0.3968,0.3123
5400,L5.v_lut,0.4926,64.97,12,3252,0.0692,0.2900,0.1629,0.1068
5400,L5.out_proj,0.0105,3039.35,775,8192,0.0007,0.0086,0.0077,0.0072
5400,L5.residual_lut,0.5322,240.50,47,6240,0.0378,0.4038,0.3008,0.2407
5600,L0.qkv_lut,1.0000,128.00,101,775,0.0000,0.9992,0.9613,0.7764
5600,L0.v_lut,0.9894,32.34,20,632,0.0121,0.8416,0.2999,0.0928
5600,L0.out_proj,0.7574,42.25,12,2195,0.0883,0.4471,0.2206,0.1301
5600,L0.residual_lut,0.9814,130.42,63,1630,0.0166,0.8821,0.6592,0.4897
5600,L1.qkv_lut,0.9826,130.27,63,2272,0.0164,0.8826,0.6569,0.4902
5600,L1.v_lut,0.8235,38.86,13,1190,0.0816,0.5169,0.2498,0.1388
5600,L1.out_proj,0.9070,35.28,15,960,0.0695,0.6016,0.2762,0.1446
5600,L1.residual_lut,0.9983,128.22,88,1013,0.0029,0.9697,0.8137,0.6196
5600,L2.qkv_lut,0.9932,128.88,88,1317,0.0011,0.9658,0.8027,0.6120
5600,L2.v_lut,0.9394,34.06,16,913,0.0577,0.6476,0.2915,0.1397
5600,L2.out_proj,0.5449,58.72,9,3480,0.0923,0.2878,0.1540,0.0991
5600,L2.residual_lut,0.9163,139.70,84,1887,0.0308,0.8057,0.6504,0.5178
5600,L3.qkv_lut,0.8851,144.62,76,2095,0.0335,0.7559,0.6099,0.4832
5600,L3.v_lut,0.7421,43.12,16,1501,0.0680,0.4931,0.2578,0.1465
5600,L3.out_proj,0.1810,176.80,21,6021,0.0210,0.1184,0.0796,0.0609
5600,L3.residual_lut,0.5986,213.82,116,2456,0.0237,0.5383,0.4602,0.3853
5600,L4.qkv_lut,0.6172,207.39,101,3079,0.0244,0.5394,0.4450,0.3719
5600,L4.v_lut,0.4131,77.46,26,2452,0.0338,0.2977,0.1895,0.1279
5600,L4.out_proj,0.0139,2299.51,237,8192,0.0008,0.0119,0.0106,0.0096
5600,L4.residual_lut,0.7356,174.01,36,5119,0.0498,0.5623,0.3884,0.2998
5600,L5.qkv_lut,0.6859,186.62,41,4726,0.0472,0.5205,0.3722,0.2959
5600,L5.v_lut,0.4728,67.68,12,4127,0.0669,0.2793,0.1575,0.1053
5600,L5.out_proj,0.0117,2730.67,305,8192,0.0007,0.0095,0.0082,0.0074
5600,L5.residual_lut,0.4951,258.52,37,6414,0.0417,0.3577,0.2563,0.2122
5800,L0.qkv_lut,1.0000,128.00,101,777,0.0000,0.9992,0.9642,0.7716
5800,L0.v_lut,0.9895,32.34,20,618,0.0118,0.8423,0.3008,0.0923
5800,L0.out_proj,0.7524,42.53,12,2191,0.0858,0.4480,0.2198,0.1312
5800,L0.residual_lut,0.9817,130.39,63,1652,0.0166,0.8821,0.6533,0.4878
5800,L1.qkv_lut,0.9811,130.46,64,2223,0.0150,0.8786,0.6587,0.4937
5800,L1.v_lut,0.8222,38.92,13,1183,0.0803,0.5142,0.2506,0.1389
5800,L1.out_proj,0.9070,35.28,15,1028,0.0694,0.5986,0.2762,0.1437
5800,L1.residual_lut,0.9978,128.28,88,1065,0.0027,0.9695,0.8108,0.6194
5800,L2.qkv_lut,0.9940,128.78,88,1270,0.0028,0.9650,0.7995,0.6123
5800,L2.v_lut,0.9377,34.13,16,889,0.0555,0.6488,0.2922,0.1404
5800,L2.out_proj,0.5502,58.16,9,3456,0.0925,0.2902,0.1523,0.0994
5800,L2.residual_lut,0.9216,138.88,82,1890,0.0359,0.8064,0.6519,0.5178
5800,L3.qkv_lut,0.8890,143.98,76,2169,0.0365,0.7563,0.6133,0.4857
5800,L3.v_lut,0.7475,42.81,16,1606,0.0689,0.4946,0.2576,0.1455
5800,L3.out_proj,0.1879,170.33,21,5789,0.0236,0.1221,0.0813,0.0631
5800,L3.residual_lut,0.6118,209.21,114,2026,0.0293,0.5381,0.4546,0.3879
5800,L4.qkv_lut,0.6312,202.79,98,3439,0.0293,0.5422,0.4517,0.3773
5800,L4.v_lut,0.4184,76.48,24,2127,0.0380,0.2964,0.1879,0.1286
5800,L4.out_proj,0.0141,2264.74,331,8192,0.0006,0.0122,0.0109,0.0099
5800,L4.residual_lut,0.7849,163.08,44,3695,0.0498,0.6111,0.4429,0.3430
5800,L5.qkv_lut,0.7354,174.07,49,4074,0.0426,0.5820,0.4229,0.3324
5800,L5.v_lut,0.5310,60.26,13,2532,0.0715,0.3172,0.1763,0.1164
5800,L5.out_proj,0.0107,2995.93,493,8192,0.0005,0.0092,0.0079,0.0073
5800,L5.residual_lut,0.5117,250.14,42,5531,0.0396,0.3818,0.2791,0.2229
6000,L0.qkv_lut,1.0000,128.00,101,770,0.0000,0.9992,0.9622,0.7736
6000,L0.v_lut,0.9896,32.34,20,618,0.0118,0.8419,0.3006,0.0927
6000,L0.out_proj,0.7599,42.11,12,2199,0.0870,0.4516,0.2221,0.1299
6000,L0.residual_lut,0.9832,130.19,63,1618,0.0183,0.8838,0.6562,0.4885
6000,L1.qkv_lut,0.9819,130.36,64,2207,0.0179,0.8820,0.6595,0.4948
6000,L1.v_lut,0.8248,38.80,13,1205,0.0827,0.5173,0.2504,0.1397
6000,L1.out_proj,0.9046,35.37,15,952,0.0708,0.5981,0.2747,0.1439
6000,L1.residual_lut,0.9978,128.28,88,1058,0.0024,0.9709,0.8113,0.6208
6000,L2.qkv_lut,0.9932,128.88,88,1234,0.0026,0.9691,0.8001,0.6090
6000,L2.v_lut,0.9385,34.10,16,878,0.0567,0.6503,0.2909,0.1403
6000,L2.out_proj,0.5475,58.45,9,3490,0.0904,0.2909,0.1537,0.0988
6000,L2.residual_lut,0.9141,140.03,86,1844,0.0298,0.8091,0.6543,0.5220
6000,L3.qkv_lut,0.8908,143.69,77,2047,0.0365,0.7617,0.6146,0.4889
6000,L3.v_lut,0.7507,42.63,16,1431,0.0701,0.4977,0.2606,0.1476
6000,L3.out_proj,0.1918,166.84,20,6061,0.0255,0.1243,0.0829,0.0635
6000,L3.residual_lut,0.6270,204.16,120,2550,0.0310,0.5513,0.4746,0.4019
6000,L4.qkv_lut,0.6484,197.40,99,2216,0.0327,0.5588,0.4663,0.3885
6000,L4.v_lut,0.4314,74.17,25,2097,0.0389,0.3082,0.1951,0.1317
6000,L4.out_proj,0.0155,2060.07,306,8192,0.0007,0.0135,0.0122,0.0114
6000,L4.residual_lut,0.8030,159.41,53,3880,0.0354,0.6545,0.4819,0.3672
6000,L5.qkv_lut,0.7567,169.16,56,3572,0.0407,0.6152,0.4600,0.3604
6000,L5.v_lut,0.5757,55.59,13,2909,0.0724,0.3483,0.1917,0.1230
6000,L5.out_proj,0.0120,2661.36,290,8192,0.0008,0.0096,0.0083,0.0077
6000,L5.residual_lut,0.5293,241.83,44,5687,0.0415,0.3916,0.2944,0.2266
6200,L0.qkv_lut,1.0000,128.00,101,771,0.0000,0.9992,0.9618,0.7752
6200,L0.v_lut,0.9896,32.34,20,618,0.0122,0.8425,0.3000,0.0927
6200,L0.out_proj,0.7587,42.18,12,2275,0.0892,0.4492,0.2207,0.1305
6200,L0.residual_lut,0.9839,130.10,63,1617,0.0176,0.8816,0.6592,0.4912
6200,L1.qkv_lut,0.9819,130.36,64,2255,0.0169,0.8841,0.6576,0.4938
6200,L1.v_lut,0.8235,38.86,13,1175,0.0809,0.5184,0.2504,0.1386
6200,L1.out_proj,0.9062,35.31,15,959,0.0718,0.5981,0.2751,0.1443
6200,L1.residual_lut,0.9988,128.16,89,1034,0.0032,0.9709,0.8101,0.6196
6200,L2.qkv_lut,0.9935,128.84,89,1186,0.0024,0.9683,0.8001,0.6087
6200,L2.v_lut,0.9375,34.13,16,839,0.0563,0.6488,0.2915,0.1411
6200,L2.out_proj,0.5319,60.16,9,3899,0.0881,0.2834,0.1513,0.0979
6200,L2.residual_lut,0.9053,141.39,88,1793,0.0278,0.8022,0.6570,0.5276
6200,L3.qkv_lut,0.8763,146.07,80,1910,0.0329,0.7560,0.6107,0.4910
6200,L3.v_lut,0.7395,43.27,17,1330,0.0681,0.4954,0.2623,0.1486
6200,L3.out_proj,0.1817,176.14,20,5978,0.0231,0.1183,0.0794,0.0618
6200,L3.residual_lut,0.6050,211.58,123,2389,0.0234,0.5430,0.4641,0.3931
6200,L4.qkv_lut,0.6242,205.07,106,2494,0.0275,0.5474,0.4631,0.3848
6200,L4.v_lut,0.4174,76.66,26,2024,0.0339,0.2999,0.1914,0.1307
6200,L4.out_proj,0.0149,2144.33,301,8192,0.0006,0.0130,0.0117,0.0106
6200,L4.residual_lut,0.8711,146.94,59,3194,0.0254,0.7429,0.5608,0.4231
6200,L5.qkv_lut,0.8278,154.63,65,3323,0.0208,0.7186,0.5467,0.4191
6200,L5.v_lut,0.6619,48.35,14,2947,0.0745,0.4160,0.2215,0.1332
6200,L5.out_proj,0.0107,2978.91,551,8192,0.0007,0.0089,0.0078,0.0075
6200,L5.residual_lut,0.5195,246.38,47,5050,0.0413,0.3914,0.2917,0.2339
6400,L0.qkv_lut,1.0000,128.00,101,770,0.0000,0.9990,0.9621,0.7707
6400,L0.v_lut,0.9894,32.34,20,618,0.0121,0.8428,0.3017,0.0924
6400,L0.out_proj,0.7591,42.16,12,2208,0.0869,0.4509,0.2226,0.1300
6400,L0.residual_lut,0.9836,130.13,63,1687,0.0176,0.8840,0.6631,0.4910
6400,L1.qkv_lut,0.9814,130.42,64,2253,0.0156,0.8820,0.6615,0.4966
6400,L1.v_lut,0.8235,38.86,13,1159,0.0810,0.5161,0.2509,0.1387
6400,L1.out_proj,0.9066,35.30,14,939,0.0672,0.5984,0.2756,0.1440
6400,L1.residual_lut,0.9983,128.22,89,1066,0.0037,0.9717,0.8142,0.6233
6400,L2.qkv_lut,0.9930,128.90,89,1248,0.0011,0.9707,0.8029,0.6133
6400,L2.v_lut,0.9384,34.10,16,881,0.0541,0.6507,0.2914,0.1409
6400,L2.out_proj,0.5542,57.74,9,3659,0.0954,0.2899,0.1545,0.0985
6400,L2.residual_lut,0.9194,139.22,87,1817,0.0308,0.8118,0.6646,0.5286
6400,L3.qkv_lut,0.8934,143.27,79,2033,0.0368,0.7663,0.6239,0.4930
6400,L3.v_lut,0.7532,42.49,17,1374,0.0680,0.5035,0.2642,0.1478
6400,L3.out_proj,0.1898,168.61,20,5818,0.0249,0.1237,0.0820,0.0633
6400,L3.residual_lut,0.6084,210.39,123,1859,0.0222,0.5488,0.4709,0.4045
6400,L4.qkv_lut,0.6276,203.95,108,2346,0.0239,0.5542,0.4702,0.3939
6400,L4.v_lut,0.4237,75.53,26,2178,0.0328,0.3086,0.1967,0.1329
6400,L4.out_proj,0.0159,2016.49,325,8192,0.0004,0.0143,0.0126,0.0116
6400,L4.residual_lut,0.8845,144.71,71,2164,0.0217,0.7810,0.5999,0.4644
6400,L5.qkv_lut,0.8354,153.21,78,1993,0.0166,0.7502,0.5838,0.4588
6400,L5.v_lut,0.6971,45.90,15,1495,0.0698,0.4467,0.2374,0.1414
6400,L5.out_proj,0.0107,2978.91,573,8192,0.0005,0.0088,0.0078,0.0074
6400,L5.residual_lut,0.5664,225.99,48,4863,0.0356,0.4480,0.3245,0.2568
6600,L0.qkv_lut,1.0000,128.00,101,755,0.0000,0.9990,0.9626,0.7733
6600,L0.v_lut,0.9895,32.34,20,618,0.0126,0.8419,0.3002,0.0924
6600,L0.out_proj,0.7621,41.99,12,2179,0.0866,0.4535,0.2220,0.1308
6600,L0.residual_lut,0.9829,130.23,63,1663,0.0149,0.8860,0.6611,0.4885
6600,L1.qkv_lut,0.9834,130.16,65,2182,0.0171,0.8843,0.6576,0.4985
6600,L1.v_lut,0.8273,38.68,13,1180,0.0802,0.5194,0.2506,0.1390
6600,L1.out_proj,0.9110,35.13,15,976,0.0684,0.6034,0.2788,0.1441
6600,L1.residual_lut,0.9988,128.16,89,1052,0.0024,0.9714,0.8206,0.6250
6600,L2.qkv_lut,0.9932,128.88,88,1200,0.0015,0.9691,0.8037,0.6152
6600,L2.v_lut,0.9407,34.02,16,868,0.0566,0.6516,0.2928,0.1408
6600,L2.out_proj,0.5525,57.92,9,3497,0.0936,0.2908,0.1530,0.0990
6600,L2.residual_lut,0.9233,138.63,85,1987,0.0273,0.8086,0.6631,0.5278
6600,L3.qkv_lut,0.8978,142.57,77,2086,0.0374,0.7687,0.6170,0.4917
6600,L3.v_lut,0.7544,42.42,16,1394,0.0698,0.5013,0.2615,0.1465
6600,L3.out_proj,0.1882,170.00,21,5926,0.0238,0.1235,0.0833,0.0634
6600,L3.residual_lut,0.6216,205.93,115,2178,0.0305,0.5459,0.4695,0.3955
6600,L4.qkv_lut,0.6424,199.25,100,2564,0.0339,0.5493,0.4593,0.3854
6600,L4.v_lut,0.4266,75.01,25,1918,0.0391,0.3034,0.1928,0.1312
6600,L4.out_proj,0.0169,1889.33,327,8192,0.0007,0.0151,0.0135,0.0124
6600,L4.residual_lut,0.8770,145.96,67,2298,0.0222,0.7617,0.5833,0.4507
6600,L5.qkv_lut,0.8241,155.33,75,2205,0.0228,0.7204,0.5671,0.4417
6600,L5.v_lut,0.6849,46.73,14,1691,0.0716,0.4353,0.2288,0.1376
6600,L5.out_proj,0.0111,2872.81,473,8192,0.0006,0.0092,0.0081,0.0076
6600,L5.residual_lut,0.5723,223.67,62,4723,0.0322,0.4622,0.3535,0.2837
6800,L0.qkv_lut,1.0000,128.00,101,770,0.0000,0.9989,0.9622,0.7738
6800,L0.v_lut,0.9897,32.33,20,625,0.0123,0.8434,0.3003,0.0922
6800,L0.out_proj,0.7618,42.01,12,2201,0.0883,0.4526,0.2231,0.1313
6800,L0.residual_lut,0.9812,130.45,64,1579,0.0149,0.8850,0.6587,0.4932
6800,L1.qkv_lut,0.9818,130.38,65,2259,0.0148,0.8843,0.6606,0.4958
6800,L1.v_lut,0.8268,38.70,13,1190,0.0811,0.5185,0.2512,0.1401
6800,L1.out_proj,0.9100,35.17,15,929,0.0672,0.6026,0.2766,0.1429
6800,L1.residual_lut,0.9980,128.25,89,1066,0.0027,0.9707,0.8206,0.6252
6800,L2.qkv_lut,0.9940,128.78,89,1183,0.0024,0.9692,0.8084,0.6174
6800,L2.v_lut,0.9405,34.02,16,870,0.0558,0.6545,0.2941,0.1403
6800,L2.out_proj,0.5539,57.78,9,3427,0.0911,0.2930,0.1556,0.1005
6800,L2.residual_lut,0.9209,138.99,88,1813,0.0320,0.8145,0.6667,0.5369
6800,L3.qkv_lut,0.8927,143.38,80,1901,0.0369,0.7686,0.6261,0.5002
6800,L3.v_lut,0.7584,42.19,17,1324,0.0695,0.5065,0.2658,0.1476
6800,L3.out_proj,0.1858,172.24,21,6170,0.0229,0.1224,0.0814,0.0622
6800,L3.residual_lut,0.6238,205.20,122,2305,0.0349,0.5486,0.4709,0.4009
6800,L4.qkv_lut,0.6400,200.01,102,2530,0.0334,0.5526,0.4678,0.3901
6800,L4.v_lut,0.4284,74.70,26,2278,0.0384,0.3075,0.1976,0.1324
6800,L4.out_proj,0.0183,1750.54,286,8192,0.0009,0.0157,0.0137,0.0125
6800,L4.residual_lut,0.8674,147.56,66,2622,0.0278,0.7480,0.5654,0.4417
6800,L5.qkv_lut,0.8332,153.63,70,2257,0.0218,0.7329,0.5646,0.4383
6800,L5.v_lut,0.6749,47.42,14,1647,0.0723,0.4269,0.2266,0.1360
6800,L5.out_proj,0.0114,2796.20,488,8192,0.0009,0.0094,0.0082,0.0077
6800,L5.residual_lut,0.5691,224.92,59,5967,0.0327,0.4600,0.3413,0.2754
7000,L0.qkv_lut,1.0000,128.00,101,786,0.0000,0.9990,0.9614,0.7729
7000,L0.v_lut,0.9895,32.34,20,625,0.0119,0.8429,0.3008,0.0922
7000,L0.out_proj,0.7639,41.89,12,2199,0.0871,0.4531,0.2230,0.1313
7000,L0.residual_lut,0.9846,130.00,63,1546,0.0183,0.8921,0.6633,0.4890
7000,L1.qkv_lut,0.9816,130.40,66,2229,0.0169,0.8841,0.6637,0.5011
7000,L1.v_lut,0.8277,38.66,13,1148,0.0813,0.5206,0.2509,0.1398
7000,L1.out_proj,0.9119,35.09,15,951,0.0697,0.6037,0.2762,0.1440
7000,L1.residual_lut,0.9988,128.16,89,1038,0.0027,0.9717,0.8196,0.6250
7000,L2.qkv_lut,0.9933,128.86,89,1209,0.0021,0.9676,0.8078,0.6117
7000,L2.v_lut,0.9403,34.03,16,857,0.0567,0.6547,0.2926,0.1402
7000,L2.out_proj,0.5520,57.97,9,3388,0.0916,0.2933,0.1553,0.1003
7000,L2.residual_lut,0.9194,139.22,86,1823,0.0276,0.8125,0.6628,0.5298
7000,L3.qkv_lut,0.8910,143.67,78,1937,0.0361,0.7646,0.6187,0.4966
7000,L3.v_lut,0.7545,42.41,17,1430,0.0685,0.5031,0.2640,0.1474
7000,L3.out_proj,0.1882,170.00,20,6029,0.0231,0.1222,0.0814,0.0624
7000,L3.residual_lut,0.6152,208.05,119,2172,0.0271,0.5452,0.4639,0.3916
7000,L4.qkv_lut,0.6361,201.24,100,2519,0.0299,0.5495,0.4595,0.3826
7000,L4.v_lut,0.4225,75.73,26,2318,0.0346,0.3035,0.1932,0.1314
7000,L4.out_proj,0.0179,1783.29,253,8192,0.0007,0.0155,0.0139,0.0128
7000,L4.residual_lut,0.8972,142.66,78,1409,0.0117,0.8186,0.6355,0.4954
7000,L5.qkv_lut,0.8486,150.83,81,1676,0.0086,0.7809,0.6232,0.4842
7000,L5.v_lut,0.7354,43.51,15,1357,0.0655,0.4825,0.2448,0.1413
7000,L5.out_proj,0.0132,2432.89,171,8192,0.0011,0.0100,0.0083,0.0076
7000,L5.residual_lut,0.5518,231.99,43,4509,0.0361,0.4258,0.3064,0.2390
7200,L0.qkv_lut,1.0000,128.00,101,761,0.0000,0.9990,0.9639,0.7721
7200,L0.v_lut,0.9896,32.34,20,577,0.0122,0.8417,0.3004,0.0927
7200,L0.out_proj,0.7617,42.01,12,2187,0.0877,0.4532,0.2235,0.1309
7200,L0.residual_lut,0.9841,130.06,64,1596,0.0178,0.8894,0.6626,0.4932
7200,L1.qkv_lut,0.9821,130.33,65,2233,0.0171,0.8885,0.6618,0.4969
7200,L1.v_lut,0.8274,38.68,13,1142,0.0801,0.5199,0.2508,0.1394
7200,L1.out_proj,0.9090,35.20,15,974,0.0676,0.6027,0.2762,0.1433
7200,L1.residual_lut,0.9978,128.28,90,1029,0.0024,0.9709,0.8176,0.6270
7200,L2.qkv_lut,0.9935,128.84,90,1210,0.0018,0.9692,0.8049,0.6134
7200,L2.v_lut,0.9414,33.99,16,867,0.0565,0.6518,0.2939,0.1405
7200,L2.out_proj,0.5540,57.77,9,3353,0.0936,0.2924,0.1545,0.0996
7200,L2.residual_lut,0.9189,139.29,88,1803,0.0293,0.8113,0.6660,0.5332
7200,L3.qkv_lut,0.8923,143.46,78,2035,0.0373,0.7664,0.6213,0.4940
7200,L3.v_lut,0.7556,42.35,17,1370,0.0685,0.5060,0.2663,0.1477
7200,L3.out_proj,0.1917,166.97,19,6034,0.0264,0.1228,0.0813,0.0627
7200,L3.residual_lut,0.6172,207.39,120,2373,0.0320,0.5452,0.4724,0.3992
7200,L4.qkv_lut,0.6383,200.52,104,2467,0.0355,0.5526,0.4692,0.3892
7200,L4.v_lut,0.4260,75.11,25,2086,0.0381,0.3054,0.1945,0.1317
7200,L4.out_proj,0.0192,1664.41,269,8192,0.0007,0.0171,0.0146,0.0134
7200,L4.residual_lut,0.8826,145.03,63,2398,0.0239,0.7646,0.5776,0.4407
7200,L5.qkv_lut,0.8324,153.78,72,2310,0.0189,0.7293,0.5612,0.4414
7200,L5.v_lut,0.6839,46.79,14,1766,0.0750,0.4279,0.2253,0.1376
7200,L5.out_proj,0.0121,2654.62,264,8192,0.0010,0.0096,0.0080,0.0074
7200,L5.residual_lut,0.5017,255.13,36,6281,0.0398,0.3689,0.2605,0.2065
7400,L0.qkv_lut,1.0000,128.00,101,739,0.0000,0.9989,0.9635,0.7736
7400,L0.v_lut,0.9896,32.33,20,577,0.0119,0.8422,0.3012,0.0927
7400,L0.out_proj,0.7637,41.90,12,2230,0.0863,0.4545,0.2229,0.1312
7400,L0.residual_lut,0.9834,130.16,64,1603,0.0129,0.8879,0.6621,0.4941
7400,L1.qkv_lut,0.9801,130.59,66,2210,0.0129,0.8846,0.6639,0.4992
7400,L1.v_lut,0.8285,38.62,13,1159,0.0789,0.5216,0.2513,0.1395
7400,L1.out_proj,0.9089,35.21,15,951,0.0667,0.6024,0.2780,0.1436
7400,L1.residual_lut,0.9980,128.25,89,1069,0.0022,0.9697,0.8149,0.6282
7400,L2.qkv_lut,0.9937,128.82,88,1216,0.0020,0.9689,0.8062,0.6134
7400,L2.v_lut,0.9400,34.04,16,864,0.0555,0.6536,0.2927,0.1402
7400,L2.out_proj,0.5584,57.31,9,3402,0.0916,0.2950,0.1547,0.1001
7400,L2.residual_lut,0.9214,138.92,88,1827,0.0261,0.8159,0.6741,0.5413
7400,L3.qkv_lut,0.8950,143.01,80,1876,0.0314,0.7739,0.6291,0.4974
7400,L3.v_lut,0.7601,42.10,17,1322,0.0669,0.5100,0.2677,0.1488
7400,L3.out_proj,0.1936,165.29,19,5927,0.0242,0.1251,0.0840,0.0643
7400,L3.residual_lut,0.6155,207.97,123,2381,0.0254,0.5476,0.4739,0.4011
7400,L4.qkv_lut,0.6348,201.65,106,2449,0.0293,0.5506,0.4671,0.3895
7400,L4.v_lut,0.4254,75.23,25,2000,0.0339,0.3052,0.1944,0.1323
7400,L4.out_proj,0.0203,1579.18,251,8192,0.0006,0.0178,0.0155,0.0143
7400,L4.residual_lut,0.8853,144.59,71,1561,0.0173,0.7876,0.6030,0.4648
7400,L5.qkv_lut,0.8394,152.50,78,1872,0.0174,0.7544,0.5853,0.4600
7400,L5.v_lut,0.7175,44.60,15,1375,0.0696,0.4617,0.2385,0.1391
7400,L5.out_proj,0.0109,2937.19,474,8192,0.0009,0.0086,0.0077,0.0071
7400,L5.residual_lut,0.5427,235.85,47,5967,0.0330,0.4229,0.3115,0.2446
7600,L0.qkv_lut,1.0000,128.00,101,794,0.0000,0.9989,0.9637,0.7747
7600,L0.v_lut,0.9895,32.34,20,625,0.0118,0.8431,0.3005,0.0927
7600,L0.out_proj,0.7627,41.96,12,2201,0.0847,0.4548,0.2244,0.1317
7600,L0.residual_lut,0.9824,130.29,64,1537,0.0115,0.8926,0.6650,0.4951
7600,L1.qkv_lut,0.9818,130.38,66,2228,0.0137,0.8840,0.6632,0.5003
7600,L1.v_lut,0.8290,38.60,13,1132,0.0806,0.5231,0.2516,0.1404
7600,L1.out_proj,0.9104,35.15,15,971,0.0677,0.6039,0.2761,0.1442
7600,L1.residual_lut,0.9988,128.16,89,1057,0.0022,0.9753,0.8201,0.6255
7600,L2.qkv_lut,0.9932,128.88,88,1202,0.0016,0.9699,0.8089,0.6147
7600,L2.v_lut,0.9402,34.04,16,903,0.0552,0.6535,0.2924,0.1407
7600,L2.out_proj,0.5616,56.98,9,3413,0.0949,0.2970,0.1549,0.1009
7600,L2.residual_lut,0.9243,138.48,87,1764,0.0288,0.8201,0.6724,0.5322
7600,L3.qkv_lut,0.9014,142.01,78,1970,0.0369,0.7760,0.6268,0.4979
7600,L3.v_lut,0.7637,41.90,17,1362,0.0686,0.5115,0.2670,0.1477
7600,L3.out_proj,0.1978,161.82,20,5896,0.0248,0.1281,0.0847,0.0649
7600,L3.residual_lut,0.6243,205.04,117,2285,0.0317,0.5483,0.4746,0.3987
7600,L4.qkv_lut,0.6449,198.49,102,2592,0.0303,0.5575,0.4686,0.3963
7600,L4.v_lut,0.4313,74.20,25,2135,0.0373,0.3089,0.1957,0.1328
7600,L4.out_proj,0.0208,1539.76,256,8192,0.0007,0.0180,0.0154,0.0143
7600,L4.residual_lut,0.8918,143.52,72,2119,0.0183,0.7957,0.6150,0.4717
7600,L5.qkv_lut,0.8424,151.94,77,2800,0.0164,0.7549,0.5910,0.4596
7600,L5.v_lut,0.7067,45.28,15,1678,0.0727,0.4512,0.2370,0.1410
7600,L5.out_proj,0.0115,2788.77,355,8192,0.0011,0.0090,0.0080,0.0074
7600,L5.residual_lut,0.5989,213.73,63,4717,0.0244,0.4929,0.3787,0.2981
7800,L0.qkv_lut,1.0000,128.00,101,777,0.0000,0.9990,0.9645,0.7725
7800,L0.v_lut,0.9898,32.33,20,625,0.0122,0.8421,0.3004,0.0929
