step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.329973,0.326139,0.331031,0.324113,0.341881,0.333578,0.643450,0.389309,0.434063,0.426334,0.455231,0.450533,0.491357,0.487773,0.489193,0.483191,0.668376,0.595678,0.496732,0.492735,0.497578,0.469890,0.666153,0.609349,0.498615,0.497772,0.496345,0.452408,0.660806,0.611921,0.499576,0.500687,0.492367,0.456731,0.654106,0.576473
2200,0.319347,0.313936,0.331210,0.308327,0.331758,0.318743,0.677838,0.383648,0.424322,0.414211,0.449965,0.443702,0.490836,0.486661,0.487098,0.480570,0.686342,0.602737,0.496735,0.491498,0.500862,0.470535,0.689862,0.617958,0.498964,0.497959,0.498600,0.450221,0.669389,0.615026,0.502629,0.503232,0.497544,0.455766,0.681033,0.593911
2400,0.311137,0.303894,0.340973,0.295245,0.326494,0.305890,0.712680,0.381031,0.415913,0.403138,0.444927,0.437005,0.489416,0.484497,0.484414,0.477839,0.696895,0.606652,0.495805,0.490102,0.506283,0.472210,0.713721,0.623969,0.498620,0.497350,0.501374,0.449345,0.676252,0.617522,0.500409,0.500612,0.503208,0.454751,0.706259,0.608181
2600,0.305007,0.295794,0.354608,0.284311,0.324841,0.294319,0.746959,0.375608,0.408949,0.393401,0.440150,0.430650,0.488957,0.483491,0.481951,0.475470,0.707154,0.610557,0.494809,0.488768,0.509738,0.473126,0.735245,0.629614,0.498411,0.496715,0.503608,0.448332,0.681104,0.619401,0.500564,0.500755,0.510003,0.455399,0.723553,0.615753
2800,0.300036,0.288922,0.369572,0.276097,0.327211,0.284297,0.782352,0.370865,0.402475,0.383934,0.435390,0.424201,0.487047,0.480991,0.478516,0.472092,0.718394,0.614973,0.495192,0.488670,0.513060,0.473900,0.751669,0.633606,0.500191,0.498468,0.508111,0.448889,0.684955,0.620805,0.501273,0.501532,0.516900,0.455918,0.737842,0.620754
3000,0.295829,0.282642,0.385680,0.269876,0.332626,0.275957,0.817226,0.367035,0.397572,0.375580,0.430677,0.417758,0.485532,0.478832,0.475432,0.469275,0.727621,0.618785,0.493270,0.486639,0.516721,0.474870,0.769045,0.637815,0.498690,0.496707,0.512899,0.449080,0.688226,0.622051,0.500651,0.500996,0.522649,0.456712,0.747532,0.623947
3200,0.292880,0.277697,0.401381,0.264818,0.339258,0.269349,0.852119,0.362554,0.393780,0.368339,0.426717,0.412180,0.485575,0.478098,0.472634,0.466588,0.734528,0.621733,0.493118,0.486257,0.520490,0.476350,0.785557,0.641659,0.496931,0.494858,0.516630,0.449482,0.690890,0.623040,0.501080,0.500965,0.528987,0.458381,0.755741,0.626551
3400,0.290474,0.273389,0.416597,0.260824,0.347781,0.263672,0.886922,0.358251,0.390613,0.361298,0.422782,0.406574,0.485590,0.477494,0.469961,0.463960,0.740815,0.624378,0.493368,0.486851,0.524256,0.478133,0.797485,0.644471,0.497693,0.495177,0.521104,0.450111,0.693053,0.623891,0.503059,0.502581,0.537501,0.461228,0.761839,0.628544
3600,0.288463,0.269570,0.431398,0.256886,0.356706,0.259349,0.920690,0.352504,0.388357,0.355240,0.419140,0.401200,0.484411,0.475643,0.467306,0.461090,0.747086,0.627019,0.492741,0.486079,0.528103,0.479875,0.808389,0.646700,0.497930,0.495426,0.525460,0.450942,0.694739,0.624503,0.503199,0.502862,0.542270,0.462796,0.768835,0.630664
3800,0.286912,0.266313,0.445842,0.253220,0.366018,0.256006,0.955040,0.347564,0.386821,0.349751,0.415803,0.396040,0.483504,0.474083,0.465410,0.458750,0.753657,0.629413,0.491100,0.484348,0.531567,0.481748,0.818249,0.648929,0.497157,0.494663,0.530185,0.452310,0.696298,0.625166,0.502577,0.501896,0.549670,0.465143,0.773768,0.632355
4000,0.285635,0.263606,0.459803,0.249696,0.374539,0.253433,0.987224,0.343195,0.385385,0.344970,0.412809,0.391499,0.482532,0.472392,0.462882,0.455626,0.757392,0.630784,0.490720,0.483919,0.533362,0.482567,0.826015,0.650577,0.496271,0.493829,0.533482,0.453351,0.697688,0.625721,0.504321,0.503128,0.556529,0.467996,0.776937,0.633385
4200,0.284606,0.261089,0.473269,0.246246,0.383360,0.251077,1.017367,0.338394,0.384791,0.340713,0.409693,0.386811,0.482439,0.471370,0.460750,0.452620,0.761111,0.632046,0.490567,0.484011,0.535260,0.483216,0.833090,0.652345,0.496143,0.493500,0.536835,0.454041,0.699100,0.626309,0.501204,0.500312,0.561684,0.469435,0.779751,0.634335
4400,0.283719,0.258997,0.486226,0.243173,0.392572,0.249301,1.048355,0.333779,0.384881,0.336648,0.406747,0.382146,0.482288,0.470440,0.458200,0.449765,0.764749,0.633472,0.489993,0.483375,0.536743,0.483770,0.839689,0.653481,0.495935,0.493161,0.541066,0.454981,0.700494,0.626696,0.498506,0.497908,0.567015,0.471299,0.781961,0.634915
4600,0.282851,0.257145,0.497289,0.240060,0.399224,0.247590,1.076680,0.329518,0.384893,0.333383,0.404360,0.378537,0.481154,0.468703,0.454616,0.446172,0.769413,0.634861,0.489286,0.482670,0.538021,0.484254,0.845407,0.654714,0.495767,0.493062,0.544107,0.456062,0.701804,0.627242,0.497728,0.496789,0.571392,0.473435,0.783838,0.635569
4800,0.282216,0.255482,0.508292,0.237657,0.406758,0.246377,1.103339,0.326089,0.385297,0.330547,0.402135,0.374911,0.481024,0.467869,0.452166,0.442635,0.771732,0.635543,0.488951,0.482118,0.538597,0.484173,0.850920,0.655860,0.495283,0.492334,0.546458,0.456436,0.702845,0.627627,0.496035,0.495099,0.576769,0.474975,0.785120,0.635957
5000,0.281543,0.253905,0.518286,0.235211,0.414046,0.245660,1.128436,0.322480,0.385870,0.328025,0.400342,0.371753,0.481222,0.467289,0.449595,0.439256,0.773620,0.635590,0.488512,0.481697,0.539518,0.484639,0.855915,0.657013,0.494552,0.491587,0.548727,0.457265,0.703760,0.628008,0.494601,0.493793,0.579583,0.475753,0.786142,0.636312
5200,0.281075,0.252583,0.527764,0.232706,0.421537,0.245191,1.151711,0.319066,0.386795,0.325760,0.398757,0.368702,0.480752,0.466289,0.447706,0.435992,0.773167,0.634621,0.488456,0.481661,0.539668,0.484159,0.859875,0.658038,0.494506,0.491596,0.550628,0.457412,0.704757,0.628473,0.493766,0.492400,0.582942,0.476617,0.787018,0.636670
5400,0.280572,0.251353,0.536150,0.230308,0.427012,0.244334,1.173288,0.315599,0.387258,0.324024,0.397313,0.366209,0.480619,0.465547,0.444818,0.432232,0.772844,0.634105,0.488013,0.481210,0.539949,0.484296,0.862990,0.658704,0.494061,0.491183,0.552211,0.457728,0.705456,0.628688,0.493203,0.491758,0.586159,0.477424,0.787583,0.636803
5600,0.280171,0.250202,0.543723,0.228429,0.432879,0.243785,1.193302,0.313008,0.388057,0.322069,0.395943,0.363603,0.480108,0.464525,0.442617,0.428795,0.771296,0.632312,0.487946,0.481147,0.540486,0.484461,0.865465,0.659349,0.493559,0.490670,0.554312,0.458509,0.706213,0.629025,0.492579,0.491085,0.588324,0.477989,0.788198,0.637037
5800,0.279686,0.249174,0.550383,0.226686,0.437923,0.243370,1.210953,0.310410,0.388681,0.320444,0.394865,0.361543,0.480283,0.463994,0.441576,0.426660,0.769343,0.630191,0.487483,0.480702,0.540608,0.484484,0.867490,0.659896,0.494054,0.491143,0.556475,0.459314,0.706908,0.629350,0.492597,0.491052,0.589814,0.478312,0.788762,0.637272
6000,0.279240,0.248259,0.556114,0.225055,0.442701,0.243139,1.227785,0.307936,0.389299,0.319029,0.393934,0.359653,0.480429,0.463495,0.440824,0.424503,0.767211,0.627482,0.487246,0.480664,0.540680,0.484430,0.868964,0.660279,0.493648,0.490593,0.557742,0.459483,0.707405,0.629553,0.492520,0.490949,0.592025,0.479601,0.789161,0.637419
6200,0.278878,0.247451,0.561888,0.223391,0.447338,0.242994,1.242302,0.306180,0.390082,0.317847,0.393076,0.357762,0.480325,0.462833,0.440068,0.422640,0.765261,0.625083,0.487082,0.480559,0.540807,0.484322,0.870332,0.660570,0.493239,0.489977,0.558858,0.459801,0.707785,0.629694,0.493014,0.491525,0.593467,0.479650,0.789458,0.637503
6400,0.278392,0.246608,0.566632,0.222090,0.451448,0.242952,1.255299,0.304537,0.390701,0.316819,0.392426,0.356212,0.480151,0.462079,0.439371,0.420726,0.762193,0.622197,0.487344,0.480833,0.540490,0.484052,0.871530,0.660908,0.493235,0.489935,0.560259,0.460346,0.708176,0.629891,0.492478,0.491001,0.594926,0.480076,0.789821,0.637666
6600,0.278102,0.245909,0.571374,0.220779,0.455530,0.243017,1.267059,0.302969,0.391706,0.315775,0.391716,0.354410,0.480722,0.461976,0.439258,0.419377,0.759668,0.619288,0.487594,0.481147,0.540496,0.483881,0.872461,0.661132,0.493567,0.490253,0.561675,0.460764,0.708436,0.629996,0.492523,0.491020,0.596106,0.480115,0.790050,0.637735
6800,0.277713,0.245240,0.575285,0.219714,0.458966,0.242984,1.277504,0.301565,0.392322,0.314917,0.391178,0.353096,0.480901,0.461547,0.438806,0.417946,0.757593,0.616792,0.487656,0.481219,0.540732,0.484013,0.873193,0.661297,0.492876,0.489627,0.562285,0.460939,0.708605,0.630052,0.492139,0.490583,0.597197,0.480457,0.790200,0.637766
7000,0.277493,0.244743,0.578750,0.218817,0.462061,0.243112,1.287030,0.300327,0.392914,0.314219,0.390832,0.352041,0.481051,0.461237,0.438760,0.417098,0.755180,0.613849,0.487565,0.481154,0.540866,0.484016,0.873895,0.661532,0.492712,0.489476,0.562820,0.461120,0.708853,0.630194,0.491812,0.490278,0.597798,0.480507,0.790435,0.637885
7200,0.277241,0.244251,0.581567,0.217961,0.464543,0.243011,1.295328,0.298989,0.393369,0.313618,0.390442,0.351099,0.481259,0.460919,0.438597,0.416185,0.753223,0.611743,0.487543,0.481189,0.540944,0.484110,0.874490,0.661728,0.492938,0.489621,0.563128,0.461150,0.709054,0.630303,0.491570,0.489852,0.598058,0.480381,0.790641,0.637984
7400,0.277085,0.243873,0.584274,0.217116,0.467216,0.243071,1.303106,0.298222,0.394081,0.312927,0.390147,0.350042,0.481586,0.460715,0.438784,0.415631,0.751057,0.609494,0.487264,0.480770,0.541103,0.483919,0.875012,0.661919,0.493225,0.489942,0.563402,0.461168,0.709259,0.630431,0.491682,0.489865,0.598863,0.480295,0.790851,0.638099
7600,0.276892,0.243482,0.586759,0.216382,0.469597,0.243145,1.310197,0.297249,0.394559,0.312370,0.389830,0.349176,0.481830,0.460507,0.438673,0.414842,0.749037,0.607320,0.487111,0.480595,0.541290,0.483994,0.875383,0.662012,0.492776,0.489488,0.563633,0.461135,0.709346,0.630456,0.491886,0.489998,0.599126,0.480215,0.790933,0.638112
7800,0.276692,0.243110,0.589050,0.215640,0.471769,0.243168,1.316891,0.296389,0.395028,0.311953,0.389622,0.348436,0.482154,0.460372,0.438557,0.413964,0.747527,0.605590,0.486929,0.480480,0.541376,0.484023,0.875652,0.662044,0.492812,0.489482,0.563987,0.461270,0.709363,0.630428,0.492101,0.490114,0.599293,0.479995,0.790957,0.638086
8000,0.276465,0.242705,0.591093,0.214959,0.473929,0.243284,1.323222,0.295580,0.395443,0.311355,0.389470,0.347723,0.482119,0.459921,0.438616,0.413296,0.745862,0.603607,0.486750,0.480303,0.541627,0.484072,0.876138,0.662220,0.492430,0.489045,0.564338,0.461352,0.709541,0.630539,0.492564,0.490204,0.600000,0.480392,0.791136,0.638185
