step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.ffn_lut.T_soft,L0.ffn_lut.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.ffn_lut.T_soft,L1.ffn_lut.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.ffn_lut.T_soft,L2.ffn_lut.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.ffn_lut.T_soft,L3.ffn_lut.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.ffn_lut.T_soft,L4.ffn_lut.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.ffn_lut.T_soft,L5.ffn_lut.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.332468,0.330775,0.440687,0.439944,0.432199,0.424120,0.458124,0.437455,0.342017,0.337704,0.464152,0.410741,0.466094,0.468875,0.455172,0.450523,0.590652,0.593030,0.451949,0.445902,0.502568,0.502459,0.497133,0.499673,0.513614,0.506900,0.504301,0.494804,0.605054,0.603607,0.502254,0.501226,0.621951,0.611967,0.620302,0.598495,0.405303,0.388848,0.714513,0.660435,0.501059,0.498162,0.607456,0.556072,0.625863,0.601629,0.408143,0.393088,0.720218,0.661976,0.504959,0.502692,0.599373,0.539024,0.617352,0.586942,0.412954,0.397774,0.707207,0.654137
2200,0.318495,0.315901,0.431820,0.431107,0.421854,0.411763,0.463336,0.427635,0.329227,0.322484,0.472977,0.402537,0.460910,0.464027,0.448119,0.443071,0.601230,0.604063,0.445440,0.438777,0.502322,0.502378,0.494592,0.497384,0.511664,0.505004,0.507809,0.497002,0.608978,0.609715,0.500580,0.498702,0.643962,0.631268,0.640820,0.615682,0.401242,0.379564,0.731513,0.668975,0.504534,0.499799,0.623200,0.565287,0.646909,0.619959,0.402319,0.383127,0.750177,0.680676,0.503676,0.501592,0.616986,0.544873,0.639822,0.606790,0.406408,0.386888,0.733687,0.671323
2400,0.307651,0.303554,0.422641,0.422008,0.412684,0.400180,0.469507,0.418837,0.319883,0.308749,0.484004,0.394108,0.456526,0.459887,0.442594,0.436927,0.609785,0.612854,0.439527,0.432053,0.501411,0.501417,0.491908,0.495057,0.508880,0.502307,0.511491,0.498613,0.612071,0.613478,0.501578,0.499964,0.663450,0.647801,0.659181,0.631724,0.400974,0.372650,0.744467,0.675300,0.503519,0.499736,0.640173,0.573851,0.668531,0.638691,0.398090,0.373686,0.778086,0.696925,0.503465,0.500999,0.633984,0.552993,0.662632,0.626747,0.400057,0.376685,0.759509,0.688349
2600,0.299168,0.293132,0.413628,0.413108,0.404157,0.389114,0.481466,0.412151,0.315257,0.296702,0.497869,0.387729,0.451664,0.455348,0.435184,0.429071,0.617644,0.620306,0.433380,0.425021,0.500797,0.500788,0.488900,0.492295,0.506617,0.500064,0.515132,0.500302,0.614403,0.616165,0.502366,0.501188,0.684519,0.665553,0.679002,0.648632,0.400105,0.365184,0.756186,0.681404,0.502695,0.499579,0.655023,0.581407,0.687774,0.654671,0.395740,0.366653,0.805275,0.713679,0.503035,0.500379,0.647579,0.558552,0.682053,0.642601,0.397219,0.368928,0.782006,0.704061
2800,0.293187,0.284826,0.404621,0.404212,0.396274,0.378091,0.492688,0.404670,0.314384,0.285870,0.511484,0.381339,0.447119,0.451005,0.428697,0.421950,0.621753,0.624256,0.427438,0.418043,0.500117,0.500039,0.486392,0.490141,0.502986,0.496905,0.516126,0.499870,0.615632,0.617404,0.503736,0.501884,0.705937,0.682992,0.698857,0.665647,0.403964,0.360753,0.765764,0.686610,0.503087,0.499012,0.669953,0.591340,0.709480,0.672519,0.395373,0.360271,0.833385,0.731585,0.503067,0.500137,0.663288,0.568056,0.703501,0.660174,0.394018,0.360754,0.799956,0.715935
3000,0.288531,0.277510,0.396120,0.395843,0.390095,0.368235,0.505568,0.398791,0.317268,0.276569,0.527494,0.375841,0.443371,0.447336,0.423349,0.415528,0.628430,0.631003,0.422105,0.411702,0.498792,0.498632,0.483869,0.487899,0.498800,0.493115,0.518921,0.500580,0.615910,0.617561,0.502639,0.500517,0.726336,0.697937,0.715775,0.679402,0.409064,0.357707,0.773517,0.690798,0.505034,0.500466,0.682144,0.599374,0.727057,0.685869,0.397535,0.355706,0.854602,0.744726,0.504283,0.500276,0.677634,0.577426,0.724730,0.677782,0.392586,0.353624,0.816260,0.727308
3200,0.285765,0.272248,0.387395,0.387217,0.384823,0.358979,0.519393,0.394700,0.323602,0.268911,0.542804,0.370530,0.439977,0.443911,0.418313,0.409253,0.634452,0.636716,0.417246,0.405636,0.497710,0.497378,0.481453,0.485709,0.495587,0.489899,0.519780,0.499856,0.615358,0.616173,0.503079,0.500831,0.745353,0.709148,0.728385,0.689435,0.415088,0.356428,0.779986,0.694439,0.505349,0.500677,0.692868,0.607140,0.743921,0.699311,0.401034,0.352415,0.869880,0.753657,0.503481,0.499097,0.689843,0.585801,0.743672,0.693495,0.392730,0.348366,0.831826,0.738327
3400,0.283900,0.267989,0.379256,0.379222,0.380887,0.350876,0.533853,0.389815,0.332124,0.262922,0.557943,0.365842,0.435567,0.439716,0.413252,0.403011,0.641395,0.642742,0.412821,0.400129,0.496642,0.496125,0.478982,0.483576,0.491638,0.485965,0.521271,0.499643,0.614024,0.613391,0.504918,0.502676,0.764336,0.720928,0.740753,0.699488,0.421970,0.356187,0.785871,0.697830,0.507642,0.502534,0.702039,0.613066,0.758978,0.711440,0.404901,0.349822,0.879961,0.759960,0.505128,0.500029,0.699565,0.592421,0.759800,0.705841,0.396709,0.345144,0.844397,0.747426
3600,0.282996,0.264632,0.371349,0.371385,0.378322,0.343264,0.548583,0.387003,0.341935,0.258665,0.573735,0.362050,0.432078,0.436168,0.409460,0.397554,0.646780,0.646268,0.408665,0.394418,0.495616,0.495025,0.475983,0.480920,0.487936,0.482384,0.520698,0.497622,0.611814,0.609036,0.506497,0.503102,0.782112,0.732384,0.752303,0.708692,0.427812,0.355214,0.790988,0.700708,0.507945,0.502069,0.709418,0.618226,0.773160,0.722519,0.410122,0.348882,0.888434,0.765244,0.505170,0.499461,0.705988,0.596585,0.771848,0.714599,0.401999,0.344221,0.856565,0.756222
3800,0.281970,0.261379,0.364455,0.364598,0.377118,0.336792,0.563599,0.383858,0.351547,0.255201,0.590678,0.358778,0.428967,0.432886,0.405697,0.392439,0.648763,0.648535,0.405180,0.389335,0.494677,0.493980,0.473562,0.478722,0.483848,0.477945,0.522819,0.497546,0.609720,0.604950,0.507996,0.504521,0.797017,0.741538,0.760915,0.715257,0.435459,0.356222,0.796537,0.704073,0.507773,0.501892,0.716569,0.624341,0.786304,0.733076,0.416712,0.348662,0.896547,0.770554,0.506346,0.500127,0.713387,0.602389,0.786223,0.725798,0.406332,0.342411,0.868393,0.765200
4000,0.281838,0.259076,0.357555,0.357810,0.376794,0.331373,0.579030,0.380959,0.361405,0.252625,0.606747,0.355518,0.426240,0.430063,0.403119,0.388086,0.653192,0.651355,0.401527,0.384248,0.493726,0.492769,0.471350,0.476799,0.481375,0.475184,0.522713,0.495438,0.608110,0.601446,0.508264,0.504853,0.810241,0.749540,0.768568,0.721048,0.443590,0.358386,0.800444,0.706347,0.508362,0.502691,0.720583,0.627047,0.795062,0.739563,0.423563,0.349894,0.902225,0.774228,0.506551,0.499824,0.718130,0.605517,0.797178,0.733843,0.413097,0.342920,0.876079,0.770963
4200,0.281548,0.256889,0.350923,0.351299,0.377034,0.326355,0.593735,0.379559,0.371863,0.250782,0.620727,0.352489,0.423719,0.427307,0.400080,0.383416,0.656251,0.653415,0.398430,0.379587,0.493514,0.492060,0.469775,0.475516,0.479550,0.472968,0.523350,0.494653,0.607161,0.598320,0.510033,0.506461,0.822326,0.755992,0.774279,0.725106,0.450859,0.360378,0.803644,0.708311,0.507851,0.501645,0.723208,0.628592,0.801471,0.743990,0.431454,0.352188,0.907105,0.777457,0.505850,0.499106,0.722719,0.609489,0.806964,0.741671,0.418766,0.343312,0.882821,0.776109
4400,0.281376,0.255016,0.344546,0.345012,0.377943,0.321823,0.609047,0.378622,0.382213,0.250183,0.635697,0.350935,0.421724,0.425094,0.398450,0.379684,0.658111,0.655237,0.395840,0.375255,0.492549,0.490815,0.467481,0.473442,0.477470,0.470637,0.524066,0.493599,0.604917,0.593583,0.509750,0.506492,0.833425,0.762460,0.780159,0.729559,0.458560,0.362404,0.806698,0.710229,0.508709,0.502216,0.727158,0.632043,0.810130,0.750270,0.437972,0.353234,0.911603,0.780478,0.506205,0.499083,0.725876,0.612013,0.814513,0.747214,0.424165,0.343909,0.888630,0.780591
4600,0.281826,0.253673,0.338641,0.339170,0.379048,0.317555,0.623164,0.377299,0.392125,0.249868,0.649892,0.348956,0.419528,0.422667,0.396421,0.375706,0.660105,0.656196,0.393662,0.371425,0.492223,0.490149,0.465662,0.471823,0.476250,0.468817,0.525475,0.492917,0.602435,0.588758,0.509457,0.506295,0.840512,0.765504,0.782765,0.730681,0.466886,0.365594,0.808573,0.711320,0.508790,0.501776,0.728502,0.632631,0.814983,0.753405,0.445789,0.356033,0.914375,0.782274,0.506648,0.498804,0.728523,0.614229,0.821137,0.752098,0.429905,0.344933,0.892055,0.783201
4800,0.281687,0.252037,0.333375,0.333991,0.381427,0.314102,0.636134,0.376282,0.401604,0.249729,0.663810,0.346368,0.418329,0.421063,0.395366,0.372918,0.660544,0.656413,0.391434,0.367363,0.492079,0.489500,0.464043,0.470375,0.474829,0.466773,0.526196,0.491672,0.599681,0.583318,0.509701,0.506759,0.845621,0.767744,0.784223,0.731092,0.474879,0.369013,0.810379,0.712443,0.509296,0.501853,0.729345,0.633010,0.818071,0.755258,0.453105,0.358860,0.917064,0.784071,0.507415,0.499484,0.730454,0.615809,0.826066,0.755561,0.435834,0.346453,0.894923,0.785452
5000,0.281936,0.250894,0.328524,0.329195,0.382783,0.310865,0.648867,0.376576,0.410269,0.249505,0.676111,0.344667,0.416330,0.418830,0.393623,0.369668,0.663303,0.657874,0.389774,0.363931,0.491257,0.488238,0.461941,0.468506,0.473695,0.465034,0.527281,0.491303,0.596714,0.578029,0.509565,0.506269,0.849554,0.770053,0.786391,0.732343,0.481448,0.371552,0.812063,0.713496,0.509717,0.501957,0.729151,0.632047,0.819406,0.755626,0.459837,0.361756,0.919466,0.785701,0.507476,0.499191,0.731306,0.616389,0.828902,0.757581,0.441510,0.348301,0.897416,0.787390
5200,0.281703,0.249503,0.323960,0.324700,0.384747,0.308062,0.660495,0.376302,0.418395,0.249720,0.687782,0.342365,0.415233,0.417358,0.392803,0.366974,0.664216,0.657453,0.388119,0.360684,0.490949,0.487615,0.460975,0.467667,0.473036,0.463914,0.528595,0.490901,0.594659,0.574151,0.509934,0.506483,0.852518,0.771902,0.787825,0.732978,0.488038,0.374144,0.813332,0.714299,0.509755,0.501763,0.728610,0.630729,0.820028,0.755443,0.465942,0.364647,0.921375,0.786997,0.507617,0.498999,0.731108,0.615769,0.829911,0.757930,0.447161,0.350622,0.899373,0.788922
5400,0.282283,0.248820,0.319771,0.320555,0.386865,0.305582,0.671375,0.375586,0.426354,0.249778,0.698819,0.341074,0.414490,0.416161,0.392148,0.364543,0.665968,0.657560,0.386869,0.357508,0.490311,0.486697,0.459573,0.466288,0.472097,0.462329,0.529789,0.490434,0.591836,0.569480,0.510235,0.506503,0.854321,0.772299,0.787673,0.732173,0.493806,0.376658,0.814689,0.715175,0.509871,0.501708,0.728501,0.630259,0.820844,0.755713,0.471650,0.367070,0.923262,0.788335,0.507777,0.499126,0.730947,0.615304,0.830896,0.758534,0.453079,0.353407,0.901458,0.790582
5600,0.282274,0.247843,0.316079,0.316912,0.388482,0.303410,0.682125,0.376012,0.433705,0.250274,0.708526,0.339762,0.413439,0.414820,0.391573,0.362376,0.666476,0.657258,0.386139,0.355012,0.490116,0.486272,0.458714,0.465594,0.471209,0.460924,0.531578,0.490605,0.589860,0.566046,0.510425,0.506659,0.855229,0.771772,0.786606,0.730373,0.499779,0.379515,0.815623,0.715758,0.509592,0.501151,0.726766,0.627823,0.818757,0.753386,0.477560,0.370246,0.924507,0.789184,0.508078,0.499177,0.729763,0.613879,0.829769,0.757492,0.458276,0.356248,0.902717,0.791570
5800,0.282713,0.247286,0.312797,0.313666,0.390592,0.301845,0.691261,0.375776,0.440348,0.250601,0.717834,0.338711,0.412901,0.413945,0.391245,0.360805,0.666316,0.656120,0.385343,0.352828,0.489809,0.485671,0.457875,0.464838,0.470581,0.459702,0.532922,0.490622,0.587998,0.562803,0.510498,0.506318,0.854706,0.770171,0.784597,0.728244,0.505398,0.382453,0.816256,0.716158,0.509584,0.501166,0.726027,0.626700,0.818052,0.752530,0.482215,0.372462,0.925298,0.789725,0.508221,0.499146,0.728863,0.612755,0.829194,0.756919,0.463310,0.358747,0.903599,0.792259
6000,0.282734,0.246591,0.309582,0.310482,0.392191,0.300353,0.699495,0.375623,0.446324,0.250866,0.726034,0.337451,0.412512,0.413213,0.390915,0.359181,0.666034,0.654989,0.384987,0.351029,0.489307,0.484976,0.456937,0.463975,0.469968,0.458516,0.533780,0.490169,0.585648,0.559072,0.510564,0.506385,0.854328,0.769416,0.782890,0.726494,0.510154,0.384983,0.816746,0.716456,0.509666,0.501216,0.724085,0.623946,0.814953,0.749800,0.487538,0.375660,0.925958,0.790175,0.508337,0.499045,0.727743,0.611407,0.827827,0.755786,0.468017,0.361239,0.904269,0.792782
6200,0.282552,0.245822,0.307190,0.308134,0.393930,0.298865,0.707457,0.375562,0.451833,0.251180,0.733525,0.336834,0.412194,0.412533,0.391146,0.358170,0.665384,0.653543,0.384788,0.349163,0.489128,0.484465,0.456168,0.463312,0.469268,0.457411,0.534755,0.490095,0.582874,0.555144,0.510491,0.506116,0.853364,0.768181,0.781386,0.724926,0.514609,0.387242,0.817227,0.716749,0.509809,0.501362,0.722930,0.622360,0.813321,0.748219,0.491687,0.377963,0.926606,0.790612,0.508422,0.499017,0.726388,0.609709,0.825919,0.754317,0.472425,0.363742,0.904963,0.793322
6400,0.282499,0.245153,0.304858,0.305828,0.395204,0.297753,0.714611,0.375466,0.456849,0.251653,0.740190,0.335801,0.412091,0.412084,0.391355,0.357204,0.664763,0.652549,0.384443,0.347614,0.488963,0.484042,0.455754,0.462887,0.468905,0.456555,0.536074,0.490335,0.580994,0.552379,0.510868,0.506248,0.852719,0.767219,0.779787,0.723348,0.518271,0.389110,0.817548,0.716940,0.509914,0.501382,0.721160,0.619824,0.810242,0.745553,0.496003,0.380560,0.927020,0.790878,0.508639,0.499150,0.725039,0.608066,0.823987,0.752896,0.476494,0.366138,0.905358,0.793624
6600,0.282276,0.244498,0.302781,0.303777,0.396641,0.296637,0.720994,0.375703,0.461376,0.252098,0.745870,0.335122,0.411784,0.411539,0.391387,0.356104,0.664142,0.651268,0.384011,0.346039,0.488764,0.483614,0.455029,0.462254,0.468489,0.455770,0.536679,0.490065,0.579135,0.549657,0.510777,0.505899,0.851363,0.765513,0.777685,0.721593,0.521945,0.391130,0.817872,0.717169,0.510089,0.501505,0.719816,0.617954,0.808064,0.743520,0.499404,0.382355,0.927444,0.791170,0.508689,0.499172,0.723888,0.606699,0.822357,0.751710,0.479919,0.368071,0.905791,0.793966
6800,0.282318,0.244098,0.300922,0.301934,0.397626,0.295597,0.726789,0.375912,0.465321,0.252510,0.750579,0.334357,0.411526,0.411006,0.391296,0.355124,0.663690,0.650049,0.383591,0.344639,0.488598,0.483240,0.454466,0.461737,0.468156,0.455172,0.537555,0.490054,0.577420,0.547223,0.510590,0.505651,0.850549,0.764373,0.775931,0.720176,0.525135,0.392834,0.817996,0.717228,0.510106,0.501506,0.718430,0.616168,0.805857,0.741604,0.502704,0.384300,0.927633,0.791279,0.508711,0.499147,0.722796,0.605406,0.820751,0.750509,0.482929,0.369709,0.905989,0.794109
7000,0.282214,0.243616,0.299340,0.300367,0.398418,0.294621,0.731779,0.376132,0.468952,0.252950,0.755379,0.333909,0.411545,0.410778,0.391610,0.354529,0.663396,0.649214,0.383447,0.343412,0.488475,0.482854,0.453924,0.461228,0.467883,0.454457,0.538441,0.490125,0.575411,0.544647,0.510913,0.505867,0.850491,0.763694,0.773793,0.717893,0.528138,0.394559,0.818195,0.717324,0.510287,0.501641,0.717525,0.614909,0.804435,0.740443,0.505350,0.385795,0.927868,0.791436,0.508704,0.499094,0.721706,0.604115,0.819051,0.749289,0.485744,0.371377,0.906217,0.794282
7200,0.282309,0.243349,0.297959,0.299004,0.399269,0.293818,0.736292,0.376232,0.472186,0.253337,0.759418,0.333529,0.411366,0.410318,0.391787,0.353887,0.663192,0.648383,0.383355,0.342330,0.488419,0.482602,0.453640,0.460933,0.467574,0.453945,0.539243,0.490050,0.573854,0.542531,0.510612,0.505492,0.849299,0.762213,0.771504,0.715541,0.531015,0.396308,0.818207,0.717287,0.510301,0.501622,0.716529,0.613493,0.802652,0.738814,0.507835,0.387233,0.927884,0.791407,0.508785,0.499174,0.720662,0.602891,0.817376,0.748025,0.488315,0.372903,0.906224,0.794265
7400,0.282377,0.243087,0.296642,0.297697,0.400037,0.293163,0.740300,0.376147,0.475043,0.253644,0.763071,0.332988,0.411447,0.410137,0.391687,0.353182,0.662904,0.647486,0.383326,0.341328,0.488466,0.482420,0.453389,0.460708,0.467450,0.453549,0.540022,0.490146,0.572397,0.540576,0.510525,0.505275,0.848359,0.761054,0.769413,0.713642,0.533418,0.397754,0.818356,0.717380,0.510330,0.501596,0.715517,0.612055,0.800664,0.737143,0.510060,0.388572,0.928070,0.791533,0.508767,0.499136,0.719931,0.602019,0.816250,0.747277,0.490746,0.374285,0.906392,0.794393
7600,0.282537,0.242920,0.295519,0.296592,0.400629,0.292459,0.743969,0.376176,0.477701,0.253928,0.766658,0.332708,0.411471,0.409934,0.391911,0.352701,0.662375,0.646709,0.383300,0.340437,0.488294,0.482103,0.453065,0.460395,0.467179,0.453097,0.540295,0.489844,0.570974,0.538668,0.510496,0.505175,0.847961,0.760455,0.767717,0.712037,0.535625,0.399013,0.818395,0.717376,0.510408,0.501652,0.714557,0.610777,0.798964,0.735682,0.512220,0.389870,0.928079,0.791513,0.508763,0.499077,0.719145,0.601075,0.814953,0.746354,0.492647,0.375385,0.906427,0.794407
7800,0.282644,0.242717,0.294341,0.295419,0.401374,0.291832,0.747372,0.376126,0.480297,0.254291,0.769940,0.332315,0.411522,0.409777,0.392169,0.352287,0.662323,0.646056,0.383274,0.339558,0.488116,0.481787,0.452741,0.460099,0.466968,0.452602,0.540821,0.489895,0.569751,0.537034,0.510420,0.505007,0.847253,0.759580,0.766164,0.710704,0.537836,0.400331,0.818425,0.717384,0.510441,0.501686,0.713669,0.609540,0.797348,0.734233,0.514007,0.390912,0.928146,0.791542,0.508778,0.499039,0.718281,0.600033,0.813551,0.745374,0.494595,0.376559,0.906465,0.794425
