step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
3600,0.428948,0.409036,0.442423,0.356349,0.583327,0.356559,0.623805,0.468589,0.558144,0.370816,0.850391,0.587051,0.708647,0.510840,0.644512,0.393381,0.758314,0.493328,0.808081,0.471434,0.700445,0.367277,0.709377,0.441316,0.775830,0.478705,0.579824,0.346990,0.761721,0.551114,0.856769,0.489382,0.631395,0.365068,0.673171,0.459101,0.866511,0.398849
3800,0.428978,0.406578,0.446287,0.354142,0.602571,0.356599,0.628850,0.465699,0.573555,0.369712,0.872733,0.588702,0.716309,0.509051,0.662439,0.394759,0.782010,0.497015,0.822976,0.468438,0.722504,0.365705,0.732094,0.442179,0.798500,0.477977,0.598027,0.345701,0.772190,0.545423,0.883141,0.487233,0.652284,0.364850,0.681115,0.452133,0.891601,0.391414
4000,0.428702,0.404041,0.449639,0.351916,0.620917,0.356731,0.635394,0.464669,0.586570,0.367659,0.891467,0.587125,0.724153,0.507968,0.679056,0.394989,0.804800,0.500109,0.837641,0.465690,0.744013,0.363954,0.753446,0.443734,0.819927,0.477275,0.616679,0.344479,0.782404,0.539262,0.907491,0.484139,0.672529,0.364929,0.691045,0.445207,0.915719,0.384258
4200,0.429161,0.402010,0.453576,0.350049,0.638944,0.357826,0.642591,0.463090,0.599755,0.365710,0.911274,0.587090,0.729904,0.505748,0.694588,0.395090,0.827279,0.502573,0.849123,0.462127,0.765548,0.363218,0.775586,0.445095,0.839824,0.475328,0.633852,0.343154,0.788050,0.531300,0.930468,0.480247,0.693007,0.364784,0.698175,0.438517,0.938432,0.377152
4400,0.429150,0.400233,0.456616,0.348310,0.655326,0.358596,0.647328,0.461387,0.613355,0.364767,0.930565,0.586661,0.737495,0.504758,0.710338,0.395965,0.848542,0.506032,0.862262,0.459480,0.785611,0.362052,0.795136,0.447008,0.861443,0.474522,0.650342,0.341777,0.794155,0.524873,0.954482,0.477744,0.711944,0.364482,0.703829,0.431565,0.960516,0.369992
4600,0.428923,0.398572,0.459020,0.346586,0.670719,0.358752,0.651038,0.459063,0.625197,0.363902,0.947844,0.586312,0.742553,0.502860,0.725016,0.396963,0.868933,0.509251,0.874638,0.456547,0.804584,0.360632,0.814788,0.448737,0.879910,0.472286,0.667098,0.341850,0.803091,0.519722,0.976292,0.474030,0.729801,0.363297,0.710508,0.425364,0.980857,0.363520
4800,0.429021,0.397112,0.460809,0.344921,0.685490,0.359190,0.654731,0.457330,0.636415,0.362976,0.964714,0.584804,0.747256,0.501332,0.738850,0.397616,0.887690,0.511706,0.885373,0.453564,0.820898,0.358925,0.832561,0.450314,0.897236,0.470581,0.681881,0.341108,0.809180,0.514342,0.995906,0.470242,0.746600,0.363468,0.718400,0.420128,0.998296,0.357819
5000,0.429086,0.395857,0.462854,0.343699,0.699350,0.359159,0.658813,0.455876,0.647345,0.361753,0.981144,0.584545,0.750846,0.499025,0.751664,0.397616,0.905178,0.513624,0.894060,0.450404,0.836309,0.357430,0.849726,0.452200,0.911652,0.468392,0.695797,0.340003,0.817180,0.509235,1.013606,0.466244,0.761765,0.362353,0.724086,0.414180,1.013708,0.351816
5200,0.428794,0.394665,0.464222,0.342299,0.711423,0.358847,0.662166,0.454754,0.657414,0.361058,0.995378,0.584071,0.755050,0.497934,0.763518,0.398152,0.921342,0.515259,0.903294,0.448055,0.850838,0.355909,0.865420,0.453552,0.925437,0.465779,0.708517,0.339307,0.823363,0.504859,1.029206,0.462558,0.775930,0.361687,0.730725,0.410146,1.027769,0.346463
5400,0.428191,0.393287,0.465848,0.341349,0.722816,0.358777,0.665335,0.453504,0.666549,0.360441,1.007431,0.582731,0.758376,0.496697,0.773523,0.398182,0.936525,0.517083,0.910821,0.445313,0.864184,0.354445,0.879614,0.454318,0.939075,0.464029,0.720352,0.338746,0.828303,0.499909,1.044373,0.459155,0.789296,0.361062,0.737207,0.405491,1.038823,0.341486
5600,0.427825,0.392375,0.466826,0.340127,0.732429,0.358066,0.667279,0.451930,0.674309,0.359039,1.018887,0.581531,0.761252,0.495173,0.783138,0.398330,0.951064,0.518626,0.917335,0.443016,0.876418,0.353188,0.893279,0.455229,0.951242,0.462059,0.730932,0.338059,0.833389,0.495801,1.057065,0.455819,0.801566,0.360461,0.743194,0.401994,1.048813,0.336998
5800,0.427351,0.391436,0.467575,0.339269,0.741351,0.357404,0.669285,0.450762,0.681960,0.358267,1.029361,0.580375,0.763165,0.493578,0.791636,0.398473,0.963520,0.519984,0.923891,0.441312,0.886886,0.351792,0.905560,0.456065,0.962583,0.459934,0.740714,0.337409,0.837421,0.492107,1.068911,0.452930,0.812272,0.359419,0.748270,0.398398,1.057779,0.332757
6000,0.426645,0.390335,0.467900,0.338220,0.748386,0.356730,0.670940,0.449735,0.688325,0.357528,1.038016,0.578640,0.764213,0.492003,0.798512,0.398421,0.975203,0.521061,0.928281,0.439327,0.896132,0.350254,0.916088,0.456524,0.971565,0.457672,0.749793,0.336752,0.841125,0.488782,1.078576,0.449823,0.822327,0.358656,0.753440,0.395520,1.065733,0.329008
6200,0.426069,0.389532,0.468047,0.337381,0.753638,0.355438,0.672520,0.449034,0.693274,0.356608,1.045238,0.577117,0.765806,0.490781,0.805340,0.398207,0.985462,0.522101,0.932697,0.437708,0.904193,0.348953,0.925858,0.457301,0.978900,0.455522,0.757237,0.336039,0.844782,0.486153,1.086671,0.447311,0.831213,0.358064,0.758846,0.393019,1.072368,0.325684
6400,0.425734,0.389070,0.468094,0.336591,0.758615,0.354604,0.673288,0.447992,0.697873,0.355107,1.051758,0.575792,0.766830,0.489698,0.811733,0.398420,0.994580,0.523198,0.935906,0.435975,0.911687,0.347797,0.934253,0.457635,0.986146,0.453669,0.764165,0.335046,0.847234,0.483085,1.093459,0.444799,0.839167,0.357439,0.762489,0.390881,1.078550,0.322714
6600,0.425030,0.388295,0.468149,0.335970,0.762583,0.353710,0.674811,0.447656,0.701948,0.354391,1.057780,0.574554,0.767344,0.488442,0.817178,0.398348,1.002782,0.523889,0.939312,0.434920,0.918071,0.346563,0.942243,0.458327,0.992716,0.452236,0.770480,0.334546,0.850242,0.480691,1.099732,0.442682,0.846213,0.356686,0.765939,0.388826,1.082943,0.320127
6800,0.424779,0.388000,0.467746,0.335254,0.765821,0.352682,0.675636,0.446726,0.705709,0.353606,1.062917,0.572480,0.768625,0.487741,0.821681,0.398379,1.009884,0.524431,0.942239,0.433590,0.923823,0.345503,0.948861,0.458812,0.998047,0.450811,0.775946,0.334231,0.853261,0.478460,1.105126,0.440746,0.852388,0.356250,0.769410,0.387153,1.087413,0.317804
7000,0.424157,0.387322,0.467393,0.334611,0.767340,0.351570,0.676863,0.446342,0.708648,0.352863,1.067244,0.571280,0.769278,0.486834,0.825699,0.398360,1.016311,0.525068,0.944676,0.432574,0.929065,0.344815,0.954786,0.459139,1.002665,0.449422,0.780877,0.334025,0.855751,0.476903,1.109405,0.439165,0.857701,0.355787,0.772441,0.385699,1.091366,0.315670
7200,0.423784,0.386949,0.466941,0.333978,0.768678,0.350495,0.677188,0.445588,0.711147,0.352219,1.071077,0.570203,0.770204,0.486342,0.829372,0.398443,1.022062,0.525768,0.946527,0.431503,0.933323,0.344024,0.960226,0.459535,1.006993,0.447915,0.784900,0.333751,0.857519,0.475203,1.113000,0.437746,0.862809,0.355444,0.775384,0.384470,1.094391,0.313791
7400,0.423274,0.386460,0.466572,0.333457,0.769695,0.349600,0.677755,0.445053,0.713345,0.351692,1.074307,0.569072,0.770719,0.485671,0.832385,0.398116,1.027076,0.526063,0.948356,0.430508,0.936870,0.343294,0.965032,0.459689,1.010641,0.446832,0.788674,0.333434,0.859025,0.473666,1.116126,0.436310,0.867212,0.355042,0.777948,0.383389,1.097350,0.312137
7600,0.423091,0.386302,0.466177,0.332967,0.770171,0.348635,0.678059,0.444522,0.715774,0.351224,1.077384,0.567920,0.770824,0.484911,0.835503,0.398105,1.031752,0.526385,0.950239,0.429774,0.940862,0.342815,0.969781,0.460334,1.014022,0.445731,0.792245,0.333139,0.860644,0.472281,1.119253,0.434975,0.871365,0.354654,0.780194,0.382333,1.099887,0.310685
7800,0.422541,0.385804,0.465757,0.332485,0.770221,0.347597,0.678853,0.444318,0.717677,0.350725,1.079928,0.566937,0.771264,0.484346,0.838394,0.398072,1.036112,0.526752,0.952215,0.428983,0.944382,0.342297,0.974056,0.460560,1.017081,0.444718,0.795508,0.332896,0.862670,0.471034,1.122130,0.433732,0.874960,0.354442,0.782799,0.381508,1.102281,0.309314
8000,0.422116,0.385450,0.465304,0.331989,0.770099,0.346592,0.679011,0.443866,0.719222,0.350157,1.082248,0.565781,0.771585,0.483778,0.840977,0.398023,1.040389,0.527239,0.953724,0.428336,0.947706,0.341701,0.978297,0.460964,1.019848,0.443698,0.798460,0.332578,0.864115,0.469779,1.124867,0.432616,0.878608,0.354094,0.785109,0.380653,1.104433,0.307950
