step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.278698,1.300629,18.644890,19.060755,19.055618,18.908688,18.771523,18.628824,0.951376,0.972535,0.972240,0.964763,0.957749,0.950242,15.921653,19.736179,18.907118,19.087385,19.654566,22.238317,2.94167977e-02,2.04206686e-02,3.06065213e-02,3.16899419e-02,3.12428400e-02,3.09484266e-02,3.15923877e-02
6000,4.220675,1.289727,18.515381,19.007448,18.998077,18.838287,18.686426,18.527523,0.944753,0.969793,0.969276,0.961156,0.953391,0.945002,15.621514,19.744276,18.916763,19.068590,19.681030,22.408772,3.17376433e-02,2.14614999e-02,3.31057981e-02,3.43461186e-02,3.37838605e-02,3.34452949e-02,3.42832878e-02
6500,4.190009,1.280107,18.392384,18.960775,18.945417,18.773283,18.606619,18.431730,0.938465,0.967395,0.966577,0.957824,0.949299,0.940048,15.360229,19.760021,18.922974,19.055462,19.708126,22.560200,3.38035552e-02,2.23234165e-02,3.53527889e-02,3.67382690e-02,3.60446349e-02,3.56740430e-02,3.66881788e-02
7000,4.147652,1.271040,18.278950,18.918259,18.893192,18.711716,18.529959,18.342516,0.932667,0.965205,0.963891,0.954671,0.945378,0.935428,15.143102,19.772795,18.935884,19.043789,19.739405,22.696684,3.56354431e-02,2.30171699e-02,3.73606756e-02,3.88731658e-02,3.80660594e-02,3.76394838e-02,3.88561040e-02
7500,4.121341,1.263817,18.173056,18.879543,18.848791,18.655464,18.460993,18.259657,0.927262,0.963215,0.961615,0.951785,0.941843,0.931136,14.960299,19.785006,18.941950,19.046820,19.773596,22.820789,3.72426575e-02,2.35736314e-02,3.91193740e-02,4.07756753e-02,3.98476645e-02,3.93747576e-02,4.07648422e-02
8000,4.086343,1.257451,18.076275,18.846968,18.809597,18.602062,18.397409,18.182243,0.922318,0.961539,0.959600,0.949055,0.938588,0.927124,14.806280,19.797413,18.954527,19.051073,19.807346,22.933163,3.86247399e-02,2.40004584e-02,4.06548604e-02,4.24198471e-02,4.13798839e-02,4.08606716e-02,4.24327180e-02
8500,4.058682,1.250467,17.989243,18.821396,18.774921,18.554119,18.337799,18.111546,0.917871,0.960220,0.957815,0.946599,0.935540,0.923461,14.687390,19.809965,18.966869,19.054792,19.842165,23.033964,3.98073283e-02,2.43265927e-02,4.19923738e-02,4.38550860e-02,4.26876955e-02,4.21347246e-02,4.38474976e-02
9000,4.053275,1.244643,17.915739,18.801973,18.746920,18.513428,18.288130,18.049564,0.914111,0.959224,0.956377,0.944516,0.933002,0.920248,14.591942,19.824421,18.979063,19.062931,19.878275,23.121281,4.08094873e-02,2.45591141e-02,4.31317240e-02,4.50773835e-02,4.38076034e-02,4.32241000e-02,4.50569987e-02
9500,4.013548,1.238424,17.850933,18.787848,18.723543,18.478540,18.243248,17.993996,0.910798,0.958495,0.955176,0.942730,0.930705,0.917366,14.522562,19.836208,18.990450,19.079069,19.908043,23.208651,4.16406129e-02,2.47194525e-02,4.40960079e-02,4.60952818e-02,4.47440706e-02,4.41167615e-02,4.60721031e-02
10000,3.999700,1.233430,17.796288,18.776970,18.701418,18.448736,18.202759,17.943447,0.908005,0.957934,0.954040,0.941204,0.928629,0.914750,14.471775,19.848473,18.996326,19.090830,19.944777,23.286768,4.23164427e-02,2.48089824e-02,4.48909476e-02,4.69432697e-02,4.55109216e-02,4.48416993e-02,4.69028354e-02
10500,4.010924,1.228998,17.750500,18.768255,18.685013,18.423090,18.169041,17.899664,0.905665,0.957483,0.953200,0.939891,0.926907,0.912480,14.440141,19.857471,19.008789,19.104645,19.973629,23.355133,4.28638629e-02,2.48573851e-02,4.55439314e-02,4.76442426e-02,4.61190827e-02,4.54232730e-02,4.75952625e-02
11000,3.951968,1.225803,17.712423,18.762344,18.671659,18.401527,18.140127,17.861746,0.903719,0.957175,0.952515,0.938789,0.925424,0.910518,14.418029,19.866007,19.019474,19.123196,20.004778,23.420055,4.32909615e-02,2.48682015e-02,4.60681543e-02,4.82022427e-02,4.66066450e-02,4.58838046e-02,4.81167212e-02
11500,3.940448,1.221500,17.682762,18.759228,18.661686,18.383301,18.116814,17.827549,0.902202,0.957018,0.951999,0.937856,0.924232,0.908747,14.407315,19.877401,19.036562,19.139473,20.031811,23.476883,4.36218188e-02,2.48630755e-02,4.64970432e-02,4.86454964e-02,4.69821692e-02,4.62256558e-02,4.85174730e-02
12000,3.935169,1.218030,17.660633,18.758196,18.653934,18.368551,18.096127,17.799362,0.901071,0.956962,0.951601,0.937104,0.923170,0.907290,14.401830,19.887058,19.051865,19.152182,20.056494,23.524933,4.38750616e-02,2.48434059e-02,4.68299575e-02,4.89951335e-02,4.72673327e-02,4.64895368e-02,4.88250032e-02
12500,3.911300,1.214952,17.643068,18.756626,18.647789,18.357164,18.078821,17.774654,0.900175,0.956879,0.951285,0.936521,0.922289,0.906009,14.406741,19.893894,19.062401,19.168842,20.081779,23.569889,4.40636277e-02,2.48233192e-02,4.70845737e-02,4.92626280e-02,4.74787690e-02,4.66829911e-02,4.90494855e-02
13000,3.902259,1.212875,17.630487,18.758099,18.644533,18.347893,18.064148,17.753382,0.899534,0.956953,0.951116,0.936044,0.921537,0.904910,14.409476,19.903061,19.072826,19.180651,20.099159,23.602718,4.42101518e-02,2.47999858e-02,4.72912081e-02,4.94784899e-02,4.76439074e-02,4.68330197e-02,4.92142998e-02
13500,3.894447,1.210245,17.621937,18.757030,18.640680,18.339899,18.052015,17.735401,0.899097,0.956897,0.950917,0.935635,0.920916,0.903978,14.417320,19.908554,19.086164,19.194740,20.118853,23.639896,4.43109789e-02,2.47823186e-02,4.74451892e-02,4.96284626e-02,4.77549732e-02,4.69272844e-02,4.93276455e-02
14000,3.875390,1.208175,17.616163,18.757530,18.638317,18.333563,18.042185,17.720055,0.898802,0.956922,0.950795,0.935311,0.920412,0.903186,14.424895,19.914318,19.096495,19.207041,20.135511,23.669001,4.43880024e-02,2.47716010e-02,4.75644395e-02,4.97449860e-02,4.78387214e-02,4.69987206e-02,4.94095460e-02
14500,3.861342,1.206721,17.612640,18.759224,18.637173,18.329033,18.034088,17.706516,0.898623,0.957008,0.950732,0.935080,0.919999,0.902490,14.433754,19.918331,19.106020,19.218235,20.150171,23.693716,4.44490130e-02,2.47641075e-02,4.76644300e-02,4.98408787e-02,4.79079932e-02,4.70485836e-02,4.94680852e-02
15000,3.866336,1.205239,17.610409,18.760630,18.635805,18.324766,18.027174,17.695808,0.898507,0.957078,0.950664,0.934862,0.919646,0.901938,14.442552,19.924160,19.113480,19.228458,20.162460,23.714947,4.44979615e-02,2.47618761e-02,4.77459952e-02,4.99188825e-02,4.79581803e-02,4.70888764e-02,4.95139584e-02
15500,3.856546,1.204595,17.609598,18.762192,18.634912,18.321129,18.021046,17.685081,0.898466,0.957158,0.950620,0.934675,0.919334,0.901381,14.453422,19.927776,19.121677,19.237949,20.174995,23.736572,4.45406778e-02,2.47656964e-02,4.78181131e-02,4.99870069e-02,4.80016284e-02,4.71184775e-02,4.95531447e-02
16000,3.852432,1.203803,17.609097,18.763485,18.634228,18.318119,18.015097,17.675472,0.898440,0.957223,0.950584,0.934520,0.919030,0.900886,14.463933,19.932011,19.128941,19.246166,20.186079,23.755590,4.45807365e-02,2.47711577e-02,4.78845164e-02,5.00525348e-02,4.80391085e-02,4.71501499e-02,4.95869517e-02
