step,frac_zero,frac_pos,frac_neg,nonzero_per_hyperplane,hamming_vs_init,hamming_frac,sign_flips_vs_init,zero_to_nonzero_vs_init,nonzero_to_zero_vs_init,churn_vs_prev_eval,T_min,T_mean,T_max,b_min,b_mean,b_max,b_absmean,b_frac_nonzero,mean_nonzero_count,proj_std,score_over_temp,divisor_mean,sparsity_surrogate,penalty_value,target_nonzero_frac,sparsity_slack,hinge_active
5400,0.595403,0.202359,0.202238,155.3651,1241333,0.52614552,163713,233381,844239,192373,0.354219,0.400564,0.527992,-0.081871,-0.000076,0.071960,0.011641,1.000000,155.3651,0.755759,0.6171,16.0000,0.472203,0.000000,0.500000,-0.027797,0
5600,0.583804,0.208064,0.208132,159.8193,1246500,0.52833557,173197,244906,828397,198977,0.350754,0.398483,0.531763,-0.085368,-0.000076,0.073363,0.011921,1.000000,159.8193,0.751349,0.5956,16.0000,0.479269,0.000000,0.500000,-0.020731,0
5800,0.593686,0.203131,0.203183,156.0247,1247750,0.52886540,167439,236753,843558,187822,0.345044,0.396211,0.534093,-0.087690,-0.000083,0.076732,0.012220,1.000000,156.0247,0.747533,0.5750,16.0000,0.472578,0.000000,0.500000,-0.027422,0
6000,0.593515,0.203337,0.203148,156.0902,1250734,0.53013021,168747,237792,844195,191374,0.341192,0.394567,0.538796,-0.087030,-0.000115,0.080765,0.012520,1.000000,156.0902,0.744621,0.5562,16.0000,0.473878,0.000000,0.500000,-0.026122,0
6200,0.591446,0.204198,0.204357,156.8849,1253730,0.53140002,170886,240662,842182,184613,0.338508,0.392310,0.543344,-0.093373,-0.000094,0.081125,0.012791,1.000000,156.8849,0.741936,0.5387,16.0000,0.474891,0.000000,0.500000,-0.025109,0
6400,0.580094,0.209949,0.209956,161.2438,1258140,0.53326923,179979,251711,826450,191131,0.334135,0.390431,0.546842,-0.100012,-0.000117,0.082605,0.013049,1.000000,161.2438,0.738927,0.5223,16.0000,0.482157,0.000000,0.500000,-0.017843,0
6600,0.599072,0.200433,0.200495,153.9562,1257364,0.53294033,167336,235257,854771,176153,0.329836,0.388086,0.549851,-0.104385,-0.000134,0.084961,0.013282,1.000000,153.9562,0.735791,0.5074,16.0000,0.470150,0.000000,0.500000,-0.029850,0
6800,0.588106,0.206071,0.205822,158.1672,1261569,0.53472263,176131,245898,839540,186292,0.326304,0.386522,0.552483,-0.107504,-0.000126,0.086318,0.013567,1.000000,158.1672,0.734876,0.4946,16.0000,0.478330,0.000000,0.500000,-0.021670,0
7000,0.595460,0.202331,0.202209,155.3433,1262016,0.53491211,171516,239754,850746,174186,0.323860,0.384161,0.555721,-0.111727,-0.000112,0.087934,0.013791,1.000000,155.3433,0.731654,0.4800,16.0000,0.472818,0.000000,0.500000,-0.027182,0
7200,0.596525,0.201806,0.201670,154.9346,1264045,0.53577214,171314,239614,853117,176763,0.320171,0.382288,0.558438,-0.114813,-0.000128,0.088832,0.014007,1.000000,154.9346,0.730734,0.4684,16.0000,0.472978,0.000000,0.500000,-0.027022,0
7400,0.593357,0.203481,0.203162,156.1510,1266755,0.53692079,174274,243226,849255,175766,0.317315,0.380396,0.559990,-0.116238,-0.000169,0.091934,0.014266,1.000000,156.1510,0.730434,0.4584,16.0000,0.475247,0.000000,0.500000,-0.024753,0
7600,0.591101,0.204467,0.204432,157.0171,1268087,0.53748536,176747,245316,846024,173781,0.314403,0.378159,0.562458,-0.117903,-0.000184,0.096939,0.014486,1.000000,157.0171,0.727232,0.4470,16.0000,0.475604,0.000000,0.500000,-0.024396,0
7800,0.603425,0.198345,0.198230,152.2848,1267654,0.53730184,168489,234691,864474,167339,0.311869,0.376601,0.564919,-0.121361,-0.000193,0.096089,0.014696,1.000000,152.2848,0.727651,0.4390,16.0000,0.470854,0.000000,0.500000,-0.029146,0
8000,0.587328,0.206471,0.206201,158.4661,1272039,0.53916043,180152,250041,841846,172854,0.308242,0.374210,0.566394,-0.123743,-0.000174,0.096693,0.014912,1.000000,158.4661,0.728834,0.4324,16.0000,0.478101,0.000000,0.500000,-0.021899,0
8200,0.592667,0.203770,0.203563,156.4159,1272325,0.53928167,177181,245371,849773,170265,0.305749,0.372568,0.569332,-0.125059,-0.000179,0.095927,0.015096,1.000000,156.4159,0.728802,0.4251,16.0000,0.476777,0.000000,0.500000,-0.023223,0
8400,0.587741,0.206280,0.205979,158.3076,1274240,0.54009330,180719,250371,843150,166799,0.302537,0.370457,0.571444,-0.129468,-0.000191,0.098290,0.015257,1.000000,158.3076,0.728247,0.4180,16.0000,0.478535,0.000000,0.500000,-0.021465,0
8600,0.595557,0.202366,0.202077,155.3062,1274623,0.54025567,175597,243903,855123,161797,0.300310,0.368679,0.572091,-0.131168,-0.000188,0.097352,0.015464,1.000000,155.3062,0.728294,0.4121,16.0000,0.474987,0.000000,0.500000,-0.025013,0
8800,0.592423,0.203846,0.203731,156.5094,1276564,0.54107839,178261,247238,851065,164267,0.297075,0.366752,0.574699,-0.132527,-0.000208,0.100141,0.015636,1.000000,156.5094,0.729047,0.4070,16.0000,0.476367,0.000000,0.500000,-0.023633,0
9000,0.580889,0.209690,0.209421,160.9388,1279046,0.54213035,186987,257723,834336,168534,0.294279,0.364991,0.575766,-0.134137,-0.000170,0.102590,0.015814,1.000000,160.9388,0.728965,0.4018,16.0000,0.482602,0.000000,0.500000,-0.017398,0
9200,0.587964,0.206275,0.205761,158.2217,1279074,0.54214221,182367,251700,845007,159558,0.292447,0.363108,0.576709,-0.135397,-0.000184,0.104142,0.015976,1.000000,158.2217,0.729785,0.3983,16.0000,0.478342,0.000000,0.500000,-0.021658,0
9400,0.597649,0.201405,0.200946,154.5026,1278087,0.54172391,175330,243300,859457,154070,0.290207,0.361427,0.577017,-0.137760,-0.000189,0.103784,0.016141,1.000000,154.5026,0.730311,0.3948,16.0000,0.474388,0.000000,0.500000,-0.025612,0
9600,0.596091,0.202031,0.201878,155.1012,1279351,0.54225963,177214,244829,857308,158900,0.287368,0.359839,0.577632,-0.138962,-0.000224,0.106092,0.016257,1.000000,155.1012,0.732141,0.3928,16.0000,0.476621,0.000000,0.500000,-0.023379,0
9800,0.581824,0.209131,0.209045,160.5794,1282034,0.54339683,187497,257858,836679,159950,0.284846,0.357866,0.577605,-0.140831,-0.000207,0.106675,0.016378,1.000000,160.5794,0.733822,0.3907,16.0000,0.481455,0.000000,0.500000,-0.018545,0
10000,0.596436,0.201770,0.201794,154.9688,1279895,0.54249024,177486,244558,857851,152134,0.282703,0.356422,0.577881,-0.142155,-0.000207,0.107682,0.016480,1.000000,154.9688,0.735120,0.3888,16.0000,0.476071,0.000000,0.500000,-0.023929,0
10200,0.589006,0.205551,0.205443,157.8216,1281555,0.54319382,182516,251637,847402,150612,0.280859,0.354713,0.577519,-0.143292,-0.000235,0.107428,0.016592,1.000000,157.8216,0.738034,0.3883,16.0000,0.479185,0.000000,0.500000,-0.020815,0
10400,0.580287,0.209816,0.209897,161.1699,1283714,0.54410893,189055,259733,834926,155882,0.278618,0.353182,0.577936,-0.144110,-0.000231,0.109397,0.016686,1.000000,161.1699,0.739509,0.3872,16.0000,0.483030,0.000000,0.500000,-0.016970,0
10600,0.578364,0.210793,0.210842,161.9080,1284524,0.54445225,190784,261541,832199,152837,0.276022,0.351650,0.578293,-0.145955,-0.000244,0.109401,0.016792,1.000000,161.9080,0.741875,0.3870,16.0000,0.483640,0.000000,0.500000,-0.016360,0
10800,0.585714,0.207129,0.207157,159.0859,1283734,0.54411739,185401,255168,843165,147053,0.274377,0.350091,0.577336,-0.148521,-0.000239,0.110022,0.016879,1.000000,159.0859,0.744956,0.3875,16.0000,0.480072,0.000000,0.500000,-0.019928,0
11000,0.588363,0.205819,0.205818,158.0687,1283750,0.54412419,183701,252901,847148,149008,0.273826,0.348884,0.576961,-0.149263,-0.000232,0.110661,0.016957,1.000000,158.0687,0.747305,0.3878,16.0000,0.481042,0.000000,0.500000,-0.018958,0
11200,0.574487,0.212889,0.212624,163.3970,1286831,0.54543006,193653,265834,827344,150055,0.271641,0.347362,0.577684,-0.150600,-0.000230,0.111060,0.017056,1.000000,163.3970,0.748962,0.3875,16.0000,0.485096,0.000000,0.500000,-0.014904,0
11400,0.591532,0.204094,0.204373,156.8516,1284396,0.54439801,181863,250404,852129,142749,0.270183,0.346139,0.577629,-0.151610,-0.000235,0.111390,0.017102,1.000000,156.8516,0.750317,0.3879,16.0000,0.479567,0.000000,0.500000,-0.020433,0
11600,0.582375,0.208808,0.208817,160.3678,1285967,0.54506385,188306,258770,838891,143372,0.268386,0.344866,0.577822,-0.153151,-0.000243,0.111856,0.017175,1.000000,160.3678,0.753003,0.3891,16.0000,0.483097,0.000000,0.500000,-0.016903,0
11800,0.574023,0.213140,0.212838,163.5754,1287710,0.54580265,194448,266424,826838,145047,0.267313,0.343635,0.577819,-0.152529,-0.000243,0.113220,0.017225,1.000000,163.5754,0.755440,0.3903,16.0000,0.485928,0.000000,0.500000,-0.014072,0
12000,0.580298,0.209980,0.209722,161.1655,1286714,0.54538047,189998,260748,835968,139168,0.265734,0.342405,0.577235,-0.153892,-0.000243,0.115234,0.017293,1.000000,161.1655,0.757154,0.3912,16.0000,0.483446,0.000000,0.500000,-0.016554,0
12200,0.582486,0.208817,0.208697,160.3254,1286802,0.54541779,188352,259034,839416,137400,0.264749,0.341364,0.577701,-0.155344,-0.000232,0.115400,0.017341,1.000000,160.3254,0.758667,0.3920,16.0000,0.483030,0.000000,0.500000,-0.016970,0
12400,0.572851,0.213623,0.213526,164.0251,1288772,0.54625279,195551,267785,825436,141757,0.263249,0.340278,0.577169,-0.155667,-0.000245,0.115123,0.017389,1.000000,164.0251,0.761694,0.3942,16.0000,0.486457,0.000000,0.500000,-0.013543,0
12600,0.571952,0.214008,0.214040,164.3703,1288800,0.54626465,196058,268606,824136,136213,0.261955,0.339240,0.577154,-0.156367,-0.000252,0.116159,0.017446,1.000000,164.3703,0.763431,0.3956,16.0000,0.486266,0.000000,0.500000,-0.013734,0
12800,0.583432,0.208316,0.208252,159.9619,1286876,0.54544914,188129,258066,840681,133137,0.261042,0.338381,0.576832,-0.156889,-0.000261,0.117547,0.017473,1.000000,159.9619,0.765161,0.3969,16.0000,0.483825,0.000000,0.500000,-0.016175,0
13000,0.566947,0.216563,0.216490,166.2925,1290230,0.54687077,199946,273282,817002,137829,0.260094,0.337444,0.576496,-0.158426,-0.000259,0.117813,0.017493,1.000000,166.2925,0.767193,0.3986,16.0000,0.488419,0.000000,0.500000,-0.011581,0
13200,0.567894,0.216065,0.216041,165.9289,1289375,0.54650837,199061,272180,818134,131886,0.259289,0.336563,0.576109,-0.158528,-0.000254,0.117332,0.017542,1.000000,165.9289,0.769722,0.4007,16.0000,0.487786,0.000000,0.500000,-0.012214,0
13400,0.577857,0.211239,0.210904,162.1030,1288117,0.54597515,192137,263260,832720,128818,0.258415,0.335761,0.575757,-0.158560,-0.000257,0.116798,0.017573,1.000000,162.1030,0.771315,0.4022,16.0000,0.485829,0.000000,0.500000,-0.014171,0
13600,0.562628,0.218927,0.218445,167.9507,1291385,0.54736030,202855,277499,811031,133424,0.257486,0.334976,0.575546,-0.159359,-0.000269,0.116455,0.017594,1.000000,167.9507,0.773195,0.4038,16.0000,0.489585,0.000000,0.500000,-0.010415,0
13800,0.577950,0.211057,0.210994,162.0674,1289240,0.54645115,192243,263659,833338,126983,0.256612,0.334247,0.574665,-0.159272,-0.000273,0.115509,0.017623,1.000000,162.0674,0.774751,0.4053,16.0000,0.486279,0.000000,0.500000,-0.013721,0
14000,0.569613,0.215320,0.215068,165.2687,1290211,0.54686272,198063,271069,821079,127983,0.256028,0.333551,0.574697,-0.159478,-0.000278,0.116341,0.017655,1.000000,165.2687,0.775926,0.4067,16.0000,0.488236,0.000000,0.500000,-0.011764,0
14200,0.567353,0.216401,0.216245,166.1364,1290908,0.54715812,199781,273224,817903,127913,0.255195,0.332889,0.574400,-0.159793,-0.000277,0.116702,0.017685,1.000000,166.1364,0.777947,0.4084,16.0000,0.488860,0.000000,0.500000,-0.011140,0
14400,0.567095,0.216517,0.216387,166.2354,1290721,0.54707891,199832,273409,817480,126120,0.254400,0.332229,0.574179,-0.160094,-0.000278,0.116508,0.017711,1.000000,166.2354,0.779357,0.4099,16.0000,0.488575,0.000000,0.500000,-0.011425,0
14600,0.571267,0.214554,0.214179,164.6333,1290398,0.54694200,196762,269861,823775,125993,0.253722,0.331666,0.574031,-0.160182,-0.000278,0.116056,0.017738,1.000000,164.6333,0.780890,0.4114,16.0000,0.488523,0.000000,0.500000,-0.011477,0
14800,0.564049,0.218185,0.217766,167.4051,1291406,0.54736924,202354,276084,812968,128472,0.253112,0.331075,0.573605,-0.160391,-0.000278,0.116719,0.017763,1.000000,167.4051,0.782475,0.4131,16.0000,0.489922,0.000000,0.500000,-0.010078,0
15000,0.572653,0.213789,0.213559,164.1014,1290448,0.54696316,195834,268716,825898,123170,0.252730,0.330497,0.573525,-0.160755,-0.000276,0.117265,0.017778,1.000000,164.1014,0.783660,0.4144,16.0000,0.488011,0.000000,0.500000,-0.011989,0
15200,0.555116,0.222638,0.222246,170.8356,1293190,0.54812539,208353,284515,800322,130371,0.252054,0.329992,0.573035,-0.161408,-0.000276,0.117510,0.017793,1.000000,170.8356,0.785276,0.4160,16.0000,0.491856,0.000000,0.500000,-0.008144,0
15400,0.566995,0.216707,0.216298,166.2741,1291159,0.54726452,200050,273638,817471,122598,0.251529,0.329422,0.572619,-0.161779,-0.000274,0.116998,0.017803,1.000000,166.2741,0.786547,0.4173,16.0000,0.489188,0.000000,0.500000,-0.010812,0
15600,0.564745,0.217890,0.217365,167.1379,1291759,0.54751885,201507,275863,814389,126815,0.250990,0.328929,0.572332,-0.162121,-0.000275,0.117255,0.017826,1.000000,167.1379,0.788093,0.4188,16.0000,0.490213,0.000000,0.500000,-0.009787,0
15800,0.563447,0.218542,0.218010,167.6362,1292456,0.54781425,202748,277122,812586,128886,0.250387,0.328395,0.572086,-0.162180,-0.000280,0.117961,0.017841,1.000000,167.6362,0.789374,0.4202,16.0000,0.490375,0.000000,0.500000,-0.009625,0
16000,0.557024,0.221807,0.221169,170.1029,1293100,0.54808724,207151,282820,803129,129795,0.249734,0.327871,0.571540,-0.162431,-0.000276,0.117761,0.017857,1.000000,170.1029,0.790381,0.4214,16.0000,0.491321,0.000000,0.500000,-0.008679,0
