step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
3400,0.04250,4.368293,0.021079,0.021079,0.001516,0.001767,0.003191,0.003200,0.003985,0.007420,1.365495,1.440678
3600,0.04500,4.324445,0.023408,0.023408,0.001646,0.001940,0.003557,0.003583,0.004481,0.008201,1.352791,1.431101
3800,0.04750,4.308034,0.025714,0.025714,0.001778,0.002085,0.003925,0.003961,0.004979,0.008986,1.345016,1.423747
4000,0.05000,4.273046,0.027940,0.027940,0.001889,0.002217,0.004255,0.004314,0.005477,0.009788,1.336337,1.418735
4200,0.05250,4.235263,0.030369,0.030369,0.002019,0.002384,0.004625,0.004728,0.006011,0.010602,1.328282,1.413080
4400,0.05500,4.213756,0.032607,0.032607,0.002138,0.002531,0.004968,0.005092,0.006507,0.011371,1.320316,1.406225
4600,0.05750,4.201121,0.034806,0.034806,0.002250,0.002664,0.005291,0.005454,0.006966,0.012180,1.313665,1.402596
4800,0.06000,4.174421,0.036936,0.036936,0.002357,0.002804,0.005620,0.005809,0.007468,0.012877,1.307764,1.398556
5000,0.06250,4.161504,0.039057,0.039057,0.002453,0.002931,0.005917,0.006170,0.007953,0.013632,1.303381,1.396487
5200,0.06500,4.151664,0.040923,0.040923,0.002543,0.003036,0.006201,0.006482,0.008393,0.014267,1.297206,1.391607
5400,0.06750,4.151198,0.042760,0.042760,0.002622,0.003150,0.006460,0.006767,0.008792,0.014970,1.291122,1.387415
5600,0.07000,4.111524,0.044514,0.044514,0.002702,0.003257,0.006697,0.007050,0.009209,0.015599,1.287683,1.386119
5800,0.07250,4.087930,0.046106,0.046106,0.002776,0.003361,0.006903,0.007322,0.009555,0.016189,1.282742,1.382227
6000,0.07500,4.077527,0.047758,0.047758,0.002848,0.003452,0.007155,0.007589,0.009924,0.016791,1.278835,1.382208
6200,0.07750,4.065591,0.049040,0.049040,0.002907,0.003539,0.007304,0.007776,0.010274,0.017242,1.275720,1.378814
6400,0.08000,4.049391,0.050310,0.050310,0.002960,0.003597,0.007484,0.008019,0.010544,0.017705,1.272229,1.375814
6600,0.08250,4.036974,0.051453,0.051453,0.003016,0.003684,0.007637,0.008190,0.010794,0.018132,1.268488,1.376493
6800,0.08500,4.039007,0.052484,0.052484,0.003068,0.003739,0.007776,0.008356,0.011035,0.018509,1.264813,1.372549
7000,0.08750,4.010716,0.053410,0.053410,0.003092,0.003774,0.007864,0.008516,0.011270,0.018895,1.261823,1.372047
7200,0.09000,3.988323,0.054130,0.054130,0.003121,0.003821,0.007928,0.008625,0.011442,0.019193,1.258972,1.370072
7400,0.09250,3.991519,0.054673,0.054673,0.003136,0.003844,0.007989,0.008716,0.011602,0.019386,1.256385,1.367637
7600,0.09500,3.975284,0.055301,0.055301,0.003153,0.003882,0.008067,0.008813,0.011740,0.019645,1.253539,1.368096
7800,0.09750,3.958470,0.055649,0.055649,0.003156,0.003879,0.008125,0.008852,0.011821,0.019815,1.251286,1.368770
8000,0.10000,3.951285,0.056106,0.056106,0.003171,0.003921,0.008177,0.008934,0.011930,0.019972,1.248911,1.366498
8200,0.10250,3.948407,0.056423,0.056423,0.003163,0.003925,0.008220,0.008978,0.012012,0.020124,1.245118,1.363614
8400,0.10500,3.935792,0.056476,0.056476,0.003150,0.003933,0.008198,0.008989,0.012046,0.020159,1.243196,1.364283
8600,0.10750,3.922259,0.056659,0.056659,0.003146,0.003926,0.008216,0.009005,0.012079,0.020286,1.241334,1.364204
8800,0.11000,3.912522,0.056665,0.056665,0.003121,0.003932,0.008166,0.009029,0.012101,0.020316,1.238838,1.362553
9000,0.11250,3.918957,0.056674,0.056674,0.003109,0.003926,0.008170,0.009028,0.012090,0.020350,1.237588,1.360528
9200,0.11500,3.903062,0.056439,0.056439,0.003079,0.003900,0.008131,0.008991,0.012069,0.020270,1.235738,1.362813
9400,0.11750,3.888103,0.056388,0.056388,0.003059,0.003908,0.008105,0.008972,0.012060,0.020286,1.233487,1.359791
9600,0.12000,3.885483,0.056042,0.056042,0.003032,0.003868,0.008051,0.008889,0.011990,0.020212,1.231684,1.360722
9800,0.12250,3.888928,0.055763,0.055763,0.002994,0.003812,0.008003,0.008861,0.011936,0.020157,1.228271,1.358425
10000,0.12500,3.868528,0.055517,0.055517,0.002976,0.003818,0.007948,0.008833,0.011902,0.020039,1.226479,1.356854
10200,0.12750,3.865562,0.055110,0.055110,0.002933,0.003773,0.007879,0.008769,0.011824,0.019932,1.224614,1.356601
10400,0.13000,3.878476,0.054733,0.054733,0.002900,0.003743,0.007795,0.008700,0.011726,0.019868,1.223191,1.357892
10600,0.13250,3.881152,0.054302,0.054302,0.002853,0.003704,0.007718,0.008636,0.011651,0.019740,1.220603,1.356705
10800,0.13500,3.849509,0.053773,0.053773,0.002805,0.003673,0.007653,0.008524,0.011552,0.019565,1.219842,1.356169
11000,0.13750,3.825861,0.053382,0.053382,0.002776,0.003651,0.007565,0.008462,0.011476,0.019452,1.218114,1.355946
11200,0.14000,3.831782,0.052990,0.052990,0.002741,0.003594,0.007488,0.008424,0.011386,0.019358,1.216627,1.354419
11400,0.14250,3.832175,0.052476,0.052476,0.002714,0.003576,0.007406,0.008311,0.011293,0.019177,1.214645,1.354375
11600,0.14500,3.818847,0.051952,0.051952,0.002667,0.003525,0.007325,0.008239,0.011189,0.019008,1.213502,1.354103
11800,0.14750,3.816597,0.051437,0.051437,0.002628,0.003485,0.007231,0.008150,0.011088,0.018854,1.212406,1.353625
12000,0.15000,3.812389,0.050883,0.050883,0.002588,0.003445,0.007147,0.008068,0.010967,0.018669,1.210502,1.353060
12200,0.15250,3.796848,0.050460,0.050460,0.002554,0.003409,0.007067,0.008006,0.010879,0.018544,1.209621,1.354607
12400,0.15500,3.789846,0.049889,0.049889,0.002515,0.003369,0.006970,0.007924,0.010760,0.018351,1.208446,1.353517
12600,0.15750,3.787324,0.049475,0.049475,0.002487,0.003338,0.006902,0.007831,0.010684,0.018232,1.207485,1.352887
12800,0.16000,3.780153,0.049002,0.049002,0.002450,0.003297,0.006817,0.007770,0.010595,0.018073,1.206493,1.353520
13000,0.16250,3.776701,0.048435,0.048435,0.002417,0.003258,0.006746,0.007673,0.010471,0.017870,1.205919,1.351825
13200,0.16500,3.768483,0.048032,0.048032,0.002389,0.003229,0.006692,0.007601,0.010366,0.017756,1.204485,1.352446
13400,0.16750,3.773815,0.047644,0.047644,0.002362,0.003182,0.006628,0.007520,0.010297,0.017654,1.203215,1.353683
13600,0.17000,3.765470,0.047145,0.047145,0.002323,0.003147,0.006539,0.007453,0.010195,0.017489,1.202811,1.352318
13800,0.17250,3.756006,0.046738,0.046738,0.002295,0.003114,0.006484,0.007369,0.010102,0.017373,1.201459,1.352100
14000,0.17500,3.756296,0.046364,0.046364,0.002268,0.003094,0.006419,0.007329,0.010032,0.017221,1.201171,1.353793
14200,0.17750,3.761769,0.046012,0.046012,0.002252,0.003064,0.006365,0.007279,0.009941,0.017111,1.200415,1.352997
14400,0.18000,3.750963,0.045545,0.045545,0.002216,0.003026,0.006305,0.007198,0.009859,0.016941,1.199595,1.352539
14600,0.18250,3.739739,0.045228,0.045228,0.002194,0.003004,0.006253,0.007140,0.009788,0.016849,1.199397,1.353382
14800,0.18500,3.742865,0.044842,0.044842,0.002173,0.002979,0.006187,0.007060,0.009706,0.016737,1.198486,1.352257
15000,0.18750,3.747861,0.044566,0.044566,0.002150,0.002942,0.006153,0.007027,0.009642,0.016652,1.197854,1.353374
15200,0.19000,3.734911,0.044228,0.044228,0.002132,0.002943,0.006109,0.006974,0.009563,0.016508,1.197448,1.351686
15400,0.19250,3.744515,0.043943,0.043943,0.002116,0.002914,0.006062,0.006933,0.009498,0.016421,1.197224,1.352670
15600,0.19500,3.768606,0.043660,0.043660,0.002101,0.002882,0.006010,0.006874,0.009429,0.016363,1.196618,1.352881
15800,0.19750,3.755445,0.043363,0.043363,0.002079,0.002858,0.005954,0.006838,0.009386,0.016247,1.196692,1.354333
16000,0.20000,3.734841,0.043054,0.043054,0.002060,0.002848,0.005944,0.006778,0.009314,0.016111,1.196198,1.353698
