step,module,touch_frac,c_r_mean,c_r_median,c_r_max,frac_eq1,frac_ge8,frac_ge32,frac_ge64
400,L2.qkv_lut,0.8826,145.02,43,2684,0.0509,0.6930,0.4974,0.3732
400,L2.v_lut,0.6172,51.85,10,2671,0.0955,0.3454,0.1844,0.1186
400,L2.out_proj,0.3104,103.09,9,6214,0.0541,0.1664,0.0942,0.0655
400,L2.residual_lut,0.8203,156.04,66,3109,0.0193,0.7268,0.5457,0.4155
400,L3.qkv_lut,0.7720,165.81,62,2933,0.0324,0.6465,0.4930,0.3823
400,L3.v_lut,0.5900,54.24,15,1958,0.0628,0.3756,0.2059,0.1279
400,L3.out_proj,0.0303,1055.97,46,8181,0.0032,0.0212,0.0164,0.0142
400,L3.residual_lut,0.5874,217.91,30,7327,0.0520,0.4172,0.2886,0.2241
400,L4.qkv_lut,0.5708,224.25,32,7114,0.0506,0.4058,0.2861,0.2217
400,L4.v_lut,0.3359,95.26,11,5435,0.0522,0.1917,0.1116,0.0788
400,L4.out_proj,0.0134,2394.01,674,8192,0.0005,0.0116,0.0104,0.0098
400,L4.residual_lut,0.3452,370.78,46,7335,0.0332,0.2512,0.1885,0.1548
400,L5.qkv_lut,0.3271,391.26,39,7780,0.0353,0.2350,0.1732,0.1449
400,L5.v_lut,0.1825,175.37,16,7454,0.0283,0.1111,0.0740,0.0575
400,L5.out_proj,0.0108,2970.47,1220,8192,0.0005,0.0093,0.0086,0.0081
400,L5.residual_lut,0.2974,430.45,49,7968,0.0322,0.2146,0.1646,0.1370
600,L0.qkv_lut,1.0000,128.00,101,703,0.0000,0.9997,0.9645,0.7882
600,L0.v_lut,0.9896,32.34,21,624,0.0104,0.8488,0.3008,0.0918
600,L0.out_proj,0.4492,71.23,11,3826,0.0645,0.2586,0.1422,0.0953
600,L0.residual_lut,0.8396,152.45,36,3496,0.0508,0.6372,0.4373,0.3320
600,L1.qkv_lut,0.8818,145.15,37,4409,0.0526,0.6859,0.4670,0.3462
600,L1.v_lut,0.5868,54.54,10,2918,0.0844,0.3323,0.1737,0.1122
600,L1.out_proj,0.5974,53.56,10,2929,0.0909,0.3319,0.1777,0.1151
600,L1.residual_lut,0.9424,135.83,48,2306,0.0393,0.7695,0.5527,0.4131
600,L2.qkv_lut,0.9390,136.32,53,2353,0.0327,0.7799,0.5718,0.4307
600,L2.v_lut,0.7355,43.51,11,2135,0.0991,0.4216,0.2111,0.1275
600,L2.out_proj,0.3563,89.81,9,5182,0.0627,0.1895,0.1075,0.0735
600,L2.residual_lut,0.8621,148.48,75,2318,0.0195,0.7715,0.6108,0.4714
600,L3.qkv_lut,0.8341,153.45,71,2246,0.0252,0.7332,0.5675,0.4398
600,L3.v_lut,0.6720,47.62,16,1838,0.0601,0.4464,0.2370,0.1394
600,L3.out_proj,0.0494,647.67,31,8119,0.0050,0.0345,0.0247,0.0204
600,L3.residual_lut,0.7639,167.56,55,3558,0.0291,0.6316,0.4634,0.3584
600,L4.qkv_lut,0.7259,176.33,52,4543,0.0378,0.5811,0.4307,0.3350
600,L4.v_lut,0.5006,63.92,14,3362,0.0617,0.3077,0.1725,0.1129
600,L4.out_proj,0.0161,1993.49,392,8192,0.0008,0.0136,0.0122,0.0112
600,L4.residual_lut,0.5071,252.43,51,4750,0.0413,0.3870,0.2905,0.2385
600,L5.qkv_lut,0.4847,264.08,51,7592,0.0422,0.3613,0.2769,0.2275
600,L5.v_lut,0.3070,104.24,16,6661,0.0416,0.1918,0.1207,0.0869
600,L5.out_proj,0.0107,2987.40,866,8192,0.0006,0.0093,0.0084,0.0079
600,L5.residual_lut,0.3308,386.93,47,6549,0.0325,0.2393,0.1841,0.1536
800,L0.qkv_lut,1.0000,128.00,101,721,0.0000,0.9990,0.9657,0.7806
800,L0.v_lut,0.9892,32.35,21,627,0.0104,0.8488,0.2997,0.0920
800,L0.out_proj,0.5088,62.90,11,3662,0.0724,0.2957,0.1609,0.1049
800,L0.residual_lut,0.9023,141.85,39,2990,0.0425,0.7158,0.4929,0.3655
800,L1.qkv_lut,0.9199,139.14,44,3646,0.0381,0.7487,0.5260,0.3874
800,L1.v_lut,0.6547,48.88,11,2470,0.0850,0.3810,0.1933,0.1191
800,L1.out_proj,0.6809,47.00,10,2394,0.0963,0.3838,0.1973,0.1211
800,L1.residual_lut,0.9685,132.16,52,2275,0.0308,0.8203,0.5850,0.4382
800,L2.qkv_lut,0.9640,132.78,54,2594,0.0234,0.8307,0.5990,0.4482
800,L2.v_lut,0.7945,40.28,11,1993,0.0988,0.4596,0.2215,0.1297
800,L2.out_proj,0.4012,79.76,9,4367,0.0676,0.2136,0.1193,0.0818
800,L2.residual_lut,0.8987,142.43,74,2260,0.0247,0.8062,0.6292,0.4875
800,L3.qkv_lut,0.8706,147.02,68,1800,0.0329,0.7557,0.5864,0.4495
800,L3.v_lut,0.7015,45.62,16,1832,0.0677,0.4589,0.2418,0.1389
800,L3.out_proj,0.0890,359.72,21,7359,0.0111,0.0563,0.0397,0.0319
800,L3.residual_lut,0.7847,163.13,62,4157,0.0264,0.6670,0.5054,0.3877
800,L4.qkv_lut,0.7542,169.71,55,3985,0.0304,0.6221,0.4596,0.3537
800,L4.v_lut,0.5246,61.00,14,3116,0.0606,0.3229,0.1772,0.1138
800,L4.out_proj,0.0158,2020.38,361,8192,0.0009,0.0131,0.0114,0.0105
800,L4.residual_lut,0.4751,269.42,33,6429,0.0557,0.3269,0.2412,0.1919
800,L5.qkv_lut,0.4504,284.22,37,7706,0.0479,0.3171,0.2321,0.1893
800,L5.v_lut,0.2479,129.07,12,5620,0.0427,0.1411,0.0897,0.0660
800,L5.out_proj,0.0124,2576.35,644,8192,0.0007,0.0105,0.0091,0.0087
800,L5.residual_lut,0.3784,338.25,46,6571,0.0405,0.2729,0.2070,0.1726
1000,L0.qkv_lut,1.0000,128.00,100,709,0.0000,0.9995,0.9627,0.7835
1000,L0.v_lut,0.9895,32.34,21,625,0.0103,0.8489,0.3004,0.0918
1000,L0.out_proj,0.5618,56.96,11,3041,0.0749,0.3274,0.1751,0.1132
1000,L0.residual_lut,0.9170,139.59,44,2422,0.0356,0.7515,0.5269,0.3865
1000,L1.qkv_lut,0.9357,136.79,49,3403,0.0345,0.7791,0.5591,0.4134
1000,L1.v_lut,0.6882,46.50,12,2002,0.0837,0.4081,0.2042,0.1248
1000,L1.out_proj,0.7237,44.22,11,2530,0.0933,0.4171,0.2076,0.1250
1000,L1.residual_lut,0.9771,131.01,57,2186,0.0229,0.8521,0.6252,0.4634
1000,L2.qkv_lut,0.9744,131.36,59,2315,0.0203,0.8586,0.6276,0.4688
1000,L2.v_lut,0.8265,38.72,12,1975,0.0922,0.4927,0.2348,0.1330
1000,L2.out_proj,0.4146,77.17,9,4463,0.0716,0.2192,0.1202,0.0803
1000,L2.residual_lut,0.9038,141.62,72,1797,0.0237,0.8103,0.6321,0.4829
1000,L3.qkv_lut,0.8826,145.02,67,2140,0.0303,0.7767,0.6021,0.4515
1000,L3.v_lut,0.7227,44.28,15,1996,0.0663,0.4727,0.2407,0.1366
1000,L3.out_proj,0.1063,300.97,19,7673,0.0153,0.0656,0.0462,0.0367
1000,L3.residual_lut,0.8235,155.44,53,3862,0.0229,0.7009,0.5078,0.3723
1000,L4.qkv_lut,0.7912,161.78,51,3069,0.0317,0.6623,0.4767,0.3563
1000,L4.v_lut,0.5672,56.41,12,4070,0.0682,0.3372,0.1743,0.1078
1000,L4.out_proj,0.0161,1982.19,353,8192,0.0010,0.0137,0.0120,0.0110
1000,L4.residual_lut,0.6262,204.40,32,4401,0.0586,0.4473,0.3159,0.2522
1000,L5.qkv_lut,0.5916,216.35,37,5986,0.0503,0.4352,0.3109,0.2463
1000,L5.v_lut,0.3727,85.85,12,5646,0.0545,0.2190,0.1279,0.0900
1000,L5.out_proj,0.0110,2920.82,1038,8192,0.0006,0.0096,0.0085,0.0080
1000,L5.residual_lut,0.4893,261.62,51,5952,0.0364,0.3813,0.2830,0.2244
1200,L0.qkv_lut,1.0000,128.00,100,703,0.0000,0.9992,0.9653,0.7812
1200,L0.v_lut,0.9897,32.33,21,656,0.0103,0.8478,0.2991,0.0917
1200,L0.out_proj,0.5941,53.86,12,2977,0.0762,0.3507,0.1865,0.1184
1200,L0.residual_lut,0.9346,136.96,44,2349,0.0398,0.7803,0.5403,0.3906
1200,L1.qkv_lut,0.9479,135.03,48,3252,0.0283,0.7987,0.5656,0.4199
1200,L1.v_lut,0.7094,45.11,12,2109,0.0861,0.4211,0.2069,0.1255
1200,L1.out_proj,0.7494,42.70,11,1980,0.0942,0.4367,0.2152,0.1283
1200,L1.residual_lut,0.9829,130.23,57,2012,0.0208,0.8689,0.6384,0.4741
1200,L2.qkv_lut,0.9821,130.33,60,1957,0.0168,0.8792,0.6466,0.4780
1200,L2.v_lut,0.8500,37.65,12,1792,0.0906,0.5117,0.2399,0.1343
1200,L2.out_proj,0.4694,68.18,9,4081,0.0773,0.2504,0.1344,0.0876
1200,L2.residual_lut,0.9255,138.30,79,2035,0.0234,0.8403,0.6746,0.5210
1200,L3.qkv_lut,0.9093,140.76,71,1893,0.0280,0.8089,0.6379,0.4858
1200,L3.v_lut,0.7538,42.45,16,1424,0.0641,0.5083,0.2591,0.1429
1200,L3.out_proj,0.1139,280.89,18,7545,0.0149,0.0717,0.0483,0.0381
1200,L3.residual_lut,0.8242,155.30,82,2998,0.0112,0.7563,0.6113,0.4700
1200,L4.qkv_lut,0.7936,161.29,80,2691,0.0112,0.7210,0.5701,0.4429
1200,L4.v_lut,0.6107,52.40,17,2193,0.0512,0.4139,0.2251,0.1363
1200,L4.out_proj,0.0177,1811.01,276,8192,0.0010,0.0152,0.0129,0.0117
1200,L4.residual_lut,0.7285,175.70,39,5638,0.0535,0.5415,0.3928,0.3005
1200,L5.qkv_lut,0.6995,182.98,36,6594,0.0522,0.5207,0.3651,0.2786
1200,L5.v_lut,0.4778,66.97,11,3961,0.0733,0.2698,0.1520,0.1024
1200,L5.out_proj,0.0115,2774.01,711,8192,0.0005,0.0097,0.0090,0.0084
1200,L5.residual_lut,0.3801,336.73,41,7782,0.0376,0.2686,0.2029,0.1682
1400,L0.qkv_lut,1.0000,128.00,100,777,0.0000,0.9990,0.9653,0.7809
1400,L0.v_lut,0.9899,32.33,21,648,0.0110,0.8477,0.2998,0.0919
1400,L0.out_proj,0.6210,51.53,12,2848,0.0803,0.3678,0.1939,0.1224
1400,L0.residual_lut,0.9431,135.72,50,2208,0.0288,0.7932,0.5613,0.4114
1400,L1.qkv_lut,0.9557,133.93,53,3162,0.0260,0.8159,0.5850,0.4341
1400,L1.v_lut,0.7338,43.61,12,2002,0.0864,0.4391,0.2143,0.1276
1400,L1.out_proj,0.7724,41.43,12,2032,0.0869,0.4610,0.2245,0.1309
1400,L1.residual_lut,0.9893,129.39,64,2016,0.0149,0.8906,0.6787,0.4976
1400,L2.qkv_lut,0.9852,129.92,67,1770,0.0114,0.9043,0.6766,0.5046
1400,L2.v_lut,0.8730,36.65,13,1883,0.0824,0.5429,0.2541,0.1376
1400,L2.out_proj,0.5130,62.37,9,3753,0.0818,0.2760,0.1457,0.0959
1400,L2.residual_lut,0.9380,136.46,82,1833,0.0227,0.8538,0.6946,0.5339
1400,L3.qkv_lut,0.9227,138.72,74,1764,0.0304,0.8218,0.6603,0.5026
1400,L3.v_lut,0.7776,41.15,17,1302,0.0663,0.5287,0.2697,0.1455
1400,L3.out_proj,0.1277,250.68,18,6899,0.0171,0.0803,0.0538,0.0425
1400,L3.residual_lut,0.8208,155.95,75,3326,0.0144,0.7446,0.5837,0.4485
1400,L4.qkv_lut,0.7974,160.53,72,3484,0.0194,0.7103,0.5518,0.4242
1400,L4.v_lut,0.5977,53.54,17,2719,0.0557,0.3971,0.2132,0.1292
1400,L4.out_proj,0.0172,1865.79,326,8192,0.0011,0.0142,0.0124,0.0117
1400,L4.residual_lut,0.7305,175.23,41,5089,0.0564,0.5513,0.4006,0.3135
1400,L5.qkv_lut,0.6807,188.05,41,5271,0.0456,0.5208,0.3724,0.2917
1400,L5.v_lut,0.4849,65.99,12,3259,0.0666,0.2864,0.1620,0.1073
1400,L5.out_proj,0.0105,3057.07,762,8192,0.0008,0.0088,0.0078,0.0074
1400,L5.residual_lut,0.3701,345.84,39,6408,0.0403,0.2622,0.1960,0.1584
1600,L0.qkv_lut,1.0000,128.00,100,732,0.0000,0.9989,0.9657,0.7777
1600,L0.v_lut,0.9896,32.34,21,648,0.0115,0.8458,0.3007,0.0917
1600,L0.out_proj,0.6308,50.73,12,2913,0.0768,0.3778,0.1984,0.1242
1600,L0.residual_lut,0.9502,134.71,50,2144,0.0312,0.8081,0.5781,0.4204
1600,L1.qkv_lut,0.9614,133.14,53,3113,0.0243,0.8296,0.5939,0.4429
1600,L1.v_lut,0.7449,42.96,12,1789,0.0864,0.4498,0.2185,0.1287
1600,L1.out_proj,0.7946,40.27,12,1793,0.0911,0.4752,0.2304,0.1326
1600,L1.residual_lut,0.9910,129.17,66,1824,0.0117,0.9031,0.6821,0.5046
1600,L2.qkv_lut,0.9860,129.82,67,1819,0.0101,0.9038,0.6808,0.5042
1600,L2.v_lut,0.8769,36.49,13,1652,0.0826,0.5465,0.2540,0.1364
1600,L2.out_proj,0.5181,61.77,9,3938,0.0836,0.2769,0.1454,0.0948
1600,L2.residual_lut,0.9397,136.21,81,1341,0.0205,0.8540,0.7075,0.5474
1600,L3.qkv_lut,0.9259,138.24,77,1576,0.0264,0.8216,0.6668,0.5124
1600,L3.v_lut,0.7846,40.79,17,1305,0.0635,0.5385,0.2717,0.1449
1600,L3.out_proj,0.1271,251.82,18,7139,0.0166,0.0795,0.0544,0.0428
1600,L3.residual_lut,0.8235,155.44,75,2531,0.0095,0.7590,0.5916,0.4460
1600,L4.qkv_lut,0.7949,161.02,72,3111,0.0151,0.7194,0.5519,0.4188
1600,L4.v_lut,0.6109,52.39,16,2404,0.0496,0.4106,0.2134,0.1272
1600,L4.out_proj,0.0193,1659.14,230,8192,0.0013,0.0157,0.0132,0.0120
1600,L4.residual_lut,0.6558,195.19,42,4179,0.0522,0.4851,0.3547,0.2834
1600,L5.qkv_lut,0.6317,202.64,43,5001,0.0519,0.4738,0.3498,0.2756
1600,L5.v_lut,0.4199,76.20,12,3605,0.0623,0.2464,0.1413,0.0981
1600,L5.out_proj,0.0106,3030.57,1063,8192,0.0004,0.0093,0.0082,0.0076
1600,L5.residual_lut,0.3516,364.09,39,6579,0.0371,0.2461,0.1868,0.1553
1800,L0.qkv_lut,1.0000,128.00,101,779,0.0000,0.9985,0.9652,0.7726
1800,L0.v_lut,0.9894,32.34,21,610,0.0114,0.8458,0.3010,0.0917
1800,L0.out_proj,0.6519,49.09,12,2626,0.0799,0.3918,0.2031,0.1245
1800,L0.residual_lut,0.9551,134.02,50,2104,0.0251,0.8184,0.5791,0.4280
1800,L1.qkv_lut,0.9658,132.53,55,3053,0.0233,0.8395,0.6086,0.4484
1800,L1.v_lut,0.7528,42.51,12,1805,0.0824,0.4598,0.2215,0.1302
1800,L1.out_proj,0.8108,39.47,12,1821,0.0860,0.4973,0.2392,0.1354
1800,L1.residual_lut,0.9912,129.13,69,1736,0.0090,0.9185,0.7090,0.5161
1800,L2.qkv_lut,0.9899,129.30,69,1631,0.0085,0.9196,0.7018,0.5233
1800,L2.v_lut,0.8978,35.64,13,1430,0.0765,0.5696,0.2607,0.1380
1800,L2.out_proj,0.5509,58.09,9,3514,0.0839,0.2991,0.1565,0.0985
1800,L2.residual_lut,0.9458,135.34,82,1479,0.0183,0.8689,0.7124,0.5493
1800,L3.qkv_lut,0.9338,137.08,78,1504,0.0296,0.8324,0.6715,0.5212
1800,L3.v_lut,0.7928,40.37,17,1239,0.0632,0.5401,0.2738,0.1463
1800,L3.out_proj,0.1518,210.77,15,6967,0.0211,0.0923,0.0613,0.0475
1800,L3.residual_lut,0.8359,153.12,83,3576,0.0090,0.7798,0.6274,0.4790
1800,L4.qkv_lut,0.8112,157.79,77,2502,0.0146,0.7331,0.5828,0.4458
1800,L4.v_lut,0.6294,50.85,17,2287,0.0518,0.4287,0.2293,0.1383
1800,L4.out_proj,0.0209,1533.01,248,8192,0.0015,0.0170,0.0148,0.0135
1800,L4.residual_lut,0.6997,182.93,44,4202,0.0537,0.5295,0.3853,0.3022
1800,L5.qkv_lut,0.6886,185.87,44,4085,0.0511,0.5247,0.3813,0.3039
1800,L5.v_lut,0.4850,65.98,13,3202,0.0672,0.2896,0.1653,0.1100
1800,L5.out_proj,0.0114,2796.20,745,8192,0.0006,0.0099,0.0090,0.0084
1800,L5.residual_lut,0.4768,268.45,36,5858,0.0535,0.3433,0.2490,0.2000
2000,L0.qkv_lut,1.0000,128.00,100,746,0.0000,0.9990,0.9631,0.7723
2000,L0.v_lut,0.9895,32.34,20,612,0.0123,0.8450,0.2994,0.0931
2000,L0.out_proj,0.6552,48.84,12,2726,0.0804,0.3934,0.2056,0.1275
2000,L0.residual_lut,0.9531,134.30,50,2025,0.0288,0.8137,0.5840,0.4246
2000,L1.qkv_lut,0.9678,132.26,54,3034,0.0234,0.8387,0.6027,0.4515
2000,L1.v_lut,0.7529,42.50,12,1892,0.0834,0.4559,0.2212,0.1306
2000,L1.out_proj,0.8235,38.86,13,1642,0.0858,0.5039,0.2425,0.1361
2000,L1.residual_lut,0.9937,128.82,70,1643,0.0117,0.9285,0.7139,0.5305
2000,L2.qkv_lut,0.9906,129.22,71,1609,0.0060,0.9303,0.7091,0.5319
2000,L2.v_lut,0.9014,35.50,13,1507,0.0736,0.5782,0.2657,0.1391
2000,L2.out_proj,0.5617,56.97,9,3434,0.0858,0.3057,0.1578,0.0999
2000,L2.residual_lut,0.9502,134.71,81,1575,0.0222,0.8638,0.7024,0.5486
2000,L3.qkv_lut,0.9396,136.23,75,1792,0.0264,0.8356,0.6680,0.5138
2000,L3.v_lut,0.7993,40.04,16,1402,0.0667,0.5385,0.2722,0.1452
2000,L3.out_proj,0.1485,215.49,17,6431,0.0211,0.0918,0.0613,0.0487
2000,L3.residual_lut,0.8269,154.79,74,3515,0.0161,0.7502,0.5793,0.4492
2000,L4.qkv_lut,0.7990,160.20,68,2624,0.0205,0.6979,0.5345,0.4103
2000,L4.v_lut,0.6004,53.30,16,3543,0.0580,0.3917,0.2119,0.1308
2000,L4.out_proj,0.0247,1296.14,240,8192,0.0013,0.0207,0.0182,0.0163
2000,L4.residual_lut,0.8220,155.71,50,3331,0.0415,0.6560,0.4788,0.3706
2000,L5.qkv_lut,0.7721,165.77,51,3617,0.0396,0.6240,0.4619,0.3483
2000,L5.v_lut,0.5845,54.75,12,2558,0.0773,0.3454,0.1855,0.1169
2000,L5.out_proj,0.0128,2502.57,521,8192,0.0008,0.0104,0.0094,0.0087
2000,L5.residual_lut,0.4590,278.88,34,6840,0.0508,0.3267,0.2339,0.1885
2200,L0.qkv_lut,1.0000,128.00,101,735,0.0000,0.9995,0.9663,0.7741
2200,L0.v_lut,0.9892,32.35,20,617,0.0115,0.8441,0.2999,0.0928
2200,L0.out_proj,0.6673,47.96,13,2639,0.0792,0.4025,0.2089,0.1284
2200,L0.residual_lut,0.9551,134.02,52,1955,0.0249,0.8247,0.5945,0.4299
2200,L1.qkv_lut,0.9686,132.15,57,2927,0.0238,0.8455,0.6125,0.4578
2200,L1.v_lut,0.7616,42.01,12,1643,0.0832,0.4627,0.2246,0.1323
2200,L1.out_proj,0.8263,38.73,13,1826,0.0831,0.5092,0.2428,0.1360
2200,L1.residual_lut,0.9924,128.98,71,1605,0.0071,0.9270,0.7148,0.5291
2200,L2.qkv_lut,0.9896,129.35,72,1609,0.0063,0.9287,0.7124,0.5303
2200,L2.v_lut,0.9021,35.47,13,1509,0.0744,0.5789,0.2639,0.1382
2200,L2.out_proj,0.5542,57.74,9,3447,0.0856,0.3004,0.1575,0.0999
2200,L2.residual_lut,0.9512,134.57,85,1390,0.0190,0.8687,0.7219,0.5632
2200,L3.qkv_lut,0.9336,137.10,79,1514,0.0260,0.8413,0.6852,0.5296
2200,L3.v_lut,0.8019,39.91,17,1171,0.0627,0.5529,0.2797,0.1477
2200,L3.out_proj,0.1627,196.66,17,6470,0.0214,0.1004,0.0665,0.0519
2200,L3.residual_lut,0.8491,150.74,80,2574,0.0181,0.7747,0.6294,0.4839
2200,L4.qkv_lut,0.8294,154.32,74,2456,0.0233,0.7329,0.5771,0.4468
2200,L4.v_lut,0.6343,50.45,17,2606,0.0583,0.4261,0.2320,0.1384
2200,L4.out_proj,0.0260,1230.72,188,8192,0.0014,0.0215,0.0184,0.0164
2200,L4.residual_lut,0.8433,151.79,51,2923,0.0347,0.6958,0.5061,0.3860
2200,L5.qkv_lut,0.7977,160.46,54,3905,0.0369,0.6504,0.4805,0.3672
2200,L5.v_lut,0.6232,51.35,12,2383,0.0781,0.3700,0.1939,0.1200
2200,L5.out_proj,0.0120,2674.94,526,8192,0.0009,0.0100,0.0089,0.0081
2200,L5.residual_lut,0.5579,229.45,21,6663,0.0706,0.3628,0.2473,0.1968
2400,L0.qkv_lut,1.0000,128.00,101,770,0.0000,0.9990,0.9660,0.7716
2400,L0.v_lut,0.9891,32.35,20,567,0.0117,0.8427,0.3000,0.0919
2400,L0.out_proj,0.6805,47.02,13,2751,0.0813,0.4134,0.2132,0.1301
2400,L0.residual_lut,0.9614,133.14,54,1934,0.0254,0.8381,0.6028,0.4377
2400,L1.qkv_lut,0.9699,131.97,58,2813,0.0238,0.8490,0.6200,0.4585
2400,L1.v_lut,0.7697,41.57,13,1641,0.0826,0.4716,0.2279,0.1323
2400,L1.out_proj,0.8354,38.30,13,1535,0.0821,0.5204,0.2472,0.1372
2400,L1.residual_lut,0.9927,128.94,72,1689,0.0073,0.9321,0.7214,0.5383
2400,L2.qkv_lut,0.9896,129.35,73,1672,0.0080,0.9310,0.7259,0.5376
2400,L2.v_lut,0.9043,35.39,14,1477,0.0724,0.5855,0.2682,0.1395
2400,L2.out_proj,0.5818,55.00,9,3343,0.0878,0.3163,0.1634,0.1033
2400,L2.residual_lut,0.9500,134.74,87,1331,0.0181,0.8784,0.7341,0.5784
2400,L3.qkv_lut,0.9386,136.37,83,1505,0.0241,0.8454,0.6965,0.5402
2400,L3.v_lut,0.8105,39.48,18,957,0.0607,0.5665,0.2855,0.1490
2400,L3.out_proj,0.1641,195.05,15,6369,0.0234,0.0989,0.0656,0.0515
2400,L3.residual_lut,0.8455,151.40,82,2297,0.0168,0.7725,0.6191,0.4763
2400,L4.qkv_lut,0.8184,156.41,73,2558,0.0229,0.7267,0.5680,0.4401
2400,L4.v_lut,0.6246,51.24,17,2080,0.0541,0.4233,0.2302,0.1376
2400,L4.out_proj,0.0251,1277.19,169,8192,0.0017,0.0205,0.0172,0.0153
2400,L4.residual_lut,0.7854,162.97,51,3205,0.0417,0.6260,0.4614,0.3562
2400,L5.qkv_lut,0.7319,174.88,49,3375,0.0430,0.5780,0.4240,0.3275
2400,L5.v_lut,0.5574,57.41,13,2669,0.0741,0.3338,0.1845,0.1192
2400,L5.out_proj,0.0113,2833.99,640,8192,0.0009,0.0093,0.0081,0.0076
2400,L5.residual_lut,0.4199,304.82,34,6125,0.0469,0.2881,0.2148,0.1785
2600,L0.qkv_lut,1.0000,128.00,100,728,0.0000,0.9993,0.9660,0.7700
2600,L0.v_lut,0.9896,32.34,20,561,0.0122,0.8429,0.2992,0.0925
2600,L0.out_proj,0.6800,47.06,13,2607,0.0789,0.4136,0.2151,0.1300
2600,L0.residual_lut,0.9578,133.64,53,2026,0.0261,0.8340,0.5957,0.4402
2600,L1.qkv_lut,0.9718,131.71,57,2718,0.0202,0.8506,0.6169,0.4618
2600,L1.v_lut,0.7704,41.54,13,1661,0.0813,0.4726,0.2290,0.1321
2600,L1.out_proj,0.8405,38.07,13,1650,0.0801,0.5272,0.2501,0.1377
2600,L1.residual_lut,0.9929,128.91,72,1535,0.0088,0.9355,0.7268,0.5342
2600,L2.qkv_lut,0.9904,129.24,73,1789,0.0059,0.9325,0.7220,0.5394
2600,L2.v_lut,0.9092,35.19,14,1290,0.0710,0.5861,0.2666,0.1392
2600,L2.out_proj,0.5937,53.90,9,3732,0.0919,0.3203,0.1642,0.1042
2600,L2.residual_lut,0.9556,133.95,86,1338,0.0217,0.8765,0.7295,0.5708
2600,L3.qkv_lut,0.9386,136.37,81,1573,0.0243,0.8411,0.6919,0.5422
2600,L3.v_lut,0.8116,39.43,18,1056,0.0618,0.5631,0.2853,0.1473
2600,L3.out_proj,0.1629,196.40,15,6556,0.0227,0.0985,0.0646,0.0498
2600,L3.residual_lut,0.8335,153.57,80,3010,0.0151,0.7693,0.6069,0.4705
2600,L4.qkv_lut,0.8079,158.43,76,3353,0.0177,0.7186,0.5601,0.4388
