step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.375567,1.328051,18.986017,19.318657,19.715330,19.820013,20.024477,20.129021,0.968836,0.985794,1.006000,1.011328,1.021747,1.027102,17.378073,19.463728,18.841261,18.990356,19.470535,21.468782,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.81498694,1.86807215,2.00392604,2.05847311,2.15821886,2.16989326,1.07080436,1.08333766,1.02471054,1.00604355,0.94548380,0.86694843,5.27028755e-03,3.52669600e-03,2.41982611e-03,4.77996888e-03,5.82475401e-03,7.79755227e-03,7.27292802e-03
6000,4.283671,1.306717,18.844378,19.241501,19.676378,19.777874,19.967907,20.115257,0.961597,0.981838,1.003998,1.009157,1.018842,1.026385,16.915400,19.406506,18.636387,18.836050,19.394550,21.671421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.77840734,1.83869541,1.98682189,2.03911519,2.13188052,2.16456413,1.08214521,1.10202718,1.03668046,1.01730883,0.95301288,0.85613137,5.75822984e-03,3.53024830e-03,2.69710273e-03,5.46476524e-03,6.44312333e-03,8.46003555e-03,7.95410387e-03
6500,4.229875,1.290645,18.711720,19.172920,19.637825,19.737894,19.913336,20.100075,0.954817,0.978317,1.002007,1.007099,1.016034,1.025594,16.473301,19.346127,18.443769,18.691114,19.319994,21.851599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.74298835,1.81336701,1.96992064,2.02197576,2.10731149,2.15757799,1.09420192,1.11866021,1.04715312,1.02601397,0.95886844,0.84689558,6.13688270e-03,3.52461357e-03,2.92942789e-03,6.04397617e-03,6.93435082e-03,8.94041080e-03,8.44851695e-03
7000,4.173457,1.276112,18.576572,19.109358,19.600471,19.697577,19.870132,20.084387,0.947911,0.975053,1.000080,1.005021,1.013812,1.024773,16.051306,19.284920,18.260048,18.560169,19.252214,22.004112,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.70658982,1.79117990,1.95489800,2.00214839,2.08462453,2.14905596,1.10763884,1.13427770,1.05781424,1.03526187,0.96371752,0.83746952,6.43488811e-03,3.50458594e-03,3.12202610e-03,6.54567685e-03,7.32870353e-03,9.28894058e-03,8.81939568e-03
7500,4.136184,1.264608,18.454056,19.050053,19.568233,19.659302,19.823591,20.069489,0.941644,0.972004,0.998408,1.003046,1.011413,1.023992,15.648653,19.224092,18.084929,18.433666,19.186480,22.149920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.67284870,1.77031159,1.94108057,1.98368299,2.06081152,2.14107418,1.12186241,1.14791465,1.06928039,1.04365718,0.96777314,0.82727081,6.68237537e-03,3.50861484e-03,3.30317812e-03,6.97549665e-03,7.64497276e-03,9.55005642e-03,9.11193341e-03
8000,4.095596,1.255824,18.351105,18.995674,19.539330,19.615067,19.784821,20.051981,0.936379,0.969203,0.996907,1.000767,1.009414,1.023080,15.267314,19.163490,17.908754,18.318457,19.132116,22.278130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.64524555,1.75306034,1.92826521,1.96266115,2.04074931,2.13174558,1.13299203,1.15953982,1.07796943,1.05251896,0.96975052,0.81818867,6.87975805e-03,3.51922819e-03,3.45568568e-03,7.33956695e-03,7.88657553e-03,9.74735618e-03,9.33013577e-03
8500,4.062664,1.246559,18.247374,18.943773,19.510071,19.582277,19.745176,20.037056,0.931070,0.966529,0.995386,0.999075,1.007370,1.022295,14.905804,19.100838,17.750526,18.219866,19.081999,22.401678,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.61687005,1.73507166,1.91304958,1.94604886,2.01899767,2.12383652,1.14576399,1.17256737,1.08974826,1.05821025,0.97236961,0.80976492,7.04355930e-03,3.54290125e-03,3.59161990e-03,7.64570897e-03,8.08637403e-03,9.89056006e-03,9.50419158e-03
9000,4.050983,1.239276,18.149092,18.895157,19.482378,19.551640,19.713802,20.025043,0.926038,0.964017,0.993944,0.997488,1.005745,1.021663,14.566696,19.040945,17.596495,18.135618,19.031345,22.520302,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.59078491,1.71924841,1.89848077,1.93116403,1.99991560,2.11471891,1.15882623,1.18453622,1.10071135,1.06318581,0.97312737,0.80169922,7.17722590e-03,3.57214198e-03,3.71232862e-03,7.89254718e-03,8.24444462e-03,1.00060236e-02,9.63586941e-03
9500,4.010458,1.232225,18.060978,18.855236,19.463724,19.509640,19.681025,20.008694,0.921528,0.961954,0.992965,0.995322,1.004053,1.020801,14.247892,18.981400,17.445440,18.061590,18.983238,22.628407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.56754744,1.70530653,1.88769186,1.91213119,1.98038185,2.10532427,1.16954398,1.19428349,1.10994971,1.06986272,0.97537005,0.79369497,7.28907250e-03,3.61007545e-03,3.82879004e-03,8.10858048e-03,8.36234447e-03,1.00851282e-02,9.73951630e-03
10000,3.993860,1.227029,17.981905,18.810169,19.437906,19.485237,19.651651,19.996550,0.917480,0.959626,0.991625,0.994048,1.002535,1.020156,13.946633,18.922661,17.309494,18.005653,18.946732,22.733982,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.54623055,1.69287324,1.87401605,1.89942253,1.96311188,2.09580207,1.18084240,1.20370424,1.12010837,1.07306576,0.97638315,0.78573453,7.38516046e-03,3.65534797e-03,3.93979903e-03,8.28097481e-03,8.46586283e-03,1.01456586e-02,9.82331950e-03
10500,4.002295,1.221482,17.900400,18.771154,19.423813,19.454639,19.624065,19.985632,0.913304,0.957607,0.990873,0.992466,1.001106,1.019568,13.664565,18.864281,17.176718,17.974739,18.912302,22.830505,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.52611709,1.67972207,1.86427009,1.88561535,1.94656682,2.08797908,1.19231522,1.21335292,1.12883413,1.07756495,0.97782016,0.77894646,7.45652298e-03,3.68320243e-03,4.01174184e-03,8.41342472e-03,8.53805710e-03,1.01975352e-02,9.89517663e-03
11000,3.945866,1.216226,17.834105,18.733908,19.409040,19.433420,19.600521,19.974470,0.909904,0.955673,0.990085,0.991363,0.999885,1.018968,13.399040,18.806767,17.049234,17.950420,18.882183,22.931429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.50962353,1.66904604,1.85605514,1.87470245,1.93103647,2.07935953,1.20340550,1.22244406,1.13556206,1.08015859,0.97913140,0.77224445,7.51318131e-03,3.68954521e-03,4.07422055e-03,8.52890778e-03,8.60442035e-03,1.02344695e-02,9.94752441e-03
11500,3.936720,1.212559,17.773308,18.699825,19.393566,19.408100,19.580849,19.961720,0.906781,0.953903,0.989267,0.990044,0.998867,1.018288,13.138721,18.753298,16.937727,17.936333,18.853025,23.026745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.49404359,1.65956306,1.84560299,1.86183691,1.91749763,2.06940937,1.21229291,1.23110902,1.14440262,1.08437240,0.97940141,0.76588488,7.56437588e-03,3.72461183e-03,4.14271839e-03,8.63202661e-03,8.64087977e-03,1.02593591e-02,9.98665951e-03
12000,3.931631,1.207855,17.710491,18.666033,19.383190,19.389797,19.561298,19.948040,0.903564,0.952154,0.988710,0.989089,0.997845,1.017548,12.898872,18.700718,16.827097,17.923090,18.830919,23.126513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.47906756,1.64984667,1.83725452,1.85142088,1.90322447,2.06055760,1.22307003,1.23976791,1.15212739,1.08759606,0.98152155,0.76028877,7.60424067e-03,3.74595681e-03,4.20224760e-03,8.73528700e-03,8.67651496e-03,1.02658644e-02,9.99957323e-03
12500,3.910138,1.205313,17.656490,18.636461,19.376390,19.372770,19.542612,19.939346,0.900791,0.950617,0.988329,0.988201,0.996879,1.017079,12.670304,18.647951,16.729115,17.907936,18.812149,23.218781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.46507311,1.64010096,1.83014965,1.84100258,1.88873672,2.05125499,1.23375964,1.24920559,1.15892684,1.09143722,0.98246270,0.75493842,7.64455336e-03,3.77839105e-03,4.26675333e-03,8.81162472e-03,8.71283934e-03,1.02805682e-02,1.00171436e-02
13000,3.896011,1.202139,17.607040,18.610128,19.365559,19.351101,19.524221,19.928535,0.898252,0.949246,0.987745,0.987071,0.995921,1.016493,12.460472,18.599045,16.633148,17.901449,18.788370,23.306467,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45318151,1.63258851,1.82207489,1.82855630,1.87527990,2.04336596,1.24326563,1.25618422,1.16712964,1.09580290,0.98275572,0.74883938,7.67540159e-03,3.81924328e-03,4.31752950e-03,8.87558330e-03,8.72741174e-03,1.02810087e-02,1.00316331e-02
13500,3.892973,1.198667,17.569897,18.588585,19.361801,19.341393,19.507486,19.919952,0.896335,0.948118,0.987523,0.986555,0.995053,1.016015,12.267389,18.550161,16.546915,17.899883,18.770283,23.392319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.44496882,1.62607419,1.81652439,1.82099092,1.86274827,2.03618860,1.25142276,1.26387191,1.17285526,1.09735906,0.98301679,0.74407953,7.70163571e-03,3.85431130e-03,4.36404720e-03,8.92968848e-03,8.74880143e-03,1.02709634e-02,1.00420024e-02
14000,3.873653,1.195198,17.529072,18.560953,19.356386,19.321203,19.497288,19.907482,0.894235,0.946685,0.987213,0.985509,0.994517,1.015345,12.078090,18.506393,16.463110,17.895433,18.754719,23.484095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.43561316,1.61724079,1.81004000,1.81037188,1.85125184,2.02792549,1.26066124,1.27166653,1.17921591,1.10049784,0.98327488,0.73997647,7.71811426e-03,3.88295064e-03,4.40648571e-03,8.97115283e-03,8.74885358e-03,1.02620451e-02,1.00371977e-02
14500,3.857027,1.192623,17.495914,18.541058,19.348114,19.306913,19.490435,19.897406,0.892526,0.945645,0.986765,0.984761,0.994148,1.014792,11.911218,18.463398,16.386026,17.888632,18.738062,23.567116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42711532,1.61092305,1.80226791,1.80283952,1.84161723,2.01978898,1.26720893,1.27740347,1.18675590,1.10186684,0.98263192,0.73548955,7.73429863e-03,3.92677868e-03,4.44404222e-03,9.00830980e-03,8.74783844e-03,1.02595137e-02,1.00193089e-02
15000,3.857271,1.190519,17.460930,18.524054,19.348532,19.296944,19.477020,19.887964,0.890731,0.944754,0.986755,0.984231,0.993443,1.014272,11.751073,18.419310,16.316973,17.885098,18.725521,23.644775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.41824722,1.60532176,1.79964447,1.79571068,1.82989836,2.01195049,1.27629292,1.28244591,1.19082165,1.10335207,0.98381531,0.73156929,7.74030690e-03,3.94570408e-03,4.48399596e-03,9.03273933e-03,8.74499884e-03,1.02328043e-02,1.00015989e-02
15500,3.846110,1.188089,17.434893,18.505749,19.345308,19.282701,19.465504,19.883736,0.889385,0.943789,0.986574,0.983479,0.992829,1.014025,11.603539,18.379959,16.247337,17.882339,18.715416,23.725399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.41202986,1.59936452,1.79405272,1.78663337,1.81802130,2.00545073,1.28142798,1.28797710,1.19744086,1.10636151,0.98524302,0.72767156,7.74644789e-03,3.97866964e-03,4.51121246e-03,9.05892998e-03,8.73469748e-03,1.02097141e-02,9.98546369e-03
16000,3.836683,1.185099,17.409201,18.484396,19.346287,19.267597,19.461107,19.874918,0.888056,0.942672,0.986588,0.982689,0.992584,1.013536,11.467500,18.341541,16.184757,17.881969,18.706820,23.805386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40628743,1.59281003,1.79120016,1.77885222,1.80956149,1.99927211,1.28725338,1.29511547,1.20198369,1.10789728,0.98502940,0.72441119,7.73816734e-03,3.99296358e-03,4.52404888e-03,9.07227676e-03,8.70518573e-03,1.01776579e-02,9.95687116e-03
16500,3.827168,1.183268,17.391739,18.473085,19.340714,19.263454,19.453135,19.869394,0.887156,0.942065,0.986276,0.982464,0.992157,1.013226,11.338258,18.304859,16.130560,17.882658,18.700682,23.874866,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40303969,1.58950031,1.78600097,1.77449131,1.80087352,1.99261999,1.29183507,1.30105901,1.20600879,1.10848856,0.98555750,0.72151101,7.73064916e-03,4.02420387e-03,4.53741476e-03,9.07201320e-03,8.68558325e-03,1.01388553e-02,9.92582459e-03
17000,3.815318,1.181939,17.370245,18.455902,19.346752,19.257748,19.450991,19.864368,0.886037,0.941164,0.986553,0.982157,0.992030,1.012932,11.212009,18.270369,16.071573,17.887442,18.689804,23.948908,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39878154,1.58446479,1.78492713,1.76916885,1.79303229,1.98712397,1.29874575,1.30725169,1.20938861,1.10968769,0.98609060,0.71859139,7.71620094e-03,4.03782725e-03,4.55166213e-03,9.06849932e-03,8.65536742e-03,1.00961467e-02,9.88770276e-03
17500,3.796234,1.179143,17.359045,18.446854,19.346502,19.251278,19.443802,19.862215,0.885455,0.940673,0.986509,0.981803,0.991658,1.012788,11.109689,18.237309,16.027233,17.886148,18.686659,24.024790,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39749205,1.58173406,1.78126848,1.76329112,1.78423524,1.98221374,1.30228257,1.31078672,1.21520293,1.11089528,0.98707241,0.71573889,7.70835493e-03,4.06530173e-03,4.57181968e-03,9.06920619e-03,8.63406062e-03,1.00596212e-02,9.85012017e-03
18000,3.791223,1.177980,17.342680,18.437428,19.345114,19.248569,19.441694,19.854429,0.884603,0.940174,0.986411,0.981652,0.991531,1.012362,11.010568,18.206650,15.979960,17.897257,18.682993,24.093952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39363635,1.57912099,1.77746534,1.75910604,1.77752984,1.97627664,1.30738151,1.31580162,1.22004330,1.11165786,0.98631454,0.71347082,7.69197134e-03,4.07758029e-03,4.58854018e-03,9.05844383e-03,8.60382710e-03,1.00181065e-02,9.80533008e-03
18500,3.783193,1.176225,17.336340,18.429352,19.353668,19.241844,19.432924,19.853354,0.884273,0.939731,0.986807,0.981291,0.991071,1.012269,10.920712,18.177244,15.933388,17.905279,18.680326,24.165283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39349663,1.57710743,1.77788556,1.75389540,1.76871669,1.97216892,1.30925393,1.31985092,1.22350323,1.11341858,0.98661184,0.71080595,7.67572046e-03,4.09898767e-03,4.60605416e-03,9.04934667e-03,8.57064780e-03,9.96431895e-03,9.76496749e-03
19000,3.776694,1.173703,17.331633,18.422474,19.356733,19.243958,19.436197,19.849499,0.884023,0.939357,0.986941,0.981386,0.991229,1.012039,10.833606,18.150167,15.897525,17.911608,18.677214,24.229925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39322317,1.57471633,1.77633655,1.74977386,1.76382005,1.96710241,1.31148708,1.32392526,1.22891080,1.11484921,0.98664749,0.70873749,7.65453163e-03,4.11977665e-03,4.61226329e-03,9.02821124e-03,8.53688270e-03,9.91421193e-03,9.71584395e-03
19500,3.780273,1.172145,17.320522,18.415781,19.363213,19.243341,19.438934,19.849117,0.883441,0.939003,0.987254,0.981336,0.991357,1.011986,10.757368,18.123459,15.859162,17.920717,18.675648,24.295519,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39147866,1.57291126,1.77615190,1.74745274,1.75986373,1.96256125,1.31465483,1.32664633,1.23219264,1.11495316,0.98560905,0.70677316,7.63513132e-03,4.14403202e-03,4.62317700e-03,9.01282020e-03,8.50663055e-03,9.86374635e-03,9.66038182e-03
20000,3.766824,1.169762,17.313875,18.407455,19.367344,19.242542,19.439634,19.850733,0.883088,0.938563,0.987435,0.981276,0.991379,1.012044,10.674791,18.098240,15.826726,17.927464,18.678251,24.359032,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39118004,1.56991816,1.77581275,1.74389625,1.75424206,1.95940197,1.31710505,1.33049893,1.23488891,1.11590600,0.98613274,0.70437711,7.60881665e-03,4.15381230e-03,4.62260377e-03,8.98693688e-03,8.46779905e-03,9.81517881e-03,9.60656907e-03
20500,3.762518,1.168700,17.316412,18.403122,19.373966,19.244358,19.439768,19.850622,0.883209,0.938321,0.987751,0.981350,0.991362,1.012005,10.610210,18.077291,15.795603,17.940058,18.680988,24.422066,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39257455,1.56919956,1.77544141,1.74095786,1.74882209,1.95483375,1.31654656,1.33349109,1.23791730,1.11690271,0.98676354,0.70281333,7.58333496e-03,4.17683367e-03,4.62799845e-03,8.96365289e-03,8.42847489e-03,9.75821726e-03,9.54483263e-03
21000,3.769123,1.166410,17.312698,18.402054,19.379522,19.241919,19.442179,19.850489,0.883009,0.938252,0.988015,0.981213,0.991471,1.011967,10.552634,18.057749,15.770748,17.953094,18.684296,24.483271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39310443,1.56954169,1.77511036,1.73780143,1.74405229,1.95121872,1.31715918,1.33485711,1.24135888,1.11734724,0.98730379,0.70120400,7.54944553e-03,4.18845844e-03,4.62743407e-03,8.92704912e-03,8.38118792e-03,9.69113130e-03,9.48141236e-03
21500,3.740514,1.164628,17.310661,18.395700,19.391214,19.244375,19.445675,19.855125,0.882897,0.937906,0.988589,0.981328,0.991636,1.012175,10.497169,18.036842,15.747916,17.961525,18.687540,24.541553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39384246,1.56742239,1.77834868,1.73527610,1.74062705,1.94928932,1.31668293,1.33749235,1.24182236,1.11771083,0.98743236,0.69935173,7.51812329e-03,4.20169672e-03,4.62353602e-03,8.89845099e-03,8.33319873e-03,9.62878764e-03,9.42306966e-03
22000,3.744925,1.163708,17.310863,18.399038,19.398123,19.249197,19.453232,19.855335,0.882891,0.938059,0.988913,0.981558,0.992010,1.012154,10.443313,18.018726,15.725015,17.975771,18.692055,24.599470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39559031,1.56904662,1.77827239,1.73497713,1.73829675,1.94602823,1.31726325,1.33907390,1.24424660,1.11726379,0.98719490,0.69808990,7.48120535e-03,4.21925820e-03,4.61943401e-03,8.85424018e-03,8.28375481e-03,9.56027955e-03,9.35026538e-03
22500,3.729127,1.162812,17.311485,18.399475,19.409296,19.251606,19.461075,19.860809,0.882912,0.938059,0.989462,0.981665,0.992397,1.012412,10.402458,18.001934,15.704192,17.988436,18.697592,24.658138,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39685917,1.57001245,1.78106153,1.73339856,1.73690069,1.94417429,1.31684101,1.33954954,1.24527121,1.11746943,0.98667258,0.69646668,7.44093458e-03,4.22252389e-03,4.60990192e-03,8.81186500e-03,8.23245011e-03,9.49189533e-03,9.27697122e-03
23000,3.721771,1.161295,17.317965,18.398277,19.417759,19.257786,19.466881,19.866413,0.883229,0.937984,0.989871,0.981973,0.992682,1.012673,10.363619,17.985451,15.689885,18.002542,18.706144,24.715952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40060067,1.56970894,1.78311944,1.73324406,1.73443389,1.94278586,1.31752586,1.34307849,1.24759007,1.11760354,0.98629808,0.69483781,7.40464474e-03,4.22599865e-03,4.60557546e-03,8.77325889e-03,8.18297639e-03,9.43179801e-03,9.20826104e-03
23500,3.709028,1.159499,17.319399,18.402386,19.428852,19.262106,19.473650,19.872019,0.883298,0.938172,0.990407,0.982175,0.993019,1.012935,10.323993,17.971064,15.671621,18.021687,18.714571,24.770542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40217841,1.57132840,1.78609502,1.73242056,1.73197234,1.94217336,1.31769276,1.34418046,1.25034189,1.11922956,0.98537827,0.69332141,7.36478282e-03,4.23012534e-03,4.59985668e-03,8.72500427e-03,8.12959764e-03,9.36407037e-03,9.14004259e-03
24000,3.699009,1.157943,17.325487,18.404760,19.438761,19.273117,19.479822,19.877773,0.883602,0.938281,0.990895,0.982729,0.993328,1.013208,10.286613,17.956905,15.660249,18.033276,18.722486,24.826204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40542555,1.57253909,1.78835547,1.73417914,1.73015833,1.94057953,1.31672990,1.34493315,1.25227141,1.11901224,0.98597550,0.69217443,7.32428363e-03,4.23184969e-03,4.59381379e-03,8.68010055e-03,8.08220915e-03,9.28974710e-03,9.06798150e-03
