step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.out_v2d.T,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.out_v2d.T,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.out_v2d.T,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.out_v2d.T,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.out_v2d.T,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.out_v2d.T
2000,0.335664,0.332576,0.412544,0.413364,0.365334,0.346835,0.140063,0.629023,0.450118,0.461108,0.457465,0.431121,0.430011,0.125398,0.537657,0.488567,0.461798,0.457752,0.444483,0.434693,0.123420,0.524834,0.512288,0.493777,0.489856,0.493574,0.492400,0.106767,0.516996,0.513690,0.517157,0.514517,0.510311,0.505930,0.105859,0.507125,0.502329,0.514998,0.513454,0.512375,0.502604,0.102105
2200,0.324643,0.320221,0.398698,0.399613,0.359502,0.334991,0.145979,0.655066,0.447754,0.457479,0.453174,0.423830,0.421570,0.129228,0.543489,0.486329,0.456680,0.452056,0.439507,0.428042,0.127164,0.528182,0.514812,0.493135,0.488956,0.492863,0.491739,0.107040,0.517712,0.513115,0.519359,0.516412,0.511976,0.507205,0.106086,0.508849,0.503063,0.517064,0.515671,0.514693,0.503825,0.101601
2400,0.315897,0.309836,0.385992,0.387062,0.356592,0.324794,0.152188,0.681620,0.444599,0.454490,0.449317,0.416948,0.413376,0.133280,0.550292,0.484948,0.451778,0.446824,0.435748,0.422413,0.131390,0.528901,0.514531,0.493078,0.488887,0.493229,0.491657,0.107428,0.517478,0.512843,0.522754,0.519128,0.514131,0.508925,0.106279,0.511967,0.506323,0.519606,0.518146,0.517261,0.505414,0.100961
2600,0.309454,0.301463,0.372940,0.374098,0.356825,0.316427,0.158735,0.709639,0.441460,0.451537,0.445544,0.410760,0.405712,0.137666,0.559782,0.485353,0.447890,0.442671,0.432713,0.417356,0.135166,0.529132,0.513705,0.492124,0.487701,0.493119,0.491182,0.107747,0.519508,0.514679,0.525624,0.521521,0.516029,0.510361,0.106555,0.513714,0.507724,0.521671,0.520113,0.519240,0.506713,0.100660
2800,0.303579,0.293561,0.359656,0.360914,0.359197,0.309694,0.165822,0.739562,0.438202,0.449401,0.441869,0.404104,0.397105,0.142577,0.565293,0.483271,0.444063,0.438257,0.429776,0.411773,0.139399,0.531704,0.514383,0.490321,0.485797,0.492598,0.490187,0.108122,0.520122,0.515114,0.527954,0.523228,0.517208,0.511165,0.106840,0.510751,0.505032,0.523341,0.521684,0.520943,0.507801,0.100565
3000,0.299507,0.287446,0.347922,0.349231,0.362575,0.304369,0.172472,0.767747,0.434056,0.447840,0.439097,0.400235,0.391075,0.147311,0.570548,0.480187,0.439953,0.433741,0.427762,0.407741,0.143525,0.531833,0.512987,0.489358,0.484658,0.492528,0.489812,0.108379,0.520215,0.514696,0.530135,0.524891,0.518983,0.512697,0.106874,0.509354,0.505183,0.525398,0.523527,0.522915,0.508858,0.099946
3200,0.296693,0.282483,0.335799,0.337142,0.367121,0.300081,0.179429,0.796633,0.431374,0.445979,0.436061,0.395841,0.384435,0.152079,0.575639,0.476985,0.436620,0.430104,0.425878,0.403616,0.148023,0.533745,0.512880,0.488317,0.483298,0.491544,0.488637,0.108666,0.520742,0.515038,0.532534,0.527047,0.521246,0.514538,0.106909,0.507387,0.502828,0.527345,0.525356,0.524819,0.509940,0.099460
3400,0.294479,0.278128,0.324656,0.326011,0.372573,0.296376,0.186285,0.824428,0.428431,0.444904,0.433631,0.392732,0.379181,0.156570,0.582460,0.475505,0.433298,0.426532,0.424993,0.400622,0.152192,0.535066,0.512234,0.487209,0.482101,0.491230,0.488036,0.108868,0.520202,0.514667,0.533348,0.527522,0.521890,0.514760,0.106943,0.507455,0.504688,0.528396,0.526361,0.525937,0.509933,0.098909
3600,0.293073,0.274597,0.315166,0.316556,0.378875,0.293415,0.193330,0.851118,0.424180,0.444258,0.431550,0.390528,0.374387,0.161417,0.589927,0.475031,0.430848,0.423577,0.424914,0.398352,0.156569,0.536041,0.512211,0.486124,0.481068,0.491903,0.488033,0.109113,0.520182,0.514216,0.535044,0.529040,0.523271,0.515837,0.106975,0.507798,0.504994,0.529779,0.527771,0.527444,0.510676,0.098499
3800,0.291565,0.271095,0.306119,0.307519,0.386150,0.290935,0.200450,0.879778,0.420288,0.443777,0.429476,0.389196,0.370201,0.166315,0.595440,0.472541,0.428073,0.420300,0.425063,0.395946,0.161160,0.539382,0.514191,0.484653,0.479520,0.491803,0.487230,0.109380,0.520951,0.514441,0.535960,0.529758,0.523921,0.516216,0.107067,0.505383,0.503246,0.531506,0.529318,0.529135,0.511825,0.098285
4000,0.290999,0.268749,0.297536,0.298945,0.392593,0.288571,0.207520,0.906490,0.415941,0.443288,0.427431,0.387989,0.366113,0.171332,0.601996,0.470684,0.425904,0.417699,0.424686,0.393253,0.165539,0.537596,0.511028,0.484325,0.478948,0.491019,0.486171,0.109697,0.520509,0.513894,0.537084,0.530667,0.524734,0.516735,0.107180,0.504362,0.502267,0.532766,0.530579,0.530549,0.512521,0.097946
4200,0.290500,0.266599,0.289837,0.291256,0.398119,0.286818,0.214024,0.931455,0.412435,0.442965,0.425747,0.387291,0.363052,0.175701,0.605691,0.467867,0.423593,0.415068,0.424614,0.391660,0.169436,0.537337,0.509813,0.483073,0.477659,0.491160,0.485672,0.109865,0.520100,0.513186,0.536856,0.530481,0.524854,0.516702,0.107163,0.504774,0.503822,0.533517,0.531212,0.531382,0.512725,0.097485
