step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.335024,0.332396,0.409737,0.391929,0.347287,0.344739,0.500448,0.397144,0.454496,0.443394,0.463308,0.456504,0.511338,0.509585,0.509424,0.500071,0.634121,0.598656,0.496524,0.497885,0.523136,0.488132,0.603189,0.569066,0.482524,0.487673,0.548885,0.500204,0.616931,0.561445,0.494765,0.494945,0.515014,0.473239,0.624122,0.579330
2200,0.323459,0.319428,0.395815,0.375741,0.332857,0.328952,0.520951,0.391304,0.447252,0.434797,0.456843,0.449480,0.510146,0.508692,0.509215,0.499057,0.646954,0.605249,0.494986,0.495676,0.529011,0.488503,0.608249,0.572032,0.485058,0.489320,0.559449,0.502726,0.625039,0.562682,0.497519,0.497702,0.523084,0.475118,0.631512,0.580580
2400,0.314858,0.308973,0.383829,0.360817,0.320887,0.314705,0.541382,0.385978,0.442035,0.428071,0.451172,0.443266,0.509114,0.507999,0.508695,0.497253,0.656372,0.611168,0.494132,0.494661,0.532204,0.489024,0.611720,0.574243,0.485653,0.489157,0.569667,0.506289,0.632392,0.563838,0.496966,0.497253,0.530978,0.477519,0.638268,0.581712
2600,0.308836,0.300781,0.373523,0.347040,0.311421,0.301980,0.561453,0.380831,0.436740,0.421057,0.445746,0.437155,0.507438,0.506767,0.507481,0.495490,0.664024,0.616652,0.495064,0.495444,0.534784,0.489265,0.614429,0.576061,0.484910,0.488479,0.579901,0.509728,0.638255,0.564886,0.495124,0.494883,0.536305,0.479101,0.645059,0.582896
2800,0.304025,0.293652,0.365412,0.334238,0.304572,0.290494,0.584125,0.377725,0.430811,0.413790,0.440414,0.431275,0.505717,0.505334,0.505371,0.492996,0.669071,0.620513,0.495296,0.494863,0.537005,0.489551,0.616994,0.577848,0.483663,0.486858,0.590970,0.512064,0.643542,0.565778,0.496031,0.495996,0.544890,0.482164,0.650745,0.583891
3000,0.300769,0.288325,0.358917,0.322038,0.300618,0.280075,0.606159,0.373921,0.425083,0.406633,0.435689,0.425922,0.504005,0.503772,0.502437,0.489753,0.672916,0.623821,0.496190,0.495315,0.538494,0.489704,0.619027,0.579308,0.484452,0.489163,0.599821,0.513991,0.649105,0.566691,0.492921,0.492930,0.551472,0.484040,0.655910,0.584816
3200,0.298205,0.283527,0.355607,0.311665,0.300412,0.271368,0.627175,0.369598,0.419456,0.399200,0.431278,0.420667,0.503254,0.502989,0.499803,0.486787,0.675412,0.625787,0.495843,0.494333,0.539229,0.489630,0.620770,0.580561,0.483458,0.489779,0.609064,0.517034,0.654191,0.567534,0.492483,0.492126,0.558371,0.486226,0.660815,0.585664
3400,0.296503,0.279526,0.355474,0.302929,0.303138,0.263392,0.649794,0.366316,0.415442,0.393434,0.427029,0.415606,0.502550,0.502183,0.496639,0.483382,0.677127,0.627771,0.494318,0.492980,0.539826,0.489538,0.622369,0.581755,0.482874,0.489188,0.617522,0.518342,0.658979,0.568346,0.491028,0.490767,0.564314,0.487987,0.664872,0.586405
3600,0.295232,0.276067,0.358033,0.295493,0.308800,0.257246,0.672025,0.362379,0.411282,0.387425,0.422932,0.410414,0.501234,0.500917,0.492332,0.478744,0.677353,0.627517,0.493038,0.491720,0.540258,0.489530,0.623735,0.582761,0.483004,0.489149,0.625232,0.519745,0.663056,0.568979,0.488939,0.488505,0.571630,0.490070,0.668444,0.586977
3800,0.294515,0.273273,0.362213,0.288983,0.314742,0.252354,0.693692,0.359933,0.407044,0.381418,0.418929,0.405602,0.500795,0.500265,0.488551,0.474691,0.678178,0.627948,0.492850,0.491563,0.540469,0.489345,0.625145,0.583837,0.483342,0.489553,0.632302,0.520546,0.667113,0.569649,0.488717,0.488447,0.577341,0.491403,0.671983,0.587574
4000,0.294063,0.271084,0.366728,0.284090,0.320554,0.248409,0.715406,0.357989,0.403079,0.375637,0.415405,0.401285,0.499762,0.499084,0.484781,0.470746,0.677697,0.626669,0.492799,0.491560,0.540649,0.489249,0.626260,0.584680,0.484540,0.489616,0.640878,0.521294,0.670784,0.570148,0.489694,0.489423,0.582941,0.492973,0.674876,0.587978
4200,0.294303,0.269544,0.372012,0.280327,0.327894,0.245379,0.734881,0.355014,0.400200,0.370723,0.411763,0.396770,0.499442,0.498629,0.481853,0.467314,0.678243,0.626481,0.493701,0.492513,0.540993,0.489226,0.627434,0.585567,0.482932,0.487910,0.646912,0.522841,0.673845,0.570666,0.487093,0.487028,0.587726,0.493736,0.677519,0.588446
4400,0.293781,0.267587,0.377481,0.277236,0.335443,0.243863,0.753523,0.353213,0.397477,0.366310,0.408680,0.392925,0.498115,0.497205,0.478095,0.463047,0.676511,0.622925,0.493443,0.492368,0.541122,0.489079,0.628616,0.586463,0.482850,0.487417,0.651124,0.523500,0.676806,0.571179,0.485947,0.486092,0.591656,0.494796,0.680094,0.588912
4600,0.294042,0.266370,0.383410,0.274329,0.343393,0.242444,0.769943,0.351091,0.395510,0.362431,0.405843,0.389204,0.497922,0.496821,0.474075,0.458482,0.675144,0.619648,0.492172,0.491493,0.541750,0.489231,0.629446,0.587039,0.483122,0.487283,0.655365,0.522969,0.679161,0.571491,0.487147,0.487285,0.595425,0.494611,0.682341,0.589175
4800,0.293746,0.264808,0.389001,0.271878,0.350693,0.241671,0.786783,0.348621,0.393879,0.358962,0.403427,0.385798,0.497702,0.496364,0.471160,0.454541,0.673005,0.615716,0.493598,0.493266,0.542413,0.489317,0.630359,0.587688,0.483336,0.487350,0.659436,0.521634,0.681374,0.571848,0.486193,0.486329,0.598227,0.494158,0.684507,0.589535
5000,0.294177,0.263946,0.394571,0.270144,0.358243,0.241650,0.803314,0.346433,0.392155,0.355672,0.401037,0.382493,0.496958,0.495448,0.468270,0.450825,0.670921,0.612288,0.494546,0.494026,0.542926,0.489347,0.631171,0.588277,0.482475,0.486880,0.663063,0.519339,0.683102,0.572163,0.485512,0.485724,0.600319,0.493678,0.686272,0.589877
5200,0.294196,0.262888,0.399587,0.268272,0.365209,0.241699,0.818403,0.344893,0.391321,0.352803,0.398911,0.379327,0.497054,0.495334,0.466344,0.448085,0.669676,0.609771,0.494115,0.493851,0.543260,0.489349,0.631897,0.588782,0.482495,0.487426,0.666253,0.517477,0.684717,0.572409,0.486007,0.486174,0.602813,0.493494,0.687889,0.590146
5400,0.294155,0.261869,0.404485,0.266795,0.371915,0.241930,0.833272,0.344020,0.390905,0.350475,0.396967,0.376299,0.496186,0.494291,0.464185,0.445078,0.667068,0.605969,0.493906,0.493872,0.543565,0.489361,0.632529,0.589210,0.481745,0.486710,0.669065,0.515332,0.685984,0.572616,0.486759,0.486922,0.604520,0.492234,0.689152,0.590373
5600,0.294387,0.261242,0.408625,0.265582,0.378124,0.242502,0.845031,0.342615,0.390068,0.347966,0.395112,0.373507,0.495781,0.493719,0.462997,0.442784,0.665006,0.602834,0.493609,0.493781,0.543813,0.489271,0.633202,0.589666,0.482127,0.487146,0.670899,0.513213,0.687111,0.572836,0.487030,0.487005,0.606484,0.490847,0.690286,0.590621
5800,0.294545,0.260597,0.412849,0.264569,0.383619,0.242729,0.855603,0.341254,0.389307,0.345817,0.393681,0.371287,0.495671,0.493419,0.462321,0.441171,0.663192,0.600119,0.493530,0.493571,0.544253,0.489345,0.633698,0.589984,0.482287,0.487386,0.672650,0.511790,0.687869,0.572928,0.486803,0.486863,0.607656,0.489730,0.691037,0.590727
6000,0.294540,0.259941,0.416932,0.263808,0.388842,0.243200,0.865305,0.340272,0.388899,0.343966,0.392481,0.369277,0.495147,0.492721,0.460908,0.439052,0.661273,0.597444,0.493442,0.493273,0.544468,0.489373,0.634056,0.590204,0.482442,0.487571,0.673969,0.509440,0.688460,0.573003,0.486714,0.486773,0.608351,0.488240,0.691652,0.590807
6200,0.294503,0.259276,0.420370,0.262987,0.393551,0.243654,0.874372,0.339442,0.388455,0.342368,0.391272,0.367208,0.494831,0.492183,0.460366,0.437683,0.659296,0.594835,0.493804,0.493695,0.544874,0.489454,0.634369,0.590386,0.482579,0.487586,0.674849,0.507125,0.688933,0.573030,0.486501,0.486315,0.609097,0.486583,0.692138,0.590850
6400,0.294709,0.258933,0.423638,0.262517,0.398069,0.244465,0.882620,0.338379,0.388164,0.340829,0.390190,0.365254,0.494771,0.491933,0.459686,0.436378,0.657481,0.592458,0.492811,0.492967,0.545223,0.489481,0.634687,0.590578,0.482520,0.487708,0.675582,0.505057,0.689387,0.573097,0.486304,0.486189,0.609456,0.485283,0.692592,0.590923
6600,0.294424,0.258247,0.426777,0.262016,0.401909,0.245004,0.889650,0.337265,0.388084,0.339682,0.389225,0.363594,0.494596,0.491604,0.459136,0.435366,0.655812,0.590384,0.492772,0.493054,0.545477,0.489461,0.634988,0.590778,0.482987,0.488078,0.676032,0.503190,0.689784,0.573186,0.486156,0.485886,0.609541,0.483970,0.693022,0.591034
6800,0.294483,0.257905,0.428847,0.261199,0.405398,0.245628,0.896479,0.336569,0.388247,0.338743,0.388338,0.362081,0.494240,0.491097,0.459077,0.434768,0.653970,0.588083,0.493037,0.493309,0.545782,0.489502,0.635153,0.590852,0.483616,0.488752,0.676435,0.501814,0.690017,0.573183,0.486295,0.485801,0.610103,0.482871,0.693236,0.591025
7000,0.294381,0.257468,0.431367,0.260969,0.408531,0.246143,0.902083,0.336071,0.387913,0.337520,0.387646,0.360703,0.494085,0.490837,0.458549,0.433788,0.652382,0.586153,0.492961,0.493178,0.546073,0.489522,0.635342,0.590956,0.483501,0.488585,0.676643,0.500406,0.690222,0.573191,0.486226,0.485633,0.610036,0.481506,0.693435,0.591037
