step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
3600,0.11250,4.324394,0.022516,0.022516,0.001618,0.001897,0.003448,0.003467,0.004313,0.007773,1.352784,1.430937
3800,0.11875,4.308008,0.024576,0.024576,0.001743,0.002032,0.003784,0.003810,0.004763,0.008444,1.344964,1.423780
4000,0.12500,4.272983,0.026512,0.026512,0.001843,0.002150,0.004077,0.004124,0.005201,0.009116,1.336271,1.418464
4200,0.13125,4.235221,0.028613,0.028613,0.001963,0.002304,0.004406,0.004491,0.005667,0.009783,1.328185,1.412239
4400,0.13750,4.213763,0.030487,0.030487,0.002069,0.002433,0.004702,0.004803,0.006088,0.010392,1.320377,1.405775
4600,0.14375,4.201140,0.032284,0.032284,0.002169,0.002550,0.004976,0.005109,0.006464,0.011016,1.313751,1.401899
4800,0.15000,4.174447,0.033977,0.033977,0.002261,0.002670,0.005249,0.005401,0.006871,0.011524,1.307785,1.398269
5000,0.15625,4.161541,0.035627,0.035627,0.002343,0.002777,0.005489,0.005693,0.007252,0.012072,1.303241,1.395721
5200,0.16250,4.151809,0.037002,0.037002,0.002418,0.002861,0.005709,0.005936,0.007585,0.012493,1.297057,1.390398
5400,0.16875,4.151291,0.038315,0.038315,0.002479,0.002951,0.005903,0.006148,0.007872,0.012961,1.291191,1.386632
5600,0.17500,4.111655,0.039525,0.039525,0.002541,0.003034,0.006073,0.006350,0.008168,0.013358,1.287640,1.385278
5800,0.18125,4.088104,0.040565,0.040565,0.002598,0.003114,0.006212,0.006541,0.008397,0.013704,1.282865,1.381354
6000,0.18750,4.077676,0.041638,0.041638,0.002651,0.003177,0.006391,0.006723,0.008639,0.014056,1.278956,1.381386
6200,0.19375,4.065680,0.042324,0.042324,0.002687,0.003232,0.006466,0.006821,0.008854,0.014264,1.275839,1.377968
6400,0.20000,4.049571,0.043052,0.043052,0.002723,0.003269,0.006577,0.006982,0.009005,0.014495,1.272263,1.374293
6600,0.20625,4.037197,0.043633,0.043633,0.002759,0.003329,0.006662,0.007074,0.009131,0.014677,1.268555,1.375174
6800,0.21250,4.039298,0.044095,0.044095,0.002792,0.003359,0.006730,0.007157,0.009246,0.014812,1.264981,1.371371
7000,0.21875,4.011067,0.044485,0.044485,0.002796,0.003370,0.006758,0.007237,0.009360,0.014963,1.262053,1.370630
7200,0.22500,3.988634,0.044688,0.044688,0.002806,0.003390,0.006761,0.007269,0.009416,0.015046,1.259097,1.368618
7400,0.23125,3.991883,0.044745,0.044745,0.002803,0.003388,0.006759,0.007290,0.009468,0.015037,1.256351,1.365943
7600,0.23750,3.975522,0.044871,0.044871,0.002802,0.003400,0.006774,0.007309,0.009491,0.015095,1.253691,1.366774
7800,0.24375,3.958863,0.044795,0.044795,0.002789,0.003379,0.006776,0.007289,0.009480,0.015081,1.251308,1.367619
8000,0.25000,3.951738,0.044839,0.044839,0.002791,0.003399,0.006777,0.007308,0.009500,0.015064,1.248858,1.364947
8200,0.25625,3.948811,0.044739,0.044739,0.002767,0.003382,0.006764,0.007288,0.009488,0.015049,1.245381,1.361793
8400,0.26250,3.936313,0.044454,0.044454,0.002743,0.003369,0.006704,0.007250,0.009442,0.014947,1.243207,1.362697
8600,0.26875,3.922632,0.044268,0.044268,0.002726,0.003347,0.006678,0.007211,0.009393,0.014913,1.241612,1.362463
8800,0.27500,3.913007,0.043972,0.043972,0.002694,0.003336,0.006595,0.007186,0.009341,0.014820,1.239028,1.360332
9000,0.28125,3.919384,0.043698,0.043698,0.002670,0.003315,0.006565,0.007140,0.009277,0.014731,1.237593,1.358860
9200,0.28750,3.903511,0.043236,0.043236,0.002631,0.003274,0.006493,0.007069,0.009199,0.014570,1.235587,1.361355
9400,0.29375,3.888495,0.042903,0.042903,0.002600,0.003262,0.006431,0.007007,0.009132,0.014470,1.233688,1.357471
9600,0.30000,3.885926,0.042386,0.042386,0.002567,0.003216,0.006359,0.006906,0.009020,0.014318,1.232013,1.358445
9800,0.30625,3.889384,0.041913,0.041913,0.002523,0.003157,0.006287,0.006847,0.008923,0.014176,1.228384,1.356210
10000,0.31250,3.869033,0.041505,0.041505,0.002499,0.003152,0.006214,0.006788,0.008848,0.014003,1.226699,1.354849
10200,0.31875,3.866044,0.040973,0.040973,0.002451,0.003102,0.006130,0.006703,0.008736,0.013852,1.224646,1.354796
10400,0.32500,3.878979,0.040494,0.040494,0.002416,0.003064,0.006039,0.006619,0.008620,0.013736,1.222973,1.355527
10600,0.33125,3.881441,0.039945,0.039945,0.002368,0.003014,0.005950,0.006536,0.008515,0.013562,1.220683,1.353816
10800,0.33750,3.849877,0.039367,0.039367,0.002319,0.002976,0.005875,0.006423,0.008406,0.013368,1.219841,1.354119
11000,0.34375,3.826215,0.038888,0.038888,0.002286,0.002948,0.005779,0.006344,0.008307,0.013224,1.217780,1.353459
11200,0.35000,3.832007,0.038411,0.038411,0.002248,0.002887,0.005698,0.006286,0.008203,0.013089,1.216636,1.352335
11400,0.35625,3.832437,0.037865,0.037865,0.002219,0.002863,0.005611,0.006173,0.008099,0.012899,1.214944,1.351811
11600,0.36250,3.819071,0.037333,0.037333,0.002173,0.002812,0.005531,0.006098,0.007990,0.012728,1.213462,1.352468
11800,0.36875,3.816745,0.036789,0.036789,0.002134,0.002772,0.005439,0.006008,0.007877,0.012559,1.212677,1.350920
12000,0.37500,3.812572,0.036230,0.036230,0.002094,0.002727,0.005352,0.005923,0.007759,0.012375,1.210377,1.350882
12200,0.38125,3.797068,0.035803,0.035803,0.002062,0.002694,0.005276,0.005856,0.007668,0.012247,1.209541,1.352727
12400,0.38750,3.789942,0.035241,0.035241,0.002022,0.002649,0.005182,0.005770,0.007551,0.012067,1.208406,1.351276
12600,0.39375,3.787419,0.034809,0.034809,0.001993,0.002615,0.005113,0.005681,0.007469,0.011938,1.207456,1.350872
12800,0.40000,3.780111,0.034336,0.034336,0.001956,0.002573,0.005031,0.005613,0.007374,0.011789,1.206439,1.351144
13000,0.40625,3.776775,0.033815,0.033815,0.001924,0.002535,0.004962,0.005523,0.007263,0.011609,1.205899,1.349286
13200,0.41250,3.768466,0.033408,0.033408,0.001896,0.002504,0.004905,0.005450,0.007162,0.011491,1.204441,1.350203
13400,0.41875,3.773757,0.033025,0.033025,0.001870,0.002462,0.004844,0.005374,0.007093,0.011383,1.203132,1.350928
13600,0.42500,3.765470,0.032579,0.032579,0.001833,0.002428,0.004763,0.005313,0.007000,0.011242,1.202695,1.349965
13800,0.43125,3.755923,0.032195,0.032195,0.001807,0.002395,0.004713,0.005235,0.006916,0.011130,1.201247,1.349411
14000,0.43750,3.756131,0.031829,0.031829,0.001780,0.002372,0.004650,0.005191,0.006842,0.010994,1.201071,1.350722
14200,0.44375,3.761649,0.031500,0.031500,0.001764,0.002344,0.004598,0.005141,0.006762,0.010892,1.200342,1.349987
14400,0.45000,3.750831,0.031092,0.031092,0.001732,0.002308,0.004542,0.005068,0.006687,0.010754,1.199497,1.349440
14600,0.45625,3.739465,0.030785,0.030785,0.001711,0.002286,0.004491,0.005014,0.006620,0.010662,1.198930,1.350464
14800,0.46250,3.742597,0.030437,0.030437,0.001689,0.002259,0.004434,0.004945,0.006546,0.010564,1.198388,1.349325
15000,0.46875,3.747639,0.030166,0.030166,0.001668,0.002226,0.004397,0.004908,0.006486,0.010480,1.197598,1.350170
15200,0.47500,3.734748,0.029860,0.029860,0.001650,0.002222,0.004356,0.004860,0.006416,0.010354,1.197159,1.349246
15400,0.48125,3.744317,0.029596,0.029596,0.001635,0.002195,0.004314,0.004819,0.006356,0.010278,1.196987,1.349743
15600,0.48750,3.768426,0.029341,0.029341,0.001620,0.002168,0.004268,0.004770,0.006295,0.010220,1.196449,1.349726
15800,0.49375,3.755110,0.029075,0.029075,0.001601,0.002146,0.004220,0.004733,0.006251,0.010124,1.196554,1.350928
16000,0.50000,3.734507,0.028801,0.028801,0.001583,0.002132,0.004204,0.004680,0.006191,0.010011,1.196066,1.350878
