step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
7600,0.04750,3.975327,0.060616,0.060616,0.003343,0.004119,0.008705,0.009564,0.012869,0.022016,1.253576,1.370063
7800,0.04875,3.958472,0.061240,0.061240,0.003355,0.004126,0.008793,0.009640,0.013010,0.022317,1.251309,1.370245
8000,0.05000,3.951303,0.061967,0.061967,0.003378,0.004183,0.008877,0.009760,0.013177,0.022592,1.248888,1.368315
8200,0.05125,3.948394,0.062547,0.062547,0.003378,0.004195,0.008949,0.009838,0.013318,0.022869,1.245004,1.364654
8400,0.05250,3.935775,0.062842,0.062842,0.003375,0.004218,0.008954,0.009883,0.013406,0.023006,1.243185,1.365604
8600,0.05375,3.922252,0.063238,0.063238,0.003372,0.004216,0.008991,0.009927,0.013487,0.023244,1.241278,1.364478
8800,0.05500,3.912511,0.063477,0.063477,0.003355,0.004232,0.008965,0.009984,0.013563,0.023379,1.238888,1.364330
9000,0.05625,3.918973,0.063710,0.063710,0.003348,0.004237,0.008993,0.010017,0.013597,0.023519,1.237576,1.362547
9200,0.05750,3.903057,0.063645,0.063645,0.003322,0.004218,0.008979,0.010004,0.013617,0.023504,1.235776,1.364375
9400,0.05875,3.888113,0.063795,0.063795,0.003305,0.004235,0.008971,0.010012,0.013652,0.023620,1.233494,1.362263
9600,0.06000,3.885480,0.063627,0.063627,0.003288,0.004202,0.008939,0.009948,0.013620,0.023630,1.231604,1.362067
9800,0.06125,3.888961,0.063492,0.063492,0.003248,0.004150,0.008907,0.009939,0.013598,0.023651,1.228321,1.360239
10000,0.06250,3.868532,0.063384,0.063384,0.003233,0.004162,0.008865,0.009933,0.013601,0.023591,1.226453,1.357729
10200,0.06375,3.865588,0.063115,0.063115,0.003195,0.004125,0.008810,0.009891,0.013551,0.023544,1.224714,1.358756
10400,0.06500,3.878498,0.062854,0.062854,0.003167,0.004095,0.008740,0.009837,0.013477,0.023539,1.223377,1.359079
10600,0.06625,3.881264,0.062536,0.062536,0.003118,0.004059,0.008671,0.009790,0.013432,0.023466,1.220631,1.358861
10800,0.06750,3.849539,0.062096,0.062096,0.003070,0.004035,0.008616,0.009687,0.013354,0.023334,1.219772,1.358602
11000,0.06875,3.825953,0.061808,0.061808,0.003045,0.004020,0.008535,0.009638,0.013300,0.023269,1.218234,1.358768
11200,0.07000,3.831890,0.061523,0.061523,0.003011,0.003971,0.008471,0.009619,0.013227,0.023224,1.216685,1.356316
11400,0.07125,3.832264,0.061061,0.061061,0.002986,0.003956,0.008396,0.009510,0.013150,0.023063,1.214680,1.356228
11600,0.07250,3.818963,0.060586,0.060586,0.002938,0.003908,0.008313,0.009443,0.013060,0.022925,1.213541,1.356541
11800,0.07375,3.816760,0.060142,0.060142,0.002902,0.003874,0.008228,0.009364,0.012975,0.022800,1.212391,1.355310
12000,0.07500,3.812585,0.059641,0.059641,0.002861,0.003839,0.008148,0.009288,0.012865,0.022640,1.210635,1.355743
12200,0.07625,3.797016,0.059264,0.059264,0.002825,0.003802,0.008067,0.009237,0.012790,0.022543,1.209649,1.356347
12400,0.07750,3.790051,0.058730,0.058730,0.002789,0.003767,0.007974,0.009165,0.012676,0.022359,1.208598,1.355462
12600,0.07875,3.787544,0.058373,0.058373,0.002763,0.003740,0.007913,0.009074,0.012618,0.022266,1.207592,1.355083
12800,0.08000,3.780403,0.057928,0.057928,0.002724,0.003700,0.007827,0.009018,0.012539,0.022120,1.206558,1.356076
13000,0.08125,3.776962,0.057366,0.057366,0.002688,0.003663,0.007756,0.008923,0.012411,0.021924,1.205869,1.354059
13200,0.08250,3.768778,0.056981,0.056981,0.002662,0.003635,0.007709,0.008854,0.012310,0.021811,1.204559,1.354419
13400,0.08375,3.774103,0.056645,0.056645,0.002637,0.003589,0.007648,0.008780,0.012252,0.021738,1.203293,1.355753
13600,0.08500,3.765768,0.056141,0.056141,0.002595,0.003555,0.007556,0.008711,0.012150,0.021574,1.202914,1.354773
13800,0.08625,3.756321,0.055761,0.055761,0.002568,0.003524,0.007505,0.008631,0.012063,0.021471,1.201636,1.353874
14000,0.08750,3.756636,0.055387,0.055387,0.002541,0.003503,0.007437,0.008590,0.011997,0.021319,1.201226,1.355888
14200,0.08875,3.762082,0.055064,0.055064,0.002526,0.003474,0.007388,0.008547,0.011908,0.021220,1.200518,1.355537
14400,0.09000,3.751290,0.054576,0.054576,0.002485,0.003435,0.007325,0.008461,0.011823,0.021046,1.199737,1.354727
14600,0.09125,3.740128,0.054286,0.054286,0.002466,0.003413,0.007275,0.008406,0.011759,0.020967,1.199666,1.355828
14800,0.09250,3.743275,0.053898,0.053898,0.002444,0.003389,0.007207,0.008323,0.011677,0.020858,1.198642,1.354872
15000,0.09375,3.748264,0.053641,0.053641,0.002424,0.003350,0.007179,0.008295,0.011612,0.020782,1.198050,1.356076
15200,0.09500,3.735269,0.053312,0.053312,0.002403,0.003356,0.007136,0.008243,0.011537,0.020638,1.197590,1.354424
15400,0.09625,3.744940,0.053043,0.053043,0.002390,0.003327,0.007089,0.008207,0.011473,0.020558,1.197414,1.355674
15600,0.09750,3.769018,0.052764,0.052764,0.002374,0.003295,0.007035,0.008145,0.011404,0.020512,1.196800,1.355110
15800,0.09875,3.755921,0.052470,0.052470,0.002351,0.003272,0.006980,0.008113,0.011366,0.020387,1.196890,1.356512
16000,0.10000,3.735297,0.052158,0.052158,0.002332,0.003261,0.006973,0.008052,0.011289,0.020251,1.196348,1.356623
