step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.411343,0.416375,0.417515,0.406323,0.470365,0.415264,0.555922,0.515252,0.399982,0.379676,0.586134,0.471907,0.537735,0.484542,0.378110,0.359218,0.600381,0.485958,0.535874,0.480854,0.402506,0.395082,0.720811,0.674253,0.541001,0.495429,0.438353,0.403133,0.755284,0.741307,0.619211,0.510775,0.418055,0.373266,0.512459,0.411399,0.568855,0.479777
2200,0.409983,0.412778,0.417930,0.401210,0.486331,0.415862,0.564365,0.517248,0.401103,0.373182,0.614224,0.481457,0.546619,0.484402,0.378569,0.349879,0.624184,0.489007,0.547854,0.481991,0.396359,0.384504,0.748224,0.689676,0.549666,0.495854,0.443395,0.397945,0.791948,0.773430,0.644576,0.517568,0.426033,0.363092,0.525791,0.401159,0.586548,0.480147
2400,0.410411,0.410488,0.419341,0.396434,0.502164,0.416996,0.570539,0.518222,0.402580,0.367264,0.643666,0.492907,0.556251,0.484876,0.382866,0.342857,0.648724,0.493184,0.562815,0.485300,0.393572,0.375283,0.773827,0.701580,0.559890,0.497336,0.451246,0.395160,0.827711,0.802945,0.670030,0.524892,0.438845,0.356273,0.541146,0.391706,0.605281,0.480079
2600,0.410437,0.407786,0.421023,0.392189,0.518270,0.418304,0.575813,0.518648,0.408686,0.364821,0.672747,0.503620,0.563379,0.483731,0.389737,0.337307,0.674256,0.497629,0.574077,0.485317,0.393289,0.367424,0.798787,0.713233,0.568826,0.497887,0.461346,0.394662,0.864153,0.832651,0.696720,0.532554,0.452449,0.352450,0.559224,0.382479,0.622653,0.480040
2800,0.411749,0.406763,0.424046,0.389122,0.536341,0.421864,0.582787,0.520102,0.413152,0.361660,0.701834,0.513525,0.572050,0.484424,0.398167,0.334530,0.702502,0.506137,0.587345,0.487061,0.395571,0.360803,0.821956,0.722286,0.579612,0.499681,0.473080,0.394770,0.898143,0.858623,0.725383,0.541693,0.468760,0.350965,0.575893,0.374136,0.641243,0.479961
3000,0.412764,0.404915,0.427289,0.386787,0.552849,0.424189,0.588061,0.520206,0.421178,0.361872,0.730667,0.524672,0.580307,0.484866,0.408503,0.331473,0.728658,0.512797,0.599910,0.488553,0.402055,0.356358,0.844776,0.731257,0.589726,0.501625,0.485728,0.395981,0.932163,0.883252,0.754010,0.549782,0.484431,0.349877,0.595006,0.367051,0.659534,0.479851
3200,0.414281,0.403585,0.431338,0.385262,0.569976,0.427888,0.594540,0.521562,0.426328,0.361001,0.758629,0.533729,0.588649,0.485007,0.420336,0.331190,0.755475,0.519448,0.613026,0.490469,0.407618,0.351952,0.867326,0.740044,0.598533,0.502918,0.496972,0.396816,0.964477,0.905364,0.782652,0.557303,0.501742,0.350838,0.614515,0.361121,0.679221,0.479581
3400,0.415490,0.402487,0.434502,0.383658,0.587784,0.432381,0.599031,0.522070,0.432589,0.360855,0.788139,0.545535,0.595383,0.484249,0.431743,0.330936,0.780097,0.524286,0.627519,0.493847,0.414801,0.348694,0.888474,0.747546,0.608603,0.504716,0.510451,0.398860,0.996002,0.926185,0.811625,0.564744,0.518655,0.352974,0.634355,0.354795,0.698602,0.478576
3600,0.416949,0.401933,0.438359,0.382848,0.605813,0.437717,0.604145,0.523028,0.441028,0.362776,0.817545,0.557653,0.603130,0.484521,0.443198,0.331465,0.804835,0.530314,0.639704,0.495069,0.423982,0.346630,0.909263,0.753384,0.617725,0.506173,0.523200,0.401076,1.023447,0.941302,0.840318,0.570831,0.536753,0.356105,0.655149,0.348927,0.717913,0.477642
3800,0.418024,0.401137,0.442367,0.381952,0.622398,0.442410,0.609526,0.524159,0.450050,0.365460,0.846466,0.569509,0.609971,0.484704,0.454919,0.332721,0.830837,0.537955,0.651549,0.496735,0.432346,0.345221,0.928178,0.759018,0.626733,0.507785,0.537447,0.404715,1.049589,0.955506,0.867807,0.576828,0.553478,0.358840,0.674512,0.343409,0.735985,0.476377
4000,0.419053,0.400607,0.445386,0.381019,0.638405,0.447097,0.613272,0.524471,0.459144,0.368888,0.874242,0.580568,0.617394,0.485437,0.466068,0.334328,0.856508,0.545536,0.663463,0.498939,0.441994,0.345527,0.945546,0.764754,0.633466,0.508319,0.550474,0.407894,1.074461,0.968008,0.894641,0.581932,0.570659,0.362478,0.694899,0.339098,0.752920,0.474756
4200,0.420382,0.400087,0.448706,0.380776,0.654195,0.452132,0.615951,0.524054,0.467975,0.371930,0.901657,0.592210,0.623631,0.485425,0.477235,0.336204,0.877807,0.550156,0.674382,0.499974,0.451479,0.345911,0.962190,0.769237,0.640395,0.508887,0.562015,0.410204,1.096340,0.978040,0.918168,0.584553,0.586955,0.365792,0.714702,0.336128,0.769238,0.472829
4400,0.420206,0.398597,0.451343,0.380231,0.669278,0.457063,0.618746,0.524033,0.476719,0.375455,0.928239,0.603311,0.629768,0.485614,0.488756,0.338614,0.900155,0.556091,0.683612,0.500838,0.461215,0.346471,0.977966,0.773729,0.648788,0.510594,0.574240,0.413042,1.116628,0.986823,0.942335,0.587052,0.603128,0.369692,0.734437,0.333608,0.785434,0.470675
4600,0.421120,0.398210,0.453733,0.380034,0.682295,0.461306,0.621220,0.523816,0.483951,0.377998,0.951651,0.612313,0.635038,0.486207,0.499489,0.340714,0.920662,0.561496,0.692716,0.501289,0.469493,0.346686,0.990313,0.775727,0.653096,0.510116,0.585376,0.415314,1.136433,0.995388,0.962977,0.587559,0.617918,0.372140,0.753138,0.331681,0.799533,0.468202
4800,0.421280,0.397414,0.455711,0.379770,0.694892,0.465653,0.623067,0.523617,0.492562,0.382117,0.974375,0.621478,0.640186,0.486188,0.508700,0.342150,0.940713,0.566445,0.701877,0.502247,0.478268,0.347634,1.002193,0.777904,0.658754,0.510596,0.594968,0.417039,1.151237,1.000505,0.981855,0.588004,0.632130,0.374860,0.771367,0.330208,0.811504,0.465470
5000,0.421829,0.397046,0.457285,0.379194,0.706468,0.469875,0.624764,0.523226,0.499414,0.384930,0.995752,0.630514,0.644382,0.486071,0.517122,0.343409,0.958142,0.570334,0.709175,0.502909,0.486192,0.348243,1.012532,0.779483,0.662875,0.510408,0.602761,0.417571,1.164968,1.004685,0.997742,0.586812,0.644932,0.376863,0.788080,0.328523,0.822037,0.461937
5200,0.422382,0.396790,0.458567,0.378878,0.716280,0.472844,0.626402,0.523148,0.505836,0.387644,1.014991,0.638140,0.647589,0.485675,0.525154,0.344925,0.974269,0.573735,0.715072,0.502688,0.493505,0.349200,1.022784,0.781314,0.666606,0.510340,0.610938,0.419002,1.177251,1.008700,1.009208,0.584878,0.656505,0.378618,0.804344,0.328321,0.830584,0.458695
5400,0.422261,0.396158,0.459693,0.378572,0.724398,0.475500,0.627458,0.522851,0.511516,0.390298,1.032867,0.645304,0.650550,0.485392,0.532601,0.346341,0.989199,0.576781,0.721889,0.503472,0.500384,0.350104,1.031802,0.782993,0.669066,0.509576,0.617675,0.419787,1.187910,1.011469,1.018963,0.582614,0.666642,0.379884,0.819239,0.327570,0.837820,0.454996
5600,0.422715,0.396275,0.460124,0.377994,0.730931,0.477570,0.628539,0.522578,0.516748,0.392601,1.048782,0.651243,0.653238,0.485166,0.539172,0.347685,1.003361,0.580172,0.726468,0.503210,0.505912,0.350549,1.039301,0.783523,0.672976,0.510071,0.623711,0.420343,1.196484,1.012797,1.027683,0.580352,0.676152,0.381112,0.833206,0.327660,0.843533,0.451607
5800,0.421885,0.395303,0.460474,0.377448,0.737194,0.479635,0.629294,0.522204,0.520789,0.394368,1.063753,0.657059,0.655939,0.485202,0.544427,0.348407,1.015077,0.582033,0.731636,0.503827,0.511328,0.351097,1.046756,0.784410,0.675425,0.509625,0.629359,0.421108,1.203163,1.013500,1.033768,0.578072,0.684784,0.381830,0.845869,0.327617,0.848541,0.448304
6000,0.421181,0.394467,0.460725,0.377072,0.742627,0.481661,0.630084,0.521911,0.523985,0.395586,1.076714,0.661684,0.657143,0.484474,0.549211,0.349048,1.026093,0.584282,0.735372,0.503663,0.515964,0.351667,1.051900,0.784338,0.678082,0.509649,0.633580,0.421524,1.208472,1.013549,1.039026,0.575938,0.692219,0.382367,0.857478,0.327692,0.853287,0.445058
6200,0.420757,0.393966,0.460792,0.376647,0.745926,0.482483,0.630558,0.521436,0.527735,0.397457,1.088575,0.666423,0.658593,0.484177,0.553777,0.349905,1.035812,0.585409,0.738989,0.503807,0.520885,0.352755,1.058140,0.785288,0.680622,0.509674,0.637650,0.421812,1.213885,1.013863,1.042881,0.574047,0.698465,0.382932,0.867833,0.328161,0.856702,0.442301
6400,0.420228,0.393421,0.460805,0.376282,0.749418,0.483859,0.630828,0.521139,0.530638,0.398716,1.098888,0.670270,0.660263,0.484062,0.558131,0.350972,1.044932,0.587442,0.741856,0.503770,0.524683,0.353101,1.061086,0.784689,0.682305,0.509441,0.640824,0.421796,1.216748,1.012730,1.045992,0.572032,0.704120,0.383413,0.877048,0.328247,0.859975,0.439576
6600,0.419522,0.392711,0.460822,0.375997,0.751833,0.484666,0.631230,0.520935,0.533362,0.400115,1.108138,0.673668,0.661373,0.483791,0.561428,0.351443,1.052497,0.588567,0.744856,0.504101,0.527983,0.353590,1.064373,0.784414,0.683633,0.509210,0.643772,0.421997,1.220761,1.012804,1.048934,0.570070,0.709342,0.383902,0.885551,0.328598,0.862646,0.437254
6800,0.419199,0.392473,0.460471,0.375594,0.753234,0.485193,0.631552,0.520732,0.535219,0.400920,1.115930,0.676238,0.662529,0.483427,0.564343,0.351834,1.058612,0.589182,0.746975,0.504054,0.531533,0.354477,1.068523,0.785040,0.684779,0.509039,0.646192,0.422000,1.222545,1.011845,1.050622,0.568317,0.713980,0.384474,0.892944,0.328889,0.865024,0.435185
7000,0.418675,0.392005,0.460068,0.375186,0.754557,0.485704,0.631186,0.520109,0.536596,0.401590,1.123260,0.679018,0.663558,0.483305,0.566537,0.352107,1.064313,0.589965,0.749081,0.504142,0.534394,0.355116,1.071803,0.785329,0.685828,0.508824,0.648505,0.422080,1.224851,1.011308,1.052204,0.566901,0.718227,0.384951,0.899577,0.329090,0.866954,0.433293
7200,0.418254,0.391624,0.459668,0.374813,0.755597,0.486094,0.631198,0.519798,0.538128,0.402416,1.129579,0.681311,0.664351,0.483096,0.569077,0.352506,1.069038,0.590234,0.750790,0.503921,0.536945,0.355671,1.074757,0.785343,0.686793,0.508684,0.650442,0.422200,1.226951,1.011102,1.053557,0.565612,0.721603,0.385174,0.905655,0.329389,0.868617,0.431499
7400,0.417959,0.391475,0.459336,0.374487,0.756576,0.486621,0.631277,0.519567,0.539366,0.403051,1.135073,0.683186,0.665125,0.482915,0.571025,0.352842,1.073344,0.590873,0.752298,0.503818,0.538755,0.355794,1.076429,0.784930,0.688013,0.508830,0.652143,0.422255,1.228190,1.010229,1.054676,0.564469,0.724685,0.385368,0.911057,0.329535,0.870128,0.429987
7600,0.417489,0.391100,0.458839,0.374102,0.756998,0.486857,0.631205,0.519320,0.540411,0.403658,1.140393,0.685249,0.665894,0.482848,0.572841,0.353141,1.077373,0.591390,0.753852,0.503927,0.540864,0.356234,1.078340,0.784490,0.688554,0.508464,0.653713,0.422279,1.229386,1.009455,1.055856,0.563331,0.727715,0.385679,0.915999,0.329789,0.871576,0.428569
7800,0.417155,0.390828,0.458449,0.373797,0.756897,0.486772,0.631281,0.519206,0.541404,0.404130,1.145062,0.686755,0.666354,0.482645,0.574550,0.353387,1.081448,0.591948,0.755253,0.503826,0.542724,0.356554,1.080243,0.784423,0.689595,0.508629,0.655161,0.422280,1.230594,1.008595,1.056627,0.562237,0.730581,0.386068,0.920828,0.330210,0.872801,0.427231
8000,0.416797,0.390551,0.458092,0.373526,0.757025,0.487014,0.631171,0.518872,0.542392,0.404679,1.150051,0.688640,0.667301,0.482765,0.576066,0.353538,1.084778,0.592095,0.756624,0.503878,0.544479,0.356896,1.082029,0.784301,0.690124,0.508391,0.656458,0.422193,1.231619,1.007930,1.057529,0.561372,0.733153,0.386271,0.925294,0.330357,0.873942,0.425949
