step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
5000,0.10000,4.161623,0.036650,0.036650,0.002373,0.002813,0.005592,0.005842,0.007513,0.012517,1.303342,1.396046
5200,0.10000,4.151831,0.038352,0.038352,0.002460,0.002913,0.005855,0.006131,0.007914,0.013078,1.297248,1.391411
5400,0.10000,4.151527,0.040041,0.040041,0.002532,0.003022,0.006091,0.006394,0.008281,0.013722,1.291467,1.387598
5600,0.10000,4.111564,0.041662,0.041662,0.002609,0.003121,0.006318,0.006661,0.008659,0.014295,1.287860,1.386121
5800,0.10000,4.088133,0.043130,0.043130,0.002673,0.003228,0.006515,0.006910,0.008985,0.014819,1.283230,1.382591
6000,0.10000,4.077676,0.044666,0.044666,0.002744,0.003313,0.006743,0.007148,0.009327,0.015390,1.279327,1.381898
6200,0.10000,4.065565,0.045843,0.045843,0.002799,0.003384,0.006881,0.007320,0.009656,0.015804,1.275961,1.378257
6400,0.10000,4.049662,0.047117,0.047117,0.002853,0.003454,0.007066,0.007565,0.009921,0.016257,1.272100,1.375521
6600,0.10000,4.037105,0.048207,0.048207,0.002902,0.003531,0.007214,0.007731,0.010166,0.016662,1.268894,1.375994
6800,0.10000,4.038994,0.049209,0.049209,0.002950,0.003583,0.007350,0.007885,0.010403,0.017038,1.265127,1.372886
7000,0.10000,4.010999,0.050148,0.050148,0.002978,0.003624,0.007447,0.008050,0.010629,0.017420,1.261826,1.370902
7200,0.10000,3.988357,0.050892,0.050892,0.003009,0.003664,0.007520,0.008160,0.010809,0.017730,1.258717,1.368701
7400,0.10000,3.991385,0.051513,0.051513,0.003026,0.003690,0.007589,0.008258,0.010980,0.017969,1.256381,1.367114
7600,0.10000,3.975257,0.052168,0.052168,0.003043,0.003731,0.007664,0.008361,0.011121,0.018248,1.253636,1.368186
7800,0.10000,3.958412,0.052628,0.052628,0.003044,0.003737,0.007739,0.008418,0.011231,0.018460,1.251315,1.367881
8000,0.10000,3.951096,0.053203,0.053203,0.003065,0.003779,0.007813,0.008523,0.011359,0.018664,1.248954,1.365673
8200,0.10000,3.948296,0.053621,0.053621,0.003062,0.003789,0.007855,0.008580,0.011464,0.018872,1.245078,1.363082
8400,0.10000,3.935896,0.053818,0.053818,0.003051,0.003801,0.007859,0.008610,0.011506,0.018990,1.243437,1.363097
8600,0.10000,3.922090,0.054125,0.054125,0.003047,0.003805,0.007887,0.008640,0.011579,0.019168,1.241580,1.362589
8800,0.10000,3.912570,0.054278,0.054278,0.003030,0.003811,0.007868,0.008678,0.011630,0.019261,1.239033,1.361435
9000,0.10000,3.918743,0.054461,0.054461,0.003026,0.003812,0.007889,0.008702,0.011659,0.019374,1.237636,1.360211
9200,0.10000,3.902811,0.054358,0.054358,0.002998,0.003793,0.007857,0.008674,0.011673,0.019364,1.235669,1.361781
9400,0.10000,3.887853,0.054490,0.054490,0.002986,0.003810,0.007855,0.008687,0.011695,0.019457,1.233757,1.358940
9600,0.10000,3.885294,0.054286,0.054286,0.002962,0.003774,0.007817,0.008624,0.011658,0.019451,1.231613,1.360672
9800,0.10000,3.888797,0.054194,0.054194,0.002932,0.003732,0.007801,0.008626,0.011629,0.019473,1.228437,1.357444
10000,0.10000,3.868213,0.054136,0.054136,0.002921,0.003737,0.007767,0.008629,0.011646,0.019436,1.226389,1.355686
10200,0.10000,3.865467,0.053886,0.053886,0.002878,0.003705,0.007714,0.008581,0.011601,0.019406,1.224658,1.356445
10400,0.10000,3.878165,0.053648,0.053648,0.002851,0.003675,0.007648,0.008524,0.011542,0.019408,1.223019,1.357509
10600,0.10000,3.880885,0.053387,0.053387,0.002812,0.003646,0.007589,0.008485,0.011495,0.019360,1.220775,1.356287
10800,0.10000,3.849159,0.053051,0.053051,0.002775,0.003624,0.007539,0.008400,0.011443,0.019270,1.219744,1.355799
11000,0.10000,3.825478,0.052828,0.052828,0.002747,0.003611,0.007475,0.008378,0.011404,0.019213,1.217863,1.356355
11200,0.10000,3.831417,0.052588,0.052588,0.002713,0.003562,0.007420,0.008346,0.011340,0.019208,1.216402,1.354695
11400,0.10000,3.831670,0.052222,0.052222,0.002691,0.003553,0.007356,0.008249,0.011283,0.019089,1.214372,1.354117
11600,0.10000,3.818228,0.051867,0.051867,0.002651,0.003507,0.007292,0.008211,0.011215,0.018991,1.213414,1.353970
11800,0.10000,3.815932,0.051466,0.051466,0.002613,0.003475,0.007219,0.008136,0.011127,0.018895,1.212278,1.353054
12000,0.10000,3.811675,0.051072,0.051072,0.002578,0.003440,0.007150,0.008079,0.011042,0.018783,1.210451,1.353187
12200,0.10000,3.796296,0.050782,0.050782,0.002548,0.003412,0.007089,0.008032,0.010985,0.018715,1.209356,1.353853
12400,0.10000,3.789182,0.050316,0.050316,0.002515,0.003374,0.007006,0.007965,0.010884,0.018573,1.208409,1.352678
12600,0.10000,3.786589,0.050033,0.050033,0.002489,0.003344,0.006952,0.007889,0.010834,0.018524,1.207409,1.352732
12800,0.10000,3.779740,0.049687,0.049687,0.002459,0.003315,0.006878,0.007846,0.010768,0.018421,1.206316,1.353388
13000,0.10000,3.776046,0.049245,0.049245,0.002427,0.003286,0.006828,0.007765,0.010670,0.018269,1.205826,1.351958
13200,0.10000,3.767747,0.048960,0.048960,0.002403,0.003264,0.006787,0.007714,0.010596,0.018197,1.204408,1.352107
13400,0.10000,3.773099,0.048658,0.048658,0.002379,0.003218,0.006728,0.007646,0.010543,0.018143,1.203111,1.353397
13600,0.10000,3.764909,0.048292,0.048292,0.002344,0.003190,0.006660,0.007604,0.010459,0.018036,1.202654,1.352199
13800,0.10000,3.755293,0.047983,0.047983,0.002318,0.003168,0.006614,0.007533,0.010388,0.017962,1.201409,1.351863
14000,0.10000,3.755773,0.047695,0.047695,0.002294,0.003153,0.006564,0.007496,0.010339,0.017849,1.201121,1.352699
14200,0.10000,3.760905,0.047427,0.047427,0.002279,0.003122,0.006515,0.007461,0.010271,0.017779,1.200352,1.352783
14400,0.10000,3.750127,0.047039,0.047039,0.002245,0.003086,0.006460,0.007395,0.010207,0.017647,1.199444,1.352513
14600,0.10000,3.738969,0.046841,0.046841,0.002230,0.003074,0.006424,0.007350,0.010157,0.017606,1.199427,1.353356
14800,0.10000,3.742109,0.046522,0.046522,0.002211,0.003054,0.006364,0.007275,0.010093,0.017524,1.198367,1.351935
15000,0.10000,3.747232,0.046315,0.046315,0.002191,0.003018,0.006336,0.007258,0.010041,0.017471,1.197860,1.353290
15200,0.10000,3.734107,0.046059,0.046059,0.002175,0.003024,0.006306,0.007218,0.009979,0.017356,1.197481,1.351479
15400,0.10000,3.743664,0.045851,0.045851,0.002157,0.002999,0.006269,0.007188,0.009934,0.017303,1.197130,1.352550
15600,0.10000,3.767915,0.045633,0.045633,0.002146,0.002971,0.006224,0.007134,0.009876,0.017282,1.196681,1.352579
15800,0.10000,3.754627,0.045406,0.045406,0.002127,0.002954,0.006176,0.007103,0.009844,0.017203,1.196693,1.354124
16000,0.10000,3.734278,0.045160,0.045160,0.002113,0.002942,0.006166,0.007058,0.009792,0.017090,1.196103,1.353497
