step,module,frac_flipped_vs_init,mean_max_softmax_w
1200,L3.out_proj,0.013428,0.749258
1200,L3.residual_lut,0.012370,0.763699
1200,L4.qk_lut,0.011637,0.767191
1200,L4.v_lut,0.011415,0.764374
1200,L4.out_proj,0.010824,0.751187
1200,L4.residual_lut,0.015951,0.751220
1200,L5.qk_lut,0.012126,0.764311
1200,L5.v_lut,0.010417,0.765625
1200,L5.out_proj,0.012614,0.749257
1200,L5.residual_lut,0.016276,0.755959
1400,L0.qk_lut,0.017578,0.821183
1400,L0.v_lut,0.017188,0.815157
1400,L0.out_proj,0.021810,0.812401
1400,L0.residual_lut,0.020182,0.824501
1400,L1.qk_lut,0.013997,0.829514
1400,L1.v_lut,0.015799,0.825628
1400,L1.out_proj,0.022542,0.811329
1400,L1.residual_lut,0.021159,0.817631
1400,L2.qk_lut,0.017090,0.826561
1400,L2.v_lut,0.014670,0.828093
1400,L2.out_proj,0.017660,0.815304
1400,L2.residual_lut,0.019206,0.811984
1400,L3.qk_lut,0.014160,0.831097
1400,L3.v_lut,0.014019,0.827490
1400,L3.out_proj,0.016113,0.818237
1400,L3.residual_lut,0.014974,0.824243
1400,L4.qk_lut,0.012614,0.832176
1400,L4.v_lut,0.013368,0.829157
1400,L4.out_proj,0.012614,0.820039
1400,L4.residual_lut,0.018880,0.812625
1400,L5.qk_lut,0.014730,0.829380
1400,L5.v_lut,0.013802,0.830617
1400,L5.out_proj,0.016439,0.817894
1400,L5.residual_lut,0.018229,0.818812
1600,L0.qk_lut,0.020345,0.866287
1600,L0.v_lut,0.019575,0.857910
1600,L0.out_proj,0.024902,0.859731
1600,L0.residual_lut,0.022461,0.866025
1600,L1.qk_lut,0.017171,0.875102
1600,L1.v_lut,0.017231,0.872074
1600,L1.out_proj,0.025472,0.859434
1600,L1.residual_lut,0.023112,0.860661
1600,L2.qk_lut,0.019531,0.872810
1600,L2.v_lut,0.016059,0.874337
1600,L2.out_proj,0.021322,0.864057
1600,L2.residual_lut,0.023763,0.856860
1600,L3.qk_lut,0.016195,0.877457
1600,L3.v_lut,0.016233,0.873842
1600,L3.out_proj,0.019206,0.867392
1600,L3.residual_lut,0.016602,0.866774
1600,L4.qk_lut,0.014811,0.879013
1600,L4.v_lut,0.014366,0.875960
1600,L4.out_proj,0.014730,0.869436
1600,L4.residual_lut,0.023763,0.857006
1600,L5.qk_lut,0.016195,0.876483
1600,L5.v_lut,0.015842,0.877381
1600,L5.out_proj,0.017660,0.867200
1600,L5.residual_lut,0.022461,0.863028
1800,L0.qk_lut,0.022461,0.898370
1800,L0.v_lut,0.022483,0.887530
1800,L0.out_proj,0.024984,0.892867
1800,L0.residual_lut,0.027018,0.894835
1800,L1.qk_lut,0.017822,0.907458
1800,L1.v_lut,0.018880,0.905292
1800,L1.out_proj,0.028076,0.893587
1800,L1.residual_lut,0.026693,0.890749
1800,L2.qk_lut,0.021240,0.906134
1800,L2.v_lut,0.018490,0.907407
1800,L2.out_proj,0.024821,0.898970
1800,L2.residual_lut,0.025391,0.888224
1800,L3.qk_lut,0.017904,0.910498
1800,L3.v_lut,0.018663,0.907161
1800,L3.out_proj,0.021403,0.902075
1800,L3.residual_lut,0.021159,0.895922
1800,L4.qk_lut,0.015951,0.912186
1800,L4.v_lut,0.016276,0.909452
1800,L4.out_proj,0.017171,0.904584
1800,L4.residual_lut,0.021810,0.888495
1800,L5.qk_lut,0.017578,0.909939
1800,L5.v_lut,0.017361,0.910975
1800,L5.out_proj,0.019450,0.902654
1800,L5.residual_lut,0.023438,0.893405
2000,L0.qk_lut,0.024333,0.920981
2000,L0.v_lut,0.023611,0.907730
2000,L0.out_proj,0.028890,0.915833
2000,L0.residual_lut,0.028646,0.913678
2000,L1.qk_lut,0.020508,0.930671
2000,L1.v_lut,0.021094,0.929034
2000,L1.out_proj,0.030192,0.917955
2000,L1.residual_lut,0.032227,0.911086
2000,L2.qk_lut,0.024577,0.929610
2000,L2.v_lut,0.020313,0.930778
2000,L2.out_proj,0.026855,0.923365
2000,L2.residual_lut,0.030273,0.908782
2000,L3.qk_lut,0.020182,0.933862
2000,L3.v_lut,0.020399,0.931189
2000,L3.out_proj,0.024495,0.926765
2000,L3.residual_lut,0.022786,0.915214
2000,L4.qk_lut,0.017985,0.935792
2000,L4.v_lut,0.018576,0.933602
2000,L4.out_proj,0.018799,0.929523
2000,L4.residual_lut,0.026693,0.909899
2000,L5.qk_lut,0.020182,0.933963
2000,L5.v_lut,0.019922,0.934672
2000,L5.out_proj,0.022054,0.928131
2000,L5.residual_lut,0.027344,0.914096
2200,L0.qk_lut,0.024902,0.936788
2200,L0.v_lut,0.024783,0.920900
2200,L0.out_proj,0.032959,0.931881
2200,L0.residual_lut,0.028971,0.926437
2200,L1.qk_lut,0.022868,0.947426
2200,L1.v_lut,0.022960,0.945890
2200,L1.out_proj,0.035156,0.934951
2200,L1.residual_lut,0.033529,0.923828
2200,L2.qk_lut,0.028239,0.946258
2200,L2.v_lut,0.022396,0.947529
2200,L2.out_proj,0.029297,0.940736
2200,L2.residual_lut,0.028971,0.922717
2200,L3.qk_lut,0.022217,0.950527
2200,L3.v_lut,0.022396,0.948487
2200,L3.out_proj,0.026530,0.944511
2200,L3.residual_lut,0.024414,0.928067
2200,L4.qk_lut,0.018717,0.952747
2200,L4.v_lut,0.019878,0.951042
2200,L4.out_proj,0.020915,0.947463
2200,L4.residual_lut,0.030273,0.923744
2200,L5.qk_lut,0.022217,0.950913
2200,L5.v_lut,0.020182,0.951717
2200,L5.out_proj,0.024251,0.946170
2200,L5.residual_lut,0.029622,0.928184
2400,L0.qk_lut,0.027425,0.948171
2400,L0.v_lut,0.026172,0.929670
2400,L0.out_proj,0.034749,0.942611
2400,L0.residual_lut,0.032552,0.934841
2400,L1.qk_lut,0.024577,0.958978
2400,L1.v_lut,0.024523,0.958060
2400,L1.out_proj,0.037516,0.946470
2400,L1.residual_lut,0.035156,0.931334
2400,L2.qk_lut,0.030436,0.957786
2400,L2.v_lut,0.023177,0.959501
2400,L2.out_proj,0.031738,0.952605
2400,L2.residual_lut,0.033854,0.931268
2400,L3.qk_lut,0.023926,0.962023
2400,L3.v_lut,0.023785,0.960657
2400,L3.out_proj,0.027181,0.957258
2400,L3.residual_lut,0.023112,0.935405
2400,L4.qk_lut,0.020182,0.964675
2400,L4.v_lut,0.021484,0.963508
2400,L4.out_proj,0.022949,0.960217
2400,L4.residual_lut,0.032227,0.931542
2400,L5.qk_lut,0.023600,0.963181
2400,L5.v_lut,0.023047,0.963840
2400,L5.out_proj,0.025309,0.959410
2400,L5.residual_lut,0.031576,0.937103
2600,L0.qk_lut,0.029053,0.948779
2600,L0.v_lut,0.027344,0.927259
2600,L0.out_proj,0.037435,0.942043
2600,L0.residual_lut,0.035807,0.930514
2600,L1.qk_lut,0.025472,0.960355
2600,L1.v_lut,0.025391,0.959705
2600,L1.out_proj,0.039469,0.946793
2600,L1.residual_lut,0.037109,0.927645
2600,L2.qk_lut,0.031250,0.959399
2600,L2.v_lut,0.024913,0.961070
2600,L2.out_proj,0.036784,0.953515
2600,L2.residual_lut,0.035156,0.927292
2600,L3.qk_lut,0.025472,0.964198
2600,L3.v_lut,0.025391,0.963224
2600,L3.out_proj,0.029867,0.958771
2600,L3.residual_lut,0.031576,0.931995
2600,L4.qk_lut,0.021484,0.966859
2600,L4.v_lut,0.023394,0.966211
2600,L4.out_proj,0.023600,0.962588
2600,L4.residual_lut,0.031576,0.927591
2600,L5.qk_lut,0.025309,0.965684
2600,L5.v_lut,0.025304,0.966936
2600,L5.out_proj,0.027751,0.962128
2600,L5.residual_lut,0.033203,0.934046
2800,L0.qk_lut,0.030924,0.949483
2800,L0.v_lut,0.028776,0.926843
2800,L0.out_proj,0.038249,0.942527
2800,L0.residual_lut,0.038737,0.929564
2800,L1.qk_lut,0.028402,0.962032
2800,L1.v_lut,0.027604,0.961689
2800,L1.out_proj,0.041748,0.947197
2800,L1.residual_lut,0.037760,0.925825
2800,L2.qk_lut,0.034017,0.961143
2800,L2.v_lut,0.025868,0.962932
2800,L2.out_proj,0.038249,0.954449
2800,L2.residual_lut,0.033203,0.925213
2800,L3.qk_lut,0.027100,0.965932
2800,L3.v_lut,0.026866,0.965297
2800,L3.out_proj,0.032715,0.960605
2800,L3.residual_lut,0.032552,0.930134
2800,L4.qk_lut,0.024414,0.968974
2800,L4.v_lut,0.024783,0.968710
2800,L4.out_proj,0.026367,0.965013
2800,L4.residual_lut,0.035482,0.925690
2800,L5.qk_lut,0.026123,0.968581
2800,L5.v_lut,0.025781,0.969284
2800,L5.out_proj,0.029948,0.964925
2800,L5.residual_lut,0.038737,0.931276
3000,L0.qk_lut,0.031006,0.950582
3000,L0.v_lut,0.030859,0.927567
3000,L0.out_proj,0.041260,0.942750
3000,L0.residual_lut,0.039062,0.929891
3000,L1.qk_lut,0.028971,0.964074
3000,L1.v_lut,0.028082,0.963440
3000,L1.out_proj,0.041667,0.948454
3000,L1.residual_lut,0.036458,0.925608
3000,L2.qk_lut,0.034912,0.962706
3000,L2.v_lut,0.027127,0.964796
3000,L2.out_proj,0.039958,0.955895
3000,L2.residual_lut,0.036458,0.924776
3000,L3.qk_lut,0.027832,0.968069
3000,L3.v_lut,0.027865,0.967436
3000,L3.out_proj,0.033203,0.962564
3000,L3.residual_lut,0.033854,0.929589
3000,L4.qk_lut,0.025391,0.971181
3000,L4.v_lut,0.026215,0.970938
3000,L4.out_proj,0.027262,0.967003
3000,L4.residual_lut,0.039714,0.924831
3000,L5.qk_lut,0.026937,0.971155
3000,L5.v_lut,0.027474,0.971743
3000,L5.out_proj,0.032145,0.967504
3000,L5.residual_lut,0.041992,0.931048
3200,L0.qk_lut,0.033447,0.952124
3200,L0.v_lut,0.030686,0.928557
3200,L0.out_proj,0.040690,0.942989
3200,L0.residual_lut,0.037760,0.930133
3200,L1.qk_lut,0.029867,0.965426
3200,L1.v_lut,0.028950,0.964917
3200,L1.out_proj,0.046631,0.949739
3200,L1.residual_lut,0.040365,0.925748
3200,L2.qk_lut,0.035970,0.964122
3200,L2.v_lut,0.027951,0.966286
3200,L2.out_proj,0.041911,0.957046
3200,L2.residual_lut,0.034505,0.924180
3200,L3.qk_lut,0.029215,0.970109
3200,L3.v_lut,0.029644,0.969464
3200,L3.out_proj,0.035482,0.964098
3200,L3.residual_lut,0.036458,0.929997
3200,L4.qk_lut,0.026937,0.973058
3200,L4.v_lut,0.027344,0.973188
3200,L4.out_proj,0.028971,0.969005
3200,L4.residual_lut,0.040039,0.924924
3200,L5.qk_lut,0.027100,0.973695
3200,L5.v_lut,0.027995,0.973846
3200,L5.out_proj,0.032633,0.969900
3200,L5.residual_lut,0.039714,0.930341
3400,L0.qk_lut,0.034180,0.953547
3400,L0.v_lut,0.030556,0.929445
3400,L0.out_proj,0.041585,0.943605
3400,L0.residual_lut,0.040039,0.930574
3400,L1.qk_lut,0.030599,0.966631
3400,L1.v_lut,0.030035,0.966338
3400,L1.out_proj,0.046143,0.950640
3400,L1.residual_lut,0.042969,0.925694
3400,L2.qk_lut,0.036865,0.965225
3400,L2.v_lut,0.028863,0.967803
3400,L2.out_proj,0.043783,0.958290
3400,L2.residual_lut,0.036133,0.924529
3400,L3.qk_lut,0.028809,0.971499
3400,L3.v_lut,0.030469,0.971234
3400,L3.out_proj,0.036784,0.965635
3400,L3.residual_lut,0.034180,0.930709
3400,L4.qk_lut,0.026855,0.974680
3400,L4.v_lut,0.027387,0.975245
3400,L4.out_proj,0.030843,0.970450
3400,L4.residual_lut,0.041016,0.925420
3400,L5.qk_lut,0.027588,0.975900
3400,L5.v_lut,0.028776,0.976293
3400,L5.out_proj,0.032878,0.971924
3400,L5.residual_lut,0.042969,0.931621
3600,L0.qk_lut,0.034912,0.955202
3600,L0.v_lut,0.030729,0.930484
3600,L0.out_proj,0.042806,0.944427
3600,L0.residual_lut,0.040039,0.930911
3600,L1.qk_lut,0.031657,0.968268
3600,L1.v_lut,0.031293,0.967766
3600,L1.out_proj,0.047038,0.951741
3600,L1.residual_lut,0.043945,0.927205
3600,L2.qk_lut,0.037354,0.966719
3600,L2.v_lut,0.029384,0.969410
3600,L2.out_proj,0.044027,0.959803
3600,L2.residual_lut,0.040365,0.925435
3600,L3.qk_lut,0.030111,0.973019
3600,L3.v_lut,0.031076,0.973034
3600,L3.out_proj,0.037516,0.967247
3600,L3.residual_lut,0.032552,0.930958
3600,L4.qk_lut,0.027669,0.976357
3600,L4.v_lut,0.027908,0.977079
3600,L4.out_proj,0.030355,0.971977
3600,L4.residual_lut,0.041992,0.926109
3600,L5.qk_lut,0.029785,0.977786
3600,L5.v_lut,0.029731,0.978239
3600,L5.out_proj,0.034180,0.973663
3600,L5.residual_lut,0.045247,0.931880
3800,L0.qk_lut,0.034831,0.956065
3800,L0.v_lut,0.031641,0.931419
3800,L0.out_proj,0.043701,0.945606
3800,L0.residual_lut,0.039714,0.932311
3800,L1.qk_lut,0.032796,0.969370
3800,L1.v_lut,0.031641,0.969412
3800,L1.out_proj,0.047201,0.952755
3800,L1.residual_lut,0.039388,0.927730
3800,L2.qk_lut,0.038411,0.968206
3800,L2.v_lut,0.029514,0.970989
3800,L2.out_proj,0.044922,0.961084
3800,L2.residual_lut,0.040365,0.926310
3800,L3.qk_lut,0.031087,0.974569
3800,L3.v_lut,0.031988,0.974629
3800,L3.out_proj,0.038656,0.968891
3800,L3.residual_lut,0.031901,0.931597
3800,L4.qk_lut,0.028809,0.977709
3800,L4.v_lut,0.028993,0.978767
3800,L4.out_proj,0.031576,0.973350
3800,L4.residual_lut,0.040365,0.925848
3800,L5.qk_lut,0.030924,0.979464
3800,L5.v_lut,0.030859,0.979965
3800,L5.out_proj,0.034342,0.975656
3800,L5.residual_lut,0.047526,0.932627
4000,L0.qk_lut,0.036458,0.957718
4000,L0.v_lut,0.031033,0.932286
4000,L0.out_proj,0.045492,0.946930
4000,L0.residual_lut,0.041667,0.932814
4000,L1.qk_lut,0.032959,0.970874
4000,L1.v_lut,0.032118,0.971004
4000,L1.out_proj,0.049967,0.953855
4000,L1.residual_lut,0.038411,0.928344
4000,L2.qk_lut,0.037923,0.969360
4000,L2.v_lut,0.029991,0.971990
4000,L2.out_proj,0.045898,0.961853
4000,L2.residual_lut,0.039062,0.927904
4000,L3.qk_lut,0.032878,0.975882
4000,L3.v_lut,0.033030,0.975965
4000,L3.out_proj,0.038005,0.970199
4000,L3.residual_lut,0.034831,0.932342
4000,L4.qk_lut,0.028971,0.979001
4000,L4.v_lut,0.029731,0.980470
4000,L4.out_proj,0.032471,0.974898
4000,L4.residual_lut,0.041016,0.928361
4000,L5.qk_lut,0.032389,0.981202
4000,L5.v_lut,0.031554,0.981570
4000,L5.out_proj,0.036133,0.977521
4000,L5.residual_lut,0.045898,0.933429
4200,L0.qk_lut,0.036296,0.959008
4200,L0.v_lut,0.031554,0.933123
4200,L0.out_proj,0.045003,0.947723
4200,L0.residual_lut,0.041341,0.932725
4200,L1.qk_lut,0.033529,0.972535
4200,L1.v_lut,0.032205,0.972295
4200,L1.out_proj,0.047770,0.954576
4200,L1.residual_lut,0.038737,0.928870
4200,L2.qk_lut,0.039795,0.970220
4200,L2.v_lut,0.030859,0.973259
4200,L2.out_proj,0.047038,0.962977
4200,L2.residual_lut,0.041016,0.928277
4200,L3.qk_lut,0.032552,0.976915
4200,L3.v_lut,0.033724,0.977341
4200,L3.out_proj,0.038981,0.971030
4200,L3.residual_lut,0.036133,0.932559
4200,L4.qk_lut,0.030273,0.980418
4200,L4.v_lut,0.030512,0.981645
4200,L4.out_proj,0.033936,0.976000
4200,L4.residual_lut,0.041992,0.927863
4200,L5.qk_lut,0.031494,0.982860
4200,L5.v_lut,0.031337,0.983235
4200,L5.out_proj,0.034505,0.979033
4200,L5.residual_lut,0.045573,0.935044
4400,L0.qk_lut,0.037109,0.960661
4400,L0.v_lut,0.032856,0.934273
4400,L0.out_proj,0.045003,0.948852
4400,L0.residual_lut,0.040365,0.933932
4400,L1.qk_lut,0.034342,0.973493
4400,L1.v_lut,0.034245,0.973472
4400,L1.out_proj,0.049072,0.955364
4400,L1.residual_lut,0.043945,0.929362
4400,L2.qk_lut,0.040202,0.971279
4400,L2.v_lut,0.032769,0.974186
4400,L2.out_proj,0.048258,0.964291
4400,L2.residual_lut,0.042318,0.928979
4400,L3.qk_lut,0.032471,0.978645
4400,L3.v_lut,0.033767,0.978732
4400,L3.out_proj,0.039876,0.972332
4400,L3.residual_lut,0.036458,0.934310
4400,L4.qk_lut,0.030436,0.981480
4400,L4.v_lut,0.030859,0.983277
4400,L4.out_proj,0.033529,0.977472
4400,L4.residual_lut,0.041016,0.928361
4400,L5.qk_lut,0.032552,0.984046
4400,L5.v_lut,0.031250,0.984884
4400,L5.out_proj,0.034505,0.980888
4400,L5.residual_lut,0.049479,0.935408
4600,L0.qk_lut,0.036214,0.961826
4600,L0.v_lut,0.032726,0.935149
4600,L0.out_proj,0.046387,0.949448
4600,L0.residual_lut,0.044271,0.932935
4600,L1.qk_lut,0.032796,0.974737
4600,L1.v_lut,0.034288,0.974603
4600,L1.out_proj,0.053304,0.956400
4600,L1.residual_lut,0.041667,0.931356
4600,L2.qk_lut,0.041829,0.972489
4600,L2.v_lut,0.033507,0.975451
4600,L2.out_proj,0.047201,0.965570
4600,L2.residual_lut,0.039388,0.929984
4600,L3.qk_lut,0.032959,0.979420
4600,L3.v_lut,0.034158,0.979738
4600,L3.out_proj,0.038737,0.973593
4600,L3.residual_lut,0.037760,0.934380
4600,L4.qk_lut,0.031576,0.982611
4600,L4.v_lut,0.030859,0.984720
4600,L4.out_proj,0.035319,0.978824
4600,L4.residual_lut,0.043945,0.929744
4600,L5.qk_lut,0.032796,0.985098
4600,L5.v_lut,0.031510,0.986163
4600,L5.out_proj,0.034424,0.982545
4600,L5.residual_lut,0.043945,0.936519
4800,L0.qk_lut,0.035238,0.963345
4800,L0.v_lut,0.034635,0.935916
4800,L0.out_proj,0.043864,0.950694
4800,L0.residual_lut,0.041016,0.934907
4800,L1.qk_lut,0.032145,0.975363
4800,L1.v_lut,0.034028,0.975603
4800,L1.out_proj,0.050293,0.956922
4800,L1.residual_lut,0.042969,0.931565
4800,L2.qk_lut,0.040771,0.973808
4800,L2.v_lut,0.033811,0.976229
4800,L2.out_proj,0.049072,0.966101
4800,L2.residual_lut,0.043294,0.930001
4800,L3.qk_lut,0.033447,0.980607
4800,L3.v_lut,0.034896,0.980930
4800,L3.out_proj,0.038981,0.974685
4800,L3.residual_lut,0.038086,0.934597
4800,L4.qk_lut,0.032308,0.983412
4800,L4.v_lut,0.031597,0.985890
4800,L4.out_proj,0.035482,0.980203
4800,L4.residual_lut,0.043945,0.930314
4800,L5.qk_lut,0.034424,0.985993
4800,L5.v_lut,0.032075,0.987398
4800,L5.out_proj,0.035726,0.983889
4800,L5.residual_lut,0.047201,0.936018
5000,L0.qk_lut,0.037760,0.964700
5000,L0.v_lut,0.033767,0.936778
5000,L0.out_proj,0.046712,0.952250
5000,L0.residual_lut,0.042318,0.936341
5000,L1.qk_lut,0.032878,0.976479
5000,L1.v_lut,0.034418,0.976991
5000,L1.out_proj,0.050618,0.957905
5000,L1.residual_lut,0.043620,0.932732
5000,L2.qk_lut,0.040283,0.974294
5000,L2.v_lut,0.034028,0.977473
5000,L2.out_proj,0.050049,0.966330
5000,L2.residual_lut,0.042969,0.930287
5000,L3.qk_lut,0.033773,0.981717
5000,L3.v_lut,0.034809,0.981587
5000,L3.out_proj,0.039876,0.975975
5000,L3.residual_lut,0.037435,0.934781
5000,L4.qk_lut,0.032308,0.984574
5000,L4.v_lut,0.032248,0.987099
5000,L4.out_proj,0.035400,0.980975
5000,L4.residual_lut,0.043945,0.931292
5000,L5.qk_lut,0.033773,0.986960
5000,L5.v_lut,0.031988,0.988632
5000,L5.out_proj,0.036214,0.985296
5000,L5.residual_lut,0.050130,0.935860
5200,L0.qk_lut,0.038249,0.966164
5200,L0.v_lut,0.035069,0.937749
5200,L0.out_proj,0.046468,0.953532
5200,L0.residual_lut,0.040365,0.936348
5200,L1.qk_lut,0.031738,0.977430
5200,L1.v_lut,0.035330,0.978170
5200,L1.out_proj,0.051351,0.958889
5200,L1.residual_lut,0.043945,0.933133
5200,L2.qk_lut,0.042074,0.975222
5200,L2.v_lut,0.033724,0.978608
5200,L2.out_proj,0.050781,0.967269
5200,L2.residual_lut,0.045573,0.931581
5200,L3.qk_lut,0.033040,0.982462
5200,L3.v_lut,0.034852,0.982870
5200,L3.out_proj,0.039958,0.977089
5200,L3.residual_lut,0.041016,0.936221
5200,L4.qk_lut,0.031820,0.985527
5200,L4.v_lut,0.032465,0.988024
5200,L4.out_proj,0.035400,0.981923
5200,L4.residual_lut,0.043294,0.931802
5200,L5.qk_lut,0.033936,0.987950
5200,L5.v_lut,0.032595,0.989510
5200,L5.out_proj,0.038005,0.986668
5200,L5.residual_lut,0.048828,0.937562
5400,L0.qk_lut,0.038656,0.967104
5400,L0.v_lut,0.034766,0.938050
5400,L0.out_proj,0.045817,0.953524
5400,L0.residual_lut,0.041016,0.936889
5400,L1.qk_lut,0.033691,0.978457
5400,L1.v_lut,0.034418,0.978958
5400,L1.out_proj,0.052816,0.959883
5400,L1.residual_lut,0.044271,0.932795
5400,L2.qk_lut,0.042887,0.975407
5400,L2.v_lut,0.033203,0.979177
5400,L2.out_proj,0.051676,0.968116
5400,L2.residual_lut,0.041016,0.931889
5400,L3.qk_lut,0.032796,0.983260
5400,L3.v_lut,0.034896,0.983885
5400,L3.out_proj,0.040771,0.977491
5400,L3.residual_lut,0.040690,0.935943
5400,L4.qk_lut,0.032389,0.986261
5400,L4.v_lut,0.031684,0.988953
5400,L4.out_proj,0.036702,0.983070
5400,L4.residual_lut,0.047852,0.931584
5400,L5.qk_lut,0.034912,0.989150
5400,L5.v_lut,0.032682,0.990466
5400,L5.out_proj,0.038086,0.987877
5400,L5.residual_lut,0.047526,0.938782
5600,L0.qk_lut,0.038981,0.967979
5600,L0.v_lut,0.034462,0.938890
5600,L0.out_proj,0.047689,0.954417
5600,L0.residual_lut,0.041341,0.936768
5600,L1.qk_lut,0.034424,0.979492
