step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
11500,3.860414,1.198495,16.823683,19.347212,19.290869,19.176102,19.044073,18.963190,0.858244,0.987032,0.984140,0.978346,0.971570,0.967063,14.447801,19.500538,18.647852,18.957441,22.360569,22.194212,4.41110094e-02,2.32428778e-02,4.82064337e-02,4.91459779e-02,4.67168689e-02,4.77287620e-02,4.96251360e-02
12000,3.854359,1.195264,16.815380,19.346165,19.286137,19.170927,19.036465,18.950649,0.857813,0.986975,0.983895,0.978078,0.971180,0.966411,14.441092,19.501631,18.659489,18.969707,22.396507,22.246773,4.43889856e-02,2.31888685e-02,4.86222319e-02,4.95273657e-02,4.70101126e-02,4.80132475e-02,4.99720871e-02
12500,3.830067,1.192394,16.815807,19.345306,19.282715,19.166813,19.030922,18.941399,0.857832,0.986930,0.983718,0.977868,0.970895,0.965929,14.439362,19.502510,18.667376,18.982079,22.427002,22.296223,4.46031655e-02,2.31349040e-02,4.89503294e-02,4.98241372e-02,4.72353362e-02,4.82356697e-02,5.02386168e-02
13000,3.815889,1.189579,16.821272,19.345171,19.280127,19.163368,19.025963,18.931889,0.858111,0.986922,0.983586,0.977689,0.970639,0.965434,14.441002,19.503281,18.677303,18.992598,22.453939,22.337250,4.47665121e-02,2.30872724e-02,4.92108352e-02,5.00571989e-02,4.74031121e-02,4.84010577e-02,5.04395962e-02
13500,3.812372,1.187379,16.827311,19.345411,19.278379,19.160480,19.022112,18.925066,0.858418,0.986931,0.983496,0.977543,0.970440,0.965080,14.445800,19.504648,18.685074,19.005013,22.478437,22.374006,4.48896574e-02,2.30448321e-02,4.94213402e-02,5.02372570e-02,4.75284122e-02,4.85183746e-02,5.05877286e-02
14000,3.792320,1.185314,16.834332,19.345774,19.277061,19.158167,19.018559,18.919409,0.858776,0.986949,0.983428,0.977422,0.970256,0.964787,14.451705,19.505127,18.693449,19.014078,22.498861,22.406633,4.49840917e-02,2.30083130e-02,4.95879203e-02,5.03810793e-02,4.76247631e-02,4.86035459e-02,5.06989285e-02
14500,3.776875,1.183856,16.843422,19.346710,19.276123,19.157106,19.016594,18.914612,0.859241,0.986996,0.983379,0.977369,0.970155,0.964538,14.457792,19.505667,18.700840,19.022352,22.518375,22.433756,4.50598899e-02,2.29790043e-02,4.97251377e-02,5.04970588e-02,4.77008969e-02,4.86709103e-02,5.07863313e-02
15000,3.780265,1.182373,16.851961,19.347759,19.275362,19.155909,19.014944,18.910297,0.859677,0.987049,0.983339,0.977308,0.970069,0.964312,14.465746,19.506020,18.707796,19.030338,22.533581,22.458927,4.51218098e-02,2.29562018e-02,4.98416051e-02,5.05940057e-02,4.77589890e-02,4.87240292e-02,5.08560278e-02
15500,3.770831,1.181467,16.859831,19.348736,19.274900,19.154642,19.013351,18.907024,0.860079,0.987099,0.983317,0.977243,0.969987,0.964143,14.473473,19.506721,18.713640,19.037603,22.549274,22.481520,4.51760202e-02,2.29387339e-02,4.99441735e-02,5.06786034e-02,4.78071757e-02,4.87690307e-02,5.09184040e-02
16000,3.765354,1.181035,16.869108,19.349491,19.274530,19.153574,19.011681,18.903399,0.860554,0.987136,0.983297,0.977189,0.969901,0.963954,14.480917,19.507496,18.719193,19.045637,22.565067,22.503876,4.52265429e-02,2.29256190e-02,5.00390716e-02,5.07563315e-02,4.78533283e-02,4.88092415e-02,5.09756655e-02
