step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
13400,0.08375,3.774105,0.056376,0.056376,0.002613,0.003564,0.007611,0.008733,0.012198,0.021656,1.203293,1.355226
13600,0.08500,3.765771,0.055888,0.055888,0.002573,0.003531,0.007522,0.008668,0.012099,0.021494,1.202914,1.353838
13800,0.08625,3.756322,0.055501,0.055501,0.002545,0.003499,0.007468,0.008587,0.012009,0.021392,1.201637,1.353204
14000,0.08750,3.756639,0.055144,0.055144,0.002518,0.003481,0.007404,0.008551,0.011947,0.021243,1.201227,1.355040
14200,0.08875,3.762084,0.054810,0.054810,0.002503,0.003451,0.007352,0.008505,0.011858,0.021143,1.200518,1.354617
14400,0.09000,3.751291,0.054342,0.054342,0.002466,0.003412,0.007293,0.008425,0.011777,0.020969,1.199738,1.354171
14600,0.09125,3.740129,0.054046,0.054046,0.002445,0.003391,0.007244,0.008367,0.011709,0.020889,1.199668,1.354754
14800,0.09250,3.743279,0.053663,0.053663,0.002424,0.003367,0.007175,0.008285,0.011630,0.020783,1.198642,1.353506
15000,0.09375,3.748268,0.053411,0.053411,0.002402,0.003328,0.007146,0.008258,0.011567,0.020711,1.198051,1.355034
15200,0.09500,3.735272,0.053084,0.053084,0.002384,0.003333,0.007103,0.008206,0.011491,0.020568,1.197591,1.353367
15400,0.09625,3.744942,0.052813,0.052813,0.002368,0.003304,0.007057,0.008169,0.011429,0.020487,1.197415,1.354346
15600,0.09750,3.769021,0.052533,0.052533,0.002353,0.003271,0.007004,0.008108,0.011360,0.020438,1.196801,1.354487
15800,0.09875,3.755923,0.052242,0.052242,0.002330,0.003249,0.006947,0.008075,0.011321,0.020321,1.196890,1.355662
16000,0.10000,3.735298,0.051933,0.051933,0.002312,0.003239,0.006942,0.008013,0.011248,0.020180,1.196349,1.355455
