step,frac_zero,frac_pos,frac_neg,nonzero_per_hyperplane,hamming_vs_init,hamming_frac,sign_flips_vs_init,zero_to_nonzero_vs_init,nonzero_to_zero_vs_init,churn_vs_prev_eval,T_min,T_mean,T_max,b_min,b_mean,b_max,b_absmean,b_frac_nonzero,mean_nonzero_count,proj_std,score_over_temp,divisor_mean,sparsity_surrogate,penalty_value,target_nonzero_frac,sparsity_slack,hinge_active
2000,0.281274,0.359669,0.359057,275.9909,2559920,0.62002033,793891,996580,769449,735183,0.367714,0.388851,0.407220,-0.025426,0.000011,0.037075,0.004145,1.000000,275.9909,1.013083,1.6654,16.0000,0.664353,0.000000,0.000000,+0.664353,0
2200,0.284627,0.357817,0.357555,274.7031,2572719,0.62312031,800522,992741,779456,670604,0.365271,0.388966,0.409099,-0.030279,-0.000006,0.035317,0.004635,1.000000,274.7031,1.009453,1.5877,16.0000,0.662066,0.000000,0.000000,+0.662066,0
2400,0.287814,0.356520,0.355665,273.4793,2581923,0.62534952,805209,988420,788294,626696,0.364458,0.389147,0.412661,-0.028131,0.000011,0.036541,0.005133,1.000000,273.4793,1.005976,1.5155,16.0000,0.660013,0.000000,0.000000,+0.660013,0
2600,0.291323,0.354808,0.353869,272.1321,2588910,0.62704182,808313,983119,797478,589752,0.362542,0.389480,0.417826,-0.031018,0.000006,0.036751,0.005575,1.000000,272.1321,1.001508,1.4422,16.0000,0.657764,0.000000,0.000000,+0.657764,0
2800,0.294660,0.353186,0.352154,270.8504,2596305,0.62883288,810162,979002,807141,562660,0.359417,0.389869,0.421795,-0.031897,0.000034,0.032373,0.005983,1.000000,270.8505,0.997338,1.3765,16.0000,0.655657,0.000000,0.000000,+0.655657,0
3000,0.297686,0.351714,0.350600,269.6887,2602006,0.63021368,812094,974641,815271,537290,0.355460,0.390305,0.423734,-0.036406,0.000018,0.036514,0.006373,1.000000,269.6887,0.993106,1.3145,16.0000,0.653672,0.000000,0.000000,+0.653672,0
3200,0.300138,0.350461,0.349401,268.7469,2608009,0.63166761,813339,971957,822713,513473,0.354218,0.390672,0.427704,-0.036834,0.000029,0.040081,0.006721,1.000000,268.7469,0.989588,1.2551,16.0000,0.652083,0.000000,0.000000,+0.652083,0
3400,0.302699,0.349196,0.348105,267.7636,2612514,0.63275880,813665,968760,830089,493879,0.350231,0.391053,0.430588,-0.038019,0.000035,0.040400,0.007046,1.000000,267.7636,0.985092,1.1965,16.0000,0.650515,0.000000,0.000000,+0.650515,0
3600,0.304950,0.347995,0.347055,266.8993,2616856,0.63381040,814490,965872,836494,478476,0.348888,0.391416,0.433464,-0.040594,0.000053,0.038981,0.007391,1.000000,266.8993,0.981915,1.1457,16.0000,0.649115,0.000000,0.000000,+0.649115,0
3800,0.306757,0.347157,0.346086,266.2053,2619747,0.63451064,815711,962976,841060,463956,0.346292,0.391737,0.437217,-0.039772,0.000045,0.042374,0.007659,1.000000,266.2053,0.978183,1.0985,16.0000,0.647920,0.000000,0.000000,+0.647920,0
4000,0.308202,0.346322,0.345476,265.6504,2623130,0.63533002,816686,961197,845247,449458,0.346168,0.391972,0.440599,-0.039696,0.000049,0.045636,0.007942,1.000000,265.6504,0.974295,1.0554,16.0000,0.646985,0.000000,0.000000,+0.646985,0
4200,0.309714,0.345419,0.344867,265.0698,2624909,0.63576090,817067,958775,849067,438046,0.345823,0.392173,0.444101,-0.042940,0.000057,0.049515,0.008209,1.000000,265.0699,0.971446,1.0167,16.0000,0.646104,0.000000,0.000000,+0.646104,0
4400,0.311118,0.344875,0.344007,264.5308,2628523,0.63663620,817927,957254,853342,425706,0.345542,0.392314,0.449222,-0.045472,0.000066,0.052319,0.008467,1.000000,264.5308,0.968225,0.9815,16.0000,0.645406,0.000000,0.000000,+0.645406,0
4600,0.312398,0.344187,0.343415,264.0392,2630619,0.63714385,818645,955300,856674,415116,0.342957,0.392450,0.450781,-0.046413,0.000089,0.058024,0.008720,1.000000,264.0392,0.967033,0.9482,16.0000,0.644697,0.000000,0.000000,+0.644697,0
4800,0.312988,0.343896,0.343117,263.8128,2632945,0.63770723,820251,954443,858251,406916,0.340820,0.392471,0.453867,-0.050056,0.000114,0.059196,0.008940,1.000000,263.8128,0.964503,0.9191,16.0000,0.644292,0.000000,0.000000,+0.644292,0
5000,0.314080,0.343246,0.342674,263.3933,2634743,0.63814270,820879,952773,861091,396678,0.340620,0.392545,0.456793,-0.051169,0.000115,0.062130,0.009161,1.000000,263.3933,0.962805,0.8913,16.0000,0.643688,0.000000,0.000000,+0.643688,0
5200,0.314858,0.342884,0.342259,263.0947,2636427,0.63855058,821786,951556,863085,389557,0.340899,0.392507,0.458341,-0.050464,0.000100,0.065436,0.009401,1.000000,263.0947,0.960339,0.8651,16.0000,0.643403,0.000000,0.000000,+0.643403,0
5400,0.315518,0.342672,0.341810,262.8411,2637771,0.63887608,822780,950368,864623,381358,0.341532,0.392466,0.460890,-0.054839,0.000119,0.070149,0.009633,1.000000,262.8412,0.959496,0.8418,16.0000,0.643109,0.000000,0.000000,+0.643109,0
5600,0.316199,0.342401,0.341400,262.5797,2638798,0.63912481,823844,948944,866010,371953,0.341403,0.392400,0.464297,-0.055705,0.000095,0.073316,0.009815,1.000000,262.5797,0.959177,0.8205,16.0000,0.642846,0.000000,0.000000,+0.642846,0
5800,0.316935,0.341953,0.341112,262.2971,2641193,0.63970488,823938,948575,868680,365931,0.340736,0.392333,0.466653,-0.060621,0.000090,0.075442,0.009990,1.000000,262.2971,0.957274,0.8000,16.0000,0.642544,0.000000,0.000000,+0.642544,0
6000,0.317450,0.341553,0.340997,262.0991,2642258,0.63996285,824601,947712,869945,359304,0.339995,0.392200,0.469963,-0.063726,0.000077,0.076350,0.010176,1.000000,262.0992,0.956073,0.7819,16.0000,0.642465,0.000000,0.000000,+0.642465,0
6200,0.318023,0.341289,0.340689,261.8793,2643350,0.64022732,824859,946947,871544,350724,0.339950,0.392094,0.472325,-0.064944,0.000092,0.080500,0.010327,1.000000,261.8793,0.954255,0.7633,16.0000,0.642218,0.000000,0.000000,+0.642218,0
6400,0.318378,0.341090,0.340531,261.7427,2644993,0.64062530,825896,946516,872581,345100,0.339094,0.391901,0.474058,-0.069369,0.000076,0.082562,0.010499,1.000000,261.7428,0.954036,0.7481,16.0000,0.642212,0.000000,0.000000,+0.642212,0
6600,0.318307,0.341145,0.340549,261.7702,2646047,0.64088058,827099,946589,872359,338915,0.338802,0.391657,0.474833,-0.068118,0.000086,0.085531,0.010641,1.000000,261.7702,0.954351,0.7348,16.0000,0.642327,0.000000,0.000000,+0.642327,0
6800,0.318676,0.340967,0.340358,261.6285,2647159,0.64114988,827570,946148,873441,332179,0.336809,0.391492,0.475869,-0.071338,0.000079,0.087686,0.010794,1.000000,261.6285,0.953317,0.7207,16.0000,0.642233,0.000000,0.000000,+0.642233,0
7000,0.318738,0.340921,0.340341,261.6045,2648580,0.64149404,828173,946428,873979,326594,0.337460,0.391187,0.477000,-0.074477,0.000103,0.090800,0.010944,1.000000,261.6046,0.952710,0.7089,16.0000,0.642463,0.000000,0.000000,+0.642463,0
7200,0.318646,0.340752,0.340602,261.6400,2649461,0.64170742,829081,946605,873775,320409,0.338353,0.390877,0.478125,-0.073929,0.000109,0.092955,0.011071,1.000000,261.6400,0.953044,0.6995,16.0000,0.642670,0.000000,0.000000,+0.642670,0
7400,0.318699,0.340881,0.340420,261.6196,2650136,0.64187092,830191,946278,873667,316079,0.337226,0.390556,0.480012,-0.075337,0.000116,0.095756,0.011210,1.000000,261.6196,0.953026,0.6908,16.0000,0.642903,0.000000,0.000000,+0.642903,0
7600,0.318578,0.340988,0.340434,261.6661,2651075,0.64209837,831332,946427,873316,311030,0.337705,0.390255,0.481411,-0.075302,0.000115,0.095776,0.011341,1.000000,261.6661,0.953861,0.6823,16.0000,0.643052,0.000000,0.000000,+0.643052,0
7800,0.318571,0.340807,0.340623,261.6689,2651265,0.64214438,832416,945995,872854,305410,0.336663,0.389938,0.480974,-0.077311,0.000117,0.095795,0.011454,1.000000,261.6689,0.954451,0.6751,16.0000,0.643234,0.000000,0.000000,+0.643234,0
8000,0.318374,0.340953,0.340672,261.7442,2651550,0.64221340,833153,946174,872223,299840,0.337689,0.389555,0.480314,-0.078282,0.000102,0.097886,0.011574,1.000000,261.7442,0.954466,0.6689,16.0000,0.643607,0.000000,0.000000,+0.643607,0
8200,0.318206,0.340944,0.340850,261.8088,2652869,0.64253289,833964,946775,872130,293630,0.337005,0.389195,0.479600,-0.076878,0.000117,0.099381,0.011695,1.000000,261.8088,0.955899,0.6652,16.0000,0.643860,0.000000,0.000000,+0.643860,0
8400,0.318040,0.341106,0.340854,261.8727,2653440,0.64267117,834510,947131,871799,290409,0.337645,0.388808,0.480532,-0.079233,0.000128,0.101001,0.011794,1.000000,261.8727,0.956825,0.6615,16.0000,0.644155,0.000000,0.000000,+0.644155,0
8600,0.317614,0.341302,0.341084,262.0363,2653785,0.64275473,835716,947580,870489,284389,0.337316,0.388391,0.481086,-0.082144,0.000111,0.102467,0.011905,1.000000,262.0363,0.957936,0.6597,16.0000,0.644544,0.000000,0.000000,+0.644544,0
8800,0.317307,0.341508,0.341185,262.1541,2654550,0.64293998,836608,948150,869792,279753,0.336807,0.387961,0.480847,-0.082588,0.000115,0.104878,0.011989,1.000000,262.1541,0.958881,0.6572,16.0000,0.644989,0.000000,0.000000,+0.644989,0
9000,0.317272,0.341420,0.341308,262.1675,2655466,0.64316189,837106,948431,869929,274830,0.336548,0.387562,0.479335,-0.081799,0.000117,0.108003,0.012099,1.000000,262.1675,0.960427,0.6569,16.0000,0.645344,0.000000,0.000000,+0.645344,0
9200,0.316581,0.341753,0.341667,262.4329,2656266,0.64335561,838484,949569,868213,269680,0.337232,0.387111,0.479605,-0.082381,0.000113,0.109200,0.012180,1.000000,262.4330,0.962407,0.6584,16.0000,0.645831,0.000000,0.000000,+0.645831,0
9400,0.316101,0.341998,0.341901,262.6174,2656198,0.64333916,839615,949961,866622,265607,0.336417,0.386684,0.478872,-0.084627,0.000109,0.109979,0.012280,1.000000,262.6174,0.964545,0.6598,16.0000,0.646230,0.000000,0.000000,+0.646230,0
9600,0.315832,0.342229,0.341939,262.7207,2656758,0.64347482,840376,950416,865966,260585,0.335869,0.386254,0.478037,-0.083273,0.000114,0.111172,0.012352,1.000000,262.7207,0.965723,0.6610,16.0000,0.646660,0.000000,0.000000,+0.646660,0
9800,0.315280,0.342482,0.342238,262.9326,2657062,0.64354843,841882,950954,864226,255928,0.335471,0.385827,0.477573,-0.082897,0.000120,0.112630,0.012409,1.000000,262.9326,0.966982,0.6624,16.0000,0.647111,0.000000,0.000000,+0.647111,0
10000,0.314755,0.342688,0.342557,263.1339,2657616,0.64368260,842673,951918,863025,252289,0.335194,0.385380,0.475820,-0.084095,0.000118,0.113240,0.012480,1.000000,263.1339,0.968805,0.6651,16.0000,0.647616,0.000000,0.000000,+0.647616,0
10200,0.314337,0.342827,0.342835,263.2945,2657714,0.64370632,843855,952239,861620,246670,0.334929,0.384973,0.474080,-0.085307,0.000119,0.115382,0.012543,1.000000,263.2945,0.971113,0.6686,16.0000,0.648018,0.000000,0.000000,+0.648018,0
10400,0.313996,0.343033,0.342971,263.4255,2657972,0.64376885,844240,952880,860852,241561,0.334881,0.384547,0.473315,-0.086920,0.000102,0.117297,0.012590,1.000000,263.4255,0.972666,0.6725,16.0000,0.648469,0.000000,0.000000,+0.648469,0
10600,0.313293,0.343315,0.343393,263.6955,2658325,0.64385432,845586,953835,858904,238235,0.335127,0.384123,0.471740,-0.086392,0.000110,0.117539,0.012640,1.000000,263.6955,0.974112,0.6761,16.0000,0.648949,0.000000,0.000000,+0.648949,0
10800,0.313084,0.343448,0.343468,263.7758,2658651,0.64393330,845979,954233,858439,233147,0.334888,0.383726,0.470084,-0.086751,0.000109,0.118128,0.012693,1.000000,263.7758,0.975812,0.6804,16.0000,0.649361,0.000000,0.000000,+0.649361,0
11000,0.312804,0.343500,0.343696,263.8832,2658321,0.64385337,846866,954202,857253,229219,0.335003,0.383321,0.469748,-0.087849,0.000095,0.118685,0.012722,1.000000,263.8832,0.978029,0.6861,16.0000,0.649778,0.000000,0.000000,+0.649778,0
11200,0.312280,0.343841,0.343879,264.0845,2658948,0.64400524,848016,955023,855909,224365,0.334430,0.382927,0.468983,-0.086555,0.000101,0.119991,0.012790,1.000000,264.0846,0.979677,0.6911,16.0000,0.650218,0.000000,0.000000,+0.650218,0
11400,0.312005,0.343994,0.344001,264.1900,2659438,0.64412391,848672,955507,855259,219960,0.333914,0.382563,0.468009,-0.087731,0.000097,0.120805,0.012815,1.000000,264.1900,0.980941,0.6963,16.0000,0.650587,0.000000,0.000000,+0.650587,0
11600,0.311568,0.344246,0.344186,264.3579,2659219,0.64407086,849354,955959,853906,216013,0.334033,0.382183,0.467174,-0.087143,0.000096,0.121375,0.012838,1.000000,264.3579,0.982381,0.7016,16.0000,0.651029,0.000000,0.000000,+0.651029,0
11800,0.310997,0.344522,0.344481,264.5772,2659317,0.64409459,850078,956825,852414,211648,0.333985,0.381818,0.466380,-0.087523,0.000091,0.122472,0.012878,1.000000,264.5772,0.984556,0.7075,16.0000,0.651429,0.000000,0.000000,+0.651429,0
12000,0.310563,0.344638,0.344799,264.7440,2660022,0.64426535,850994,957616,851412,207523,0.334068,0.381480,0.465386,-0.087545,0.000088,0.122245,0.012903,1.000000,264.7440,0.985114,0.7118,16.0000,0.651798,0.000000,0.000000,+0.651798,0
12200,0.310256,0.344836,0.344909,264.8619,2660596,0.64440435,851538,958265,850793,203290,0.334021,0.381147,0.464887,-0.088270,0.000086,0.123123,0.012933,1.000000,264.8619,0.986991,0.7178,16.0000,0.652162,0.000000,0.000000,+0.652162,0
12400,0.309828,0.345029,0.345143,265.0261,2660315,0.64433634,852403,958575,849337,199948,0.334093,0.380826,0.464009,-0.087712,0.000091,0.123384,0.012957,1.000000,265.0261,0.988004,0.7230,16.0000,0.652519,0.000000,0.000000,+0.652519,0
12600,0.309606,0.345214,0.345180,265.1112,2659761,0.64420211,852852,958531,848378,195713,0.334078,0.380514,0.462816,-0.087220,0.000092,0.124134,0.012975,1.000000,265.1112,0.989317,0.7290,16.0000,0.652870,0.000000,0.000000,+0.652870,0
12800,0.309271,0.345366,0.345363,265.2398,2660069,0.64427674,853548,959028,847493,192030,0.334320,0.380227,0.462178,-0.087837,0.000093,0.124714,0.013002,1.000000,265.2398,0.990322,0.7341,16.0000,0.653182,0.000000,0.000000,+0.653182,0
13000,0.309123,0.345419,0.345458,265.2967,2660334,0.64434093,853571,959455,847308,188106,0.334348,0.379947,0.461299,-0.088088,0.000089,0.124388,0.013030,1.000000,265.2967,0.991473,0.7394,16.0000,0.653501,0.000000,0.000000,+0.653501,0
13200,0.308736,0.345576,0.345688,265.4454,2659893,0.64423412,854201,959719,845973,184621,0.334304,0.379670,0.460616,-0.087513,0.000096,0.125572,0.013044,1.000000,265.4454,0.993313,0.7456,16.0000,0.653822,0.000000,0.000000,+0.653822,0
13400,0.308618,0.345574,0.345809,265.4908,2659784,0.64420772,854388,959815,845581,180352,0.334237,0.379427,0.459878,-0.087879,0.000097,0.125794,0.013063,1.000000,265.4908,0.993909,0.7499,16.0000,0.654079,0.000000,0.000000,+0.654079,0
13600,0.308188,0.345844,0.345967,265.6557,2660581,0.64440072,854828,960880,844873,177953,0.334123,0.379185,0.458954,-0.088376,0.000093,0.126206,0.013087,1.000000,265.6557,0.994815,0.7549,16.0000,0.654350,0.000000,0.000000,+0.654350,0
13800,0.307903,0.345877,0.346220,265.7653,2660413,0.64436007,855564,961017,843832,174968,0.333948,0.378957,0.458194,-0.088793,0.000095,0.126945,0.013098,1.000000,265.7653,0.995606,0.7592,16.0000,0.654596,0.000000,0.000000,+0.654596,0
14000,0.307716,0.346012,0.346272,265.8372,2660618,0.64440972,856075,961251,843292,172092,0.333956,0.378735,0.457312,-0.088469,0.000101,0.126967,0.013112,1.000000,265.8373,0.996339,0.7636,16.0000,0.654845,0.000000,0.000000,+0.654845,0
14200,0.307573,0.346062,0.346365,265.8921,2660222,0.64431381,856093,961339,842790,168974,0.333943,0.378528,0.456342,-0.088710,0.000106,0.127446,0.013129,1.000000,265.8921,0.997536,0.7682,16.0000,0.655070,0.000000,0.000000,+0.655070,0
14400,0.307424,0.346181,0.346395,265.9490,2660896,0.64447701,856531,961763,842602,166544,0.333995,0.378333,0.455864,-0.088990,0.000110,0.128042,0.013136,1.000000,265.9491,0.997613,0.7718,16.0000,0.655286,0.000000,0.000000,+0.655286,0
14600,0.307229,0.346333,0.346438,266.0240,2660703,0.64443028,856712,961979,842012,166146,0.334004,0.378147,0.455147,-0.089065,0.000107,0.128387,0.013150,1.000000,266.0240,0.998542,0.7763,16.0000,0.655480,0.000000,0.000000,+0.655480,0
14800,0.307031,0.346403,0.346566,266.1001,2660673,0.64442301,857024,962217,841432,163868,0.333851,0.377961,0.454259,-0.089056,0.000109,0.128650,0.013164,1.000000,266.1001,0.999764,0.7807,16.0000,0.655690,0.000000,0.000000,+0.655690,0
15000,0.306827,0.346493,0.346680,266.1784,2660669,0.64442205,857238,962529,840902,163188,0.333600,0.377787,0.453583,-0.089253,0.000101,0.128603,0.013175,1.000000,266.1784,1.000327,0.7845,16.0000,0.655879,0.000000,0.000000,+0.655879,0
15200,0.306579,0.346746,0.346675,266.2738,2661249,0.64456254,857656,963123,840470,162554,0.333542,0.377618,0.453078,-0.089721,0.000099,0.128758,0.013187,1.000000,266.2738,1.000899,0.7880,16.0000,0.656064,0.000000,0.000000,+0.656064,0
15400,0.306354,0.346825,0.346821,266.3599,2661176,0.64454484,857919,963418,839839,162076,0.333284,0.377456,0.452436,-0.090080,0.000100,0.129005,0.013195,1.000000,266.3599,1.001801,0.7921,16.0000,0.656229,0.000000,0.000000,+0.656229,0
15600,0.306450,0.346766,0.346784,266.3231,2661215,0.64455432,857956,963221,840038,163118,0.333123,0.377296,0.451881,-0.090542,0.000099,0.129437,0.013204,1.000000,266.3231,1.002104,0.7954,16.0000,0.656390,0.000000,0.000000,+0.656390,0
15800,0.306125,0.346848,0.347027,266.4479,2661677,0.64466619,858618,963792,839267,164082,0.333144,0.377128,0.451453,-0.091068,0.000101,0.129716,0.013211,1.000000,266.4479,1.002943,0.7993,16.0000,0.656581,0.000000,0.000000,+0.656581,0
16000,0.305941,0.347052,0.347008,266.5187,2661346,0.64458603,858940,963846,838560,166237,0.333268,0.376966,0.450992,-0.091342,0.000105,0.129981,0.013222,1.000000,266.5187,1.003531,0.8029,16.0000,0.656751,0.000000,0.000000,+0.656751,0
