step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
11000,3.869805,1.202195,19.623409,19.572771,19.579182,19.550083,19.519434,19.286547,1.001245,0.998532,0.998816,0.997371,0.995804,0.983694,13.629644,19.169533,18.654942,18.700880,20.361883,23.075052,4.68772358e-02,2.68459283e-02,4.73705046e-02,5.01772463e-02,5.00817932e-02,5.15410304e-02,5.52469119e-02
11500,3.856671,1.198099,19.629995,19.574089,19.579985,19.549942,19.518904,19.279545,1.001580,0.998596,0.998850,0.997361,0.995772,0.983322,13.599154,19.162066,18.656858,18.709011,20.380442,23.134188,4.73729937e-02,2.69931406e-02,4.78808507e-02,5.07379249e-02,5.06121814e-02,5.20925149e-02,5.59213497e-02
12000,3.849317,1.194328,19.637344,19.576145,19.581249,19.549986,19.518372,19.275862,1.001952,0.998701,0.998913,0.997360,0.995745,0.983127,13.577172,19.154497,18.663456,18.714712,20.399658,23.183430,4.77684612e-02,2.71135680e-02,4.82889935e-02,5.11874072e-02,5.10277636e-02,5.25275059e-02,5.64655289e-02
12500,3.824444,1.191447,19.643929,19.577681,19.581697,19.550152,19.517784,19.271721,1.002287,0.998777,0.998934,0.997367,0.995710,0.982904,13.562653,19.150568,18.668316,18.721518,20.416845,23.225245,4.80832622e-02,2.72120666e-02,4.86080982e-02,5.15414737e-02,5.13573140e-02,5.28817251e-02,5.68988957e-02
13000,3.808358,1.188626,19.649992,19.579344,19.581656,19.550255,19.517488,19.268513,1.002594,0.998860,0.998927,0.997370,0.995693,0.982736,13.552721,19.147188,18.672842,18.728392,20.432884,23.262922,4.83316742e-02,2.72921920e-02,4.88648899e-02,5.18195517e-02,5.16212285e-02,5.31539246e-02,5.72382584e-02
13500,3.804037,1.186112,19.656004,19.580866,19.582180,19.550467,19.517149,19.266211,1.002900,0.998937,0.998952,0.997380,0.995675,0.982612,13.548958,19.144541,18.676947,18.737259,20.447948,23.296122,4.85274233e-02,2.73569375e-02,4.90668230e-02,5.20397872e-02,5.18241040e-02,5.33652753e-02,5.75116128e-02
14000,3.782711,1.183511,19.661629,19.582550,19.583517,19.550920,19.517626,19.263739,1.003187,0.999024,0.999021,0.997403,0.995698,0.982481,13.547602,19.142187,18.683016,18.743048,20.463125,23.324118,4.86828263e-02,2.74112709e-02,4.92247343e-02,5.22169471e-02,5.19852266e-02,5.35297468e-02,5.77290319e-02
14500,3.766686,1.182220,19.666708,19.584295,19.584848,19.551212,19.518013,19.262329,1.003447,0.999111,0.999089,0.997416,0.995718,0.982407,13.549668,19.139853,18.688383,18.749578,20.473093,23.349939,4.88119091e-02,2.74631996e-02,4.93524224e-02,5.23631535e-02,5.21180071e-02,5.36710769e-02,5.79035953e-02
15000,3.769128,1.180904,19.671801,19.585548,19.585913,19.552004,19.518511,19.261168,1.003707,0.999175,0.999143,0.997455,0.995743,0.982344,13.550248,19.138229,18.691820,18.754831,20.485365,23.371815,4.89207444e-02,2.75060199e-02,4.94631305e-02,5.24850823e-02,5.22293523e-02,5.37861288e-02,5.80547526e-02
15500,3.757945,1.179723,19.676903,19.586950,19.586788,19.552725,19.518955,19.260166,1.003968,0.999246,0.999188,0.997493,0.995765,0.982289,13.551104,19.136148,18.696568,18.760958,20.495710,23.393925,4.90162891e-02,2.75478642e-02,4.95622531e-02,5.25911115e-02,5.23239970e-02,5.38842417e-02,5.81882671e-02
16000,3.752084,1.179331,19.681921,19.588619,19.587872,19.553631,19.519566,19.258875,1.004225,0.999330,0.999243,0.997538,0.995796,0.982220,13.553123,19.135836,18.700077,18.765707,20.506123,23.414705,4.91060838e-02,2.75895335e-02,4.96516414e-02,5.26931472e-02,5.24129942e-02,5.39776199e-02,5.83115667e-02
