#{"t_start": 1786026031.3473415, "env_id": "Walker2d-v5"}
r,l,t
2.299061,15,1.754067
3.761865,29,1.761237
-8.121602,20,1.766664
-7.013825,25,1.773526
7.075527,34,1.78257
32.998852,56,1.797436
5.540915,21,1.803104
-2.489697,26,1.810153
-7.424645,21,1.815801
6.864351,22,1.821997
0.124635,26,1.828589
4.369268,27,1.835749
-4.468996,13,1.839373
-0.342998,15,1.843454
1.970915,30,1.851222
0.566955,12,1.854779
-3.25566,11,1.857825
0.109625,13,1.861251
5.45469,18,1.866053
-1.485383,35,1.875519
4.22892,18,1.880447
-1.331712,13,1.884013
7.736403,20,1.889377
17.782293,53,1.903258
1.846689,12,1.906451
7.103331,31,1.91446
-3.361554,13,1.918097
0.013406,27,1.925534
5.187894,18,1.930318
3.300641,17,1.934735
-0.982306,12,1.9386
1.3727,12,1.942362
-6.031603,21,1.948531
-6.313078,19,1.954304
7.095711,26,1.964166
11.646624,22,1.970482
0.05567,12,1.97389
3.824241,22,1.9801
-3.574002,13,1.983804
18.767373,32,1.992979
3.42262,14,1.996824
22.107949,42,2.008488
-1.644661,9,2.011131
25.546467,38,2.021995
7.947169,26,2.029147
17.275717,43,2.041249
0.105823,21,2.047009
6.917505,18,2.051963
-2.751623,23,2.058176
-2.777577,33,2.067317
-4.177658,28,2.075221
9.737679,38,2.087879
-0.628023,19,2.093399
7.711332,20,2.098975
3.46719,28,2.107488
3.098921,18,2.112761
-0.075757,17,2.117611
-6.232674,30,2.125802
8.422933,25,2.132645
2.469324,25,2.139445
-2.753223,20,2.144707
1.504664,20,2.150349
-2.02271,15,2.154712
-3.901306,25,2.161486
-2.927835,11,2.164529
-1.312503,11,2.16728
2.030418,14,2.171038
5.053375,18,2.175753
-1.738879,12,2.178971
-0.908946,11,2.181909
1.654998,13,2.185402
0.877349,12,2.188645
2.001643,14,2.192343
3.663012,38,2.202047
-5.633086,20,2.20752
0.492939,24,2.213859
1.661989,28,2.221532
9.724166,40,2.232061
-2.71309,16,2.236395
2.36915,23,2.242587
0.011781,25,2.249327
-8.269788,14,2.253279
1.898539,17,2.258088
-0.439739,18,2.263118
5.102636,27,2.270717
-4.101403,10,2.273616
-4.223359,10,2.27634
5.843686,35,2.286004
2.46728,14,2.289735
2.229219,23,2.29575
-1.325946,16,2.299805
0.222461,10,2.302314
-1.637924,28,2.309477
-1.833429,38,2.319836
-0.839805,34,2.32912
-3.549531,23,2.335125
-5.069263,26,2.341846
0.808439,12,2.344857
-0.340132,12,2.348008
11.757699,40,2.358781
-4.463587,31,2.367404
3.080435,19,2.372744
10.400224,23,2.379592
12.113335,25,2.38667
0.219228,17,2.391355
-6.821023,24,2.397979
-6.320212,23,2.404581
-1.710585,28,2.412239
8.963215,27,2.420164
0.853517,13,2.42383
1.996061,22,2.429956
0.929583,11,2.432932
6.076578,25,2.439729
-0.852828,14,2.443594
5.992936,19,2.449158
0.193387,16,2.453943
9.670755,24,2.460359
-2.918509,28,2.468242
1.584472,28,2.475879
5.68322,22,2.482061
3.613962,31,2.490301
-6.888032,10,2.492652
-1.497376,21,2.498195
5.486027,26,2.505367
1.692092,12,2.508411
1.712198,34,2.516927
-0.209748,22,2.522502
-5.072888,27,2.52972
-3.550995,15,2.533692
-2.503003,13,2.537024
16.493649,33,2.545776
6.096976,26,2.553245
-1.376731,11,2.556278
-3.449717,13,2.559899
-1.019713,20,2.565386
4.102709,40,2.57688
-3.857026,15,2.581061
4.299669,28,2.589
-1.458114,16,2.593513
2.509301,30,2.601775
2.983763,18,2.606962
0.915939,14,2.610702
-1.055772,10,2.613575
-1.308844,14,2.617916
-0.67733,17,2.622491
1.145838,13,2.626033
4.406088,28,2.63349
2.156888,18,2.63836
3.326727,21,2.644021
4.8964,19,2.649153
-1.718691,19,2.654566
-2.187487,11,2.657595
1.824895,13,2.660895
1.705898,20,2.666169
-0.801629,15,2.670368
7.089841,30,2.678738
-7.409095,21,2.684554
-2.613516,13,2.688037
0.9583,16,2.69243
-4.56616,11,2.695268
-5.05038,12,2.69851
-1.069702,15,2.702567
33.585635,49,2.715787
9.385408,35,2.725083
2.74734,17,2.729797
-3.794658,13,2.733436
4.865143,17,2.738234
-0.569787,12,2.741327
0.42151,30,2.74916
-0.180045,24,2.755603
1.414706,39,2.766026
14.959953,40,2.776928
0.124534,15,2.780785
1.511894,20,2.786351
4.054354,17,2.791177
-0.329789,14,2.794683
4.804776,28,2.802529
-2.886285,25,2.809255
-5.8043,19,2.814419
6.554619,32,2.822839
1.456932,39,2.833692
1.806328,16,2.837784
5.181457,27,2.844917
9.843605,27,2.852131
9.236907,39,2.862636
3.619353,16,2.867092
6.880161,25,2.87395
5.923138,26,2.881073
8.328089,57,2.896025
-4.919482,16,2.899961
4.06315,26,2.906957
-1.697903,20,2.912218
-4.929474,16,2.916191
-3.686501,24,2.922305
4.779518,24,2.929142
9.817337,25,2.935702
1.973801,15,2.940041
1.830669,28,2.947426
1.16008,19,2.952746
-0.601966,16,2.957004
6.133123,37,2.967048
-2.532313,25,2.973926
-5.913151,25,2.980348
7.368243,48,2.993229
4.719606,21,2.998659
5.044442,25,3.005402
-2.507787,19,3.010679
-5.833579,15,3.014774
1.867059,39,3.025331
13.971177,27,3.032019
0.619466,15,3.036353
3.236936,14,3.040536
-2.510217,19,3.045963
-3.060065,29,3.054148
8.080562,23,3.060713
4.149433,43,3.073208
-3.338581,10,3.076122
-1.28097,15,3.080409
14.20385,24,3.087411
9.778072,31,3.095777
15.454021,42,3.106713
8.297698,20,3.112026
3.541822,34,3.121404
3.824114,23,3.127186
1.464989,18,3.132207
-2.147565,12,3.135569
-0.81597,23,3.141984
0.836764,13,3.145224
-1.211966,14,3.148937
2.801149,20,3.153832
-0.417821,13,3.157212
-3.391187,9,3.159511
2.797555,28,3.167153
-0.840662,15,3.1712
-4.316444,16,3.175329
-3.002509,18,3.180085
-3.830889,11,3.183098
-2.5979,9,3.185537
-2.067375,12,3.188991
-0.43051,29,3.196306
12.696514,34,3.205817
2.91312,17,3.210459
1.296909,23,3.216653
4.224377,38,3.226375
5.336005,23,3.232393
-2.572321,25,3.239208
-2.640341,9,3.241723
2.029039,25,3.248105
-1.988372,20,3.253618
-2.302242,13,3.257313
-1.567328,19,3.262801
1.213138,35,3.272166
2.41187,23,3.278509
7.949032,49,3.292054
-4.924099,12,3.295722
-2.729057,11,3.298914
-3.726768,17,3.303618
6.628674,21,3.309223
17.236374,26,3.316581
-2.9977,35,3.326111
3.894676,19,3.331252
-3.464017,19,3.336299
2.786516,15,3.340272
24.054114,51,3.354155
3.795959,20,3.359369
0.528515,28,3.367126
-6.835844,18,3.372124
7.098795,18,3.377074
6.34558,30,3.384927
4.144644,21,3.390325
6.245771,18,3.395146
-2.359084,16,3.399661
2.097591,15,3.403784
8.321411,21,3.409476
14.9736,31,3.418161
3.413448,27,3.425478
-3.972879,11,3.428305
-1.106229,28,3.435894
-1.812626,21,3.44116
25.609066,38,3.451207
0.805063,19,3.456198
-3.569384,26,3.463148
-9.124548,15,3.46728
-1.675449,13,3.470644
-2.863624,10,3.47322
7.864044,30,3.481735
3.076356,19,3.486646
11.552446,24,3.492899
1.642451,17,3.497379
0.354506,17,3.502212
3.369195,20,3.507727
5.226532,19,3.513223
-6.854068,22,3.519239
0.883273,26,3.526374
-1.893042,14,3.530338
5.060873,23,3.53659
12.220348,22,3.542829
6.344923,34,3.552633
4.048845,18,3.557968
6.605561,19,3.563206
0.029773,16,3.567554
9.650231,28,3.575308
12.010521,31,3.584506
2.84581,21,3.590281
-5.703538,20,3.595685
1.117773,15,3.599728
-0.080972,21,3.605553
-10.876692,15,3.609542
5.42098,19,3.614579
-3.601167,18,3.619563
-1.420505,11,3.622592
4.285563,19,3.627622
6.235184,31,3.636144
5.36455,29,3.644723
2.63546,38,3.655117
5.160036,23,3.661198
0.180373,12,3.664303
-0.815421,17,3.668663
4.388461,27,3.67634
-4.171924,15,3.680323
0.189534,24,3.686949
1.378135,12,3.689998
-3.12373,10,3.693084
1.625851,12,3.696397
5.107091,20,3.70183
5.963949,23,3.708459
-3.707951,16,3.713224
5.450344,23,3.719604
9.481698,34,3.728683
1.799108,26,3.735648
-1.047726,10,3.738446
10.780822,25,3.745533
-4.936211,20,3.750775
-1.012129,14,3.754902
-0.223635,14,3.759011
-4.170763,14,3.762777
-0.185263,14,3.766243
1.140138,21,3.771801
4.765839,28,3.779191
0.139048,21,3.784531
1.02862,17,3.789245
7.059257,29,3.797302
-2.491777,12,3.800745
7.572933,27,3.808006
-0.481962,17,3.812387
10.040823,25,3.818968
-7.89558,14,3.822783
-0.854254,14,3.826498
0.792367,14,3.830393
11.55555,25,3.837314
-1.832497,13,3.840796
1.874184,17,3.845101
14.063449,31,3.853296
3.823914,14,3.856931
1.078949,17,3.861481
1.089549,13,3.864876
0.255729,25,3.871623
-1.240353,12,3.875046
4.906122,24,4.344354
0.225648,12,4.430552
6.922811,32,4.654714
14.269299,47,4.982645
-2.678843,27,5.173054
12.246325,25,5.345496
7.227249,34,5.5834
1.150433,13,5.676463
-0.190778,27,5.865964
45.453589,67,6.337531
5.654581,65,6.794985
-6.500499,23,6.962925
32.34466,53,7.349369
8.215852,38,7.624711
-7.054876,23,7.786336
1.199523,12,7.872679
1.954351,35,8.121486
20.981915,54,8.501322
15.978496,44,8.807339
-11.501813,64,9.258559
2.143742,88,9.880981
-1.470694,155,10.976063
-26.274986,120,11.821709
-15.712288,108,12.591027
37.609398,173,13.8213
0.081071,128,14.722618
11.034157,158,15.84867
-8.673735,118,16.68625
102.224199,271,18.611234
21.657307,139,19.604422
0.007602,113,20.415532
1.249481,88,21.042791
20.951012,168,22.260728
36.27754,160,23.404817
349.527305,229,25.051627
385.159668,267,26.966808
323.972769,207,28.449382
316.06865,200,29.871825
424.766923,332,32.228636
327.418286,209,33.711078
285.348743,360,36.259599
294.593613,172,37.489
371.061818,238,39.187535
894.22406,1000,46.283948
256.029591,140,47.290981
244.703048,139,48.298635
487.096944,353,50.829101
876.94857,810,56.639766
211.202449,121,57.508885
268.10254,168,58.701915
318.027221,182,60.002146
375.13604,288,62.055673
342.399457,231,63.696533
275.965478,184,65.005602
226.621801,134,65.966594
285.640268,247,67.75692
264.745793,163,68.913666
236.42075,135,69.875787
257.625628,237,71.57645
378.034692,202,73.018967
309.482774,193,74.395629
212.467721,124,75.272174
219.088441,335,77.699001
510.877966,386,80.491508
397.007573,275,82.483391
277.754292,136,83.461511
54.009692,179,84.736178
665.299119,529,88.539992
400.990178,317,90.802599
151.254493,227,92.41763
268.977304,162,93.57343
286.886548,259,95.402105
298.602304,181,96.6736
400.528221,366,99.293092
395.223064,215,100.837646
239.727441,154,101.934756
369.995212,279,103.916136
217.741723,123,104.782762
162.539267,108,105.557408
273.941213,250,107.354755
267.365804,171,108.575629
158.827564,100,109.296024
201.001314,109,110.084244
133.138116,83,110.680368
157.761581,117,113.875817
230.88016,153,114.953091
166.574178,108,115.712229
410.370906,455,118.934011
278.799605,181,120.219669
162.420147,121,121.079409
14.042141,277,123.062218
808.10237,1000,130.23948
209.288462,185,131.547967
241.021076,183,132.855107
371.610203,303,135.022935
-5.089389,188,136.387413
58.917086,233,138.076779
52.261872,121,138.953406
11.167828,139,139.964533
6.756472,160,141.11534
133.49216,92,141.773688
242.543387,200,143.223224
233.480168,252,145.040174
210.915389,153,146.14145
46.160376,173,147.382538
313.846201,251,149.184288
167.109949,103,149.92046
222.579743,135,150.892918
10.532312,120,151.752837
190.729557,137,152.740806
240.902292,194,154.134635
254.611355,155,155.236717
219.419597,379,157.961932
7.058289,171,159.188065
368.165492,198,160.621295
196.085523,416,163.639359
439.530035,364,166.268034
38.817198,204,167.758645
184.305744,115,168.587688
251.661175,141,169.613585
533.137503,377,172.31139
260.387443,164,173.479418
355.012162,229,175.110332
191.611405,93,175.777144
276.790912,154,176.877913
303.39204,172,178.111283
235.648422,135,179.076141
383.60558,288,181.135264
302.197839,157,182.257843
207.05308,332,184.578498
351.007203,223,186.151331
334.68924,210,187.651897
325.224548,192,189.019535
278.327608,168,190.208621
270.818951,163,191.367199
202.721169,105,192.115065
268.445011,142,193.124473
246.671217,120,193.981318
301.577631,149,195.037605
323.743749,184,196.364049
255.383393,126,197.286382
282.239744,175,198.554377
350.782016,199,199.981339
315.032017,193,201.359012
336.713501,157,202.48622
268.750257,159,203.602533
329.033425,203,205.030946
260.421866,163,206.166637
316.831011,184,207.447904
992.351771,915,213.920806
367.799049,208,215.384346
300.68377,162,216.533832
308.67509,159,217.677737
327.580447,182,218.960814
314.206424,160,220.082732
299.619439,173,221.297884
308.779861,185,222.626693
207.838534,114,223.444614
6.247496,305,225.598362
162.880748,90,226.233375
200.698882,103,226.968669
265.50148,155,228.07619
301.126337,172,229.287958
7.054723,85,229.890772
123.346887,213,231.389675
208.13911,98,232.07939
391.677099,213,233.589073
54.32872,146,234.610347
154.386993,105,235.339793
368.606037,209,236.805023
380.388061,189,238.146406
274.14861,145,239.175983
451.684073,266,241.057097
211.092892,138,242.028797
305.480065,154,243.130333
236.095508,117,243.964795
262.210804,130,244.883264
223.638902,109,245.65009
374.76902,178,246.903279
260.492818,130,247.825029
471.447315,254,249.645513
295.538694,184,250.962223
249.767446,148,252.026347
364.991504,170,253.249259
219.031016,108,254.016337
645.998861,488,257.472171
296.44436,159,258.610081
325.805446,170,259.814839
294.134444,141,260.798334
378.247962,185,262.104216
412.892923,255,263.903881
362.34175,183,265.178959
683.827281,325,267.461452
421.435836,212,268.957388
440.085382,219,270.498042
205.788498,108,271.253381
310.526025,149,272.330702
308.736197,140,273.329486
474.108382,221,274.924397
292.992253,140,275.939997
438.920434,651,280.58793
353.693293,168,281.772073
497.556293,223,283.340193
19.117736,258,285.150661
191.202156,104,285.870788
473.201581,212,287.365807
381.406264,176,288.603134
508.721634,233,290.227424
395.50579,164,291.365524
516.104755,550,297.50747
85.88552,190,298.85134
279.623794,141,299.848677
484.033202,222,301.410464
390.540626,191,302.766712
369.422421,188,304.096026
539.743107,268,306.001365
629.353555,356,308.537464
464.831229,217,310.079033
573.636311,291,312.113761
41.546442,107,312.857901
469.230777,276,314.809923
496.864905,233,316.531153
593.351034,344,319.117256
1012.084148,1000,326.647631
-6.849108,117,327.523907
518.63841,219,329.069218
-4.469747,131,329.984927
579.879845,319,332.249257
0.950672,106,333.001638
1065.193739,913,339.431434
357.997942,183,340.718234
431.472835,209,342.177192
452.806382,210,343.646896
448.974223,213,345.15204
526.934167,294,347.244078
370.031667,170,348.451775
695.734583,288,350.51067
601.902578,283,352.583855
539.053997,250,354.45866
1021.118711,631,359.198668
299.886142,142,360.218976
712.430412,347,362.76569
508.615572,223,364.359157
570.735711,285,366.34063
396.613495,188,367.676992
567.485971,284,369.655807
492.144761,231,371.25024
620.003026,345,373.65903
390.767814,178,374.905802
944.429218,762,380.266838
566.757892,247,381.997014
706.282634,691,386.880752
1196.48725,683,391.701308
453.216585,209,393.172031
562.546282,261,395.009782
548.590651,253,396.822046
498.218761,276,398.76581
398.141378,211,400.246429
486.162177,212,401.729162
630.622734,323,404.018137
98.658861,145,405.038065
937.565697,410,407.940229
485.981712,251,409.724273
495.22255,207,411.194355
422.414942,193,412.596002
524.054735,232,414.259502
329.454777,154,415.389531
822.428775,330,417.784117
595.984503,250,419.571192
298.224559,152,420.662518
540.163514,240,422.390936
717.069083,418,425.546461
542.763827,267,427.534153
462.134162,240,429.285091
669.408406,345,431.783486
732.704235,362,434.369455
1014.678794,535,438.198282
53.784642,148,439.262756
634.318207,281,441.30318
83.660861,195,442.722439
447.189824,201,444.178526
682.305071,370,446.875538
60.85238,155,447.988491
244.190578,120,448.851387
1306.740026,652,453.514271
235.255904,118,454.376489
340.890507,157,455.499513
412.446868,187,456.872571
224.47954,164,458.096782
76.88728,244,459.909573
519.273548,251,461.771077
326.140177,150,462.88234
411.965414,185,464.233738
773.754082,415,467.278132
313.430379,139,468.294956
544.750783,242,470.064834
260.138536,146,471.133718
412.951865,180,472.467166
780.113937,338,479.592975
663.443812,294,481.740279
362.296384,199,483.184286
277.879406,138,484.181891
516.854017,221,485.77447
470.997983,272,487.779724
311.169738,145,488.83045
356.649204,143,489.855756
650.958578,289,491.912709
201.205762,105,492.655558
496.531932,183,493.954837
472.183626,214,495.478668
289.339035,132,496.416157
601.582901,246,498.168688
950.248901,443,501.390035
571.236433,252,503.211932
284.250093,166,504.390357
267.77295,136,505.348044
1000.556507,1000,512.517514
692.593704,516,516.211408
426.335684,189,517.548447
271.239847,126,518.432119
263.736494,157,519.53447
646.816126,415,522.451236
212.654839,131,523.383285
585.634736,254,525.192175
208.64072,113,525.99784
711.519062,291,528.063034
336.767082,160,529.203421
315.423272,147,530.260704
557.80363,238,531.965954
612.236463,252,533.77071
288.830882,141,534.77809
529.346964,285,536.831291
634.547396,272,538.787924
405.81653,176,540.042853
217.049504,128,540.947489
527.774642,289,543.002204
1281.971478,539,546.797444
485.217347,210,548.300681
623.03889,292,550.38219
649.860709,268,552.287158
410.563176,193,553.640851
335.072553,146,554.67448
1323.049764,515,558.336787
278.200963,136,559.301893
679.05874,284,561.330858
248.840245,121,562.195057
489.3104,221,563.770954
314.225392,181,565.04054
541.967455,268,566.922999
1436.057624,731,572.132604
913.458778,389,574.895142
274.981299,131,575.820571
369.413936,159,576.96366
1111.194756,594,581.176621
849.586472,421,584.128355
510.347736,197,585.539048
1686.357398,906,592.055835
354.182958,173,593.307738
324.836847,148,594.364422
560.710403,234,596.027956
1647.648918,752,601.419496
499.747135,278,603.413842
181.060754,97,604.104946
456.313428,412,607.05955
303.750576,153,608.165564
1204.73472,737,613.476377
393.926615,173,614.721304
538.30154,221,616.285809
929.236229,376,618.976541
831.956036,369,621.6184
236.206614,125,622.513573
319.032913,189,623.862309
269.808426,145,624.903819
497.312818,207,626.376318
731.178559,360,628.946606
651.103372,312,631.176082
334.312835,149,632.240782
1949.597971,1000,639.326784
393.652215,159,640.434831
325.507515,162,641.563414
695.451002,259,643.389438
279.232918,143,644.381835
858.70408,641,648.855175
1285.915947,574,652.855941
569.995591,213,654.346123
1699.706397,1000,664.458631
375.276055,178,665.711912
558.413451,273,667.649707
255.662317,136,668.604919
881.81181,416,671.519115
1415.623546,1000,678.569455
2190.13603,903,685.016741
417.366604,172,686.234364
935.065914,371,688.863926
901.792133,538,692.80164
209.665244,118,693.68952
581.240317,227,695.351341
865.626722,434,698.491224
296.808887,193,699.871724
823.461518,259,701.695005
361.747164,155,702.794401
314.768543,142,703.79877
811.11984,320,706.043391
384.58145,177,707.300481
556.885092,268,709.208003
633.469931,275,711.18394
780.872727,297,713.320905
1307.610102,463,716.679985
600.63938,217,718.246702
737.335388,353,720.875402
395.705374,197,722.325885
1319.14899,438,725.563483
521.177984,202,727.045196
276.511127,123,727.958624
314.800842,142,729.00752
1061.317917,446,732.263772
304.851766,165,733.459683
551.376343,263,735.371786
461.90185,216,736.945477
1097.098902,367,739.615761
457.785281,246,741.409886
592.680968,355,744.012918
610.374448,227,745.664423
1150.279843,427,748.781085
1051.126014,454,752.10472
779.947429,416,755.140946
503.272134,212,756.682932
387.814746,190,758.070059
411.283813,194,759.479578
605.301697,223,761.102013
1471.239093,530,764.933
229.162482,132,765.88938
1038.981564,438,769.080829
1347.36478,455,772.381311
622.05428,228,774.039948
554.704927,220,775.632349
822.46896,306,777.856508
674.982048,284,779.922396
678.921337,288,782.014373
1290.898717,525,785.835124
236.794959,148,786.909101
421.702281,192,788.305547
2126.501562,916,794.938293
626.941496,262,796.83622
394.925588,208,798.35022
1401.882822,507,801.998254
2168.71031,849,808.122725
994.399558,428,811.207402
968.68666,345,813.707312
590.790761,230,815.3749
771.663725,355,817.95171
1476.863737,477,821.385749
1370.35247,546,825.316356
1020.50087,340,827.768399
822.39949,297,829.905254
1386.512154,470,833.282779
829.614025,299,835.445586
787.54414,309,837.676327
121.065191,142,838.703939
1511.083992,694,846.01326
1075.820769,739,851.391194
827.362152,285,853.456422
914.606827,327,855.82976
980.590437,341,858.317604
1413.58613,880,864.734792
1065.069398,416,867.733438
824.752821,299,869.890941
1227.185656,407,872.880271
966.819369,365,875.533944
893.684991,330,877.954561
1374.335933,470,881.387164
833.527986,286,883.460322
981.654654,342,885.927057
1150.567295,643,890.515836
871.466716,331,892.921487
750.061363,269,894.857916
1305.498083,470,898.239856
1113.911616,383,900.994071
1185.387885,373,903.667831
790.864415,298,905.830858
871.38282,319,908.155269
1257.34731,449,911.420637
2820.065827,836,917.460705
1522.074628,515,921.156009
1337.570097,536,925.017319
553.415889,192,926.401252
858.993651,313,928.662044
1303.19593,457,931.952149
1518.016525,519,935.69209
969.462051,330,938.085227
239.452416,167,939.288674
1131.034095,402,942.196486
1031.960751,362,944.800617
931.900518,370,947.508993
1202.165618,411,950.491303
1014.162042,391,953.329346
2494.111321,914,959.940819
2063.625602,678,964.825356
1302.665202,423,967.873833
1554.526835,511,971.571693
280.72582,129,972.503765
3066.479459,1000,979.83876
2602.442097,832,985.883138
1966.158296,667,990.759316
1452.935963,518,994.489879
3075.746793,993,1001.736292
1656.581244,560,1005.845773
1750.119499,566,1009.935221
276.700447,126,1010.833781
1068.053243,374,1013.527972
3064.068904,1000,1020.715066
230.360865,110,1021.507849
2088.783597,678,1030.622514
1277.97665,445,1033.845289
1268.046175,416,1036.838811
3124.725879,1000,1044.041229
899.044239,325,1046.3823
1069.383646,366,1049.005412
3100.876886,1000,1056.24358
3029.063253,1000,1063.51121
2493.728474,796,1069.269427
910.640144,348,1071.766576
1511.984603,495,1075.3162
3205.520161,1000,1082.520655
220.779355,106,1083.28712
1627.671072,554,1087.268938
1654.096801,562,1091.344184
2901.055064,901,1097.994276
1041.553573,335,1100.458169
798.622056,283,1102.54554
2727.437,779,1108.257218
1776.274672,547,1112.240241
1652.461447,458,1115.580279
1511.830697,485,1119.133135
1958.155447,630,1123.735569
3108.752288,1000,1131.019332
2889.534565,854,1137.214199
183.348627,98,1137.932758
514.598709,209,1139.449374
788.209206,311,1141.69853
911.904422,313,1143.974888
2653.095854,855,1150.230504
193.945145,172,1151.501345
3232.793262,1000,1158.857102
2031.78936,667,1163.743293
174.400972,97,1164.461155
195.324648,118,1165.335476
1944.917482,578,1169.633457
2882.314953,1000,1177.048156
261.873589,120,1177.945237
1657.162771,563,1182.136482
3411.53769,1000,1189.552494
1783.049831,554,1193.64142
851.371024,305,1195.888361
1273.676358,412,1198.923859
2829.673884,887,1205.469121
2020.920648,573,1209.71986
3298.495131,952,1220.908688
99.639128,76,1221.467117
1108.252158,354,1224.087983
3565.782204,1000,1231.445464
3729.761795,1000,1238.853484
167.809824,95,1239.557775
2326.826576,674,1244.591318
1396.21613,438,1247.825782
1200.877188,379,1250.602852
520.294317,197,1252.044778
1217.335823,417,1255.077448
1584.577537,493,1258.615686
1800.298398,583,1262.852039
1804.916241,565,1266.931103
2250.597417,695,1271.916297
3181.450091,1000,1279.116273
3443.17525,989,1286.451483
3088.19266,1000,1293.685396
139.486091,83,1294.285316
3342.225783,1000,1301.579206
3375.930644,1000,1308.890255
3268.303582,1000,1316.172502
3190.284761,1000,1323.417731
3255.18682,1000,1330.673241
3385.153042,1000,1337.957067
200.666394,112,1338.772073
2240.532165,655,1343.537676
3300.027018,1000,1350.767783
742.978773,280,1352.781783
3410.095935,1000,1359.959838
3344.013415,1000,1367.217237
3493.232688,1000,1374.497068
3419.519188,1000,1381.727398
3511.854928,1000,1388.958151
3579.039688,1000,1396.193652
3563.685521,1000,1409.986089
3619.383185,1000,1417.197143
1929.960099,599,1421.541662
3698.412732,1000,1428.779302
3682.125573,1000,1435.982448
3711.043317,1000,1443.15128
3727.370834,1000,1450.338454
1946.607504,552,1454.316041
3801.69572,1000,1461.563485
2362.298854,644,1466.265083
3138.761011,836,1472.365666
3936.754742,1000,1479.642712
311.78351,225,1481.287278
3381.638942,876,1487.612276
1883.000025,512,1491.345502
3782.492402,1000,1498.633934
2939.207123,816,1504.564517
3410.693258,1000,1511.809639
63.43081,91,1512.473774
1645.813929,494,1516.073161
2853.88003,798,1522.087943
3.479043,26,1522.27731
-0.260168,21,1522.430899
-1.405733,21,1522.584698
0.639005,22,1522.74608
-0.547874,22,1522.905493
25.253524,118,1523.760264
1955.861081,552,1527.751638
1376.505514,467,1531.111252
2485.179756,744,1536.469112
4070.692791,1000,1543.679474
2825.824038,730,1548.951458
12.130783,27,1549.14571
160.442638,93,1549.817969
3545.466054,1000,1557.086043
1639.827778,466,1560.560388
2879.822088,739,1565.906407
3552.830888,1000,1573.21404
36.143514,42,1573.542442
3040.560283,891,1580.081776
3358.770226,1000,1592.846699
3936.73794,1000,1600.048358
3710.413931,1000,1607.257556
3896.356284,1000,1614.458395
3617.118587,1000,1621.676843
3838.695255,1000,1628.89231
3677.996133,1000,1636.114046
3551.526427,1000,1643.392358
3840.2182,1000,1650.648747
3829.497567,1000,1657.964938
3691.672789,1000,1665.430701
3666.675894,1000,1672.685949
3398.208432,914,1679.288068
3689.478303,938,1686.073587
3871.557217,1000,1693.301757
3347.768305,1000,1700.5391
3917.151856,1000,1707.809614
3659.105192,1000,1715.061582
3787.160967,1000,1722.259514
