step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L6.qk_lut.T_soft,L6.qk_lut.T_sel,L6.v_lut.T_soft,L6.v_lut.T_sel,L6.out_proj.T_soft,L6.out_proj.T_sel,L7.qk_lut.T_soft,L7.qk_lut.T_sel,L7.v_lut.T_soft,L7.v_lut.T_sel,L7.out_proj.T_soft,L7.out_proj.T_sel,L8.qk_lut.T_soft,L8.qk_lut.T_sel,L8.v_lut.T_soft,L8.v_lut.T_sel,L8.out_proj.T_soft,L8.out_proj.T_sel,L9.qk_lut.T_soft,L9.qk_lut.T_sel,L9.v_lut.T_soft,L9.v_lut.T_sel,L9.out_proj.T_soft,L9.out_proj.T_sel,L10.qk_lut.T_soft,L10.qk_lut.T_sel,L10.v_lut.T_soft,L10.v_lut.T_sel,L10.out_proj.T_soft,L10.out_proj.T_sel,L11.qk_lut.T_soft,L11.qk_lut.T_sel,L11.v_lut.T_soft,L11.v_lut.T_sel,L11.out_proj.T_soft,L11.out_proj.T_sel
13000,0.571775,0.299516,0.722627,0.259809,1.382718,0.146629,1.319310,0.316409,2.151225,0.206075,1.488682,0.186664,1.429368,0.323237,2.439664,0.217132,1.576994,0.203954,1.756632,0.301539,2.262050,0.213684,1.216778,0.216637,2.037235,0.291026,2.434500,0.213173,1.343785,0.201302,2.362843,0.292371,2.074497,0.236157,0.802399,0.252582,2.040394,0.324602,2.474548,0.224336,0.825583,0.224639,1.702839,0.347231,2.922690,0.222097,1.472602,0.226958,1.918594,0.322805,2.649465,0.223582,1.185104,0.214800,4.026373,0.228417,2.909630,0.219515,1.062150,0.180854,1.674400,0.364847,2.054094,0.283710,0.977290,0.237000,1.329109,0.390910,1.352583,0.355193,0.839291,0.272087
13200,0.571151,0.298446,0.723057,0.258534,1.389978,0.146032,1.320702,0.315470,2.161420,0.205026,1.495472,0.185815,1.431528,0.321999,2.452026,0.216151,1.585146,0.203054,1.762087,0.300549,2.270215,0.212496,1.220488,0.215519,2.045072,0.289885,2.447939,0.212101,1.348927,0.200394,2.374843,0.291163,2.087716,0.234991,0.804310,0.251448,2.047962,0.323376,2.488930,0.223219,0.828094,0.223629,1.706097,0.345871,2.938100,0.220891,1.480220,0.225832,1.923812,0.321620,2.664119,0.222625,1.190634,0.213893,4.050288,0.227107,2.928454,0.218309,1.066645,0.180171,1.681781,0.363660,2.065303,0.282365,0.982769,0.235890,1.332000,0.389525,1.358538,0.353969,0.841985,0.270551
13400,0.571028,0.297663,0.723112,0.257309,1.395688,0.145426,1.323819,0.315002,2.171457,0.204146,1.502210,0.184966,1.435364,0.321282,2.461766,0.215034,1.592734,0.202254,1.766448,0.299660,2.282766,0.211527,1.224459,0.214416,2.051905,0.289043,2.461713,0.211165,1.355047,0.199572,2.385399,0.290070,2.099077,0.233947,0.805947,0.250361,2.055522,0.322314,2.502743,0.222239,0.830638,0.222613,1.711557,0.344982,2.954053,0.219846,1.487196,0.224799,1.929278,0.320636,2.676632,0.221445,1.194545,0.212806,4.071555,0.225983,2.944575,0.217121,1.070931,0.179559,1.687410,0.362325,2.074414,0.281019,0.987591,0.234940,1.336154,0.388410,1.363841,0.352696,0.844432,0.269137
13600,0.570492,0.296742,0.723264,0.256089,1.401167,0.144858,1.325817,0.314279,2.179867,0.203260,1.507684,0.184087,1.438515,0.320527,2.471791,0.214009,1.599076,0.201485,1.770014,0.298615,2.293029,0.210618,1.228178,0.213405,2.057595,0.288123,2.472982,0.210161,1.359801,0.198735,2.395704,0.288943,2.109313,0.233074,0.807351,0.249303,2.063117,0.321386,2.514202,0.221170,0.832308,0.221593,1.715698,0.343933,2.966492,0.218696,1.493611,0.223763,1.934643,0.319583,2.689988,0.220684,1.199035,0.212047,4.089693,0.224897,2.962198,0.216067,1.075273,0.179083,1.693318,0.361229,2.084906,0.279824,0.992892,0.234014,1.340070,0.387446,1.369449,0.351420,0.847106,0.267792
13800,0.569938,0.295892,0.723615,0.254988,1.407819,0.144416,1.327271,0.313412,2.187009,0.202353,1.512935,0.183250,1.440801,0.319664,2.480147,0.212945,1.604880,0.200639,1.775003,0.297850,2.302280,0.209811,1.231759,0.212524,2.062713,0.287232,2.484757,0.209266,1.364160,0.197935,2.404950,0.288048,2.118861,0.232229,0.808644,0.248368,2.069514,0.320601,2.528440,0.220298,0.834692,0.220746,1.719833,0.342942,2.981339,0.217717,1.498995,0.222836,1.940867,0.318895,2.700102,0.219718,1.202967,0.211313,4.111640,0.223901,2.977666,0.214952,1.079124,0.178555,1.697093,0.359750,2.093083,0.278546,0.997382,0.233010,1.342292,0.386096,1.374581,0.350119,0.849516,0.266396
14000,0.569786,0.295285,0.723698,0.253921,1.412136,0.143811,1.328854,0.312775,2.194190,0.201469,1.517344,0.182434,1.442364,0.318669,2.490429,0.212096,1.610915,0.199885,1.777959,0.296901,2.311673,0.209049,1.235054,0.211771,2.068028,0.286511,2.495738,0.208436,1.368642,0.197225,2.412188,0.286937,2.128082,0.231275,0.809536,0.247372,2.074271,0.319510,2.538615,0.219349,0.836207,0.219847,1.723194,0.341946,2.993263,0.216817,1.504364,0.221930,1.946374,0.318127,2.711863,0.218995,1.207654,0.210674,4.130660,0.222884,2.992378,0.214021,1.082694,0.178092,1.701990,0.358859,2.102500,0.277506,1.001983,0.232155,1.344854,0.385014,1.379436,0.348980,0.852096,0.265232
14200,0.568595,0.294209,0.723556,0.252904,1.417011,0.143286,1.330254,0.312045,2.198999,0.200631,1.522125,0.181674,1.444292,0.317943,2.497594,0.211193,1.616593,0.199122,1.781723,0.296121,2.319684,0.208272,1.237384,0.210972,2.074563,0.286049,2.505259,0.207702,1.372889,0.196570,2.420659,0.286126,2.136995,0.230391,0.810429,0.246449,2.080374,0.318645,2.549034,0.218447,0.838117,0.219040,1.726041,0.341036,3.004431,0.215885,1.509225,0.221109,1.950621,0.317309,2.721514,0.218155,1.211403,0.209961,4.149050,0.222009,3.009157,0.213121,1.086698,0.177626,1.706996,0.357913,2.111465,0.276425,1.006576,0.231312,1.347327,0.384107,1.383994,0.347905,0.854220,0.264014
14400,0.568410,0.293630,0.723254,0.251935,1.421047,0.142800,1.331431,0.311403,2.204792,0.199852,1.526184,0.181022,1.445539,0.317141,2.504985,0.210332,1.621377,0.198432,1.785755,0.295459,2.326954,0.207461,1.239634,0.210203,2.078729,0.285308,2.514585,0.207087,1.377149,0.196081,2.429432,0.285343,2.145650,0.229607,0.811257,0.245424,2.086458,0.317933,2.558587,0.217594,0.839726,0.218194,1.728902,0.340195,3.017082,0.215058,1.514328,0.220351,1.954959,0.316541,2.732259,0.217347,1.215012,0.209201,4.164932,0.221195,3.022807,0.212291,1.090134,0.177215,1.711579,0.356970,2.119365,0.275394,1.010764,0.230530,1.349620,0.383240,1.388414,0.346849,0.856323,0.262906
14600,0.567761,0.292941,0.723122,0.251003,1.424994,0.142355,1.332297,0.310735,2.211560,0.199167,1.529943,0.180370,1.446564,0.316424,2.512309,0.209568,1.626674,0.197812,1.788867,0.294683,2.334627,0.206775,1.241974,0.209421,2.083619,0.284669,2.522855,0.206404,1.381174,0.195517,2.437832,0.284531,2.153081,0.228828,0.812255,0.244615,2.091824,0.317268,2.569546,0.216944,0.841359,0.217483,1.731944,0.339555,3.029016,0.214289,1.519558,0.219613,1.958730,0.315728,2.741355,0.216622,1.218220,0.208565,4.179938,0.220417,3.035197,0.211559,1.093039,0.176848,1.716155,0.356072,2.127146,0.274556,1.014268,0.229837,1.352671,0.382598,1.392435,0.345951,0.857877,0.261892
14800,0.566827,0.292104,0.722532,0.250030,1.427792,0.141831,1.333751,0.310208,2.217592,0.198442,1.533920,0.179774,1.448260,0.315776,2.519512,0.208831,1.631867,0.197187,1.791934,0.294121,2.341795,0.206086,1.244365,0.208707,2.088053,0.284049,2.531422,0.205754,1.384767,0.194978,2.444543,0.283757,2.160095,0.228091,0.812585,0.243739,2.096289,0.316586,2.577700,0.216245,0.842572,0.216729,1.735084,0.338765,3.039809,0.213486,1.524115,0.218985,1.962719,0.315127,2.749554,0.215926,1.221147,0.207891,4.193908,0.219634,3.046454,0.210817,1.095957,0.176478,1.719212,0.355127,2.133848,0.273643,1.018078,0.229198,1.355356,0.381818,1.396175,0.345037,0.859582,0.260891
15000,0.565760,0.291238,0.721851,0.249103,1.430390,0.141386,1.334746,0.309641,2.223349,0.197809,1.536993,0.179123,1.449367,0.315067,2.527016,0.208189,1.636433,0.196537,1.795614,0.293558,2.348346,0.205427,1.246185,0.207996,2.092988,0.283454,2.539462,0.205164,1.388091,0.194435,2.451761,0.283191,2.168154,0.227406,0.813613,0.242997,2.100147,0.315783,2.587792,0.215685,0.844431,0.216095,1.737101,0.337864,3.049521,0.212732,1.527658,0.218293,1.966671,0.314546,2.757525,0.215228,1.224422,0.207297,4.208909,0.218961,3.058918,0.210059,1.098991,0.176109,1.724007,0.354516,2.140817,0.272740,1.021486,0.228487,1.357853,0.380965,1.400156,0.344060,0.861059,0.259851
15200,0.564684,0.290388,0.721269,0.248149,1.433557,0.141001,1.336016,0.309106,2.229113,0.197225,1.540303,0.178495,1.450316,0.314390,2.532000,0.207496,1.640917,0.195993,1.798738,0.292992,2.354852,0.204813,1.248271,0.207305,2.096110,0.282816,2.546636,0.204475,1.390887,0.193827,2.457253,0.282368,2.175763,0.226637,0.814315,0.242162,2.105453,0.315088,2.596728,0.215120,0.846066,0.215436,1.739015,0.337139,3.058439,0.211987,1.531139,0.217592,1.969476,0.313750,2.766666,0.214636,1.227669,0.206778,4.222680,0.218252,3.070026,0.209339,1.101738,0.175713,1.728946,0.353856,2.147593,0.271793,1.024902,0.227743,1.359990,0.380187,1.403928,0.343124,0.862617,0.258818
15400,0.563839,0.289622,0.720935,0.247256,1.435889,0.140554,1.336983,0.308628,2.233582,0.196646,1.542711,0.177868,1.451426,0.313760,2.538040,0.206877,1.644832,0.195413,1.800731,0.292396,2.361578,0.204323,1.250887,0.206810,2.099416,0.282266,2.554377,0.203911,1.394438,0.193411,2.463198,0.281613,2.182611,0.225955,0.815055,0.241383,2.110281,0.314608,2.605564,0.214483,0.846916,0.214756,1.742058,0.336526,3.066519,0.211254,1.534904,0.216999,1.972723,0.313064,2.775076,0.214052,1.230384,0.206206,4.235569,0.217532,3.080901,0.208657,1.104522,0.175373,1.732431,0.353083,2.154512,0.271019,1.028223,0.227137,1.362655,0.379519,1.407663,0.342266,0.864047,0.257933
15600,0.563301,0.289032,0.720215,0.246392,1.438407,0.140162,1.337490,0.308047,2.239125,0.196084,1.546244,0.177329,1.453024,0.313225,2.543479,0.206280,1.648322,0.194897,1.804299,0.291974,2.368963,0.203811,1.253222,0.206225,2.102632,0.281666,2.561446,0.203328,1.397831,0.192964,2.469287,0.281000,2.189858,0.225376,0.815670,0.240659,2.115482,0.314167,2.614888,0.213877,0.848135,0.214119,1.744770,0.335853,3.077148,0.210567,1.539799,0.216416,1.976108,0.312464,2.783408,0.213457,1.233536,0.205631,4.247226,0.216885,3.092544,0.208124,1.107292,0.175099,1.736227,0.352356,2.160949,0.270249,1.031281,0.226507,1.364524,0.378732,1.410675,0.341380,0.864912,0.257017
15800,0.562330,0.288263,0.719594,0.245548,1.442322,0.139880,1.338665,0.307568,2.243609,0.195455,1.549225,0.176822,1.454135,0.312625,2.548537,0.205704,1.652899,0.194481,1.806594,0.291289,2.375838,0.203136,1.255455,0.205598,2.106700,0.281157,2.567697,0.202710,1.400693,0.192463,2.474257,0.280286,2.196798,0.224800,0.816281,0.239950,2.118090,0.313475,2.623118,0.213384,0.849503,0.213534,1.746773,0.335137,3.086354,0.209960,1.543791,0.215817,1.980062,0.311899,2.791088,0.212902,1.236590,0.205127,4.258560,0.216243,3.103372,0.207565,1.109497,0.174728,1.739125,0.351549,2.167388,0.269506,1.034063,0.225896,1.366821,0.378107,1.414082,0.340558,0.865994,0.256118
16000,0.561628,0.287621,0.718971,0.244708,1.445680,0.139534,1.339454,0.307013,2.247767,0.194840,1.552128,0.176283,1.455394,0.312020,2.553835,0.205038,1.657274,0.193995,1.809485,0.290763,2.382107,0.202447,1.256769,0.204856,2.109971,0.280587,2.575703,0.202142,1.403832,0.192001,2.479827,0.279651,2.204304,0.224302,0.817227,0.239225,2.122010,0.312770,2.630696,0.212732,0.850604,0.212919,1.748025,0.334408,3.094725,0.209333,1.547439,0.215286,1.983382,0.311305,2.799196,0.212364,1.239584,0.204648,4.270761,0.215661,3.114146,0.206913,1.112223,0.174416,1.742707,0.350854,2.173064,0.268743,1.036917,0.225318,1.368762,0.377436,1.417577,0.339786,0.867346,0.255293
