step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.417264,0.411064,0.424779,0.410305,0.456900,0.378320,0.553529,0.497246,0.483327,0.407196,0.524586,0.407424,0.516359,0.451345,0.432835,0.385380,0.657407,0.572979,0.551216,0.465024,0.464552,0.406031,0.642181,0.571882,0.583842,0.472829,0.490787,0.408141,0.644677,0.572898,0.600093,0.478683,0.513405,0.396750,0.501525,0.417892,0.611557,0.463119
2200,0.415602,0.404187,0.421773,0.402437,0.474078,0.372443,0.562686,0.498194,0.497588,0.404403,0.549377,0.409328,0.527780,0.447368,0.439998,0.375995,0.677544,0.573078,0.563111,0.461398,0.474683,0.397772,0.658913,0.573495,0.601035,0.470533,0.504240,0.400556,0.663882,0.577180,0.617898,0.477185,0.531985,0.391057,0.516940,0.411908,0.635177,0.458295
2400,0.415280,0.397895,0.420602,0.395048,0.493389,0.368254,0.568264,0.496762,0.513483,0.402870,0.574970,0.413039,0.539345,0.442766,0.451271,0.367557,0.696172,0.570915,0.576908,0.458649,0.487371,0.390592,0.675791,0.574131,0.617308,0.468516,0.518666,0.394471,0.683609,0.580919,0.635810,0.474759,0.554416,0.387131,0.533761,0.406417,0.658386,0.453143
2600,0.416535,0.392718,0.421406,0.388626,0.513600,0.365898,0.575737,0.496873,0.529347,0.401468,0.601115,0.417044,0.551557,0.439565,0.464678,0.360792,0.715131,0.566813,0.589257,0.454937,0.502173,0.384451,0.691133,0.572456,0.630988,0.465505,0.534375,0.389853,0.701665,0.581666,0.655422,0.472740,0.576186,0.384466,0.552916,0.402160,0.681230,0.448667
2800,0.417486,0.387813,0.422319,0.382960,0.534099,0.364432,0.582504,0.495925,0.547052,0.401768,0.627852,0.420985,0.564218,0.436779,0.479112,0.355680,0.732202,0.561518,0.604669,0.453548,0.518716,0.380007,0.707315,0.571026,0.645644,0.462630,0.549707,0.386452,0.719791,0.583510,0.675627,0.470852,0.598232,0.383093,0.572335,0.398245,0.704231,0.443809
3000,0.419694,0.384032,0.424306,0.377730,0.555479,0.364331,0.587300,0.494243,0.564494,0.401907,0.655383,0.425763,0.578513,0.435538,0.493772,0.351557,0.746100,0.554258,0.619409,0.451460,0.536280,0.376005,0.721486,0.567305,0.661264,0.460797,0.566817,0.382513,0.735867,0.581634,0.696074,0.470940,0.621326,0.382942,0.592653,0.395828,0.727724,0.438781
3200,0.421113,0.380124,0.426522,0.373247,0.576195,0.364151,0.592971,0.493251,0.582613,0.402807,0.682298,0.428960,0.593583,0.434161,0.510081,0.348854,0.763608,0.548434,0.634101,0.449096,0.555201,0.373557,0.738273,0.565417,0.675260,0.458385,0.583473,0.379295,0.750179,0.580371,0.713937,0.469692,0.644580,0.382582,0.612749,0.393013,0.752769,0.433264
3400,0.423426,0.376621,0.429161,0.369684,0.598266,0.364252,0.598525,0.492893,0.600547,0.403990,0.709023,0.433173,0.608898,0.432612,0.527531,0.346407,0.776059,0.541060,0.648192,0.447324,0.573398,0.371372,0.753578,0.563153,0.688585,0.454926,0.600190,0.376560,0.765511,0.577801,0.732907,0.468483,0.668075,0.382980,0.633178,0.391238,0.776030,0.428044
3600,0.425317,0.373756,0.431577,0.365913,0.619851,0.364489,0.602751,0.491874,0.617809,0.404846,0.735032,0.436741,0.623928,0.431020,0.543491,0.344223,0.788833,0.532163,0.662349,0.446152,0.592318,0.370096,0.769054,0.560033,0.703567,0.452897,0.616500,0.374087,0.779348,0.575129,0.753503,0.467275,0.689992,0.382765,0.654042,0.390049,0.799877,0.422585
3800,0.427080,0.371011,0.434796,0.363496,0.641260,0.366020,0.607240,0.491586,0.634016,0.404799,0.761059,0.439258,0.640926,0.431334,0.560106,0.342707,0.800130,0.522711,0.677141,0.445121,0.609966,0.368630,0.783070,0.556020,0.718463,0.451314,0.633018,0.372407,0.792415,0.572874,0.772656,0.465743,0.712928,0.382962,0.674167,0.388681,0.823299,0.417061
4000,0.429291,0.368860,0.437589,0.360653,0.660906,0.366456,0.610393,0.490439,0.649334,0.405601,0.785721,0.441939,0.657698,0.431336,0.575904,0.341619,0.809685,0.514050,0.690367,0.443452,0.627867,0.368749,0.798941,0.553900,0.731054,0.449617,0.649248,0.370275,0.805186,0.570596,0.791560,0.465483,0.734457,0.382715,0.694079,0.387060,0.845302,0.411760
