step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.260590,1.296820,14.132320,21.834145,23.370729,23.688051,25.106594,24.724880,0.718257,1.113545,1.191758,1.208286,1.280528,1.260906,16.797951,19.488342,18.556923,19.131981,21.634836,20.378260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.07609391,2.61555028,3.23226285,3.06213903,3.34067035,2.96660209,3.11142755,2.10354972,1.90744507,1.73747289,1.79478109,1.16832983,7.06065904e-03,4.72092722e-03,7.63308723e-03,7.87490979e-03,7.40301237e-03,7.49859912e-03,7.23341852e-03
6000,4.206102,1.286070,14.119081,21.993702,23.639465,23.993759,25.512281,25.164072,0.717313,1.121595,1.205372,1.223839,1.301166,1.283220,16.568176,19.443590,18.454073,19.084206,21.738380,20.422709,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.08489978,2.62817955,3.25773954,3.10462165,3.33266926,2.97934055,3.38174534,2.32041144,2.08579588,1.87688375,1.96237791,1.20943952,7.04378247e-03,3.89117422e-03,7.78738409e-03,8.05944391e-03,7.53804576e-03,7.62943830e-03,7.35720852e-03
6500,4.177822,1.275779,14.069007,22.151304,23.888165,24.275391,25.883074,25.576092,0.714640,1.129525,1.217966,1.238168,1.320043,1.304154,16.365480,19.404455,18.365936,19.043295,21.825890,20.468163,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.08044577,2.64927578,3.26940107,3.13423467,3.31415582,2.98400235,3.56881547,2.54723310,2.26200390,2.01905274,2.13026834,1.24719667,6.94485211e-03,2.88336072e-03,7.88970571e-03,8.17615166e-03,7.61080394e-03,7.68012740e-03,7.42896320e-03
7000,4.137918,1.267396,13.996918,22.303465,24.118378,24.548849,26.233385,25.959194,0.710895,1.137183,1.229617,1.252079,1.337864,1.323617,16.187418,19.372700,18.288313,19.013119,21.906403,20.510969,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.07258046,2.66691923,3.27921367,3.17178416,3.30293798,2.98118973,3.70309114,2.76761413,2.43380022,2.15933061,2.29730940,1.28781939,6.80927715e-03,1.93351600e-03,7.94336665e-03,8.22829828e-03,7.62653584e-03,7.68324500e-03,7.44070113e-03
7500,4.112625,1.260440,13.967549,22.459064,24.337326,24.800205,26.557325,26.326738,0.709328,1.145018,1.240708,1.264865,1.354349,1.342290,16.029932,19.340450,18.222879,18.990110,21.976706,20.554926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.07040441,2.70062947,3.29624391,3.20768476,3.28493905,2.97858906,3.78758860,2.97495484,2.60186028,2.30853438,2.47797537,1.32891297,6.76641734e-03,1.74415787e-03,7.94997253e-03,8.23793467e-03,7.60297105e-03,7.64508685e-03,7.41838105e-03
8000,4.080706,1.253769,13.958328,22.619419,24.547720,25.026644,26.859032,26.662025,0.708823,1.153093,1.251367,1.276387,1.369713,1.359337,15.906533,19.315094,18.162256,18.967422,22.043732,20.590395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.06737268,2.73988914,3.33242226,3.22355151,3.27421117,2.96945477,3.85793781,3.13936424,2.76474929,2.45766282,2.64997411,1.36819148,6.69013600e-03,1.50992163e-03,7.93043617e-03,8.20834935e-03,7.55248358e-03,7.57599436e-03,7.36363092e-03
8500,4.055063,1.248367,13.917546,22.740376,24.744680,25.241081,27.140646,26.966208,0.706722,1.159167,1.261338,1.287288,1.384045,1.374801,15.797018,19.292786,18.113857,18.953571,22.100893,20.627827,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.06108963,2.75308442,3.37306738,3.24504614,3.26791477,2.95366502,3.93444777,3.31717992,2.91421294,2.59979963,2.81679440,1.40726960,6.58748935e-03,1.27419317e-03,7.88464583e-03,8.14967509e-03,7.46834232e-03,7.47406902e-03,7.27401068e-03
9000,4.048737,1.242443,13.896227,22.875189,24.930260,25.443676,27.401165,27.252066,0.705649,1.165951,1.270730,1.297603,1.397308,1.389333,15.711883,19.272724,18.076500,18.940853,22.151176,20.659313,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.05813873,2.78827786,3.41430783,3.27577281,3.27309656,2.94053102,3.99722815,3.46913004,3.04048061,2.73821926,2.96957541,1.44684672,6.49971975e-03,1.22314843e-03,7.81511050e-03,8.06589704e-03,7.36895716e-03,7.35546276e-03,7.16974260e-03
9500,4.012419,1.237626,13.855680,22.983967,25.095213,25.623337,27.641848,27.513035,0.703566,1.171414,1.279091,1.306741,1.409568,1.402609,15.639329,19.257677,18.043032,18.931337,22.201176,20.690449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.05346918,2.80871820,3.44924712,3.30338812,3.27937484,2.92746258,4.05112553,3.62860894,3.16093588,2.87018657,3.11071014,1.48354113,6.37390998e-03,1.03132648e-03,7.71949487e-03,7.96793122e-03,7.24990247e-03,7.22758472e-03,7.04722013e-03
10000,3.998071,1.231733,13.835052,23.092405,25.239777,25.793461,27.857380,27.755264,0.702485,1.176861,1.286412,1.315402,1.420545,1.414934,15.584929,19.240055,18.016167,18.926802,22.247559,20.721169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.05170405,2.83295441,3.46984005,3.34210873,3.27879810,2.91456461,4.07260990,3.75954580,3.27457261,2.98711634,3.24889231,1.51965523,6.24191193e-03,8.58674233e-04,7.61711551e-03,7.84752332e-03,7.12124631e-03,7.08697923e-03,6.91993302e-03
10500,4.008515,1.227561,13.807161,23.204678,25.374117,25.943260,28.051016,27.978006,0.701108,1.182511,1.293220,1.323023,1.430401,1.426257,15.536729,19.226625,17.991758,18.920578,22.286230,20.749046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04879117,2.87429214,3.50494671,3.36919022,3.27919722,2.90859723,4.09718132,3.84754205,3.37502623,3.10085058,3.37814188,1.54972792,6.12555009e-03,8.29000899e-04,7.49453111e-03,7.71768810e-03,6.98204199e-03,6.93926727e-03,6.79077115e-03
11000,3.952254,1.223055,13.796205,23.294380,25.494528,26.081423,28.228193,28.163286,0.700532,1.187021,1.299317,1.330061,1.439425,1.435688,15.514080,19.214096,17.976013,18.919960,22.321550,20.774702,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04751694,2.89516926,3.53214741,3.40224957,3.28851104,2.88751626,4.10884523,3.92542219,3.46516490,3.20290208,3.49680281,1.58556736,5.97148386e-03,6.04221423e-04,7.36433500e-03,7.58266030e-03,6.84219785e-03,6.78972900e-03,6.64575957e-03
11500,3.942034,1.219389,13.782907,23.376165,25.603437,26.206804,28.381813,28.331963,0.699874,1.191132,1.304843,1.336441,1.447246,1.444268,15.492393,19.205513,17.961349,18.919771,22.350903,20.795109,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04539883,2.92156792,3.56407547,3.43731213,3.29503727,2.87354994,4.12727547,3.99839950,3.54196167,3.28812861,3.60018277,1.61585176,5.83811297e-03,4.74539032e-04,7.23636942e-03,7.45284837e-03,6.70865038e-03,6.64586015e-03,6.51041046e-03
12000,3.935590,1.215665,13.771910,23.449232,25.693737,26.316324,28.518448,28.476463,0.699336,1.194800,1.309417,1.342017,1.454197,1.451617,15.471961,19.197214,17.951986,18.921167,22.379065,20.811647,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04350245,2.94659162,3.58313775,3.46704316,3.30379438,2.85836864,4.14055586,4.05263901,3.60920167,3.36590362,3.69695830,1.64590251,5.72179513e-03,4.43596800e-04,7.10980501e-03,7.31980335e-03,6.57437043e-03,6.50554523e-03,6.37764996e-03
12500,3.911656,1.212418,13.757504,23.507923,25.771109,26.408758,28.639444,28.606396,0.698621,1.197751,1.313330,1.346724,1.460361,1.458230,15.461381,19.191650,17.942837,18.924397,22.400942,20.827816,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04100442,2.96554470,3.59822917,3.49164009,3.31254244,2.84866619,4.15738726,4.09373617,3.67076325,3.44115853,3.78290057,1.67100561,5.61142735e-03,4.02144098e-04,6.99171936e-03,7.19659124e-03,6.44696737e-03,6.37468090e-03,6.25646114e-03
13000,3.896185,1.209172,13.748378,23.559984,25.839893,26.493095,28.746817,28.717417,0.698174,1.200365,1.316815,1.351019,1.465831,1.463879,15.457897,19.185488,17.935850,18.926640,22.420422,20.839172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.03993165,2.98495078,3.61833596,3.51769328,3.32492065,2.83834076,4.16625309,4.12486744,3.71786475,3.50129986,3.85608387,1.69417274,5.50939972e-03,3.57798679e-04,6.88260607e-03,7.08105834e-03,6.33289851e-03,6.25747768e-03,6.14455901e-03
13500,3.892077,1.207340,13.751228,23.608454,25.901222,26.567583,28.837475,28.815624,0.698329,1.202807,1.319920,1.354811,1.470448,1.468877,15.451059,19.178391,17.930244,18.928762,22.438488,20.849348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04003489,3.00376439,3.63948154,3.54537630,3.33275223,2.83076978,4.16828442,4.15022850,3.75732684,3.55256820,3.91913342,1.71487975,5.42107464e-03,3.37095407e-04,6.78224862e-03,6.97801821e-03,6.23013638e-03,6.15163846e-03,6.04731077e-03
14000,3.871629,1.204742,13.753806,23.652145,25.952816,26.634760,28.919930,28.900705,0.698439,1.205001,1.322534,1.358232,1.474650,1.473208,15.445994,19.172527,17.923786,18.931999,22.452185,20.859739,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04052079,3.02228498,3.65551925,3.57541490,3.34709024,2.82507420,4.16862774,4.16569853,3.79574537,3.59319496,3.97341228,1.73367369,5.34082156e-03,3.06093483e-04,6.69219065e-03,6.88488362e-03,6.14007190e-03,6.05956232e-03,5.96212735e-03
14500,3.856258,1.202645,13.745976,23.685020,25.996464,26.690716,28.991034,28.973801,0.698052,1.206653,1.324742,1.361081,1.478274,1.476933,15.447124,19.170256,17.921013,18.932302,22.465269,20.867115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.03958750,3.03296041,3.66848254,3.59943724,3.36085534,2.81870866,4.17133141,4.18309307,3.82492447,3.63305736,4.01971245,1.75036144,5.27136911e-03,2.85375281e-04,6.61294907e-03,6.80328161e-03,6.05984405e-03,5.97945647e-03,5.88730816e-03
15000,3.859501,1.201005,13.747839,23.717785,26.037365,26.742035,29.055086,29.042688,0.698143,1.208300,1.326812,1.363696,1.481539,1.480438,15.445025,19.166138,17.917528,18.933659,22.474707,20.873901,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.03993690,3.04718852,3.68514299,3.62304854,3.37361836,2.81673074,4.17065334,4.19438028,3.84700561,3.66897154,4.06363726,1.76406932,5.21515286e-03,2.89004704e-04,6.54297881e-03,6.73132157e-03,5.99004235e-03,5.91106247e-03,5.82650723e-03
15500,3.848948,1.199654,13.749364,23.746180,26.074728,26.788673,29.113821,29.104265,0.698227,1.209725,1.328702,1.366071,1.484531,1.483573,15.447920,19.162659,17.915392,18.934954,22.487095,20.880482,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.03988075,3.05923867,3.70037770,3.64414883,3.38621306,2.81331372,4.17060804,4.20651531,3.86667752,3.70101929,4.10413551,1.77765846,5.16327351e-03,2.82122084e-04,6.47995621e-03,6.66636974e-03,5.92888426e-03,5.85010275e-03,5.77220600e-03
16000,3.843219,1.198918,13.749701,23.774660,26.110123,26.835379,29.170700,29.163824,0.698236,1.211152,1.330494,1.368449,1.487430,1.486608,15.445769,19.158733,17.913820,18.936626,22.496771,20.887981,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.03993464,3.07202220,3.71413231,3.66862941,3.39909196,2.81154847,4.17228699,4.21628761,3.88642311,3.73026156,4.14234114,1.79112852,5.11732468e-03,2.76866107e-04,6.42322237e-03,6.60815556e-03,5.87448385e-03,5.79590257e-03,5.72531763e-03
