step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2800,0.429979,0.413617,0.425648,0.386631,0.523566,0.362441,0.595463,0.481058,0.517919,0.382932,0.729154,0.511505,0.616080,0.472132,0.504133,0.371809,0.750306,0.576654,0.693086,0.505601,0.580430,0.380592,0.681241,0.490910,0.760806,0.496998,0.528156,0.369739,0.662084,0.508676,0.745958,0.489905,0.620893,0.382080,0.599355,0.406029,0.708612,0.442770
3000,0.429632,0.409946,0.427151,0.381822,0.545634,0.363535,0.603909,0.479497,0.535076,0.381891,0.757673,0.513400,0.627498,0.470643,0.519719,0.368107,0.774784,0.577240,0.705288,0.503139,0.602319,0.379463,0.703861,0.490457,0.790359,0.495836,0.544372,0.365883,0.672801,0.500960,0.771440,0.488465,0.647364,0.381315,0.618930,0.400387,0.732278,0.437339
3200,0.429894,0.407330,0.429444,0.377864,0.566049,0.363695,0.610467,0.477459,0.552635,0.381220,0.784226,0.514473,0.638965,0.468680,0.537458,0.365610,0.796328,0.576163,0.717811,0.501558,0.623537,0.377956,0.726114,0.491388,0.819568,0.492385,0.562601,0.363168,0.685281,0.494235,0.796646,0.486767,0.673433,0.379637,0.639511,0.396654,0.757182,0.431228
3400,0.429440,0.404318,0.431896,0.374187,0.586756,0.364293,0.616914,0.476063,0.569483,0.380248,0.812252,0.515192,0.649043,0.466727,0.555237,0.363009,0.817076,0.574827,0.729827,0.500571,0.644871,0.377696,0.748125,0.491719,0.848441,0.490642,0.581068,0.361478,0.696293,0.487355,0.820353,0.484585,0.698808,0.378289,0.659543,0.392865,0.779923,0.425304
3600,0.429616,0.401884,0.434148,0.371151,0.607512,0.365291,0.623099,0.474192,0.586012,0.379698,0.839395,0.516686,0.661845,0.465968,0.572723,0.361083,0.838590,0.572568,0.741628,0.499583,0.665526,0.376747,0.770067,0.491487,0.876203,0.487731,0.599030,0.359881,0.707340,0.479750,0.845302,0.482363,0.723949,0.376699,0.680170,0.390083,0.803777,0.419028
3800,0.429453,0.399201,0.436329,0.368241,0.626884,0.365597,0.629085,0.472830,0.602391,0.379945,0.865127,0.517722,0.670668,0.463055,0.590182,0.359724,0.860945,0.572019,0.751126,0.497148,0.686296,0.376527,0.791490,0.492181,0.903950,0.485656,0.617770,0.359282,0.717518,0.472851,0.866873,0.479039,0.748506,0.375068,0.699340,0.387379,0.825950,0.412726
4000,0.430000,0.397374,0.439179,0.365920,0.646158,0.365620,0.635547,0.471613,0.617522,0.378804,0.890224,0.516841,0.681984,0.461787,0.606934,0.357897,0.881278,0.571237,0.761617,0.496656,0.705561,0.375366,0.811170,0.491643,0.930073,0.482871,0.635487,0.357686,0.727927,0.467282,0.887009,0.476262,0.772075,0.373385,0.718975,0.384841,0.846183,0.406739
4200,0.430067,0.395414,0.441202,0.363703,0.665302,0.366717,0.640681,0.470853,0.631764,0.378876,0.915169,0.517269,0.691135,0.459436,0.622858,0.356388,0.898747,0.569226,0.768281,0.493770,0.724725,0.374578,0.831545,0.491977,0.954660,0.478417,0.653260,0.357282,0.737240,0.461408,0.906969,0.473336,0.794612,0.371072,0.737197,0.381512,0.864887,0.400756
4400,0.429249,0.392833,0.443581,0.361698,0.683107,0.368095,0.645137,0.469219,0.645838,0.378563,0.938047,0.517202,0.700506,0.457945,0.638442,0.355042,0.917226,0.568233,0.777282,0.492635,0.741974,0.373431,0.849207,0.491781,0.979428,0.473907,0.669535,0.356710,0.744202,0.455146,0.924112,0.470017,0.816094,0.368330,0.755049,0.378665,0.883200,0.394570
4600,0.429246,0.391241,0.445214,0.359730,0.699577,0.368605,0.649006,0.467511,0.660005,0.378812,0.960019,0.517997,0.708523,0.456289,0.652089,0.353610,0.934589,0.566342,0.782970,0.490381,0.758926,0.372789,0.865830,0.491203,1.003182,0.469444,0.684774,0.356182,0.752940,0.449670,0.938912,0.466337,0.836137,0.366538,0.772300,0.376597,0.900109,0.388581
4800,0.429022,0.389662,0.446694,0.358035,0.714882,0.369019,0.652096,0.465626,0.672995,0.378160,0.979744,0.516857,0.716425,0.455026,0.665702,0.352380,0.952001,0.564357,0.788652,0.488728,0.773575,0.371393,0.881985,0.491060,1.023765,0.465406,0.698790,0.354844,0.760230,0.444183,0.953721,0.463411,0.854609,0.364044,0.788949,0.374969,0.914613,0.382982
5000,0.429021,0.388403,0.447866,0.356503,0.729349,0.369305,0.655303,0.464299,0.684421,0.377100,0.999392,0.516914,0.722669,0.453097,0.677808,0.350584,0.965394,0.561915,0.792929,0.486781,0.787287,0.370357,0.898277,0.492112,1.042487,0.460974,0.711790,0.353584,0.767144,0.438551,0.964776,0.458842,0.870265,0.361305,0.804146,0.371986,0.927563,0.377394
5200,0.428960,0.387354,0.448996,0.355293,0.741267,0.368911,0.658443,0.463540,0.695054,0.376546,1.017483,0.516368,0.728644,0.451494,0.688245,0.349177,0.978734,0.559872,0.796757,0.484816,0.800393,0.369512,0.912705,0.492424,1.058246,0.457042,0.723930,0.353141,0.774113,0.434583,0.974470,0.455340,0.884405,0.358623,0.818212,0.370486,0.938926,0.372401
5400,0.428564,0.386155,0.449403,0.353716,0.753384,0.368892,0.660748,0.462039,0.705416,0.376188,1.032853,0.515106,0.734354,0.450265,0.698215,0.347896,0.991268,0.558677,0.800947,0.483472,0.812047,0.368813,0.926555,0.493040,1.073401,0.453041,0.734789,0.352202,0.780260,0.430363,0.983910,0.451612,0.897304,0.356032,0.830432,0.368268,0.948582,0.367498
5600,0.428388,0.385189,0.450213,0.352654,0.763631,0.368586,0.662478,0.460708,0.714731,0.375858,1.048139,0.514252,0.738745,0.449037,0.707869,0.346768,1.002188,0.556968,0.803706,0.481692,0.822432,0.367937,0.939116,0.493547,1.087240,0.449157,0.745425,0.351157,0.785060,0.426495,0.992421,0.448813,0.909761,0.353525,0.842414,0.366573,0.956537,0.363165
5800,0.427488,0.383777,0.450492,0.351585,0.772633,0.367912,0.664138,0.459766,0.722643,0.375212,1.062649,0.513699,0.743468,0.447766,0.716001,0.345406,1.011924,0.554997,0.806689,0.480563,0.831778,0.366702,0.950901,0.493318,1.099882,0.445150,0.755052,0.350462,0.790391,0.423150,0.997989,0.446022,0.921141,0.350949,0.853555,0.365295,0.963722,0.359104
6000,0.427102,0.383011,0.450296,0.350331,0.780177,0.367327,0.665796,0.458887,0.729007,0.374409,1.074841,0.512945,0.747406,0.446770,0.723742,0.344466,1.021057,0.553562,0.808815,0.479130,0.839888,0.365999,0.961450,0.493612,1.110697,0.441629,0.763161,0.349608,0.794159,0.419819,1.003482,0.443261,0.931126,0.348825,0.863053,0.364065,0.970562,0.355230
6200,0.426877,0.382374,0.450256,0.349443,0.786131,0.366256,0.667003,0.458129,0.734104,0.373172,1.084470,0.511071,0.750754,0.445664,0.730472,0.343578,1.029512,0.552224,0.810530,0.477965,0.846937,0.364959,0.971083,0.494036,1.120347,0.438344,0.770182,0.349113,0.799594,0.417241,1.009042,0.441037,0.939155,0.347002,0.872429,0.363024,0.976459,0.351839
6400,0.426233,0.381460,0.450016,0.348605,0.791134,0.365388,0.667738,0.457086,0.739148,0.372687,1.094181,0.510699,0.753677,0.444560,0.736425,0.342721,1.036648,0.550985,0.811874,0.476845,0.853459,0.364328,0.979912,0.494462,1.127360,0.435439,0.776666,0.348374,0.803137,0.414772,1.012589,0.438631,0.946376,0.345213,0.879919,0.361789,0.981758,0.348842
6600,0.425812,0.380896,0.449812,0.347881,0.795549,0.364524,0.668991,0.456761,0.743948,0.372053,1.101988,0.509679,0.755808,0.443454,0.741392,0.341899,1.042534,0.549849,0.813157,0.475748,0.859084,0.363712,0.987507,0.494772,1.134769,0.433138,0.782707,0.348060,0.807237,0.412591,1.016465,0.436864,0.952506,0.343666,0.886898,0.360730,0.985850,0.346220
6800,0.425305,0.380282,0.449386,0.347180,0.799208,0.363509,0.669738,0.456177,0.747828,0.371499,1.109002,0.508607,0.758233,0.442863,0.745977,0.340971,1.047958,0.548469,0.813900,0.474685,0.864562,0.363030,0.994217,0.494853,1.140352,0.430828,0.787931,0.347675,0.810708,0.410804,1.019783,0.434849,0.958095,0.341944,0.893100,0.359795,0.989725,0.343816
7000,0.424755,0.379666,0.448869,0.346456,0.801634,0.362589,0.670314,0.455572,0.751287,0.370869,1.115395,0.508051,0.760114,0.442168,0.750266,0.340415,1.053708,0.547869,0.815068,0.474015,0.869105,0.362599,1.000371,0.495265,1.145298,0.428981,0.792466,0.347097,0.813411,0.408923,1.022214,0.433035,0.962579,0.340593,0.898124,0.358806,0.993360,0.341678
7200,0.424288,0.379109,0.448447,0.345864,0.803264,0.361515,0.670893,0.455193,0.754641,0.370532,1.121268,0.507379,0.761565,0.441496,0.753776,0.339867,1.057909,0.546955,0.815830,0.473286,0.873008,0.362147,1.005389,0.495327,1.149516,0.427295,0.796518,0.346758,0.815977,0.407562,1.024349,0.431660,0.967560,0.339628,0.902967,0.358293,0.996276,0.339776
7400,0.424035,0.378849,0.448009,0.345276,0.804953,0.360744,0.670951,0.454517,0.757148,0.369981,1.126465,0.506563,0.762881,0.440796,0.757322,0.339518,1.061752,0.546137,0.816030,0.472293,0.876503,0.361676,1.009637,0.495107,1.153265,0.425786,0.800277,0.346447,0.818445,0.406439,1.026278,0.430421,0.971395,0.338571,0.906998,0.357559,0.999058,0.338089
7600,0.423666,0.378480,0.447567,0.344732,0.806146,0.359979,0.671280,0.454129,0.759600,0.369568,1.131474,0.505924,0.764478,0.440306,0.760465,0.339230,1.065427,0.545631,0.816648,0.471665,0.879686,0.361350,1.014199,0.495450,1.156523,0.424182,0.803526,0.346072,0.820279,0.405112,1.028353,0.429280,0.974862,0.337560,0.910835,0.356920,1.001320,0.336483
7800,0.423309,0.378136,0.447087,0.344229,0.806289,0.358886,0.671400,0.453669,0.761754,0.369138,1.136239,0.505428,0.765576,0.439731,0.763204,0.338731,1.068465,0.544647,0.817084,0.471100,0.882336,0.360778,1.018178,0.495544,1.159577,0.422761,0.806944,0.345997,0.822838,0.404134,1.029500,0.428159,0.978487,0.336779,0.914907,0.356510,1.003625,0.335075
8000,0.422916,0.377724,0.446712,0.343807,0.806471,0.357923,0.671793,0.453365,0.763858,0.368610,1.140360,0.504820,0.766861,0.439320,0.765762,0.338322,1.071529,0.544044,0.817822,0.470689,0.885104,0.360338,1.022295,0.495607,1.162310,0.421531,0.809814,0.345672,0.825033,0.403203,1.031179,0.427111,0.981262,0.335852,0.918513,0.355878,1.005642,0.333668
