step,frac_zero,frac_pos,frac_neg,nonzero_per_hyperplane,hamming_vs_init,hamming_frac,sign_flips_vs_init,zero_to_nonzero_vs_init,nonzero_to_zero_vs_init,churn_vs_prev_eval,T_min,T_mean,T_max,b_min,b_mean,b_max,b_absmean,b_frac_nonzero,mean_nonzero_count,proj_std,score_over_temp,divisor_mean,sparsity_surrogate,penalty_value,target_nonzero_frac,sparsity_slack,hinge_active
7200,0.304887,0.347489,0.347624,266.9234,12025940,0.63715726,3797655,4409310,3818975,1322818,0.338955,0.389297,0.461310,-0.065173,0.000076,0.086353,0.011009,1.000000,266.9234,0.980865,0.6927,16.0000,0.650630,0.000000,0.000000,+0.650630,0
7400,0.305141,0.347324,0.347535,266.8259,12030265,0.63738638,3798642,4408583,3823040,1291768,0.336821,0.389219,0.463075,-0.069897,0.000075,0.089123,0.011112,1.000000,266.8259,0.980288,0.6817,16.0000,0.650557,0.000000,0.000000,+0.650557,0
7600,0.305385,0.347204,0.347411,266.7321,12032048,0.63748085,3800687,4406148,3825213,1262258,0.335769,0.389129,0.463838,-0.070899,0.000078,0.091662,0.011222,1.000000,266.7321,0.980364,0.6709,16.0000,0.650508,0.000000,0.000000,+0.650508,0
7800,0.305581,0.347130,0.347288,266.6568,12035891,0.63768446,3803557,4404783,3827551,1231907,0.334879,0.389008,0.464661,-0.070404,0.000075,0.091700,0.011338,1.000000,266.6568,0.980093,0.6616,16.0000,0.650520,0.000000,0.000000,+0.650520,0
8000,0.305652,0.347118,0.347230,266.6295,12039182,0.63785881,3806081,4404497,3828604,1203691,0.334635,0.388886,0.466083,-0.070596,0.000084,0.091446,0.011436,1.000000,266.6295,0.979687,0.6536,16.0000,0.650541,0.000000,0.000000,+0.650541,0
8200,0.305875,0.347001,0.347124,266.5439,12042550,0.63803726,3807245,4403495,3831810,1172462,0.334723,0.388769,0.464605,-0.072272,0.000075,0.089956,0.011526,1.000000,266.5439,0.979586,0.6460,16.0000,0.650526,0.000000,0.000000,+0.650526,0
8400,0.305905,0.346979,0.347116,266.5325,12045429,0.63818979,3809888,4403332,3832209,1145272,0.334450,0.388629,0.465474,-0.072776,0.000068,0.090221,0.011614,1.000000,266.5325,0.979588,0.6397,16.0000,0.650573,0.000000,0.000000,+0.650573,0
8600,0.305919,0.346993,0.347087,266.5269,12046837,0.63826442,3811827,4402930,3832080,1119351,0.335782,0.388465,0.466223,-0.073666,0.000066,0.095117,0.011692,1.000000,266.5269,0.979831,0.6337,16.0000,0.650669,0.000000,0.000000,+0.650669,0
8800,0.305984,0.346979,0.347037,266.5022,12048923,0.63837492,3813959,4402299,3832665,1093170,0.335860,0.388297,0.466983,-0.073390,0.000080,0.094670,0.011762,1.000000,266.5022,0.980101,0.6294,16.0000,0.650780,0.000000,0.000000,+0.650780,0
9000,0.305909,0.346963,0.347128,266.5311,12051065,0.63848841,3816158,4402981,3831926,1064223,0.334875,0.388111,0.467478,-0.074788,0.000077,0.097102,0.011836,1.000000,266.5311,0.980298,0.6261,16.0000,0.650916,0.000000,0.000000,+0.650916,0
9200,0.305950,0.346954,0.347096,266.5153,12054523,0.63867164,3818453,4403173,3832897,1037615,0.334514,0.387947,0.468487,-0.075263,0.000066,0.097142,0.011901,1.000000,266.5153,0.980453,0.6228,16.0000,0.651006,0.000000,0.000000,+0.651006,0
9400,0.306055,0.346924,0.347021,266.4748,12055806,0.63873959,3819360,4402366,3834080,1016386,0.333753,0.387752,0.467915,-0.076263,0.000066,0.098402,0.011959,1.000000,266.4748,0.980667,0.6207,16.0000,0.651142,0.000000,0.000000,+0.651142,0
9600,0.305878,0.347000,0.347122,266.5427,12058892,0.63890308,3822016,4404251,3832625,989344,0.333594,0.387550,0.467932,-0.077477,0.000070,0.101010,0.012025,1.000000,266.5427,0.981477,0.6194,16.0000,0.651301,0.000000,0.000000,+0.651301,0
9800,0.305922,0.346940,0.347138,266.5260,12059597,0.63894045,3823249,4403575,3832773,962140,0.331894,0.387358,0.468422,-0.078474,0.000069,0.100920,0.012067,1.000000,266.5260,0.982221,0.6180,16.0000,0.651446,0.000000,0.000000,+0.651446,0
10000,0.305672,0.347092,0.347236,266.6219,12060200,0.63897240,3826043,4404838,3829319,940543,0.331168,0.387136,0.467766,-0.079718,0.000067,0.099433,0.012113,1.000000,266.6219,0.982442,0.6180,16.0000,0.651671,0.000000,0.000000,+0.651671,0
10200,0.305566,0.347132,0.347302,266.6627,12061227,0.63902682,3828112,4405319,3827796,915668,0.330876,0.386916,0.468356,-0.080628,0.000070,0.102846,0.012154,1.000000,266.6627,0.982988,0.6185,16.0000,0.651889,0.000000,0.000000,+0.651889,0
10400,0.305381,0.347243,0.347376,266.7339,12063250,0.63913399,3830187,4407042,3826021,892428,0.330978,0.386698,0.468262,-0.081488,0.000060,0.102521,0.012190,1.000000,266.7339,0.983645,0.6193,16.0000,0.652111,0.000000,0.000000,+0.652111,0
10600,0.305303,0.347264,0.347433,266.7636,12064325,0.63919097,3832140,4407333,3824852,867608,0.330955,0.386483,0.468839,-0.082418,0.000061,0.104181,0.012223,1.000000,266.7636,0.984223,0.6211,16.0000,0.652322,0.000000,0.000000,+0.652322,0
10800,0.305186,0.347347,0.347467,266.8085,12065332,0.63924432,3834239,4407890,3823203,843762,0.330420,0.386266,0.468334,-0.083697,0.000063,0.104697,0.012261,1.000000,266.8085,0.985466,0.6234,16.0000,0.652537,0.000000,0.000000,+0.652537,0
11000,0.304887,0.347506,0.347607,266.9234,12067290,0.63934803,3836781,4410423,3820086,824054,0.329992,0.386044,0.468153,-0.083149,0.000069,0.104508,0.012295,1.000000,266.9234,0.986365,0.6256,16.0000,0.652774,0.000000,0.000000,+0.652774,0
11200,0.304800,0.347566,0.347634,266.9568,12067953,0.63938314,3838194,4410870,3818889,801286,0.329482,0.385827,0.467552,-0.082984,0.000073,0.104422,0.012322,1.000000,266.9568,0.987210,0.6283,16.0000,0.653005,0.000000,0.000000,+0.653005,0
11400,0.304654,0.347622,0.347724,267.0130,12069746,0.63947815,3840503,4411991,3817252,778252,0.329302,0.385618,0.466736,-0.083070,0.000067,0.104682,0.012357,1.000000,267.0130,0.987895,0.6311,16.0000,0.653227,0.000000,0.000000,+0.653227,0
11600,0.304479,0.347751,0.347770,267.0801,12070133,0.63949865,3842387,4412892,3814854,754269,0.329319,0.385408,0.465995,-0.083643,0.000075,0.104234,0.012379,1.000000,267.0801,0.988624,0.6344,16.0000,0.653452,0.000000,0.000000,+0.653452,0
11800,0.304276,0.347837,0.347887,267.1581,12070605,0.63952368,3845100,4413690,3811815,734383,0.329385,0.385209,0.465989,-0.084044,0.000073,0.105126,0.012403,1.000000,267.1581,0.989465,0.6375,16.0000,0.653665,0.000000,0.000000,+0.653665,0
12000,0.304151,0.347874,0.347975,267.2061,12071616,0.63957721,3845825,4415012,3810779,711216,0.329738,0.385027,0.465552,-0.084562,0.000075,0.104463,0.012421,1.000000,267.2061,0.990337,0.6406,16.0000,0.653856,0.000000,0.000000,+0.653856,0
12200,0.304021,0.347927,0.348051,267.2558,12071206,0.63955551,3847672,4415104,3808430,691625,0.329768,0.384832,0.464966,-0.084615,0.000072,0.104428,0.012441,1.000000,267.2558,0.991173,0.6447,16.0000,0.654065,0.000000,0.000000,+0.654065,0
12400,0.303923,0.347972,0.348105,267.2936,12072067,0.63960111,3849034,4415784,3807249,672597,0.329359,0.384653,0.464546,-0.085187,0.000070,0.103266,0.012451,1.000000,267.2936,0.991641,0.6479,16.0000,0.654260,0.000000,0.000000,+0.654260,0
12600,0.303760,0.348092,0.348148,267.3562,12073212,0.63966179,3850276,4417272,3805664,651179,0.328897,0.384472,0.464618,-0.085646,0.000067,0.104324,0.012466,1.000000,267.3562,0.992249,0.6516,16.0000,0.654461,0.000000,0.000000,+0.654461,0
12800,0.303541,0.348169,0.348289,267.4402,12072548,0.63962662,3852317,4417985,3802246,632501,0.328682,0.384294,0.464514,-0.085392,0.000067,0.104031,0.012479,1.000000,267.4402,0.993207,0.6552,16.0000,0.654669,0.000000,0.000000,+0.654669,0
13000,0.303354,0.348230,0.348415,267.5120,12073833,0.63969469,3853740,4419681,3800412,613216,0.328248,0.384124,0.464202,-0.086246,0.000069,0.105819,0.012491,1.000000,267.5120,0.994024,0.6591,16.0000,0.654870,0.000000,0.000000,+0.654870,0
13200,0.303250,0.348302,0.348448,267.5521,12075006,0.63975686,3854994,4420626,3799386,597401,0.328559,0.383963,0.463587,-0.086473,0.000071,0.105552,0.012503,1.000000,267.5521,0.994628,0.6626,16.0000,0.655056,0.000000,0.000000,+0.655056,0
13400,0.303055,0.348396,0.348549,267.6267,12074660,0.63973850,3856528,4421520,3796612,579088,0.328184,0.383813,0.463071,-0.087158,0.000072,0.104840,0.012513,1.000000,267.6267,0.995449,0.6664,16.0000,0.655224,0.000000,0.000000,+0.655224,0
13600,0.303054,0.348416,0.348530,267.6272,12075731,0.63979524,3856783,4421939,3797009,563386,0.328242,0.383676,0.462517,-0.087432,0.000071,0.104659,0.012522,1.000000,267.6272,0.996002,0.6697,16.0000,0.655373,0.000000,0.000000,+0.655373,0
13800,0.302811,0.348542,0.348647,267.7206,12075352,0.63977516,3858243,4423316,3793793,548131,0.328513,0.383533,0.462325,-0.087587,0.000071,0.105435,0.012528,1.000000,267.7206,0.996688,0.6732,16.0000,0.655543,0.000000,0.000000,+0.655543,0
14000,0.302742,0.348565,0.348693,267.7470,12076158,0.63981789,3859814,4423581,3792763,535039,0.328354,0.383406,0.462015,-0.087079,0.000072,0.105272,0.012537,1.000000,267.7470,0.997277,0.6765,16.0000,0.655682,0.000000,0.000000,+0.655682,0
14200,0.302551,0.348651,0.348798,267.8206,12077042,0.63986474,3861048,4425215,3790779,520598,0.328187,0.383281,0.461726,-0.087850,0.000073,0.105191,0.012543,1.000000,267.8206,0.998019,0.6796,16.0000,0.655823,0.000000,0.000000,+0.655823,0
14400,0.302544,0.348643,0.348813,267.8230,12077204,0.63987333,3861094,4425331,3790779,510170,0.328535,0.383165,0.461499,-0.087374,0.000072,0.105427,0.012548,1.000000,267.8230,0.998177,0.6824,16.0000,0.655950,0.000000,0.000000,+0.655950,0
14600,0.302530,0.348667,0.348803,267.8285,12078006,0.63991576,3861855,4425487,3790664,500605,0.328531,0.383054,0.461136,-0.087756,0.000073,0.106314,0.012554,1.000000,267.8285,0.998565,0.6854,16.0000,0.656064,0.000000,0.000000,+0.656064,0
14800,0.302414,0.348727,0.348860,267.8732,12077480,0.63988793,3862535,4425983,3788962,491436,0.328646,0.382944,0.460947,-0.087700,0.000074,0.106877,0.012560,1.000000,267.8732,0.999219,0.6886,16.0000,0.656183,0.000000,0.000000,+0.656183,0
15000,0.302317,0.348767,0.348917,267.9103,12077433,0.63988543,3863688,4426296,3787449,485782,0.328476,0.382837,0.460728,-0.088042,0.000076,0.107010,0.012563,1.000000,267.9103,0.999713,0.6915,16.0000,0.656295,0.000000,0.000000,+0.656295,0
15200,0.302185,0.348824,0.348991,267.9610,12077759,0.63990271,3864450,4427323,3785986,481620,0.328179,0.382730,0.460086,-0.088200,0.000078,0.106969,0.012568,1.000000,267.9610,1.000278,0.6945,16.0000,0.656414,0.000000,0.000000,+0.656414,0
15400,0.302018,0.348929,0.349053,268.0250,12077764,0.63990295,3865635,4428305,3783824,479254,0.328150,0.382626,0.459928,-0.088287,0.000077,0.107164,0.012570,1.000000,268.0250,1.000745,0.6974,16.0000,0.656527,0.000000,0.000000,+0.656527,0
15600,0.302014,0.348922,0.349064,268.0268,12077695,0.63989931,3866284,4427991,3783420,479406,0.328285,0.382525,0.459638,-0.088270,0.000076,0.106879,0.012575,1.000000,268.0268,1.001061,0.7000,16.0000,0.656633,0.000000,0.000000,+0.656633,0
15800,0.301980,0.348946,0.349075,268.0398,12078492,0.63994151,3866589,4428556,3783347,480330,0.328217,0.382427,0.459357,-0.088503,0.000076,0.107381,0.012579,1.000000,268.0398,1.001393,0.7026,16.0000,0.656732,0.000000,0.000000,+0.656732,0
16000,0.301851,0.348999,0.349151,268.0893,12078738,0.63995457,3867269,4429557,3781912,485258,0.328011,0.382327,0.459166,-0.088599,0.000075,0.108052,0.012585,1.000000,268.0893,1.001990,0.7056,16.0000,0.656835,0.000000,0.000000,+0.656835,0
