step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2200,0.322185,0.318347,0.377059,0.359081,0.322265,0.321267,0.514700,0.391123,0.460870,0.456697,0.486740,0.481236,0.517902,0.515951,0.538803,0.512873,0.718306,0.617374,0.497989,0.495699,0.557265,0.482623,0.778047,0.682477,0.499539,0.497245,0.487156,0.434691,0.685923,0.637731,0.497695,0.495807,0.527884,0.455822,0.722858,0.662043
2400,0.313957,0.308409,0.368405,0.345005,0.310037,0.307534,0.535315,0.383114,0.455523,0.449903,0.482354,0.476686,0.516447,0.514520,0.538957,0.511875,0.734879,0.622370,0.498933,0.496219,0.567382,0.484047,0.806825,0.700688,0.501009,0.499073,0.487263,0.434077,0.690840,0.641094,0.497964,0.495334,0.534033,0.453751,0.730875,0.665177
2600,0.307892,0.300267,0.363817,0.332790,0.299130,0.294664,0.556611,0.378097,0.450320,0.443473,0.477455,0.471674,0.514489,0.512590,0.539049,0.510722,0.747985,0.626445,0.500243,0.497033,0.576325,0.485108,0.829878,0.712561,0.500507,0.498413,0.487033,0.433428,0.694227,0.643380,0.496771,0.492976,0.541298,0.453610,0.736933,0.667557
2800,0.301943,0.292327,0.362659,0.322777,0.290427,0.283258,0.577894,0.372075,0.444858,0.436850,0.472710,0.466893,0.514159,0.512071,0.538811,0.509666,0.760455,0.630049,0.501589,0.497375,0.585018,0.486285,0.842216,0.718199,0.501292,0.498601,0.487095,0.432970,0.696903,0.645140,0.495888,0.492468,0.547188,0.453682,0.741951,0.669532
3000,0.298577,0.286679,0.363856,0.313330,0.283819,0.272938,0.600458,0.367840,0.440554,0.431034,0.468080,0.462189,0.512547,0.510356,0.537567,0.507784,0.771805,0.633601,0.501333,0.497096,0.592416,0.486598,0.851461,0.722374,0.501230,0.497727,0.487524,0.432824,0.699075,0.646575,0.499809,0.494405,0.552832,0.451996,0.746532,0.671411
3200,0.295619,0.281656,0.368046,0.305891,0.280808,0.263563,0.623280,0.364936,0.436826,0.425641,0.463451,0.457361,0.511751,0.509328,0.536947,0.506687,0.782771,0.637398,0.502005,0.497365,0.601187,0.487513,0.861178,0.726590,0.500577,0.496171,0.488006,0.432722,0.700960,0.647831,0.498763,0.492382,0.558511,0.451044,0.750847,0.673135
3400,0.293478,0.277606,0.373996,0.300050,0.280431,0.255591,0.644716,0.361706,0.433454,0.420517,0.458628,0.452355,0.511577,0.509055,0.536155,0.504951,0.795361,0.642010,0.502479,0.497088,0.610560,0.488548,0.870452,0.730720,0.501515,0.497113,0.488415,0.432712,0.702713,0.649004,0.498282,0.492036,0.564727,0.449924,0.754913,0.674794
3600,0.291787,0.273998,0.381177,0.294771,0.282620,0.248814,0.667128,0.358561,0.429902,0.414832,0.454006,0.447441,0.511090,0.508399,0.534225,0.503058,0.806250,0.646054,0.501617,0.496320,0.616634,0.487973,0.877982,0.734064,0.501180,0.495867,0.488592,0.432433,0.704379,0.650133,0.499128,0.491482,0.571791,0.449228,0.758275,0.676229
3800,0.290827,0.270973,0.388248,0.290246,0.286941,0.242948,0.688669,0.355563,0.427431,0.410042,0.449365,0.442553,0.510511,0.507433,0.532937,0.501360,0.815524,0.650279,0.503523,0.497884,0.622654,0.488031,0.885496,0.737515,0.500738,0.494689,0.488785,0.432299,0.706112,0.651336,0.498772,0.489868,0.577607,0.448650,0.761396,0.677573
4000,0.290267,0.268668,0.393772,0.286406,0.291988,0.238175,0.708940,0.352325,0.424696,0.405529,0.445440,0.438391,0.508867,0.505754,0.530826,0.499287,0.822240,0.653172,0.504489,0.499038,0.628572,0.488632,0.891134,0.740085,0.502158,0.496073,0.489200,0.432384,0.707364,0.652175,0.499198,0.489161,0.583343,0.448274,0.763535,0.678442
4200,0.289819,0.266732,0.400863,0.283056,0.297314,0.234843,0.729442,0.350444,0.422364,0.401241,0.441511,0.434219,0.508660,0.505340,0.528611,0.497254,0.829914,0.656424,0.503960,0.498700,0.632905,0.488804,0.896314,0.742594,0.504049,0.497938,0.489299,0.432268,0.708565,0.653021,0.499738,0.489378,0.586411,0.447589,0.765517,0.679348
4400,0.288818,0.264516,0.407779,0.280107,0.303539,0.232240,0.748210,0.348216,0.420651,0.397648,0.437570,0.430065,0.507686,0.504251,0.526600,0.495347,0.834834,0.659455,0.503123,0.498099,0.637579,0.488565,0.901722,0.745362,0.504306,0.498030,0.489159,0.432007,0.709778,0.653897,0.496903,0.486359,0.589188,0.446853,0.767402,0.680259
4600,0.288566,0.262832,0.414287,0.277618,0.309622,0.230157,0.766191,0.346398,0.418834,0.394121,0.434089,0.426331,0.507016,0.503503,0.524025,0.492987,0.838007,0.661769,0.503082,0.498431,0.640621,0.488234,0.905215,0.747052,0.505264,0.498418,0.489429,0.432060,0.710519,0.654388,0.497171,0.486269,0.592857,0.446554,0.768570,0.680715
4800,0.288472,0.261587,0.420506,0.275416,0.315352,0.228603,0.782910,0.344471,0.417959,0.391317,0.430691,0.422660,0.506351,0.502823,0.520143,0.489685,0.836896,0.662514,0.504355,0.499262,0.643892,0.488036,0.908805,0.748872,0.506627,0.499759,0.489407,0.431955,0.711382,0.654995,0.497167,0.485536,0.595103,0.446519,0.769784,0.681274
5000,0.288523,0.260608,0.426307,0.273463,0.321156,0.227694,0.798560,0.342578,0.416688,0.388518,0.427669,0.419352,0.505622,0.501887,0.517035,0.486970,0.835457,0.662908,0.505236,0.500264,0.645900,0.487911,0.911595,0.750287,0.506808,0.500586,0.489434,0.431867,0.712121,0.655512,0.497731,0.485530,0.597406,0.446686,0.770772,0.681728
5200,0.287923,0.259084,0.431840,0.271742,0.326606,0.226804,0.813279,0.340584,0.416049,0.386168,0.424754,0.416186,0.505557,0.501692,0.514095,0.484350,0.834423,0.662981,0.504597,0.499509,0.647173,0.487056,0.913769,0.751352,0.507059,0.500759,0.489571,0.431893,0.712657,0.655860,0.496741,0.484668,0.599380,0.446587,0.771562,0.682045
5400,0.287614,0.257835,0.437342,0.269666,0.332510,0.226605,0.826610,0.339089,0.415636,0.383836,0.421766,0.412785,0.504541,0.500618,0.510636,0.481076,0.832209,0.662071,0.505377,0.500267,0.648022,0.485854,0.915934,0.752441,0.507379,0.500764,0.489586,0.431832,0.713228,0.656238,0.496961,0.484618,0.600814,0.446093,0.772405,0.682406
5600,0.287701,0.257119,0.442173,0.268339,0.338134,0.227016,0.838511,0.337702,0.414979,0.381544,0.419066,0.409680,0.504388,0.500332,0.507324,0.477715,0.829951,0.660305,0.505262,0.500009,0.648637,0.484805,0.917652,0.753318,0.506616,0.499959,0.489556,0.431758,0.713703,0.656561,0.496987,0.484504,0.601555,0.445475,0.773083,0.682703
5800,0.287571,0.256240,0.446594,0.267087,0.343058,0.227266,0.850149,0.336541,0.414376,0.379396,0.416683,0.406986,0.503787,0.499613,0.504532,0.474703,0.827137,0.657964,0.504631,0.499290,0.649113,0.484116,0.918964,0.754020,0.507116,0.500375,0.489570,0.431709,0.714096,0.656831,0.496682,0.484139,0.602313,0.445016,0.773596,0.682937
6000,0.287387,0.255460,0.450560,0.265916,0.347659,0.227465,0.860167,0.335550,0.414151,0.377889,0.414616,0.404642,0.503583,0.499288,0.502217,0.472095,0.825157,0.655812,0.504447,0.498966,0.649329,0.483404,0.919996,0.754562,0.506740,0.500080,0.489562,0.431662,0.714422,0.657058,0.497000,0.484337,0.603224,0.444632,0.774026,0.683133
6200,0.287285,0.254809,0.453579,0.264563,0.351874,0.227763,0.869540,0.334485,0.413753,0.376119,0.412625,0.402305,0.503085,0.498655,0.500322,0.469954,0.822478,0.653122,0.504164,0.498689,0.649681,0.482799,0.920830,0.754977,0.506852,0.500186,0.489583,0.431641,0.714658,0.657203,0.496196,0.483166,0.603867,0.444154,0.774353,0.683249
6400,0.287167,0.254224,0.456443,0.263488,0.355812,0.228327,0.877870,0.333625,0.413707,0.374854,0.410660,0.400031,0.503095,0.498536,0.499325,0.468508,0.820967,0.651543,0.504493,0.499075,0.649911,0.482129,0.921505,0.755301,0.507319,0.500555,0.489608,0.431623,0.714883,0.657345,0.496241,0.483019,0.604485,0.443744,0.774673,0.683376
6600,0.286999,0.253704,0.459248,0.262432,0.359280,0.228745,0.885347,0.333000,0.413439,0.373446,0.409194,0.398289,0.502757,0.498033,0.497829,0.466678,0.818747,0.649028,0.504443,0.499050,0.649882,0.481389,0.922113,0.755639,0.507311,0.500542,0.489588,0.431579,0.715109,0.657506,0.496039,0.482749,0.604715,0.443400,0.774945,0.683510
6800,0.286806,0.253151,0.461342,0.261396,0.362432,0.229364,0.892204,0.332636,0.413800,0.372584,0.407735,0.396570,0.502377,0.497536,0.497036,0.465408,0.816562,0.646754,0.504158,0.498968,0.649935,0.480715,0.922469,0.755791,0.507572,0.500819,0.489634,0.431574,0.715217,0.657559,0.496026,0.482765,0.604927,0.442971,0.775089,0.683536
7000,0.286808,0.252809,0.463451,0.260675,0.365196,0.229778,0.898036,0.332049,0.413611,0.371448,0.406365,0.394951,0.502170,0.497201,0.496130,0.464133,0.814623,0.644764,0.504082,0.498772,0.649973,0.480187,0.922831,0.755980,0.507523,0.500721,0.489648,0.431564,0.715355,0.657648,0.495655,0.482401,0.605091,0.442538,0.775274,0.683616
7200,0.286726,0.252441,0.465134,0.259885,0.367777,0.230243,0.903292,0.331646,0.413633,0.370665,0.405111,0.393434,0.502165,0.497077,0.495501,0.463088,0.812984,0.643028,0.503521,0.498015,0.650085,0.479711,0.923064,0.756068,0.507592,0.500623,0.489715,0.431590,0.715407,0.657662,0.495259,0.481989,0.605260,0.442216,0.775355,0.683613
7400,0.286637,0.252100,0.466828,0.259406,0.370012,0.230565,0.907604,0.330913,0.413773,0.369932,0.403926,0.391998,0.501988,0.496772,0.494810,0.462095,0.811179,0.641214,0.503716,0.498199,0.650019,0.479193,0.923346,0.756220,0.507477,0.500517,0.489708,0.431569,0.715504,0.657722,0.495257,0.481867,0.605299,0.441845,0.775483,0.683666
7600,0.286525,0.251775,0.468277,0.258807,0.372119,0.230937,0.912315,0.330614,0.413606,0.369049,0.402827,0.390685,0.501897,0.496597,0.494257,0.461195,0.809550,0.639517,0.503705,0.498215,0.649883,0.478676,0.923558,0.756326,0.507105,0.500311,0.489699,0.431540,0.715609,0.657794,0.495290,0.481833,0.605318,0.441343,0.775602,0.683719
7800,0.286421,0.251463,0.469812,0.258402,0.374164,0.231328,0.916105,0.330090,0.413669,0.368414,0.401815,0.389454,0.501667,0.496288,0.493911,0.460480,0.808038,0.637983,0.503541,0.497830,0.649893,0.478322,0.923691,0.756375,0.507221,0.500192,0.489738,0.431554,0.715638,0.657799,0.495043,0.481583,0.605426,0.441001,0.775660,0.683721
8000,0.286485,0.251319,0.471078,0.257905,0.376133,0.231771,0.919961,0.329612,0.413617,0.367702,0.400747,0.388173,0.501489,0.496047,0.493438,0.459656,0.806507,0.636453,0.503718,0.497905,0.649802,0.477880,0.923877,0.756465,0.507085,0.500001,0.489770,0.431549,0.715691,0.657826,0.494876,0.481461,0.605399,0.440686,0.775730,0.683736
