step,batch_loss,lr
440,8.791241e+02,4.400000e-05
441,8.461886e+02,4.410000e-05
442,8.312737e+02,4.420000e-05
443,8.275533e+02,4.430000e-05
444,8.450646e+02,4.440000e-05
445,8.442316e+02,4.450000e-05
446,8.318884e+02,4.460000e-05
447,8.367228e+02,4.470000e-05
448,8.352297e+02,4.480000e-05
449,8.397035e+02,4.490000e-05
450,8.284443e+02,4.500000e-05
451,8.376453e+02,4.510000e-05
452,8.216901e+02,4.520000e-05
453,8.211970e+02,4.530000e-05
454,8.288328e+02,4.540000e-05
455,8.084184e+02,4.550000e-05
456,8.276717e+02,4.560000e-05
457,8.313453e+02,4.570000e-05
458,8.347413e+02,4.580000e-05
459,8.265411e+02,4.590000e-05
460,8.191763e+02,4.600000e-05
461,8.080582e+02,4.610000e-05
462,8.053582e+02,4.620000e-05
463,8.100756e+02,4.630000e-05
464,8.167228e+02,4.640000e-05
465,8.124059e+02,4.650000e-05
466,8.070940e+02,4.660000e-05
467,7.974071e+02,4.670000e-05
468,7.919299e+02,4.680000e-05
469,8.094476e+02,4.690000e-05
470,8.046022e+02,4.700000e-05
471,8.004491e+02,4.710000e-05
472,7.834084e+02,4.720000e-05
473,7.800153e+02,4.730000e-05
474,7.816177e+02,4.740000e-05
475,7.730047e+02,4.750000e-05
476,7.822803e+02,4.760000e-05
477,7.886913e+02,4.770000e-05
478,7.702427e+02,4.780000e-05
479,7.911466e+02,4.790000e-05
480,7.834893e+02,4.800000e-05
481,7.820298e+02,4.810000e-05
482,7.978731e+02,4.820000e-05
483,7.733757e+02,4.830000e-05
484,7.682294e+02,4.840000e-05
485,7.693140e+02,4.850000e-05
486,7.624044e+02,4.860000e-05
487,7.730992e+02,4.870000e-05
488,7.711623e+02,4.880000e-05
489,7.532330e+02,4.890000e-05
490,7.557416e+02,4.900000e-05
491,7.540565e+02,4.910000e-05
492,7.578835e+02,4.920000e-05
493,7.709433e+02,4.930000e-05
494,7.374234e+02,4.940000e-05
495,7.552368e+02,4.950000e-05
496,7.514175e+02,4.960000e-05
497,7.554130e+02,4.970000e-05
498,7.490876e+02,4.980000e-05
499,7.491675e+02,4.990000e-05
500,7.569926e+02,5.000000e-05
501,7.527440e+02,5.010000e-05
502,7.472081e+02,5.020000e-05
503,7.377622e+02,5.030000e-05
504,7.320109e+02,5.040000e-05
505,7.190421e+02,5.050000e-05
506,7.308992e+02,5.060000e-05
507,7.397502e+02,5.070000e-05
508,7.479983e+02,5.080000e-05
509,7.267036e+02,5.090000e-05
510,7.056000e+02,5.100000e-05
511,7.146840e+02,5.110000e-05
512,7.238085e+02,5.120000e-05
513,7.298829e+02,5.130000e-05
514,7.380513e+02,5.140000e-05
515,7.188819e+02,5.150000e-05
516,7.224865e+02,5.160000e-05
517,7.030737e+02,5.170000e-05
518,7.268732e+02,5.180000e-05
519,7.152304e+02,5.190000e-05
520,7.226396e+02,5.200000e-05
521,7.273818e+02,5.210000e-05
522,7.304192e+02,5.220000e-05
523,7.211064e+02,5.230000e-05
524,7.089830e+02,5.240000e-05
525,7.190477e+02,5.250000e-05
526,7.022593e+02,5.260000e-05
527,6.949734e+02,5.270000e-05
528,6.956152e+02,5.280000e-05
529,6.946411e+02,5.290000e-05
530,6.774177e+02,5.300000e-05
531,7.087900e+02,5.310000e-05
532,6.930033e+02,5.320000e-05
533,6.882971e+02,5.330000e-05
534,7.003371e+02,5.340000e-05
535,6.914325e+02,5.350000e-05
536,6.884688e+02,5.360000e-05
537,6.902880e+02,5.370000e-05
538,6.848218e+02,5.380000e-05
539,6.833877e+02,5.390000e-05
540,6.970309e+02,5.400000e-05
541,6.717902e+02,5.410000e-05
542,6.916475e+02,5.420000e-05
543,6.780947e+02,5.430000e-05
544,6.783552e+02,5.440000e-05
545,6.862565e+02,5.450000e-05
546,6.777972e+02,5.460000e-05
547,6.895869e+02,5.470000e-05
548,6.839241e+02,5.480000e-05
549,6.746047e+02,5.490000e-05
550,6.684189e+02,5.500000e-05
551,6.666207e+02,5.510000e-05
552,6.763624e+02,5.520000e-05
553,6.786871e+02,5.530000e-05
554,6.797300e+02,5.540000e-05
555,6.763538e+02,5.550000e-05
556,6.628010e+02,5.560000e-05
557,6.689626e+02,5.570000e-05
558,6.643251e+02,5.580000e-05
559,6.592118e+02,5.590000e-05
560,6.582303e+02,5.600000e-05
561,6.638275e+02,5.610000e-05
562,6.613079e+02,5.620000e-05
563,6.673995e+02,5.630000e-05
564,6.437867e+02,5.640000e-05
565,6.498716e+02,5.650000e-05
566,6.514838e+02,5.660000e-05
567,6.428824e+02,5.670000e-05
568,6.529976e+02,5.680000e-05
569,6.462308e+02,5.690000e-05
570,6.379630e+02,5.700000e-05
571,6.482770e+02,5.710000e-05
572,6.403058e+02,5.720000e-05
573,6.449019e+02,5.730000e-05
574,6.369043e+02,5.740000e-05
575,6.365015e+02,5.750000e-05
576,6.384694e+02,5.760000e-05
577,6.397646e+02,5.770000e-05
578,6.510106e+02,5.780000e-05
579,6.303003e+02,5.790000e-05
580,6.393096e+02,5.800000e-05
581,6.508786e+02,5.810000e-05
582,6.351594e+02,5.820000e-05
583,6.261212e+02,5.830000e-05
584,6.449338e+02,5.840000e-05
585,6.357255e+02,5.850000e-05
586,6.253418e+02,5.860000e-05
587,6.141849e+02,5.870000e-05
588,6.285788e+02,5.880000e-05
589,6.291448e+02,5.890000e-05
590,6.336545e+02,5.900000e-05
591,6.157767e+02,5.910000e-05
592,6.213976e+02,5.920000e-05
593,6.285190e+02,5.930000e-05
594,6.304507e+02,5.940000e-05
595,6.071746e+02,5.950000e-05
596,6.178964e+02,5.960000e-05
597,6.334908e+02,5.970000e-05
598,6.131830e+02,5.980000e-05
599,6.056270e+02,5.990000e-05
600,6.165637e+02,6.000000e-05
601,6.219128e+02,6.010000e-05
602,6.128741e+02,6.020000e-05
603,6.110496e+02,6.030000e-05
604,6.243737e+02,6.040000e-05
605,6.182666e+02,6.050000e-05
606,6.176633e+02,6.060000e-05
607,6.041105e+02,6.070000e-05
608,6.059428e+02,6.080000e-05
609,6.025613e+02,6.090000e-05
610,6.186011e+02,6.100000e-05
611,6.033264e+02,6.110000e-05
612,6.174867e+02,6.120000e-05
613,6.041381e+02,6.130000e-05
614,6.155921e+02,6.140000e-05
615,6.017867e+02,6.150000e-05
616,6.160330e+02,6.160000e-05
617,6.061320e+02,6.170000e-05
618,6.229163e+02,6.180000e-05
619,5.842977e+02,6.190000e-05
620,6.144316e+02,6.200000e-05
621,5.924584e+02,6.210000e-05
622,5.946273e+02,6.220000e-05
623,5.985370e+02,6.230000e-05
624,6.042570e+02,6.240000e-05
625,6.060772e+02,6.250000e-05
626,5.960866e+02,6.260000e-05
627,5.801146e+02,6.270000e-05
628,5.974814e+02,6.280000e-05
629,5.968142e+02,6.290000e-05
630,6.030999e+02,6.300000e-05
631,6.038306e+02,6.310000e-05
632,5.930439e+02,6.320000e-05
633,6.179992e+02,6.330000e-05
634,5.889792e+02,6.340000e-05
635,5.974651e+02,6.350000e-05
636,5.848185e+02,6.360000e-05
637,5.904736e+02,6.370000e-05
638,5.899168e+02,6.380000e-05
639,5.992525e+02,6.390000e-05
640,5.769802e+02,6.400000e-05
641,5.941018e+02,6.410000e-05
642,5.955765e+02,6.420000e-05
643,6.077712e+02,6.430000e-05
644,5.916607e+02,6.440000e-05
645,5.746157e+02,6.450000e-05
646,5.748251e+02,6.460000e-05
647,5.902917e+02,6.470000e-05
648,5.966451e+02,6.480000e-05
649,5.845718e+02,6.490000e-05
650,5.828694e+02,6.500000e-05
651,5.902476e+02,6.510000e-05
652,5.756448e+02,6.520000e-05
653,5.858010e+02,6.530000e-05
654,5.816457e+02,6.540000e-05
655,5.977369e+02,6.550000e-05
656,5.737905e+02,6.560000e-05
657,5.843727e+02,6.570000e-05
658,5.834755e+02,6.580000e-05
659,5.905504e+02,6.590000e-05
660,5.801914e+02,6.600000e-05
661,5.835226e+02,6.610000e-05
662,5.928400e+02,6.620000e-05
663,5.890673e+02,6.630000e-05
664,5.893530e+02,6.640000e-05
665,5.715043e+02,6.650000e-05
666,6.003841e+02,6.660000e-05
667,5.933756e+02,6.670000e-05
668,5.825580e+02,6.680000e-05
669,5.973970e+02,6.690000e-05
670,5.584969e+02,6.700000e-05
671,5.739002e+02,6.710000e-05
672,5.965621e+02,6.720000e-05
673,5.889735e+02,6.730000e-05
674,5.995823e+02,6.740000e-05
675,5.784623e+02,6.750000e-05
676,5.741414e+02,6.760000e-05
677,5.854179e+02,6.770000e-05
678,5.765888e+02,6.780000e-05
679,5.802202e+02,6.790000e-05
680,5.862073e+02,6.800000e-05
681,5.874480e+02,6.810000e-05
682,5.774883e+02,6.820000e-05
683,5.746355e+02,6.830000e-05
684,5.919030e+02,6.840000e-05
685,5.741622e+02,6.850000e-05
686,5.771144e+02,6.860000e-05
687,5.721747e+02,6.870000e-05
688,5.900476e+02,6.880000e-05
689,5.944647e+02,6.890000e-05
690,5.726839e+02,6.900000e-05
691,5.796541e+02,6.910000e-05
692,5.839835e+02,6.920000e-05
693,5.740287e+02,6.930000e-05
694,5.926387e+02,6.940000e-05
695,5.833627e+02,6.950000e-05
696,5.824695e+02,6.960000e-05
697,5.881482e+02,6.970000e-05
698,5.853230e+02,6.980000e-05
699,5.747202e+02,6.990000e-05
700,5.887758e+02,7.000000e-05
701,5.862109e+02,7.010000e-05
702,5.732767e+02,7.020000e-05
703,5.854457e+02,7.030000e-05
704,5.898427e+02,7.040000e-05
705,5.859202e+02,7.050000e-05
706,5.964613e+02,7.060000e-05
707,6.007238e+02,7.070000e-05
708,5.997513e+02,7.080000e-05
709,5.758527e+02,7.090000e-05
710,6.001031e+02,7.100000e-05
711,5.784802e+02,7.110000e-05
712,5.811207e+02,7.120000e-05
713,5.881296e+02,7.130000e-05
714,5.813870e+02,7.140000e-05
715,5.843519e+02,7.150000e-05
716,5.718722e+02,7.160000e-05
717,5.902359e+02,7.170000e-05
718,5.957259e+02,7.180000e-05
719,5.840749e+02,7.190000e-05
720,5.940739e+02,7.200000e-05
721,5.831229e+02,7.210000e-05
722,5.908936e+02,7.220000e-05
723,6.026547e+02,7.230000e-05
724,5.935490e+02,7.240000e-05
725,5.826130e+02,7.250000e-05
726,5.912618e+02,7.260000e-05
727,5.716685e+02,7.270000e-05
728,5.978494e+02,7.280000e-05
729,5.825988e+02,7.290000e-05
730,5.823100e+02,7.300000e-05
731,5.680370e+02,7.310000e-05
732,5.849454e+02,7.320000e-05
733,5.721705e+02,7.330000e-05
734,5.736049e+02,7.340000e-05
735,6.050776e+02,7.350000e-05
736,5.777614e+02,7.360000e-05
737,5.866191e+02,7.370000e-05
738,6.070457e+02,7.380000e-05
739,5.852626e+02,7.390000e-05
740,5.793071e+02,7.400000e-05
741,5.885079e+02,7.410000e-05
742,5.741161e+02,7.420000e-05
743,5.857482e+02,7.430000e-05
744,5.887726e+02,7.440000e-05
745,5.746680e+02,7.450000e-05
746,5.873912e+02,7.460000e-05
747,6.014454e+02,7.470000e-05
748,5.822144e+02,7.480000e-05
749,5.917130e+02,7.490000e-05
750,5.867921e+02,7.500000e-05
751,5.918260e+02,7.510000e-05
752,6.231756e+02,7.520000e-05
753,6.087764e+02,7.530000e-05
754,5.885134e+02,7.540000e-05
755,6.003510e+02,7.550000e-05
756,6.026475e+02,7.560000e-05
757,5.871521e+02,7.570000e-05
758,6.034686e+02,7.580000e-05
759,5.932988e+02,7.590000e-05
760,5.761214e+02,7.600000e-05
761,6.006093e+02,7.610000e-05
762,5.920414e+02,7.620000e-05
763,5.896646e+02,7.630000e-05
764,5.887296e+02,7.640000e-05
765,5.962080e+02,7.650000e-05
766,6.092935e+02,7.660000e-05
767,5.918743e+02,7.670000e-05
768,6.030515e+02,7.680000e-05
769,6.023406e+02,7.690000e-05
770,5.943183e+02,7.700000e-05
771,5.994755e+02,7.710000e-05
772,6.130936e+02,7.720000e-05
773,6.028054e+02,7.730000e-05
774,5.968000e+02,7.740000e-05
775,5.974641e+02,7.750000e-05
776,5.908643e+02,7.760000e-05
