seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl,tau
0,210,55050240,4465.920013850416,5219.01611328125,918.8736149584488,0.0002531783337987607,-0.962035596370697,0.005280843935906887,0.07203056663274765
0,220,57671680,4468.70409556314,5212.06494140625,909.4767918088737,0.0002489241774049615,-0.9940974116325378,0.00520926620811224,0.07279415428638458
0,230,60293120,4497.683910096325,5311.5517578125,905.3328576525151,0.0002445296091362855,-1.0269477367401123,0.00562538206577301,0.07353012263774872
0,240,62914560,4618.367146367146,5326.88720703125,921.3432783432784,0.00024000198145764752,-1.0531258583068848,0.004965233616530895,0.07407242804765701
0,250,65536000,4655.261164701679,5368.02001953125,922.6270096463022,0.00023534886945301934,-1.0847116708755493,0.005404687486588955,0.07458967715501785
0,260,68157440,4768.797331410025,5396.12890625,937.442481067436,0.00023057805815170703,-1.1154866218566895,0.005117937922477722,0.07499741017818451
0,270,70778880,4789.414804469274,5437.5771484375,935.1557262569833,0.00022569752950337294,-1.1412910223007202,0.005267631262540817,0.07567877322435379
0,280,73400320,4781.705675008812,5484.587890625,927.1314769122313,0.0002207154490235943,-1.1684926748275757,0.005237865261733532,0.07621055841445923
0,290,76021760,4785.191775965969,5474.80419921875,922.3193902871323,0.00021564015213230116,-1.1952002048492432,0.005429101642221212,0.07677414268255234
0,300,78643200,4858.961320085166,5509.25927734375,930.181334279631,0.00021048013020795065,-1.2217645645141602,0.005523059517145157,0.07727076858282089
0,310,81264640,4882.097672778561,5535.54638671875,929.9901269393512,0.00020524401638077083,-1.2437115907669067,0.005263063590973616,0.07770022749900818
0,320,83886080,4896.637706647907,5584.5859375,928.258881463243,0.00019994057108884122,-1.2675199508666992,0.005815239157527685,0.07826768606901169
0,330,86507520,4903.571779571779,5579.71484375,925.3611793611793,0.00019457866742117827,-1.2899694442749023,0.0052645462565124035,0.07875531911849976
0,340,89128960,4910.997494631353,5598.876953125,922.3586256263421,0.00018916727627234616,-1.3118641376495361,0.00528263533487916,0.07924369722604752
0,350,91750400,4977.141793690181,5631.68310546875,930.4707550514003,0.0001837154513334313,-1.3366565704345703,0.005431063938885927,0.07966946065425873
0,360,94371840,4974.003110957484,5640.904296875,926.0497753197373,0.00017823231394449137,-1.3568973541259766,0.005449444986879826,0.08013945072889328
0,370,96993280,4996.989142236699,5686.669921875,926.9370249728556,0.00017272703783382252,-1.3765629529953003,0.005043592303991318,0.080440454185009
0,380,99614720,5030.514122273865,5711.88720703125,929.7018233821952,0.00016720883376957643,-1.3928730487823486,0.00489230640232563,0.0807047113776207
0,390,102236160,4979.683978275628,5717.05126953125,917.8638832315004,0.00016168693414940754,-1.4092267751693726,0.005326422397047281,0.08105146139860153
0,400,104857600,4949.178621169916,5753.6513671875,909.574860724234,0.00015617057755393137,-1.4269099235534668,0.0049821073189377785,0.08141911029815674
0,410,107479040,4973.590715804394,5745.04638671875,912.7267895109851,0.00015066899328983896,-1.4419631958007812,0.004928955342620611,0.08183631300926208
0,420,110100480,5021.41513437058,5769.640625,918.8840169731259,0.00014519138594852683,-1.4573472738265991,0.004718131385743618,0.0820934846997261
