step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
4200,4.00000,4.242733,0.008131,0.008131,0.000939,0.000986,0.001148,0.001482,0.001669,0.001908,1.330764,1.406416
4400,4.00000,4.219805,0.008249,0.008249,0.000951,0.001005,0.001173,0.001500,0.001693,0.001927,1.322346,1.400687
4600,4.00000,4.207424,0.008377,0.008377,0.000967,0.001019,0.001201,0.001530,0.001708,0.001951,1.315200,1.394935
4800,4.00000,4.180078,0.008429,0.008429,0.000963,0.001023,0.001215,0.001537,0.001723,0.001969,1.311567,1.391196
5000,4.00000,4.168218,0.008542,0.008542,0.000968,0.001037,0.001240,0.001554,0.001746,0.001997,1.305231,1.385898
5200,4.00000,4.157265,0.008582,0.008582,0.000970,0.001039,0.001245,0.001561,0.001758,0.002009,1.299642,1.381180
5400,4.00000,4.157608,0.008604,0.008604,0.000971,0.001034,0.001252,0.001562,0.001758,0.002027,1.294702,1.377822
5600,4.00000,4.117660,0.008661,0.008661,0.000971,0.001049,0.001265,0.001570,0.001767,0.002039,1.290720,1.376271
5800,4.00000,4.094056,0.008670,0.008670,0.000965,0.001049,0.001269,0.001569,0.001768,0.002050,1.285742,1.371765
6000,4.00000,4.083755,0.008692,0.008692,0.000962,0.001049,0.001276,0.001574,0.001773,0.002059,1.281409,1.368821
6200,4.00000,4.073027,0.008645,0.008645,0.000951,0.001041,0.001272,0.001562,0.001771,0.002047,1.277555,1.367096
6400,4.00000,4.056242,0.008644,0.008644,0.000949,0.001046,0.001276,0.001552,0.001770,0.002051,1.274938,1.364545
6600,4.00000,4.043800,0.008611,0.008611,0.000938,0.001036,0.001275,0.001553,0.001760,0.002049,1.271685,1.364376
6800,4.00000,4.044363,0.008529,0.008529,0.000923,0.001022,0.001263,0.001531,0.001743,0.002046,1.267619,1.359765
7000,4.00000,4.016545,0.008474,0.008474,0.000910,0.001013,0.001256,0.001521,0.001735,0.002039,1.264769,1.358580
7200,4.00000,3.994669,0.008446,0.008446,0.000903,0.001009,0.001253,0.001510,0.001733,0.002039,1.260850,1.355762
7400,4.00000,3.997541,0.008395,0.008395,0.000892,0.001000,0.001248,0.001500,0.001718,0.002037,1.257798,1.354933
7600,4.00000,3.981383,0.008294,0.008294,0.000873,0.000988,0.001227,0.001485,0.001699,0.002022,1.254209,1.353877
7800,4.00000,3.965379,0.008261,0.008261,0.000865,0.000980,0.001223,0.001476,0.001696,0.002021,1.252726,1.353188
8000,4.00000,3.957801,0.008213,0.008213,0.000854,0.000977,0.001220,0.001464,0.001687,0.002012,1.249833,1.352034
8200,4.00000,3.954737,0.008136,0.008136,0.000840,0.000960,0.001210,0.001451,0.001672,0.002004,1.246399,1.347913
8400,4.00000,3.942064,0.008056,0.008056,0.000824,0.000952,0.001197,0.001439,0.001649,0.001994,1.244632,1.351767
8600,4.00000,3.928018,0.007953,0.007953,0.000807,0.000939,0.001183,0.001419,0.001628,0.001978,1.241999,1.347092
8800,4.00000,3.918715,0.007882,0.007882,0.000795,0.000928,0.001168,0.001404,0.001614,0.001974,1.239790,1.348457
9000,4.00000,3.924634,0.007786,0.007786,0.000779,0.000916,0.001154,0.001387,0.001594,0.001956,1.237089,1.348164
9200,4.00000,3.909105,0.007689,0.007689,0.000762,0.000902,0.001139,0.001368,0.001580,0.001938,1.235167,1.343408
9400,4.00000,3.892914,0.007594,0.007594,0.000747,0.000890,0.001126,0.001348,0.001559,0.001925,1.233903,1.343470
9600,4.00000,3.890274,0.007502,0.007502,0.000735,0.000877,0.001112,0.001332,0.001538,0.001907,1.232253,1.343227
9800,4.00000,3.894061,0.007415,0.007415,0.000723,0.000865,0.001106,0.001317,0.001518,0.001887,1.228540,1.341336
10000,4.00000,3.873091,0.007320,0.007320,0.000706,0.000849,0.001091,0.001299,0.001501,0.001874,1.227340,1.341382
10200,4.00000,3.870082,0.007209,0.007209,0.000689,0.000836,0.001075,0.001280,0.001478,0.001852,1.225513,1.342256
10400,4.00000,3.881962,0.007132,0.007132,0.000679,0.000826,0.001059,0.001264,0.001461,0.001842,1.223229,1.341128
10600,4.00000,3.884978,0.007003,0.007003,0.000662,0.000808,0.001040,0.001239,0.001438,0.001816,1.220150,1.338564
10800,4.00000,3.852850,0.006893,0.006893,0.000645,0.000798,0.001025,0.001220,0.001413,0.001792,1.220665,1.339536
11000,4.00000,3.828629,0.006805,0.006805,0.000633,0.000786,0.001010,0.001200,0.001396,0.001780,1.217744,1.338597
11200,4.00000,3.834953,0.006713,0.006713,0.000619,0.000774,0.000996,0.001184,0.001378,0.001763,1.216401,1.337475
11400,4.00000,3.834511,0.006621,0.006621,0.000609,0.000761,0.000983,0.001167,0.001360,0.001740,1.213939,1.337747
11600,4.00000,3.820347,0.006505,0.006505,0.000594,0.000745,0.000966,0.001143,0.001335,0.001721,1.213860,1.337070
11800,4.00000,3.817543,0.006415,0.006415,0.000580,0.000734,0.000953,0.001132,0.001318,0.001697,1.211422,1.335466
12000,4.00000,3.813667,0.006322,0.006322,0.000568,0.000723,0.000939,0.001113,0.001297,0.001683,1.209577,1.335657
12200,4.00000,3.797044,0.006242,0.006242,0.000558,0.000713,0.000925,0.001097,0.001284,0.001665,1.208783,1.335989
12400,4.00000,3.790387,0.006129,0.006129,0.000544,0.000697,0.000908,0.001077,0.001262,0.001640,1.207073,1.335570
12600,4.00000,3.787325,0.006045,0.006045,0.000534,0.000688,0.000894,0.001063,0.001243,0.001623,1.205596,1.334677
12800,4.00000,3.780452,0.005950,0.005950,0.000523,0.000676,0.000879,0.001046,0.001223,0.001603,1.204181,1.335642
13000,4.00000,3.776697,0.005852,0.005852,0.000513,0.000661,0.000864,0.001030,0.001205,0.001580,1.203547,1.334421
13200,4.00000,3.767008,0.005770,0.005770,0.000501,0.000651,0.000852,0.001013,0.001187,0.001566,1.202684,1.333684
13400,4.00000,3.772646,0.005697,0.005697,0.000494,0.000638,0.000840,0.000999,0.001172,0.001553,1.200686,1.334842
13600,4.00000,3.763957,0.005621,0.005621,0.000485,0.000631,0.000831,0.000988,0.001155,0.001532,1.200600,1.334215
13800,4.00000,3.753911,0.005542,0.005542,0.000474,0.000620,0.000818,0.000972,0.001139,0.001519,1.199677,1.334037
14000,4.00000,3.754406,0.005475,0.005475,0.000467,0.000614,0.000808,0.000961,0.001124,0.001502,1.198417,1.333958
14200,4.00000,3.759048,0.005408,0.005408,0.000461,0.000605,0.000798,0.000948,0.001113,0.001484,1.197281,1.333586
14400,4.00000,3.748202,0.005328,0.005328,0.000450,0.000595,0.000785,0.000934,0.001096,0.001467,1.197227,1.332890
14600,4.00000,3.736670,0.005277,0.005277,0.000445,0.000590,0.000779,0.000923,0.001085,0.001455,1.196261,1.334532
14800,4.00000,3.739000,0.005207,0.005207,0.000438,0.000581,0.000767,0.000910,0.001071,0.001440,1.195354,1.332540
15000,4.00000,3.744296,0.005155,0.005155,0.000432,0.000573,0.000761,0.000903,0.001060,0.001427,1.195036,1.333491
15200,4.00000,3.730595,0.005100,0.005100,0.000425,0.000566,0.000753,0.000893,0.001048,0.001415,1.194516,1.333287
15400,4.00000,3.739947,0.005057,0.005057,0.000421,0.000560,0.000748,0.000886,0.001038,0.001405,1.194164,1.333446
15600,4.00000,3.763362,0.005021,0.005021,0.000419,0.000555,0.000740,0.000877,0.001029,0.001402,1.193197,1.334237
15800,4.00000,3.750430,0.004977,0.004977,0.000413,0.000551,0.000732,0.000869,0.001021,0.001391,1.193002,1.335216
16000,4.00000,3.730206,0.004937,0.004937,0.000408,0.000547,0.000728,0.000864,0.001012,0.001379,1.192829,1.334959
