step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.out_v2d.T,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.out_v2d.T,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.out_v2d.T,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.out_v2d.T,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.out_v2d.T,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.out_v2d.T
5000,0.304621,0.291351,0.290903,0.293953,0.370402,0.282925,0.195476,0.868181,0.444150,0.428135,0.408000,0.374671,0.353090,0.166239,0.701692,0.440603,0.412232,0.400443,0.387370,0.366812,0.154710,0.566260,0.503924,0.433840,0.426447,0.444337,0.436199,0.113982,0.517684,0.489581,0.522048,0.516105,0.521103,0.512755,0.111723,0.504874,0.501033,0.504358,0.504512,0.513196,0.509537,0.103763
5200,0.301871,0.286418,0.275971,0.278882,0.384521,0.281569,0.205004,0.906119,0.439815,0.426768,0.403365,0.372303,0.347264,0.171745,0.722520,0.435690,0.408600,0.395598,0.385555,0.361790,0.159551,0.569652,0.503368,0.429557,0.421459,0.439900,0.430086,0.114403,0.519873,0.489705,0.523496,0.517123,0.522795,0.513919,0.111885,0.505195,0.501263,0.504388,0.504743,0.514473,0.510413,0.103788
5400,0.299572,0.281697,0.261177,0.263950,0.401857,0.281619,0.216043,0.945028,0.435374,0.428063,0.399790,0.370829,0.341075,0.179003,0.743450,0.431423,0.404219,0.389464,0.383925,0.355641,0.164893,0.570346,0.500915,0.425568,0.416832,0.436783,0.424889,0.114882,0.520597,0.488388,0.524607,0.517764,0.525197,0.515580,0.112280,0.504519,0.500401,0.504593,0.505139,0.516610,0.512082,0.103874
5600,0.297799,0.277606,0.247492,0.250114,0.418361,0.281371,0.227473,0.982730,0.430518,0.429342,0.396005,0.371067,0.336472,0.185759,0.768252,0.429954,0.401451,0.384624,0.383496,0.350778,0.169846,0.575265,0.502090,0.422528,0.412998,0.434607,0.420061,0.115315,0.522558,0.488523,0.526893,0.519437,0.527364,0.517086,0.112468,0.504651,0.500456,0.504698,0.505445,0.518591,0.513509,0.103856
5800,0.296466,0.273750,0.234610,0.237066,0.435537,0.281902,0.238995,1.016277,0.424982,0.431464,0.392800,0.372404,0.332858,0.192661,0.791057,0.428082,0.399121,0.379859,0.384397,0.346539,0.174973,0.578427,0.501361,0.418360,0.408251,0.432995,0.415531,0.115807,0.521811,0.486657,0.528525,0.520762,0.529878,0.518645,0.112617,0.504584,0.500371,0.504931,0.505790,0.520057,0.514603,0.103928
6000,0.296322,0.270971,0.222308,0.224609,0.453235,0.281959,0.251367,1.057545,0.420775,0.434335,0.389916,0.374312,0.329409,0.199991,0.813764,0.425500,0.398483,0.376980,0.385975,0.343051,0.180431,0.579185,0.498215,0.414585,0.404058,0.430839,0.410673,0.116281,0.523651,0.486965,0.531109,0.522773,0.532317,0.520269,0.112820,0.504562,0.500239,0.505425,0.506530,0.522598,0.516386,0.104006
6200,0.296136,0.268053,0.210762,0.212894,0.471218,0.282007,0.264678,1.099003,0.414931,0.439229,0.387785,0.376978,0.326211,0.207927,0.833265,0.421424,0.397364,0.374018,0.388834,0.340786,0.186560,0.585305,0.500401,0.412241,0.401049,0.430298,0.407412,0.116631,0.522803,0.484423,0.532571,0.523696,0.534932,0.521891,0.112977,0.504342,0.499865,0.505235,0.506493,0.524117,0.517402,0.104071
6400,0.296201,0.265405,0.199774,0.201744,0.490312,0.281899,0.278756,1.144001,0.409358,0.445101,0.385826,0.381652,0.324239,0.217025,0.855559,0.418546,0.395991,0.370533,0.391224,0.338534,0.192901,0.587798,0.498564,0.408853,0.397323,0.431008,0.404315,0.117201,0.523394,0.484063,0.534764,0.525466,0.538132,0.523856,0.113157,0.504676,0.500012,0.505669,0.507254,0.527052,0.519603,0.104123
6600,0.296523,0.262972,0.189514,0.191317,0.508650,0.281232,0.292973,1.183157,0.402709,0.450821,0.384188,0.385733,0.322349,0.225430,0.871946,0.413146,0.395316,0.367696,0.394510,0.336586,0.199215,0.588076,0.495836,0.405874,0.393927,0.431343,0.401908,0.117575,0.526931,0.485803,0.536858,0.527278,0.541333,0.525650,0.113318,0.504598,0.499714,0.505671,0.507530,0.528319,0.520539,0.104124
6800,0.296903,0.260715,0.180022,0.181648,0.528214,0.281217,0.308364,1.228351,0.397920,0.457901,0.383009,0.391180,0.321283,0.234516,0.892705,0.409508,0.395141,0.364314,0.397881,0.334764,0.205527,0.590886,0.495313,0.402535,0.390196,0.432557,0.400079,0.118013,0.523655,0.481920,0.539027,0.528888,0.544482,0.527383,0.113502,0.504767,0.499763,0.505882,0.507793,0.530003,0.521574,0.104181
7000,0.297243,0.258559,0.171085,0.172514,0.548267,0.280537,0.324561,1.268132,0.391307,0.465529,0.382042,0.396321,0.319882,0.244074,0.913906,0.406120,0.395104,0.361721,0.402145,0.333656,0.212615,0.594137,0.494455,0.399962,0.386816,0.433117,0.397832,0.118484,0.524864,0.481014,0.539862,0.529441,0.547459,0.529304,0.113640,0.504591,0.499485,0.505525,0.507673,0.531571,0.522563,0.104265
7200,0.298442,0.257063,0.163014,0.164210,0.568162,0.279900,0.341185,1.308911,0.386222,0.474242,0.381890,0.402344,0.319559,0.253852,0.932537,0.401454,0.395860,0.360170,0.406440,0.332850,0.219712,0.598526,0.494563,0.396842,0.383333,0.433609,0.395256,0.118859,0.524809,0.479561,0.540755,0.530028,0.550464,0.530801,0.113668,0.504037,0.498823,0.505222,0.507544,0.533092,0.523544,0.104311
7400,0.299935,0.255992,0.155635,0.156560,0.587560,0.278975,0.357866,1.345915,0.381415,0.480825,0.380852,0.407390,0.318614,0.262996,0.952041,0.397107,0.395199,0.357262,0.410757,0.332081,0.225244,0.599833,0.492515,0.393489,0.379648,0.433664,0.392820,0.119157,0.526755,0.480086,0.543102,0.531934,0.553233,0.532247,0.113856,0.504445,0.499056,0.506053,0.508490,0.535281,0.524949,0.104365
7600,0.300241,0.253924,0.148925,0.149521,0.606348,0.278302,0.375065,1.386523,0.376235,0.489057,0.380942,0.411991,0.317966,0.272525,0.970137,0.392008,0.394349,0.354641,0.414826,0.331613,0.231450,0.601780,0.491003,0.391770,0.377523,0.435750,0.392444,0.119472,0.525270,0.477144,0.545975,0.534440,0.556253,0.533805,0.113932,0.504525,0.499074,0.505878,0.508404,0.536700,0.525689,0.104434
7800,0.301373,0.252376,0.142904,0.143079,0.628955,0.277393,0.394175,1.426000,0.370570,0.498567,0.380866,0.418875,0.317779,0.283581,0.989407,0.387825,0.395949,0.353260,0.420872,0.331627,0.238437,0.605615,0.491382,0.389645,0.375012,0.438180,0.391703,0.119864,0.524819,0.475961,0.547899,0.535949,0.559456,0.535635,0.114077,0.504269,0.498456,0.506204,0.508962,0.539086,0.527461,0.104514
8000,0.303195,0.251442,0.138073,0.137645,0.650208,0.275698,0.415106,1.469043,0.364000,0.509837,0.380915,0.425930,0.317570,0.295849,1.012021,0.384640,0.396106,0.351269,0.426107,0.331959,0.245999,0.605084,0.487509,0.387891,0.372690,0.441072,0.391252,0.120258,0.523202,0.472302,0.550608,0.538219,0.563350,0.537910,0.114214,0.504050,0.498252,0.506012,0.508819,0.539923,0.527841,0.104632
8200,0.303797,0.249591,0.134173,0.132991,0.671981,0.274509,0.436045,1.511919,0.358277,0.521251,0.381305,0.433045,0.317457,0.307882,1.033313,0.381689,0.397394,0.349927,0.429712,0.331166,0.253480,0.608952,0.488394,0.385897,0.370383,0.442712,0.390111,0.120591,0.525112,0.473023,0.551153,0.538560,0.566035,0.539401,0.114347,0.504646,0.498645,0.505666,0.508883,0.542788,0.529634,0.104724
8400,0.305097,0.248363,0.131651,0.129566,0.691523,0.273251,0.457228,1.552713,0.353716,0.530675,0.381022,0.439333,0.317091,0.319198,1.052532,0.377851,0.397548,0.348271,0.434129,0.331230,0.260253,0.609185,0.486006,0.383742,0.367714,0.444426,0.389090,0.120852,0.525478,0.472181,0.553377,0.540295,0.569237,0.541261,0.114391,0.504505,0.498312,0.505991,0.509307,0.544503,0.530735,0.104784
8600,0.306913,0.247613,0.129541,0.126403,0.711730,0.272110,0.479091,1.598654,0.349978,0.541948,0.381438,0.446835,0.317554,0.331154,1.074570,0.374357,0.398337,0.347090,0.439018,0.331299,0.267913,0.608841,0.482834,0.382472,0.365836,0.445513,0.387942,0.121194,0.526007,0.471399,0.554466,0.541132,0.571800,0.542764,0.114445,0.504318,0.497893,0.507074,0.510630,0.546822,0.531741,0.104811
8800,0.308071,0.246278,0.128035,0.123826,0.732809,0.270743,0.502762,1.642016,0.344626,0.553520,0.381622,0.453918,0.317711,0.343729,1.093959,0.371120,0.398192,0.345036,0.442926,0.331308,0.275006,0.612552,0.483116,0.380767,0.363931,0.447806,0.387591,0.121464,0.527514,0.471617,0.555133,0.541609,0.574253,0.544089,0.114518,0.505181,0.498688,0.507767,0.511678,0.549444,0.533509,0.104890
9000,0.309964,0.245621,0.127542,0.122055,0.755938,0.269264,0.528366,1.691231,0.339983,0.568142,0.382785,0.461695,0.317681,0.357767,1.114585,0.367993,0.402371,0.345305,0.447309,0.331097,0.283652,0.613258,0.480726,0.379202,0.361947,0.449390,0.387008,0.121658,0.527300,0.470320,0.555617,0.541993,0.576787,0.545107,0.114626,0.504483,0.497872,0.507950,0.511989,0.551750,0.534661,0.104970
9200,0.310800,0.244056,0.127298,0.120437,0.780481,0.267701,0.556458,1.736818,0.333719,0.582293,0.383526,0.470955,0.318421,0.372507,1.133645,0.364514,0.403913,0.344359,0.453389,0.332037,0.291560,0.616133,0.480076,0.378204,0.360678,0.452957,0.387553,0.121970,0.528957,0.470463,0.558016,0.543748,0.580127,0.546939,0.114746,0.504016,0.497226,0.507488,0.511853,0.554227,0.536184,0.105084
9400,0.311957,0.243069,0.127268,0.119213,0.800961,0.265649,0.585543,1.785701,0.328555,0.595713,0.383589,0.478983,0.318489,0.388010,1.153040,0.360441,0.405392,0.343205,0.459153,0.332600,0.300544,0.618993,0.479537,0.376600,0.358452,0.454430,0.386297,0.122358,0.529767,0.470213,0.558865,0.544371,0.582789,0.548380,0.114939,0.504586,0.497448,0.508285,0.512901,0.557425,0.538034,0.105171
9600,0.313418,0.242207,0.127237,0.118052,0.822674,0.263938,0.614269,1.829869,0.323716,0.609625,0.383915,0.486496,0.318624,0.402994,1.169943,0.356098,0.407281,0.342312,0.463787,0.332730,0.309526,0.618571,0.476356,0.374922,0.356597,0.456945,0.386275,0.122677,0.528744,0.468242,0.559711,0.545046,0.585868,0.549725,0.115042,0.504829,0.497512,0.509265,0.513994,0.560263,0.539621,0.105303
9800,0.315007,0.241344,0.127517,0.117213,0.844421,0.262308,0.644895,1.878918,0.318965,0.622685,0.383877,0.493867,0.318648,0.419146,1.189391,0.351860,0.410536,0.342566,0.468175,0.332819,0.317902,0.620263,0.475404,0.373775,0.354986,0.459334,0.386126,0.123001,0.527917,0.466091,0.559521,0.544469,0.588673,0.550925,0.115203,0.503636,0.495885,0.508703,0.513700,0.562810,0.541110,0.105375
10000,0.315420,0.239540,0.127804,0.116197,0.866011,0.260460,0.676166,1.923488,0.314366,0.636062,0.383735,0.500641,0.318240,0.435071,1.208095,0.348996,0.412055,0.341721,0.471994,0.332571,0.326090,0.620886,0.473809,0.371841,0.352656,0.461074,0.385527,0.123277,0.529021,0.465773,0.560623,0.545063,0.591837,0.552387,0.115315,0.503877,0.495869,0.510547,0.515994,0.566114,0.543038,0.105457
10200,0.316977,0.238933,0.128283,0.115412,0.890171,0.258126,0.710343,1.974727,0.309888,0.651102,0.384266,0.508904,0.318550,0.452803,1.232617,0.346556,0.413486,0.341292,0.476926,0.333035,0.334892,0.621101,0.471229,0.370802,0.351229,0.464090,0.385796,0.123686,0.530013,0.465633,0.561597,0.545713,0.595425,0.553981,0.115435,0.503833,0.495468,0.511046,0.516873,0.568518,0.544553,0.105514
10400,0.318576,0.238304,0.128548,0.114516,0.914476,0.256618,0.746140,2.020612,0.305806,0.664714,0.384225,0.516740,0.318621,0.471305,1.257597,0.344949,0.415087,0.340511,0.480984,0.332953,0.344419,0.623212,0.470393,0.369123,0.349259,0.466050,0.385159,0.124060,0.532214,0.466539,0.564610,0.548333,0.601909,0.557159,0.115544,0.503628,0.494747,0.508785,0.514674,0.570458,0.545493,0.105592
10600,0.319468,0.237105,0.129002,0.113805,0.934243,0.253942,0.782696,2.070369,0.302270,0.679366,0.384888,0.524322,0.318450,0.489974,1.271761,0.340331,0.418011,0.340305,0.485470,0.333177,0.354075,0.626340,0.470482,0.368017,0.347847,0.469812,0.386068,0.124400,0.530535,0.464009,0.565119,0.548680,0.605245,0.558282,0.115635,0.502897,0.493899,0.509066,0.515100,0.572693,0.546569,0.105623
10800,0.320672,0.236127,0.128807,0.112514,0.957078,0.251362,0.822416,2.117549,0.297547,0.692878,0.384097,0.531907,0.318222,0.510617,1.291667,0.337579,0.419956,0.339531,0.490201,0.333269,0.363920,0.624602,0.466463,0.366935,0.346176,0.472365,0.385884,0.124762,0.529970,0.462003,0.566445,0.549659,0.609497,0.560126,0.115766,0.503422,0.493903,0.510252,0.516673,0.575553,0.547854,0.105703
11000,0.321798,0.234985,0.129404,0.111871,0.983904,0.249070,0.864614,2.160773,0.293500,0.708195,0.383863,0.541170,0.318311,0.532759,1.310892,0.333992,0.421374,0.338320,0.494988,0.333046,0.374930,0.624579,0.463822,0.365679,0.344478,0.474482,0.385666,0.125207,0.531014,0.461254,0.566821,0.549627,0.613226,0.561732,0.115882,0.502771,0.492804,0.511062,0.517842,0.579106,0.549963,0.105798
11200,0.322395,0.233672,0.129761,0.111086,1.007145,0.246706,0.907746,2.203852,0.288755,0.722902,0.383578,0.549178,0.317936,0.554627,1.323284,0.328905,0.424557,0.338825,0.500125,0.333509,0.385519,0.627389,0.463474,0.364956,0.343330,0.476597,0.385600,0.125597,0.528121,0.457797,0.569229,0.551882,0.618374,0.563886,0.116042,0.501645,0.491372,0.511419,0.519031,0.582889,0.551851,0.105889
11400,0.323750,0.232796,0.130306,0.110486,1.032081,0.244379,0.952401,2.243000,0.284141,0.736391,0.382612,0.556457,0.317712,0.576476,1.345522,0.327039,0.426006,0.337854,0.504521,0.333438,0.396365,0.628573,0.462180,0.363922,0.341810,0.477875,0.384697,0.125960,0.526461,0.455472,0.570895,0.553275,0.624640,0.567107,0.116144,0.502573,0.491873,0.510470,0.517963,0.583685,0.552131,0.105954
11600,0.325239,0.232029,0.130725,0.109863,1.058532,0.243029,0.999637,2.294474,0.280966,0.751607,0.382227,0.564491,0.317676,0.599440,1.368431,0.325230,0.426956,0.336864,0.509812,0.333877,0.407227,0.627451,0.458974,0.363242,0.340681,0.480289,0.384980,0.126391,0.529990,0.457445,0.571147,0.553477,0.630354,0.568832,0.116222,0.502139,0.491068,0.511667,0.519408,0.586045,0.553032,0.106049
11800,0.325976,0.230825,0.131046,0.109046,1.081714,0.240726,1.049361,2.338318,0.276656,0.764487,0.381255,0.571990,0.317452,0.623100,1.388537,0.322053,0.429859,0.337071,0.514091,0.333875,0.417700,0.626599,0.456058,0.361505,0.338801,0.482845,0.385288,0.126736,0.529317,0.455846,0.571369,0.553208,0.634235,0.570422,0.116384,0.500947,0.489025,0.509999,0.518042,0.588802,0.554521,0.106117
