step,frac_zero,frac_pos,frac_neg,nonzero_per_hyperplane,hamming_vs_init,hamming_frac,sign_flips_vs_init,zero_to_nonzero_vs_init,nonzero_to_zero_vs_init,churn_vs_prev_eval,T_min,T_mean,T_max,b_min,b_mean,b_max,b_absmean,b_frac_nonzero,mean_nonzero_count,proj_std,score_over_temp,divisor_mean,sparsity_surrogate,penalty_value,target_nonzero_frac,sparsity_slack,hinge_active
3800,0.571324,0.214337,0.214339,164.6118,4744738,0.50277054,636533,943837,3164368,876158,0.388625,0.421400,0.469290,-0.067937,0.000041,0.060952,0.009184,1.000000,164.6118,0.814259,0.9130,16.0000,0.484739,0.000000,0.500000,-0.015261,0
4000,0.572080,0.214023,0.213897,164.3213,4763752,0.50478536,640956,947563,3175233,863835,0.384722,0.421640,0.476022,-0.062224,0.000041,0.064369,0.009484,1.000000,164.3213,0.817134,0.8769,16.0000,0.483690,0.000000,0.500000,-0.016310,0
4200,0.575354,0.212320,0.212325,163.0639,4777440,0.50623578,637928,940470,3199042,818486,0.385094,0.421296,0.481271,-0.067069,0.000046,0.064114,0.009751,1.000000,163.0639,0.819290,0.8445,16.0000,0.481173,0.000000,0.500000,-0.018827,0
4400,0.571265,0.214359,0.214376,164.6344,4798408,0.50845760,653315,962559,3182534,824273,0.384004,0.421491,0.487187,-0.069839,0.000040,0.068286,0.010053,1.000000,164.6344,0.819466,0.8108,16.0000,0.484015,0.000000,0.500000,-0.015985,0
4600,0.576360,0.211799,0.211841,162.6779,4808706,0.50954884,645548,947550,3215608,786059,0.381715,0.420921,0.492617,-0.074553,0.000021,0.067439,0.010296,1.000000,162.6779,0.818925,0.7791,16.0000,0.480019,0.000000,0.500000,-0.019981,0
4800,0.573389,0.213279,0.213332,163.8185,4826487,0.51143295,658018,964221,3204248,785217,0.379684,0.420817,0.498631,-0.080143,0.000039,0.072010,0.010594,1.000000,163.8185,0.818312,0.7512,16.0000,0.482210,0.000000,0.500000,-0.017790,0
5000,0.567763,0.216037,0.216200,165.9789,4845300,0.51342648,678269,990049,3176982,766546,0.376936,0.420084,0.504981,-0.078411,0.000027,0.071226,0.010821,1.000000,165.9789,0.817280,0.7232,16.0000,0.486286,0.000000,0.500000,-0.013714,0
5200,0.576115,0.211800,0.212085,162.7719,4852050,0.51414174,659231,963536,3229283,747692,0.373948,0.419872,0.509295,-0.083657,0.000010,0.075002,0.011074,1.000000,162.7719,0.816280,0.6972,16.0000,0.480151,0.000000,0.500000,-0.019849,0
5400,0.570504,0.214586,0.214910,164.9263,4867775,0.51580799,678763,988105,3200907,733807,0.371257,0.418935,0.514024,-0.079589,0.000036,0.077020,0.011325,1.000000,164.9263,0.814641,0.6714,16.0000,0.484086,0.000000,0.500000,-0.015914,0
5600,0.570532,0.214637,0.214831,164.9158,4879063,0.51700413,682763,991620,3204680,727000,0.367179,0.418524,0.518359,-0.081414,0.000036,0.076215,0.011522,1.000000,164.9158,0.813757,0.6487,16.0000,0.484383,0.000000,0.500000,-0.015617,0
5800,0.575574,0.212114,0.212313,162.9798,4887107,0.51785648,673198,976635,3237274,708889,0.364926,0.417654,0.523069,-0.080926,0.000053,0.078568,0.011728,1.000000,162.9798,0.811729,0.6263,16.0000,0.480634,0.000000,0.500000,-0.019366,0
6000,0.572322,0.213698,0.213981,164.2285,4899280,0.51914638,685175,992077,3222028,693904,0.363355,0.416697,0.528265,-0.085027,0.000066,0.082482,0.011924,1.000000,164.2285,0.810162,0.6070,16.0000,0.482892,0.000000,0.500000,-0.017108,0
6200,0.570576,0.214530,0.214893,164.8987,4910197,0.52030319,694518,1001100,3214579,698876,0.361398,0.416260,0.531420,-0.089073,0.000057,0.080107,0.012128,1.000000,164.8987,0.807754,0.5876,16.0000,0.484894,0.000000,0.500000,-0.015106,0
6400,0.576548,0.211597,0.211855,162.6054,4914891,0.52080059,680544,982254,3252093,656646,0.358500,0.415019,0.535756,-0.089426,0.000034,0.079426,0.012318,1.000000,162.6054,0.806375,0.5704,16.0000,0.480097,0.000000,0.500000,-0.019903,0
6600,0.570840,0.214519,0.214640,164.7973,4927927,0.52218193,699472,1006242,3222213,669538,0.356423,0.414430,0.541114,-0.085141,0.000060,0.078599,0.012483,1.000000,164.7973,0.804899,0.5548,16.0000,0.484934,0.000000,0.500000,-0.015066,0
6800,0.572297,0.213726,0.213978,164.2381,4935601,0.52299511,698274,1003806,3233521,637708,0.354395,0.413204,0.544790,-0.086712,0.000060,0.081633,0.012657,1.000000,164.2381,0.802651,0.5390,16.0000,0.483259,0.000000,0.500000,-0.016741,0
7000,0.572954,0.213485,0.213561,163.9858,4942000,0.52367318,699764,1003161,3239075,648911,0.352964,0.412553,0.548966,-0.086971,0.000060,0.085040,0.012831,1.000000,163.9858,0.801529,0.5255,16.0000,0.483917,0.000000,0.500000,-0.016083,0
7200,0.575992,0.211934,0.212073,162.8190,4947024,0.52420551,693901,994266,3258857,618191,0.350077,0.411281,0.552645,-0.087123,0.000060,0.085608,0.012999,1.000000,162.8190,0.799059,0.5113,16.0000,0.481266,0.000000,0.500000,-0.018734,0
7400,0.568624,0.215579,0.215798,165.6485,4959127,0.52548802,716211,1023932,3218984,622959,0.348456,0.410415,0.556410,-0.087779,0.000049,0.087435,0.013148,1.000000,165.6485,0.797498,0.4995,16.0000,0.486560,0.000000,0.500000,-0.013440,0
7600,0.571871,0.213979,0.214151,164.4017,4963727,0.52597547,709925,1014054,3239748,609780,0.347539,0.409418,0.561393,-0.089063,0.000053,0.090303,0.013284,1.000000,164.4017,0.796336,0.4883,16.0000,0.484510,0.000000,0.500000,-0.015490,0
7800,0.572774,0.213591,0.213635,164.0549,4969837,0.52662289,709731,1012944,3247162,591126,0.345191,0.408291,0.564500,-0.092011,0.000035,0.090200,0.013423,1.000000,164.0549,0.795366,0.4791,16.0000,0.483800,0.000000,0.500000,-0.016200,0
8000,0.571191,0.214338,0.214471,164.6627,4976374,0.52731556,716154,1020470,3239750,591858,0.343644,0.407254,0.567822,-0.092876,0.000022,0.089394,0.013564,1.000000,164.6627,0.794019,0.4699,16.0000,0.484976,0.000000,0.500000,-0.015024,0
8200,0.564203,0.217807,0.217990,167.3462,4986098,0.52834594,736338,1048215,3201545,588866,0.341596,0.406370,0.572228,-0.093646,0.000025,0.087793,0.013688,1.000000,167.3462,0.792659,0.4610,16.0000,0.489827,0.000000,0.500000,-0.010173,0
8400,0.567850,0.215967,0.216183,165.9456,4988259,0.52857494,728456,1036026,3223777,575269,0.340357,0.405199,0.573079,-0.094849,0.000036,0.088502,0.013814,1.000000,165.9456,0.792302,0.4547,16.0000,0.487330,0.000000,0.500000,-0.012670,0
8600,0.573364,0.213311,0.213325,163.8282,4988339,0.52858341,714517,1017017,3256805,551455,0.337910,0.404055,0.575289,-0.095646,0.000035,0.089081,0.013915,1.000000,163.8282,0.791491,0.4480,16.0000,0.483985,0.000000,0.500000,-0.016015,0
8800,0.572288,0.213787,0.213925,164.2413,4994008,0.52918416,719319,1022527,3252162,546137,0.335893,0.403035,0.577362,-0.092501,0.000026,0.091912,0.014012,1.000000,164.2413,0.791530,0.4428,16.0000,0.485196,0.000000,0.500000,-0.014804,0
9000,0.578671,0.210625,0.210705,161.7905,4994186,0.52920300,703488,1000416,3290282,526483,0.334240,0.401900,0.580337,-0.090432,0.000030,0.091675,0.014132,1.000000,161.7905,0.791231,0.4380,16.0000,0.481176,0.000000,0.500000,-0.018824,0
9200,0.571233,0.214336,0.214431,164.6464,5003019,0.53013897,725593,1028873,3248553,530568,0.332385,0.400790,0.582848,-0.091310,0.000025,0.091875,0.014218,1.000000,164.6464,0.791409,0.4340,16.0000,0.485695,0.000000,0.500000,-0.014305,0
9400,0.575263,0.212274,0.212463,163.0990,5004104,0.53025395,715107,1015644,3273353,518931,0.330605,0.399740,0.585843,-0.089319,0.000015,0.093427,0.014304,1.000000,163.0990,0.791538,0.4305,16.0000,0.483770,0.000000,0.500000,-0.016230,0
9600,0.571569,0.214158,0.214273,164.5176,5009335,0.53080827,726529,1029980,3252826,506283,0.328532,0.398627,0.586961,-0.088920,0.000022,0.093997,0.014398,1.000000,164.5176,0.791559,0.4271,16.0000,0.485716,0.000000,0.500000,-0.014284,0
9800,0.574377,0.212779,0.212844,163.4390,5010478,0.53092939,719966,1020580,3269932,500586,0.326870,0.397563,0.588483,-0.091694,0.000021,0.095609,0.014475,1.000000,163.4390,0.791527,0.4249,16.0000,0.484659,0.000000,0.500000,-0.015341,0
10000,0.572973,0.213453,0.213573,163.9782,5013952,0.53129750,725258,1026296,3262398,486714,0.325340,0.396351,0.590893,-0.090614,0.000021,0.097146,0.014550,1.000000,163.9782,0.791791,0.4228,16.0000,0.484719,0.000000,0.500000,-0.015281,0
10200,0.566042,0.216944,0.217014,166.6398,5020816,0.53202480,744729,1052698,3223389,497369,0.322971,0.395416,0.592870,-0.091383,0.000030,0.099274,0.014622,1.000000,166.6398,0.792533,0.4216,16.0000,0.489365,0.000000,0.500000,-0.010635,0
10400,0.576191,0.211877,0.211931,162.7425,5017607,0.53168476,718804,1016166,3282637,464008,0.321714,0.394339,0.594563,-0.089998,0.000016,0.098691,0.014678,1.000000,162.7425,0.793155,0.4203,16.0000,0.483690,0.000000,0.500000,-0.016310,0
10600,0.568257,0.215849,0.215893,165.7892,5024142,0.53237724,741200,1045674,3237268,469533,0.320911,0.393287,0.595895,-0.089074,0.000023,0.099904,0.014746,1.000000,165.7892,0.793600,0.4197,16.0000,0.487847,0.000000,0.500000,-0.012153,0
10800,0.564529,0.217725,0.217746,167.2209,5028726,0.53286296,751459,1060429,3216838,459487,0.320371,0.392294,0.595576,-0.089540,0.000011,0.099595,0.014796,1.000000,167.2209,0.794415,0.4195,16.0000,0.489774,0.000000,0.500000,-0.010226,0
11000,0.564399,0.217812,0.217790,167.2709,5031131,0.53311783,752825,1061563,3216743,456383,0.319120,0.391352,0.596890,-0.089580,0.000016,0.100454,0.014843,1.000000,167.2709,0.795471,0.4200,16.0000,0.490279,0.000000,0.500000,-0.009721,0
11200,0.566992,0.216471,0.216537,166.2753,5031159,0.53312081,745660,1052925,3232574,438329,0.317905,0.390272,0.597050,-0.090036,0.000007,0.102521,0.014894,1.000000,166.2753,0.796962,0.4208,16.0000,0.488282,0.000000,0.500000,-0.011718,0
11400,0.557288,0.221304,0.221409,170.0014,5039623,0.53401768,772994,1089277,3177352,449992,0.316989,0.389459,0.596585,-0.090765,0.000009,0.104168,0.014930,1.000000,170.0014,0.797957,0.4216,16.0000,0.493856,0.000000,0.500000,-0.006144,0
11600,0.566843,0.216494,0.216663,166.3323,5034691,0.53349507,747533,1054455,3232703,413171,0.315567,0.388450,0.597715,-0.092081,0.000007,0.105143,0.014973,1.000000,166.3323,0.798738,0.4225,16.0000,0.488706,0.000000,0.500000,-0.011294,0
11800,0.560518,0.219661,0.219821,168.7612,5040454,0.53410572,766185,1077857,3196412,426919,0.314167,0.387576,0.597799,-0.091944,0.000012,0.106590,0.015011,1.000000,168.7612,0.800083,0.4237,16.0000,0.491952,0.000000,0.500000,-0.008048,0
12000,0.569986,0.215034,0.214980,165.1255,5035766,0.53360897,740398,1043731,3251637,401521,0.313362,0.386737,0.598143,-0.092785,0.000012,0.106449,0.015032,1.000000,165.1255,0.800873,0.4248,16.0000,0.487974,0.000000,0.500000,-0.012026,0
12200,0.559699,0.220162,0.220139,169.0756,5043413,0.53441930,768814,1081885,3192714,405995,0.312069,0.385869,0.598493,-0.093336,0.000012,0.107239,0.015064,1.000000,169.0756,0.802405,0.4266,16.0000,0.492115,0.000000,0.500000,-0.007885,0
12400,0.564145,0.217888,0.217967,167.3683,5041185,0.53418320,756766,1065816,3218603,390308,0.310970,0.385114,0.597976,-0.093349,0.000012,0.107434,0.015095,1.000000,167.3683,0.803892,0.4283,16.0000,0.490612,0.000000,0.500000,-0.009388,0
12600,0.563935,0.218024,0.218042,167.4490,5043100,0.53438610,758187,1067055,3217858,385010,0.310295,0.384341,0.598791,-0.093058,0.000012,0.107348,0.015120,1.000000,167.4490,0.805007,0.4297,16.0000,0.490773,0.000000,0.500000,-0.009227,0
12800,0.564620,0.217704,0.217676,167.1858,5043349,0.53441250,755850,1065114,3222385,372776,0.309400,0.383575,0.598204,-0.093833,0.000020,0.107317,0.015143,1.000000,167.1858,0.806135,0.4312,16.0000,0.490271,0.000000,0.500000,-0.009729,0
13000,0.555323,0.222294,0.222383,170.7560,5049579,0.53507262,782286,1098881,3168412,381234,0.308382,0.382898,0.598450,-0.094359,0.000017,0.107220,0.015162,1.000000,170.7560,0.807436,0.4332,16.0000,0.494052,0.000000,0.500000,-0.005948,0
13200,0.569856,0.215092,0.215052,165.1753,5041076,0.53417164,742458,1045968,3252650,355555,0.308117,0.382258,0.597998,-0.094350,0.000012,0.107777,0.015177,1.000000,165.1753,0.808684,0.4350,16.0000,0.489443,0.000000,0.500000,-0.010557,0
13400,0.558215,0.220908,0.220877,169.6456,5048879,0.53499848,774939,1088560,3185380,359636,0.307287,0.381547,0.597715,-0.094761,0.000012,0.108158,0.015199,1.000000,169.6456,0.809363,0.4364,16.0000,0.492604,0.000000,0.500000,-0.007396,0
13600,0.554300,0.222840,0.222860,171.1488,5052330,0.53536415,785946,1103254,3163130,355494,0.306495,0.381003,0.597318,-0.095367,0.000012,0.109426,0.015222,1.000000,171.1488,0.810782,0.4385,16.0000,0.494717,0.000000,0.500000,-0.005283,0
13800,0.556840,0.221564,0.221597,170.1735,5050634,0.53518444,778984,1093902,3177748,335692,0.305811,0.380394,0.597322,-0.095371,0.000011,0.109275,0.015232,1.000000,170.1735,0.811808,0.4403,16.0000,0.493539,0.000000,0.500000,-0.006461,0
14000,0.555061,0.222448,0.222492,170.8567,5052254,0.53535610,784398,1100400,3167456,340342,0.304969,0.379839,0.597071,-0.095978,0.000011,0.109141,0.015252,1.000000,170.8567,0.812749,0.4420,16.0000,0.494180,0.000000,0.500000,-0.005820,0
14200,0.559412,0.220247,0.220341,169.1857,5050225,0.53514111,772074,1085014,3193137,329697,0.304399,0.379301,0.596930,-0.096079,0.000008,0.109662,0.015265,1.000000,169.1857,0.813831,0.4438,16.0000,0.492886,0.000000,0.500000,-0.007114,0
14400,0.551686,0.224122,0.224192,172.1526,5056253,0.53577983,793898,1113574,3148781,335366,0.304114,0.378792,0.596800,-0.096407,0.000008,0.110017,0.015279,1.000000,172.1526,0.814804,0.4455,16.0000,0.495210,0.000000,0.500000,-0.004790,0
14600,0.556862,0.221548,0.221590,170.1649,5053139,0.53544986,779465,1094808,3178866,321179,0.303560,0.378308,0.596314,-0.096342,0.000010,0.110216,0.015289,1.000000,170.1649,0.815770,0.4472,16.0000,0.493867,0.000000,0.500000,-0.006133,0
14800,0.555413,0.222345,0.222241,170.7212,5054850,0.53563118,784203,1100131,3170516,325565,0.302983,0.377824,0.595932,-0.095846,0.000007,0.110065,0.015298,1.000000,170.7212,0.816701,0.4489,16.0000,0.494194,0.000000,0.500000,-0.005806,0
15000,0.553633,0.223211,0.223156,171.4048,5056886,0.53584695,788998,1107151,3160737,322825,0.302457,0.377381,0.595313,-0.095589,0.000008,0.110409,0.015310,1.000000,171.4048,0.817961,0.4508,16.0000,0.494927,0.000000,0.500000,-0.005073,0
15200,0.551924,0.224025,0.224051,172.0610,5058351,0.53600216,793633,1113630,3151088,319372,0.301917,0.376925,0.595410,-0.095962,0.000005,0.109700,0.015316,1.000000,172.0610,0.818729,0.4523,16.0000,0.495181,0.000000,0.500000,-0.004819,0
15400,0.557054,0.221430,0.221517,170.0913,5055356,0.53568482,779744,1094873,3180739,320258,0.301409,0.376502,0.595247,-0.095879,0.000007,0.109388,0.015330,1.000000,170.0913,0.819511,0.4539,16.0000,0.494324,0.000000,0.500000,-0.005676,0
15600,0.551688,0.224096,0.224216,172.1517,5059327,0.53610557,793953,1115072,3150302,322862,0.300925,0.376060,0.594961,-0.096040,0.000006,0.110312,0.015342,1.000000,172.1517,0.820282,0.4553,16.0000,0.495260,0.000000,0.500000,-0.004740,0
15800,0.551897,0.223969,0.224135,172.0717,5059080,0.53607941,794130,1113877,3151073,325424,0.300406,0.375654,0.594990,-0.095910,0.000008,0.110708,0.015350,1.000000,172.0717,0.820953,0.4568,16.0000,0.495577,0.000000,0.500000,-0.004423,0
16000,0.551630,0.224104,0.224266,172.1740,5059850,0.53616101,794235,1115467,3150148,323843,0.299976,0.375205,0.594714,-0.096153,0.000007,0.110785,0.015357,1.000000,172.1740,0.821896,0.4583,16.0000,0.495356,0.000000,0.500000,-0.004644,0
