step,module,touch_frac,c_r_mean,c_r_median,c_r_max,frac_eq1,frac_ge8,frac_ge32,frac_ge64
600,L3.qkv_lut,0.8975,142.62,59,2789,0.0220,0.7892,0.5850,0.4342
600,L3.v_lut,0.6918,46.26,12,2229,0.0817,0.4154,0.2112,0.1270
600,L3.out_proj,0.0575,556.57,52,8116,0.0051,0.0422,0.0327,0.0270
600,L3.residual_lut,0.6589,194.25,51,3233,0.0400,0.5251,0.3860,0.3052
600,L4.qkv_lut,0.6914,185.13,49,3312,0.0402,0.5490,0.3994,0.3145
600,L4.v_lut,0.4390,72.90,15,3520,0.0561,0.2720,0.1589,0.1077
600,L4.out_proj,0.0176,1817.29,465,8192,0.0008,0.0151,0.0133,0.0124
600,L4.residual_lut,0.3650,350.69,48,7793,0.0312,0.2705,0.2053,0.1687
600,L5.qkv_lut,0.3244,394.60,54,7312,0.0285,0.2441,0.1842,0.1554
600,L5.v_lut,0.1722,185.81,21,6255,0.0237,0.1119,0.0765,0.0599
600,L5.out_proj,0.0109,2928.98,1245,8192,0.0002,0.0099,0.0089,0.0085
600,L5.residual_lut,0.2759,463.97,59,7963,0.0251,0.2036,0.1602,0.1362
800,L0.qkv_lut,1.0000,128.00,98,815,0.0000,0.9990,0.9564,0.7555
800,L0.v_lut,0.9893,32.34,20,667,0.0121,0.8370,0.2921,0.0950
800,L0.out_proj,0.3720,86.01,16,2778,0.0497,0.2339,0.1435,0.1038
800,L0.residual_lut,0.6738,189.96,48,3840,0.0481,0.5273,0.3806,0.2988
800,L1.qkv_lut,0.7069,181.08,45,4239,0.0479,0.5540,0.3960,0.3068
800,L1.v_lut,0.3983,80.34,15,3390,0.0505,0.2502,0.1493,0.1027
800,L1.out_proj,0.7112,44.99,12,2984,0.0898,0.4174,0.2143,0.1284
800,L1.residual_lut,0.9524,134.40,54,2394,0.0286,0.8020,0.5928,0.4390
800,L2.qkv_lut,0.9587,133.52,57,2317,0.0264,0.8265,0.6053,0.4549
800,L2.v_lut,0.7543,42.42,12,1848,0.0929,0.4441,0.2242,0.1325
800,L2.out_proj,0.4547,70.37,9,4679,0.0753,0.2396,0.1295,0.0862
800,L2.residual_lut,0.9302,137.61,75,1539,0.0120,0.8435,0.6621,0.5049
800,L3.qkv_lut,0.9224,138.77,71,1793,0.0146,0.8354,0.6401,0.4902
800,L3.v_lut,0.7546,42.41,14,1852,0.0722,0.4819,0.2440,0.1399
800,L3.out_proj,0.1022,313.01,32,7459,0.0107,0.0717,0.0514,0.0412
800,L3.residual_lut,0.7354,174.07,54,2853,0.0293,0.6208,0.4478,0.3420
800,L4.qkv_lut,0.7625,167.86,54,3151,0.0293,0.6335,0.4621,0.3534
800,L4.v_lut,0.5236,61.11,13,2490,0.0651,0.3175,0.1760,0.1147
800,L4.out_proj,0.0251,1272.54,252,8192,0.0015,0.0212,0.0180,0.0162
800,L4.residual_lut,0.5581,229.35,39,4902,0.0515,0.4053,0.2961,0.2356
800,L5.qkv_lut,0.5612,228.08,38,4369,0.0527,0.4131,0.2980,0.2332
800,L5.v_lut,0.3427,93.37,13,4828,0.0505,0.2044,0.1229,0.0864
800,L5.out_proj,0.0122,2628.01,974,8192,0.0004,0.0109,0.0101,0.0095
800,L5.residual_lut,0.2710,472.33,71,7921,0.0261,0.2048,0.1636,0.1404
1000,L0.qkv_lut,1.0000,128.00,96,821,0.0000,0.9993,0.9544,0.7375
1000,L0.v_lut,0.9890,32.36,19,724,0.0145,0.8286,0.2870,0.0979
1000,L0.out_proj,0.3985,80.30,17,2647,0.0500,0.2544,0.1558,0.1084
1000,L0.residual_lut,0.7358,173.95,47,3498,0.0427,0.5830,0.4248,0.3291
1000,L1.qkv_lut,0.7580,168.87,46,4036,0.0492,0.6037,0.4377,0.3307
1000,L1.v_lut,0.4448,71.95,15,3025,0.0554,0.2796,0.1636,0.1085
1000,L1.out_proj,0.7618,42.00,12,2291,0.0919,0.4586,0.2307,0.1324
1000,L1.residual_lut,0.9697,132.00,60,2121,0.0195,0.8491,0.6282,0.4695
1000,L2.qkv_lut,0.9736,131.47,62,2061,0.0181,0.8709,0.6471,0.4788
1000,L2.v_lut,0.8055,39.73,12,1495,0.0893,0.4884,0.2376,0.1352
1000,L2.out_proj,0.4803,66.63,9,4763,0.0811,0.2532,0.1363,0.0904
1000,L2.residual_lut,0.9365,136.68,78,1410,0.0164,0.8650,0.6846,0.5234
1000,L3.qkv_lut,0.9331,137.18,77,1513,0.0150,0.8501,0.6702,0.5200
1000,L3.v_lut,0.7816,40.94,15,1320,0.0677,0.5134,0.2568,0.1433
1000,L3.out_proj,0.1297,246.72,26,6735,0.0144,0.0877,0.0615,0.0480
1000,L3.residual_lut,0.7332,174.59,65,2981,0.0254,0.6233,0.4705,0.3699
1000,L4.qkv_lut,0.7733,165.53,62,2839,0.0236,0.6580,0.4951,0.3830
1000,L4.v_lut,0.5287,60.53,15,2884,0.0603,0.3321,0.1871,0.1210
1000,L4.out_proj,0.0302,1060.24,157,8192,0.0016,0.0249,0.0215,0.0189
1000,L4.residual_lut,0.6885,185.92,39,5124,0.0576,0.5042,0.3689,0.2878
1000,L5.qkv_lut,0.6432,199.00,39,5764,0.0524,0.4723,0.3434,0.2695
1000,L5.v_lut,0.4368,73.27,12,4149,0.0650,0.2553,0.1466,0.1019
1000,L5.out_proj,0.0117,2723.57,1031,8192,0.0007,0.0104,0.0093,0.0090
1000,L5.residual_lut,0.3755,340.89,55,7549,0.0293,0.2847,0.2180,0.1794
1200,L0.qkv_lut,1.0000,128.00,95,835,0.0000,0.9992,0.9520,0.7271
1200,L0.v_lut,0.9882,32.38,19,715,0.0143,0.8192,0.2854,0.0994
1200,L0.out_proj,0.4118,77.71,18,2730,0.0485,0.2668,0.1642,0.1117
1200,L0.residual_lut,0.7632,167.72,48,3378,0.0403,0.6099,0.4375,0.3459
1200,L1.qkv_lut,0.7856,162.92,47,3846,0.0438,0.6281,0.4521,0.3451
1200,L1.v_lut,0.4750,67.37,15,2909,0.0574,0.3006,0.1706,0.1127
1200,L1.out_proj,0.7852,40.76,12,2116,0.0903,0.4744,0.2375,0.1341
1200,L1.residual_lut,0.9751,131.27,61,2212,0.0173,0.8699,0.6450,0.4785
1200,L2.qkv_lut,0.9800,130.61,65,2089,0.0145,0.8836,0.6584,0.4945
1200,L2.v_lut,0.8253,38.77,12,1546,0.0860,0.5077,0.2427,0.1354
1200,L2.out_proj,0.5217,61.33,9,4359,0.0887,0.2742,0.1440,0.0942
1200,L2.residual_lut,0.9438,135.62,80,1750,0.0166,0.8779,0.6985,0.5388
1200,L3.qkv_lut,0.9421,135.87,77,1657,0.0155,0.8604,0.6820,0.5199
1200,L3.v_lut,0.7983,40.08,15,1650,0.0676,0.5275,0.2599,0.1408
1200,L3.out_proj,0.1463,218.77,25,6521,0.0164,0.0983,0.0675,0.0522
1200,L3.residual_lut,0.7573,169.02,76,2185,0.0181,0.6724,0.5244,0.4138
1200,L4.qkv_lut,0.7951,160.99,73,2782,0.0168,0.7008,0.5405,0.4238
1200,L4.v_lut,0.5705,56.09,17,1906,0.0555,0.3743,0.2091,0.1300
1200,L4.out_proj,0.0334,956.73,117,8192,0.0019,0.0273,0.0229,0.0200
1200,L4.residual_lut,0.7354,174.07,43,3511,0.0474,0.5669,0.4092,0.3225
1200,L5.qkv_lut,0.7170,178.53,41,4580,0.0467,0.5521,0.3927,0.2995
1200,L5.v_lut,0.5158,62.04,12,3927,0.0747,0.2994,0.1672,0.1086
1200,L5.out_proj,0.0118,2702.52,1031,8192,0.0005,0.0105,0.0094,0.0090
1200,L5.residual_lut,0.4055,315.65,37,6718,0.0459,0.2874,0.2095,0.1746
1400,L0.qkv_lut,1.0000,128.00,94,846,0.0000,0.9995,0.9434,0.7166
1400,L0.v_lut,0.9878,32.39,19,731,0.0157,0.8101,0.2829,0.1013
1400,L0.out_proj,0.4344,73.66,17,2616,0.0500,0.2808,0.1690,0.1147
1400,L0.residual_lut,0.7903,161.97,50,3238,0.0393,0.6404,0.4644,0.3540
1400,L1.qkv_lut,0.8094,158.14,48,3842,0.0405,0.6546,0.4756,0.3563
1400,L1.v_lut,0.5025,63.68,15,2828,0.0588,0.3175,0.1772,0.1163
1400,L1.out_proj,0.8151,39.26,13,1923,0.0854,0.5057,0.2456,0.1364
1400,L1.residual_lut,0.9829,130.23,63,1718,0.0171,0.8848,0.6616,0.4912
1400,L2.qkv_lut,0.9819,130.36,68,1967,0.0132,0.9061,0.6882,0.5122
1400,L2.v_lut,0.8477,37.75,13,1512,0.0846,0.5296,0.2498,0.1362
1400,L2.out_proj,0.5551,57.64,9,3598,0.0917,0.2927,0.1536,0.0998
1400,L2.residual_lut,0.9504,134.67,82,1630,0.0117,0.8870,0.7258,0.5513
1400,L3.qkv_lut,0.9495,134.80,78,1444,0.0164,0.8766,0.6969,0.5311
1400,L3.v_lut,0.8167,39.18,15,1482,0.0646,0.5465,0.2657,0.1424
1400,L3.out_proj,0.1733,184.64,17,6606,0.0229,0.1086,0.0705,0.0537
1400,L3.residual_lut,0.7595,168.53,76,2240,0.0178,0.6763,0.5300,0.4111
1400,L4.qkv_lut,0.7982,160.37,70,2260,0.0189,0.7072,0.5415,0.4189
1400,L4.v_lut,0.5768,55.47,17,2526,0.0560,0.3811,0.2074,0.1270
1400,L4.out_proj,0.0306,1044.40,135,8192,0.0023,0.0243,0.0203,0.0183
1400,L4.residual_lut,0.7588,168.69,50,3330,0.0442,0.6106,0.4460,0.3462
1400,L5.qkv_lut,0.7326,174.72,56,3667,0.0384,0.5864,0.4445,0.3462
1400,L5.v_lut,0.5271,60.71,13,2186,0.0703,0.3189,0.1813,0.1181
1400,L5.out_proj,0.0131,2444.23,689,8192,0.0006,0.0109,0.0096,0.0091
1400,L5.residual_lut,0.3408,375.56,43,6285,0.0320,0.2463,0.1846,0.1543
1600,L0.qkv_lut,1.0000,128.00,93,847,0.0000,0.9993,0.9398,0.7129
1600,L0.v_lut,0.9871,32.42,19,713,0.0162,0.8037,0.2811,0.1030
1600,L0.out_proj,0.4440,72.07,17,2579,0.0494,0.2883,0.1736,0.1173
1600,L0.residual_lut,0.7983,160.33,51,3098,0.0388,0.6497,0.4683,0.3643
1600,L1.qkv_lut,0.8117,157.70,50,3730,0.0366,0.6634,0.4810,0.3647
1600,L1.v_lut,0.5089,62.89,15,2545,0.0578,0.3250,0.1813,0.1188
1600,L1.out_proj,0.8169,39.17,13,1956,0.0862,0.5069,0.2491,0.1364
1600,L1.residual_lut,0.9863,129.77,64,1933,0.0149,0.8938,0.6746,0.4983
1600,L2.qkv_lut,0.9847,129.99,69,1789,0.0114,0.9074,0.6943,0.5125
1600,L2.v_lut,0.8520,37.56,13,1549,0.0832,0.5324,0.2536,0.1378
1600,L2.out_proj,0.5846,54.74,9,3636,0.0976,0.3085,0.1605,0.1033
1600,L2.residual_lut,0.9592,133.44,84,1245,0.0127,0.8992,0.7415,0.5645
1600,L3.qkv_lut,0.9598,133.36,80,1304,0.0177,0.8887,0.7145,0.5524
1600,L3.v_lut,0.8329,38.42,16,1072,0.0646,0.5642,0.2760,0.1450
1600,L3.out_proj,0.1784,179.37,19,6644,0.0221,0.1153,0.0756,0.0571
1600,L3.residual_lut,0.7622,167.93,77,2391,0.0112,0.6892,0.5383,0.4197
1600,L4.qkv_lut,0.8018,159.65,75,2254,0.0164,0.7205,0.5583,0.4326
1600,L4.v_lut,0.5895,54.28,17,2495,0.0549,0.3946,0.2156,0.1314
1600,L4.out_proj,0.0332,963.76,110,8192,0.0025,0.0262,0.0218,0.0189
1600,L4.residual_lut,0.7336,174.47,40,3597,0.0540,0.5508,0.3943,0.3103
1600,L5.qkv_lut,0.6502,196.85,43,3944,0.0479,0.4940,0.3589,0.2843
1600,L5.v_lut,0.4695,68.16,12,2865,0.0716,0.2714,0.1538,0.1046
1600,L5.out_proj,0.0131,2444.23,643,8192,0.0008,0.0113,0.0103,0.0096
1600,L5.residual_lut,0.2576,496.96,53,8070,0.0247,0.1887,0.1484,0.1221
1800,L0.qkv_lut,1.0000,128.00,93,1061,0.0002,0.9997,0.9364,0.7036
1800,L0.v_lut,0.9860,32.45,18,724,0.0173,0.7968,0.2822,0.1035
1800,L0.out_proj,0.4524,70.74,17,2588,0.0504,0.2932,0.1750,0.1182
1800,L0.residual_lut,0.8049,159.02,51,2893,0.0369,0.6624,0.4756,0.3708
1800,L1.qkv_lut,0.8280,154.60,50,3705,0.0451,0.6735,0.4867,0.3695
1800,L1.v_lut,0.5235,61.13,15,2316,0.0587,0.3327,0.1865,0.1208
1800,L1.out_proj,0.8350,38.32,13,1497,0.0827,0.5230,0.2575,0.1384
1800,L1.residual_lut,0.9873,129.65,67,1912,0.0151,0.9006,0.6885,0.5071
1800,L2.qkv_lut,0.9849,129.97,70,1697,0.0086,0.9173,0.7039,0.5192
1800,L2.v_lut,0.8644,37.02,13,1502,0.0792,0.5461,0.2563,0.1379
1800,L2.out_proj,0.5993,53.40,9,3425,0.0992,0.3164,0.1630,0.1036
1800,L2.residual_lut,0.9602,133.30,86,1353,0.0122,0.9048,0.7485,0.5728
1800,L3.qkv_lut,0.9587,133.52,82,1499,0.0151,0.8883,0.7207,0.5534
1800,L3.v_lut,0.8365,38.25,16,1131,0.0621,0.5719,0.2792,0.1445
1800,L3.out_proj,0.1806,177.21,17,6594,0.0228,0.1144,0.0741,0.0568
1800,L3.residual_lut,0.7544,169.67,73,2412,0.0193,0.6619,0.5120,0.4011
1800,L4.qkv_lut,0.7936,161.29,63,2812,0.0208,0.6906,0.5213,0.3957
1800,L4.v_lut,0.5688,56.26,16,2394,0.0568,0.3701,0.2023,0.1257
1800,L4.out_proj,0.0361,887.12,107,8192,0.0025,0.0287,0.0237,0.0208
1800,L4.residual_lut,0.8225,155.62,54,2641,0.0410,0.6680,0.4917,0.3865
1800,L5.qkv_lut,0.7785,164.42,60,2581,0.0342,0.6403,0.4801,0.3800
1800,L5.v_lut,0.6015,53.20,13,2067,0.0782,0.3634,0.1984,0.1267
1800,L5.out_proj,0.0125,2557.50,636,8192,0.0005,0.0109,0.0098,0.0091
1800,L5.residual_lut,0.4363,293.39,40,6261,0.0388,0.3157,0.2351,0.1907
2000,L0.qkv_lut,1.0000,128.00,93,1023,0.0002,0.9992,0.9334,0.7015
2000,L0.v_lut,0.9854,32.47,18,721,0.0181,0.7934,0.2794,0.1052
2000,L0.out_proj,0.4649,68.84,17,2584,0.0520,0.3022,0.1802,0.1210
2000,L0.residual_lut,0.8250,155.16,50,2895,0.0369,0.6797,0.4912,0.3767
2000,L1.qkv_lut,0.8345,153.39,50,3504,0.0381,0.6812,0.4935,0.3771
2000,L1.v_lut,0.5348,59.83,15,2269,0.0588,0.3408,0.1904,0.1216
2000,L1.out_proj,0.8445,37.89,13,1734,0.0820,0.5344,0.2558,0.1376
2000,L1.residual_lut,0.9893,129.39,68,1911,0.0083,0.9092,0.7007,0.5151
2000,L2.qkv_lut,0.9875,129.62,72,1701,0.0085,0.9246,0.7140,0.5337
2000,L2.v_lut,0.8740,36.61,14,1239,0.0784,0.5573,0.2610,0.1390
2000,L2.out_proj,0.6343,50.45,9,3171,0.1000,0.3373,0.1702,0.1069
2000,L2.residual_lut,0.9651,132.63,89,1264,0.0120,0.9128,0.7656,0.5801
2000,L3.qkv_lut,0.9640,132.78,83,1456,0.0127,0.8976,0.7381,0.5622
2000,L3.v_lut,0.8497,37.66,16,1306,0.0601,0.5859,0.2803,0.1441
2000,L3.out_proj,0.1922,166.49,17,6561,0.0252,0.1224,0.0789,0.0590
2000,L3.residual_lut,0.7583,168.80,79,2321,0.0168,0.6714,0.5281,0.4177
2000,L4.qkv_lut,0.8027,159.45,70,2104,0.0215,0.7100,0.5454,0.4159
2000,L4.v_lut,0.5856,54.65,17,2014,0.0557,0.3876,0.2125,0.1312
2000,L4.out_proj,0.0406,788.40,101,8190,0.0030,0.0320,0.0267,0.0230
2000,L4.residual_lut,0.8789,145.64,58,2741,0.0256,0.7610,0.5613,0.4229
2000,L5.qkv_lut,0.8271,154.75,61,3163,0.0199,0.7189,0.5326,0.4084
2000,L5.v_lut,0.6872,46.57,12,1861,0.0804,0.4111,0.2100,0.1269
2000,L5.out_proj,0.0142,2255.00,520,8192,0.0009,0.0120,0.0104,0.0096
2000,L5.residual_lut,0.4641,275.80,55,5034,0.0405,0.3523,0.2695,0.2224
2200,L0.qkv_lut,1.0000,128.00,92,1057,0.0002,0.9985,0.9279,0.6965
2200,L0.v_lut,0.9846,32.50,18,721,0.0188,0.7862,0.2796,0.1054
2200,L0.out_proj,0.4687,68.28,17,2548,0.0514,0.3036,0.1812,0.1212
2200,L0.residual_lut,0.8293,154.34,52,2802,0.0337,0.6892,0.5007,0.3850
2200,L1.qkv_lut,0.8452,151.44,52,3394,0.0381,0.6947,0.5083,0.3864
2200,L1.v_lut,0.5458,58.63,15,2150,0.0601,0.3482,0.1944,0.1228
2200,L1.out_proj,0.8500,37.65,14,1657,0.0771,0.5430,0.2596,0.1381
2200,L1.residual_lut,0.9912,129.13,70,1637,0.0105,0.9155,0.7046,0.5195
2200,L2.qkv_lut,0.9858,129.84,73,1760,0.0088,0.9251,0.7223,0.5378
2200,L2.v_lut,0.8779,36.45,14,1374,0.0772,0.5642,0.2614,0.1384
2200,L2.out_proj,0.6303,50.77,9,3199,0.0997,0.3333,0.1695,0.1081
2200,L2.residual_lut,0.9663,132.46,90,1215,0.0110,0.9121,0.7710,0.5950
2200,L3.qkv_lut,0.9681,132.22,83,1451,0.0166,0.9023,0.7425,0.5700
2200,L3.v_lut,0.8514,37.59,17,1000,0.0582,0.5880,0.2848,0.1455
2200,L3.out_proj,0.2224,143.88,17,6679,0.0280,0.1405,0.0895,0.0658
2200,L3.residual_lut,0.7817,163.74,72,2364,0.0208,0.6907,0.5374,0.4141
2200,L4.qkv_lut,0.8159,156.88,70,2364,0.0215,0.7209,0.5539,0.4251
2200,L4.v_lut,0.6085,52.59,15,2173,0.0601,0.3926,0.2114,0.1284
2200,L4.out_proj,0.0453,707.06,103,8137,0.0036,0.0358,0.0287,0.0255
2200,L4.residual_lut,0.8352,153.26,54,3005,0.0361,0.6873,0.5093,0.3855
2200,L5.qkv_lut,0.7879,162.45,61,2307,0.0332,0.6499,0.4867,0.3887
2200,L5.v_lut,0.6147,52.06,13,1961,0.0775,0.3687,0.1976,0.1246
2200,L5.out_proj,0.0135,2377.72,597,8192,0.0006,0.0117,0.0103,0.0096
2200,L5.residual_lut,0.4155,308.04,43,5362,0.0400,0.3022,0.2239,0.1865
