step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.476717,0.474967,0.389471,0.392207,0.402468,0.370316,0.672941,0.459337,0.496926,0.370553,0.452099,0.387072,0.605956,0.484617,0.452820,0.432438,0.522601,0.469943,0.508194,0.484458,0.509081,0.500100,0.634896,0.603805,0.505145,0.441394,0.518849,0.445302,0.654680,0.583628,0.527841,0.435199,0.530718,0.433869,0.610842,0.564599
2200,0.461549,0.459417,0.371482,0.374130,0.400209,0.358232,0.693218,0.453821,0.515302,0.362976,0.461392,0.378041,0.622563,0.481620,0.450616,0.423410,0.523268,0.463589,0.507678,0.481434,0.506098,0.496859,0.636951,0.606039,0.508632,0.437609,0.529655,0.444467,0.672243,0.588840,0.530685,0.429780,0.532960,0.428894,0.618649,0.566340
2400,0.447490,0.445005,0.354588,0.357127,0.400160,0.347682,0.712502,0.447926,0.533815,0.356320,0.470742,0.370046,0.640013,0.477361,0.448588,0.414032,0.523743,0.457342,0.507620,0.478506,0.502551,0.492873,0.638256,0.606770,0.515923,0.437708,0.539089,0.443410,0.688806,0.593836,0.535516,0.423791,0.536833,0.422335,0.625010,0.567670
2600,0.433754,0.430957,0.338186,0.340632,0.402690,0.338923,0.730422,0.442069,0.553509,0.350021,0.482197,0.363780,0.657820,0.474247,0.450153,0.405400,0.524365,0.450836,0.509352,0.477196,0.499998,0.490105,0.638887,0.606613,0.525296,0.440507,0.552673,0.447234,0.702958,0.598067,0.540668,0.416682,0.540513,0.416262,0.629791,0.568742
2800,0.420204,0.417134,0.322972,0.325311,0.406161,0.331065,0.747361,0.435558,0.572332,0.345614,0.493500,0.358354,0.674475,0.469479,0.452682,0.398226,0.524514,0.444241,0.510806,0.476069,0.496830,0.486952,0.639205,0.605899,0.534840,0.444755,0.564308,0.450243,0.711990,0.600775,0.544031,0.411070,0.545006,0.410228,0.633906,0.569588
3000,0.406884,0.403622,0.309188,0.311442,0.411256,0.323398,0.765273,0.430124,0.591719,0.340565,0.507382,0.353635,0.692407,0.466101,0.457213,0.392119,0.525577,0.438073,0.512255,0.474590,0.494060,0.484057,0.637590,0.602788,0.538542,0.444936,0.572817,0.453104,0.719677,0.603007,0.548905,0.407078,0.548616,0.406056,0.637874,0.570439
3200,0.394571,0.391010,0.296260,0.298407,0.417174,0.316982,0.780531,0.424541,0.610587,0.336028,0.520793,0.349850,0.709513,0.461822,0.462009,0.386543,0.526387,0.432198,0.515034,0.473459,0.491290,0.481027,0.636552,0.599706,0.545026,0.446963,0.583103,0.457167,0.727074,0.605308,0.553685,0.403461,0.552068,0.400533,0.641817,0.571295
3400,0.383555,0.379808,0.284239,0.286293,0.424051,0.311069,0.793877,0.418852,0.628987,0.332168,0.535581,0.346900,0.726020,0.458176,0.467554,0.381608,0.526848,0.425804,0.517452,0.472531,0.489009,0.478650,0.634235,0.595373,0.551078,0.448628,0.591633,0.459182,0.732410,0.606898,0.555909,0.397813,0.555814,0.394992,0.644950,0.571940
3600,0.372459,0.368593,0.273259,0.275236,0.432228,0.305848,0.807900,0.413089,0.647859,0.328283,0.551001,0.344231,0.741193,0.453772,0.476608,0.376444,0.527987,0.419320,0.520975,0.471699,0.486218,0.475494,0.631167,0.589443,0.557089,0.451077,0.598292,0.460933,0.736617,0.608126,0.558832,0.393631,0.559603,0.390662,0.647983,0.572567
3800,0.363474,0.359452,0.263323,0.265224,0.440079,0.300516,0.821166,0.407072,0.665156,0.324577,0.566507,0.342074,0.755104,0.449213,0.483171,0.372111,0.529781,0.414052,0.524002,0.471029,0.484205,0.473327,0.629045,0.585000,0.561047,0.451836,0.605399,0.463013,0.740537,0.609399,0.559562,0.389900,0.561158,0.385768,0.650981,0.573341
4000,0.354754,0.350584,0.254105,0.255931,0.449146,0.296253,0.832193,0.401125,0.681896,0.321079,0.582448,0.339837,0.768090,0.445156,0.492161,0.369920,0.532003,0.408492,0.526789,0.470202,0.482180,0.471248,0.626053,0.579419,0.565396,0.454262,0.610961,0.465814,0.743865,0.610350,0.561375,0.387284,0.563979,0.381500,0.653733,0.573937
4200,0.346695,0.342403,0.245752,0.247517,0.457337,0.292479,0.842654,0.395899,0.696557,0.317648,0.596635,0.338446,0.779921,0.441202,0.499390,0.367074,0.533705,0.403918,0.528490,0.468886,0.480188,0.469037,0.623200,0.574322,0.567914,0.454814,0.615418,0.466770,0.746785,0.611294,0.562914,0.384088,0.567266,0.378248,0.655880,0.574454
4400,0.339672,0.335233,0.238127,0.239826,0.465436,0.289113,0.853048,0.391620,0.710741,0.314492,0.610907,0.337458,0.792428,0.438029,0.508572,0.365039,0.535724,0.399436,0.530418,0.467639,0.478556,0.467250,0.619566,0.568636,0.569934,0.455211,0.619560,0.468429,0.749213,0.612040,0.564868,0.381617,0.568690,0.374045,0.657707,0.574898
4600,0.333019,0.328488,0.231395,0.233036,0.473728,0.285595,0.860888,0.387081,0.724648,0.311386,0.625099,0.336488,0.803299,0.434721,0.515699,0.362996,0.537791,0.395436,0.532762,0.466712,0.476682,0.465381,0.616292,0.563224,0.571899,0.455277,0.623721,0.470161,0.751154,0.612663,0.565751,0.378982,0.569151,0.370658,0.659267,0.575270
4800,0.327409,0.322793,0.225192,0.226782,0.481770,0.282678,0.867962,0.382658,0.737460,0.308111,0.638819,0.335532,0.813801,0.432096,0.523859,0.361838,0.539967,0.391646,0.534660,0.465652,0.475056,0.463428,0.613021,0.557883,0.573096,0.455159,0.625856,0.470986,0.752767,0.613098,0.567106,0.377117,0.570936,0.368153,0.660496,0.575485
5000,0.322217,0.317537,0.219694,0.221227,0.489356,0.279963,0.873757,0.378451,0.748925,0.304722,0.651923,0.334990,0.822562,0.428910,0.531306,0.359983,0.542332,0.387844,0.536158,0.464162,0.473156,0.461371,0.608680,0.551650,0.572582,0.454159,0.626607,0.470880,0.754375,0.613622,0.568086,0.374739,0.572451,0.365186,0.661803,0.575805
5200,0.317584,0.312859,0.214779,0.216260,0.496413,0.277368,0.879717,0.375326,0.760277,0.301749,0.664397,0.334557,0.830776,0.425815,0.538296,0.359025,0.544104,0.384583,0.537753,0.463295,0.472265,0.460012,0.605214,0.546564,0.571088,0.452224,0.625936,0.469754,0.755436,0.613888,0.569059,0.373355,0.573190,0.363125,0.662711,0.575960
5400,0.313112,0.308383,0.210416,0.211859,0.503462,0.274828,0.884674,0.372078,0.770595,0.299472,0.675791,0.334017,0.838803,0.423284,0.544939,0.358259,0.545698,0.381555,0.539272,0.462373,0.471225,0.458708,0.602158,0.541924,0.570775,0.451496,0.626722,0.469834,0.756385,0.614178,0.569705,0.371887,0.573765,0.361312,0.663525,0.576136
5600,0.309210,0.304453,0.206546,0.207951,0.509612,0.272658,0.888936,0.369142,0.778158,0.296949,0.686632,0.333632,0.845706,0.420707,0.550593,0.357264,0.546709,0.378478,0.540565,0.461521,0.470581,0.457718,0.599049,0.537515,0.571394,0.451419,0.627397,0.470006,0.757165,0.614401,0.570074,0.370557,0.574907,0.359824,0.664216,0.576275
5800,0.306037,0.301248,0.203066,0.204440,0.515590,0.270819,0.892125,0.366244,0.785313,0.294891,0.696571,0.333289,0.852883,0.419084,0.555922,0.356452,0.547942,0.375757,0.541537,0.460438,0.469500,0.456348,0.595659,0.533045,0.570271,0.450039,0.626146,0.468715,0.757762,0.614615,0.570218,0.369470,0.575055,0.358213,0.664801,0.576430
6000,0.303121,0.298313,0.200042,0.201388,0.520746,0.268997,0.894899,0.363682,0.792214,0.292887,0.705700,0.333083,0.858262,0.416967,0.561409,0.355975,0.549545,0.373550,0.542320,0.459348,0.468420,0.455081,0.592582,0.528899,0.569868,0.449383,0.625803,0.468230,0.758128,0.614655,0.570851,0.368839,0.576003,0.357278,0.665143,0.576425
6200,0.300833,0.296002,0.197373,0.198696,0.525535,0.267283,0.897824,0.361601,0.798584,0.291180,0.714086,0.332733,0.863815,0.415679,0.566348,0.355810,0.550992,0.371513,0.543333,0.458737,0.468077,0.454486,0.590131,0.525349,0.569797,0.448987,0.625430,0.467646,0.758534,0.614790,0.571205,0.368115,0.576794,0.356495,0.665536,0.576508
6400,0.298495,0.293655,0.195065,0.196367,0.529704,0.265836,0.900226,0.359586,0.804353,0.289832,0.721921,0.332725,0.868187,0.414269,0.570293,0.355260,0.552014,0.369780,0.544376,0.458216,0.467727,0.453806,0.587965,0.522321,0.569243,0.448157,0.624498,0.466664,0.758740,0.614818,0.571425,0.367492,0.576918,0.355611,0.665778,0.576521
6600,0.296603,0.291752,0.193025,0.194308,0.533545,0.264448,0.902319,0.357672,0.808889,0.288361,0.728763,0.332495,0.872157,0.412875,0.574057,0.354867,0.553103,0.367933,0.544559,0.457058,0.467246,0.453150,0.585733,0.519348,0.567703,0.446798,0.622982,0.465484,0.758956,0.614902,0.571380,0.366751,0.577141,0.354834,0.666030,0.576576
6800,0.294955,0.290102,0.191281,0.192543,0.536663,0.263216,0.903716,0.355847,0.813566,0.287181,0.734932,0.332346,0.875861,0.411730,0.577583,0.354658,0.554183,0.366406,0.545231,0.456444,0.466726,0.452442,0.583592,0.516600,0.566889,0.445857,0.622354,0.464796,0.758996,0.614848,0.571449,0.366026,0.577326,0.354090,0.666132,0.576526
7000,0.293555,0.288688,0.189748,0.190996,0.539824,0.262214,0.904770,0.354376,0.817083,0.285937,0.740462,0.332213,0.878644,0.410314,0.581003,0.354369,0.555051,0.364878,0.545375,0.455673,0.466424,0.451933,0.581721,0.514166,0.566007,0.444979,0.621281,0.463905,0.759082,0.614857,0.571413,0.365693,0.577629,0.353794,0.666255,0.576518
7200,0.292242,0.287373,0.188380,0.189615,0.542538,0.261297,0.906084,0.352946,0.819916,0.284854,0.745586,0.332435,0.881177,0.409277,0.583779,0.354142,0.555651,0.363499,0.545878,0.455220,0.466296,0.451603,0.580156,0.512081,0.565325,0.444226,0.620595,0.463261,0.759105,0.614831,0.571309,0.365149,0.577683,0.353267,0.666347,0.576510
7400,0.291173,0.286305,0.187166,0.188391,0.545055,0.260436,0.907107,0.351622,0.822906,0.283902,0.750030,0.332285,0.883991,0.408471,0.586382,0.354102,0.556465,0.362480,0.546264,0.454751,0.466034,0.451167,0.578663,0.510184,0.564604,0.443428,0.619699,0.462461,0.759102,0.614807,0.571282,0.364711,0.577674,0.352789,0.666397,0.576481
7600,0.290161,0.285288,0.186045,0.187258,0.547206,0.259778,0.907480,0.350511,0.825321,0.283026,0.754175,0.332203,0.886127,0.407552,0.588676,0.353911,0.557071,0.361377,0.546623,0.454207,0.465781,0.450714,0.577136,0.508303,0.563573,0.442464,0.618488,0.461484,0.759098,0.614820,0.571291,0.364453,0.577713,0.352482,0.666497,0.576507
7800,0.289150,0.284275,0.185008,0.186212,0.549319,0.259019,0.908035,0.349502,0.827446,0.282138,0.758095,0.332257,0.888248,0.406789,0.590977,0.353874,0.557552,0.360294,0.546885,0.453823,0.465593,0.450382,0.575858,0.506636,0.562805,0.441756,0.617692,0.460794,0.759045,0.614781,0.571300,0.364133,0.577636,0.352071,0.666529,0.576482
8000,0.288289,0.283404,0.184028,0.185222,0.551361,0.258260,0.908831,0.348606,0.830152,0.281502,0.761979,0.332314,0.890499,0.406052,0.593054,0.353677,0.558298,0.359490,0.547287,0.453470,0.465354,0.449962,0.574470,0.504916,0.562071,0.441058,0.616771,0.460037,0.758959,0.614737,0.571303,0.363828,0.577650,0.351742,0.666545,0.576443
