#{"t_start": 1785187542.2314014, "env_id": "Walker2d-v5"}
r,l,t
245.012067,136,40.524724
365.847925,217,42.219802
274.083254,146,43.356527
248.108682,129,44.361145
333.188966,226,46.137202
281.076878,157,47.374465
365.129337,234,49.218529
605.364237,588,53.847091
231.36151,175,55.204051
238.540878,152,56.346659
499.394916,407,59.501396
244.549747,188,60.948412
227.47756,133,61.981038
232.743717,145,63.119065
271.917759,148,64.271666
211.694369,110,65.145184
246.143578,151,66.339195
188.80949,142,67.459046
792.391803,768,73.520079
232.345657,136,74.597955
232.81404,192,76.107634
172.34488,119,77.020345
207.602384,174,78.379195
16.211342,140,79.47609
215.807493,118,80.393549
54.90531,66,80.910079
234.539972,143,82.039213
144.510544,107,82.869771
155.761469,113,83.753201
319.022357,191,85.255236
231.604689,141,86.362564
342.357314,317,88.818668
238.428755,140,89.891174
285.954409,173,91.249869
353.444845,223,93.005872
249.123414,142,94.116748
60.724935,141,95.181154
380.28752,239,97.032101
247.708837,161,98.30987
266.419428,373,101.227028
319.075739,182,102.649298
178.756138,110,103.502122
217.444549,159,104.733443
249.189711,141,105.838484
880.106643,742,111.608182
35.755957,174,112.976714
401.345464,200,114.544134
445.629122,367,117.408947
253.633563,212,118.949531
128.239852,308,127.092663
641.036964,599,131.566151
-31.720449,100,132.311633
509.633055,736,138.008945
280.842919,147,139.147891
403.136887,238,141.03574
180.954283,119,141.983989
585.236995,244,143.913443
249.762292,132,144.967155
217.775861,136,146.042919
335.597504,171,147.377354
288.609041,158,148.602126
209.754365,107,149.403274
323.324301,150,150.519918
580.569544,212,152.17443
151.232457,106,153.014411
897.675869,1000,160.880909
206.243966,123,161.850998
241.786785,121,162.79504
222.252264,128,163.798814
302.105878,224,165.547868
176.849163,138,166.51792
197.632285,115,167.321934
332.090209,204,168.779277
227.894389,124,169.736473
240.520068,123,170.697809
188.455811,110,171.55678
303.234205,138,172.637629
201.334741,148,173.792784
238.939248,134,174.848552
162.31959,100,175.636971
210.905771,115,176.532029
265.003557,189,178.008294
1112.857693,1000,185.677356
272.758636,156,187.127268
540.941211,309,189.482528
181.862665,108,190.298735
190.190986,144,191.436446
195.520736,124,192.362049
169.783954,116,193.282244
293.16806,169,194.613498
273.714435,134,195.667113
283.560356,130,196.700463
277.659721,143,197.833269
284.164357,187,199.316316
393.954912,247,201.246721
331.103585,200,202.728019
293.172614,179,204.129475
293.096817,201,205.706066
291.14508,157,206.864145
234.161109,123,207.783997
262.915887,156,208.933328
180.590964,120,209.850697
204.724865,140,210.936677
69.622309,113,211.804676
360.467604,191,213.285403
510.110462,381,216.273546
375.735541,192,217.761014
286.057164,153,218.961554
246.583309,203,220.562376
244.896186,135,221.641573
316.933852,170,222.990856
357.974462,215,224.653759
95.138345,89,225.357089
203.767909,103,226.161432
373.26201,226,227.933637
257.473931,133,228.988164
34.31559,187,230.477305
240.47754,129,231.494775
281.416314,180,232.815813
18.96097,182,234.160658
260.719723,159,235.330669
134.291876,184,236.7449
8.80217,52,237.156123
100.343155,205,238.767549
262.413151,221,240.503167
287.96072,179,241.894506
324.045689,240,243.774903
331.570019,242,245.654763
161.829099,109,246.505828
559.04623,383,249.383417
262.801735,157,250.591872
239.883413,128,251.605759
66.427865,73,252.168276
426.133567,189,253.671387
426.402736,245,255.605268
280.536061,156,256.835144
217.950946,113,257.72602
296.25873,144,258.848683
302.883825,166,260.125467
387.567356,178,261.499339
40.054409,109,262.328499
349.268576,181,263.709741
302.200021,154,264.891579
465.249333,265,266.960883
38.081613,213,268.59111
318.075048,186,270.024975
398.018507,180,271.415256
427.691835,265,273.491799
301.932775,178,274.900707
331.055469,177,276.3063
321.16336,226,278.090476
949.610457,1000,285.908186
491.247226,240,287.696646
659.296647,258,289.596751
955.85357,1000,296.946339
155.804107,108,297.74202
420.042812,250,299.59534
406.683627,239,301.371337
614.118757,311,303.676203
142.862569,222,305.362616
280.501668,138,306.443241
391.807596,210,308.07423
282.458326,152,309.252035
362.26383,149,310.421246
515.189107,361,313.260271
484.431097,265,315.337218
435.237212,202,316.863809
327.410531,220,320.001404
267.969271,204,321.58098
485.356123,226,323.335681
378.72436,215,325.004471
530.138098,230,326.812946
73.397477,134,327.84825
205.87818,134,328.879189
114.347475,200,330.401945
33.71042,60,330.861552
736.685153,330,333.423107
129.059047,100,334.194769
205.783736,120,335.137837
279.248651,205,336.764935
304.912511,190,338.270915
384.963807,276,340.429281
127.149628,151,341.612221
315.044697,153,342.806538
181.464829,101,343.595891
260.357771,177,344.970522
384.683434,155,346.118429
328.368074,176,347.460486
248.902946,134,348.509611
351.03145,242,350.393788
319.78242,177,351.765773
547.855751,303,354.142535
462.113132,239,355.994704
616.099811,258,357.954964
516.989097,203,359.530271
342.628569,157,360.747291
87.813609,194,362.250974
348.920489,165,363.460603
383.76931,192,364.873196
105.754936,254,366.78903
356.310057,180,368.156748
808.371376,315,370.452288
284.676887,180,371.804858
210.78015,297,374.118481
410.730958,230,375.901974
92.921521,239,377.744026
1084.938862,915,385.281777
418.382917,205,386.867281
673.88327,441,390.421263
215.99356,287,392.762929
602.222175,325,395.333153
643.386998,312,398.016285
541.415593,259,400.087892
133.563053,118,401.023993
375.639842,234,402.903226
512.692002,230,404.677512
24.897039,201,406.239839
139.978613,188,407.680532
426.570925,218,409.379451
42.065224,63,409.871833
316.911911,213,411.537247
357.910304,194,413.060878
373.31048,370,415.891382
98.687065,119,416.757253
89.521746,127,417.695679
60.371827,66,418.179203
192.632754,109,419.017303
338.354751,205,420.622123
1153.913637,510,424.616985
520.934707,227,426.375807
505.850148,273,428.464291
204.714722,132,429.47561
177.439117,117,430.372434
257.921098,158,431.571285
410.323266,239,433.433001
65.160317,120,434.371088
1205.526915,1000,442.142853
302.144908,329,444.732508
185.187233,117,445.651568
606.766272,267,447.744008
597.633927,340,450.409561
74.620662,145,451.547431
213.007213,123,452.5141
15.29373,144,453.651252
449.445604,317,456.144528
322.523472,156,457.367343
805.952267,630,462.086515
383.954629,224,463.734351
347.910872,467,467.162073
181.025697,109,468.015958
352.265232,185,469.466561
344.580998,170,470.79769
453.98586,212,472.461676
459.074106,327,475.035474
41.354304,322,477.576323
389.288157,192,479.08642
739.086602,561,483.472594
561.037752,406,486.64719
702.429531,509,490.625598
427.41765,216,492.321856
49.464434,105,493.14953
534.944217,302,495.521744
1082.621544,855,502.257133
166.205488,105,503.083425
449.310755,283,505.287268
291.974719,151,506.468187
282.938419,139,507.540145
319.654895,151,508.710605
342.531706,185,510.149255
292.933746,146,511.293952
906.048757,322,513.794723
394.589933,178,516.653525
646.725264,236,518.444407
276.467457,134,519.445114
129.789833,295,521.752379
635.001607,266,523.838685
326.457976,161,525.101081
596.412003,218,526.809155
245.617001,133,527.850848
280.00977,137,528.915081
648.672228,277,531.086373
423.966744,196,532.640396
278.316713,145,533.78164
564.857667,212,535.447345
370.611271,181,536.866899
107.93788,121,537.82493
611.704973,273,539.948138
632.315596,298,542.249597
398.704347,168,543.572732
462.231289,205,545.180493
489.428972,206,546.788369
430.40625,195,548.306597
273.933414,142,549.40416
281.470148,145,550.534678
550.232904,276,552.686048
583.933189,291,554.92846
756.695975,288,557.049363
358.004195,166,558.268631
370.725961,189,559.671335
243.191054,133,560.708953
479.238107,251,562.67819
332.240567,192,564.183102
266.243847,135,565.228626
382.048017,170,566.493931
260.208322,137,567.499629
500.882641,235,569.245006
495.41725,231,570.963475
168.679622,123,571.873046
366.979012,184,573.312065
479.367072,204,574.913192
277.901201,150,576.089133
373.825525,171,577.418654
253.79912,133,578.463399
278.881992,151,579.635015
596.742083,245,581.555738
1048.714806,619,586.287637
411.690293,212,587.958859
660.335434,259,589.993712
699.774165,281,592.196109
1050.441586,633,597.184012
1395.746828,543,601.35536
613.065329,279,603.516148
1099.590652,655,608.627524
446.335486,183,610.060399
1104.918098,1000,617.862535
362.473988,188,619.311324
578.148897,365,622.168948
862.539698,426,625.461028
831.51015,484,629.213
890.264077,320,631.714744
1171.664754,390,634.689262
421.138868,229,636.487854
737.376431,320,639.014352
1140.06811,577,643.58135
686.926855,406,646.761734
1267.995422,645,651.803901
354.718684,171,653.123567
461.620707,251,655.082806
995.167476,507,659.001409
1530.019553,1000,666.779583
435.080352,272,668.893236
1145.417071,436,672.276894
786.923419,368,675.172085
605.149103,364,678.034808
1902.79466,903,685.125836
846.48937,346,687.8216
740.868383,318,690.307708
1063.399697,477,694.043607
267.446291,164,695.330691
1502.441138,740,701.14602
582.724591,325,703.690008
410.923728,228,705.463585
935.400059,591,710.052694
1131.431525,622,721.807811
569.181961,377,724.764498
623.054871,426,728.101233
382.628832,221,729.837352
590.687016,405,733.038705
1922.102529,891,740.033888
2692.870482,936,747.329404
1893.259036,684,752.482879
1916.44978,765,758.238076
1522.003777,614,762.944484
2183.325076,890,769.65275
545.531533,239,771.407802
764.510682,284,773.493587
913.273501,418,776.688566
1008.509236,398,779.794595
1004.969656,413,783.030222
382.829886,191,784.526411
1604.308118,591,789.162975
1765.238944,645,794.235849
1760.746043,611,799.036119
722.777995,445,802.458284
1563.608907,716,807.796871
960.928582,338,810.33486
475.23483,229,812.048638
1337.930807,488,815.7926
1082.35952,396,818.834395
1612.422588,637,823.749625
1787.449324,769,829.709752
566.902449,270,831.805496
546.510873,245,833.721762
563.599453,218,835.405061
471.298124,194,836.906838
1268.345425,461,840.504907
531.591736,293,842.804343
362.808168,190,844.290857
860.337865,313,846.721471
1124.904225,382,849.700929
344.938564,179,851.103535
1372.793463,535,855.214089
856.827897,299,857.569343
1032.283952,363,860.403475
1319.874483,408,863.632063
595.400892,235,865.476968
1647.075536,557,869.705292
832.925431,301,871.948678
957.765016,318,874.360179
1219.545786,492,878.204325
263.565838,132,879.23381
902.683848,289,881.499539
1189.535311,407,884.675498
285.037733,162,885.936064
1057.049696,374,888.879686
683.625154,324,891.412322
648.229794,278,893.587309
737.302039,297,895.888085
454.144285,239,897.74417
980.41024,326,900.292856
531.090525,234,902.120517
359.602355,201,903.708279
1011.309694,311,906.124189
1242.642072,403,909.120132
1321.056186,395,914.661639
1227.416339,357,917.449189
860.98113,283,919.671735
580.295448,219,921.387555
601.528556,257,923.387334
701.575603,270,925.474591
266.871625,147,926.624564
337.013919,149,927.759717
651.542831,271,929.886705
696.502865,286,932.126818
424.90429,288,934.293681
804.6078,308,936.680132
153.700191,112,937.544581
169.495895,116,938.450999
77.91126,89,939.10752
1609.888878,474,942.557083
388.716365,175,943.855749
367.924184,196,945.31729
701.938295,296,947.512935
191.067688,126,948.464424
412.182257,205,949.983897
488.877855,186,951.371563
1209.800511,433,954.567728
152.530551,97,955.284262
578.175897,228,956.982974
1175.078612,378,959.88821
101.531422,88,960.576913
415.394974,246,962.521237
1401.911897,443,966.001337
728.750693,282,968.18916
607.807456,238,969.922144
668.432805,258,971.829832
517.867244,226,973.476548
571.066037,431,976.621624
91.32924,89,977.273646
531.538936,219,978.925655
689.966201,373,981.809417
708.847462,329,984.349326
363.095747,204,985.930795
1104.098962,321,988.45751
615.661783,233,990.29111
497.772872,167,991.584574
608.263419,230,993.395591
1183.516484,438,996.7739
632.247114,255,998.70026
247.877624,132,999.68091
1198.719248,415,1002.802462
709.820096,280,1004.981226
577.524633,234,1006.815059
657.00545,244,1008.718607
905.75712,261,1010.769196
743.358206,318,1013.259156
957.948962,304,1015.62772
387.057979,189,1017.097183
391.772321,191,1018.608972
886.076452,298,1020.845019
1138.49043,351,1023.501814
706.352032,261,1025.414057
645.051332,225,1027.090784
773.487135,276,1029.16193
818.335132,284,1031.414076
263.991054,143,1032.526704
1215.110656,365,1035.360556
761.619749,241,1037.157401
1054.10767,344,1039.838987
934.424174,331,1042.447374
399.873033,162,1043.730532
