step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.247547,1.292416,19.945772,20.283430,20.427795,20.494501,20.598610,20.313320,1.017701,1.034796,1.042056,1.045539,1.050875,1.036398,16.112705,19.306391,18.332169,18.729391,19.293627,21.814579,6.99628882e-03,5.36553608e-03,6.43251929e-03,7.08282320e-03,7.24718301e-03,7.95006100e-03,7.89961033e-03
6000,4.185830,1.278767,19.952213,20.349195,20.509724,20.582581,20.689701,20.371153,1.018015,1.038130,1.046197,1.050001,1.055497,1.039330,15.816125,19.243538,18.238264,18.649649,19.273172,21.940975,7.01258658e-03,5.15638944e-03,6.44989312e-03,7.16454256e-03,7.31900800e-03,8.00782535e-03,7.97786098e-03
6500,4.152326,1.269148,19.960075,20.411755,20.590563,20.663252,20.775229,20.423487,1.018395,1.041305,1.050273,1.054085,1.059830,1.041977,15.552188,19.188099,18.170387,18.581667,19.253366,22.050255,6.97946913e-03,4.95736906e-03,6.41230401e-03,7.18037318e-03,7.32537359e-03,7.99994078e-03,8.00145417e-03
7000,4.107205,1.259223,19.968269,20.471909,20.666771,20.741304,20.857449,20.471672,1.018793,1.044357,1.054124,1.058044,1.064005,1.044416,15.318672,19.134111,18.134295,18.522310,19.241432,22.144199,6.90951827e-03,4.74660844e-03,6.35599112e-03,7.14355335e-03,7.28788227e-03,7.94651825e-03,7.97655620e-03
7500,4.077974,1.249481,19.978308,20.529158,20.738052,20.815619,20.935482,20.516220,1.019291,1.047258,1.057727,1.061809,1.067957,1.046672,15.124571,19.082787,18.116610,18.475317,19.232407,22.228827,6.81518104e-03,4.55655437e-03,6.27170410e-03,7.06680492e-03,7.21545378e-03,7.86071643e-03,7.91985262e-03
8000,4.041575,1.242806,19.989529,20.583761,20.806383,20.885038,21.008970,20.558985,1.019846,1.050028,1.061181,1.065330,1.071694,1.048831,14.962211,19.038271,18.104393,18.429956,19.233418,22.302483,6.70001330e-03,4.36891848e-03,6.16560690e-03,6.96938671e-03,7.12019810e-03,7.74218421e-03,7.83378538e-03
8500,4.011842,1.235477,20.002680,20.636345,20.870972,20.950098,21.075747,20.598715,1.020501,1.052700,1.064446,1.068628,1.075087,1.050839,14.828121,18.995644,18.102535,18.399652,19.233316,22.365606,6.56881571e-03,4.19240911e-03,6.04857551e-03,6.84898393e-03,6.99545164e-03,7.60221528e-03,7.72525882e-03
9000,4.001826,1.228176,20.016727,20.686159,20.931967,21.012159,21.139275,20.636068,1.021205,1.055229,1.067542,1.071773,1.078318,1.052725,14.715328,18.959696,18.105984,18.369474,19.234558,22.420065,6.42761829e-03,4.03273711e-03,5.91590442e-03,6.71521667e-03,6.86053326e-03,7.45184021e-03,7.58947805e-03
9500,3.961876,1.222365,20.033442,20.732557,20.990118,21.069296,21.198820,20.671232,1.022047,1.057589,1.070479,1.074678,1.081341,1.054503,14.630483,18.925070,18.106211,18.351013,19.236254,22.477148,6.28203918e-03,3.89055000e-03,5.78140281e-03,6.57343771e-03,6.71522040e-03,7.28752697e-03,7.44409719e-03
10000,3.945406,1.216718,20.051249,20.777006,21.043694,21.123276,21.254034,20.705290,1.022947,1.059847,1.073200,1.077416,1.084152,1.056225,14.561433,18.895456,18.109419,18.334295,19.243561,22.524132,6.13389374e-03,3.75785213e-03,5.64324344e-03,6.42698538e-03,6.56237220e-03,7.11843278e-03,7.29447650e-03
10500,3.952328,1.210844,20.069771,20.817986,21.093184,21.172253,21.304167,20.736422,1.023885,1.061924,1.075708,1.079905,1.086700,1.057800,14.510194,18.866640,18.113180,18.320108,19.248323,22.565403,5.98945775e-03,3.64247919e-03,5.50935185e-03,6.28048042e-03,6.40964089e-03,6.94819260e-03,7.14660157e-03
11000,3.892950,1.206816,20.088345,20.857210,21.137453,21.217655,21.350389,20.765423,1.024829,1.063921,1.077948,1.082212,1.089051,1.059268,14.473163,18.841078,18.118601,18.310726,19.254425,22.602299,5.84682434e-03,3.53629468e-03,5.38137276e-03,6.13337569e-03,6.26182463e-03,6.78055128e-03,6.98752701e-03
11500,3.878777,1.202193,20.107273,20.892126,21.177986,21.258083,21.392126,20.791819,1.025792,1.065697,1.080003,1.084265,1.091172,1.060604,14.449467,18.820812,18.122900,18.303776,19.262146,22.637308,5.71188051e-03,3.44163924e-03,5.26218582e-03,5.99385612e-03,6.11909432e-03,6.61923923e-03,6.83526834e-03
12000,3.869600,1.197984,20.125803,20.924017,21.214863,21.294174,21.428926,20.815199,1.026732,1.067321,1.081877,1.086097,1.093043,1.061791,14.430017,18.802670,18.127806,18.297770,19.267021,22.667830,5.58514610e-03,3.35893431e-03,5.15010487e-03,5.86356362e-03,5.98410331e-03,6.46686368e-03,6.68730680e-03
12500,3.843000,1.194488,20.144117,20.952974,21.247894,21.328032,21.462234,20.838142,1.027663,1.068796,1.083551,1.087815,1.094741,1.062955,14.420048,18.785542,18.131449,18.294031,19.271717,22.692987,5.47191920e-03,3.29040410e-03,5.04915835e-03,5.74545143e-03,5.86122973e-03,6.33142237e-03,6.55384921e-03
13000,3.826023,1.191481,20.160959,20.979279,21.277115,21.357283,21.491373,20.857681,1.028521,1.070131,1.085034,1.089303,1.096222,1.063944,14.413256,18.772131,18.137550,18.290215,19.276321,22.714754,5.37002102e-03,3.23021878e-03,4.96149343e-03,5.63869067e-03,5.74965775e-03,6.20781910e-03,6.43224642e-03
13500,3.818983,1.188681,20.177456,21.002220,21.303635,21.383074,21.517447,20.876171,1.029361,1.071301,1.086383,1.090617,1.097549,1.064884,14.412481,18.759182,18.143795,18.289156,19.283155,22.733446,5.28056190e-03,3.18142399e-03,4.88341413e-03,5.54581499e-03,5.65059157e-03,6.09779824e-03,6.32432848e-03
14000,3.796281,1.186586,20.192488,21.022493,21.326986,21.406078,21.540987,20.891436,1.030128,1.072329,1.087571,1.091788,1.098747,1.065658,14.412199,18.749605,18.148678,18.286964,19.287725,22.748924,5.20271389e-03,3.14352522e-03,4.81409673e-03,5.46491472e-03,5.56408754e-03,6.00200752e-03,6.22765161e-03
14500,3.778153,1.184798,20.206503,21.040888,21.347843,21.426825,21.562069,20.906046,1.030843,1.073266,1.088629,1.092844,1.099821,1.066399,14.412174,18.739691,18.153505,18.286160,19.291451,22.762970,5.13647074e-03,3.11472337e-03,4.75595519e-03,5.39470837e-03,5.49058197e-03,5.91846928e-03,6.14438625e-03
15000,3.780924,1.183184,20.219347,21.057402,21.367027,21.445309,21.580994,20.919298,1.031497,1.074110,1.089605,1.093784,1.100785,1.067072,14.413777,18.731714,18.158222,18.284897,19.295382,22.775412,5.07919176e-03,3.09224078e-03,4.70704166e-03,5.33395866e-03,5.42501640e-03,5.84516441e-03,6.07172865e-03
15500,3.767150,1.182097,20.232000,21.073338,21.384502,21.462961,21.598473,20.931536,1.032142,1.074920,1.090494,1.094685,1.101675,1.067692,14.416175,18.724230,18.162062,18.284136,19.298481,22.788256,5.02953046e-03,3.07695311e-03,4.66378219e-03,5.28050493e-03,5.36734657e-03,5.77958766e-03,6.00900827e-03
16000,3.760499,1.181644,20.244175,21.088581,21.401760,21.480011,21.615631,20.943531,1.032763,1.075696,1.091370,1.095551,1.102549,1.068301,14.420084,18.716999,18.165422,18.283871,19.301395,22.799435,4.98566233e-03,3.06593487e-03,4.62573720e-03,5.23289433e-03,5.31572476e-03,5.72029455e-03,5.95338829e-03
