step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.274897,1.300676,18.775661,19.225962,19.281204,19.158003,19.035917,18.841724,0.958027,0.980942,0.983656,0.977465,0.971201,0.961114,16.278236,19.540508,18.588181,18.962389,19.289986,22.084606,6.94609030e-03,5.58536733e-03,6.37583900e-03,6.98029948e-03,7.21818116e-03,7.69155286e-03,7.82530196e-03
6000,4.214842,1.287690,18.675533,19.182819,19.238035,19.101353,18.966053,18.757683,0.952903,0.978725,0.981424,0.974559,0.967621,0.956766,16.012585,19.501451,18.496733,18.918369,19.271681,22.235086,6.93436409e-03,5.33091743e-03,6.38440344e-03,7.05671357e-03,7.25125801e-03,7.70757720e-03,7.87531491e-03
6500,4.182180,1.278061,18.584248,19.143856,19.197851,19.044340,18.898413,18.676874,0.948222,0.976718,0.979349,0.971642,0.964147,0.952574,15.791399,19.464113,18.417059,18.883596,19.248755,22.369801,6.87118216e-03,5.06509375e-03,6.34518638e-03,7.06794579e-03,7.21588451e-03,7.65450951e-03,7.87847303e-03
7000,4.138635,1.268931,18.501715,19.107569,19.158960,18.991871,18.833504,18.602968,0.943999,0.974854,0.977346,0.968942,0.960825,0.948749,15.621264,19.432583,18.343542,18.853575,19.236477,22.482286,6.77309961e-03,4.80005238e-03,6.25445321e-03,7.03085447e-03,7.14833476e-03,7.57436408e-03,7.83053879e-03
7500,4.110050,1.259794,18.429674,19.074619,19.122885,18.943245,18.773666,18.533411,0.940313,0.973161,0.975482,0.966449,0.957756,0.945138,15.481434,19.399387,18.292549,18.830963,19.227730,22.587858,6.64684836e-03,4.54998203e-03,6.14312710e-03,6.93952851e-03,7.04677543e-03,7.45494431e-03,7.74673279e-03
8000,4.074530,1.253383,18.367605,19.044529,19.091085,18.896765,18.717583,18.466677,0.937135,0.971611,0.973840,0.964067,0.954887,0.941671,15.374139,19.370621,18.245987,18.817499,19.225700,22.678400,6.50273846e-03,4.31866059e-03,6.01749774e-03,6.82966085e-03,6.90545794e-03,7.31151784e-03,7.63363577e-03
8500,4.046146,1.245536,18.314163,19.021196,19.061440,18.857294,18.665804,18.406460,0.934393,0.970407,0.972309,0.962046,0.952236,0.938547,15.301446,19.345434,18.210178,18.808357,19.225637,22.760422,6.34323534e-03,4.10204334e-03,5.87378955e-03,6.69320626e-03,6.75276713e-03,7.14609120e-03,7.49151455e-03
9000,4.037657,1.238757,18.267893,19.000647,19.035183,18.819212,18.617462,18.353579,0.932018,0.969352,0.970962,0.960094,0.949761,0.935808,15.240339,19.322206,18.180141,18.802521,19.228683,22.830536,6.17404468e-03,3.89552489e-03,5.72085986e-03,6.54246612e-03,6.58749929e-03,6.96420437e-03,7.33371358e-03
9500,3.998829,1.233465,18.230837,18.982441,19.012777,18.786287,18.573631,18.303818,0.930120,0.968412,0.969809,0.958411,0.947518,0.933224,15.203353,19.300116,18.155691,18.805443,19.230509,22.899353,6.00238432e-03,3.70267127e-03,5.56539651e-03,6.39187824e-03,6.41534291e-03,6.77469233e-03,7.16432463e-03
10000,3.982553,1.227680,18.202467,18.969381,18.993988,18.756750,18.536438,18.261786,0.928664,0.967742,0.968845,0.956899,0.945613,0.931049,15.178914,19.279467,18.140503,18.804132,19.238388,22.960016,5.83028987e-03,3.52694700e-03,5.41077787e-03,6.23187050e-03,6.23603957e-03,6.58487808e-03,6.99122623e-03
10500,3.991030,1.222827,18.179783,18.958807,18.977921,18.731640,18.502487,18.223278,0.927498,0.967199,0.968015,0.955611,0.943879,0.929048,15.172646,19.261618,18.128008,18.807468,19.245960,23.010437,5.66029033e-03,3.36459489e-03,5.25858579e-03,6.06641080e-03,6.06140215e-03,6.39009383e-03,6.82065450e-03
11000,3.932504,1.218034,18.162169,18.953041,18.964327,18.710155,18.472755,18.189268,0.926597,0.966901,0.967312,0.954512,0.942356,0.927286,15.172203,19.245119,18.117857,18.812330,19.253515,23.058027,5.49436128e-03,3.21582612e-03,5.11284638e-03,5.90193598e-03,5.88772260e-03,6.20169379e-03,6.64614281e-03
11500,3.919015,1.213628,18.150406,18.949308,18.954462,18.691681,18.448620,18.160007,0.925994,0.966708,0.966805,0.953568,0.941125,0.925769,15.182670,19.231655,18.112223,18.817806,19.260593,23.101583,5.33775066e-03,3.08505236e-03,4.97468235e-03,5.74779697e-03,5.72195090e-03,6.02097530e-03,6.47604605e-03
12000,3.910845,1.209820,18.142776,18.947079,18.945915,18.676662,18.427820,18.135057,0.925604,0.966591,0.966364,0.952800,0.940062,0.924481,15.193623,19.218523,18.106720,18.824438,19.269487,23.140665,5.19223205e-03,2.97349482e-03,4.84352466e-03,5.60340332e-03,5.56487916e-03,5.85444132e-03,6.31364901e-03
12500,3.885374,1.206273,18.138597,18.946632,18.940115,18.665298,18.410852,18.115234,0.925389,0.966569,0.966068,0.952220,0.939198,0.923455,15.203718,19.206734,18.102325,18.829517,19.276966,23.171982,5.06187832e-03,2.87757046e-03,4.72697290e-03,5.47214644e-03,5.42476121e-03,5.70265390e-03,6.16716500e-03
13000,3.868740,1.203575,18.136959,18.947893,18.936506,18.655760,18.397301,18.097624,0.925305,0.966631,0.965881,0.951730,0.938506,0.922546,15.217573,19.197399,18.100010,18.833822,19.280575,23.200954,4.94521961e-03,2.79575004e-03,4.62434907e-03,5.35493623e-03,5.29789645e-03,5.56657929e-03,6.03180658e-03
13500,3.863281,1.200817,18.137701,18.950457,18.934305,18.648561,18.386337,18.083677,0.925343,0.966760,0.965768,0.951362,0.937945,0.921825,15.235335,19.187122,18.099689,18.837601,19.288782,23.223354,4.84370452e-03,2.73002614e-03,4.53462359e-03,5.25293732e-03,5.18586487e-03,5.44584589e-03,5.91292931e-03
14000,3.841670,1.198745,18.139784,18.953455,18.933014,18.643284,18.377661,18.071175,0.925449,0.966913,0.965702,0.951093,0.937501,0.921181,15.250889,19.178963,18.099497,18.843435,19.294147,23.243929,4.75506333e-03,2.67668930e-03,4.45530470e-03,5.16128214e-03,5.08810952e-03,5.34089236e-03,5.80810197e-03
14500,3.824762,1.196528,18.143383,18.956757,18.932774,18.639545,18.370293,18.061380,0.925632,0.967080,0.965689,0.950904,0.937124,0.920675,15.264756,19.172066,18.099819,18.846441,19.297873,23.263096,4.67960649e-03,2.63696979e-03,4.38834261e-03,5.08293509e-03,5.00423834e-03,5.24919201e-03,5.71596110e-03
15000,3.827098,1.195287,18.147583,18.960085,18.933161,18.636908,18.364710,18.052513,0.925847,0.967248,0.965708,0.950769,0.936839,0.920216,15.277313,19.164471,18.100473,18.849840,19.302198,23.278933,4.61536048e-03,2.60715187e-03,4.33049258e-03,5.01594832e-03,4.93225874e-03,5.17024938e-03,5.63606201e-03
15500,3.814492,1.194307,18.153015,18.964201,18.934278,18.634850,18.360073,18.045057,0.926122,0.967457,0.965765,0.950664,0.936602,0.919832,15.291049,19.158695,18.100840,18.853214,19.306194,23.294615,4.55983503e-03,2.58618593e-03,4.28256392e-03,4.95753810e-03,4.86838957e-03,5.09919506e-03,5.56513760e-03
16000,3.806618,1.193616,18.158560,18.968283,18.935520,18.633478,18.356058,18.037855,0.926404,0.967665,0.965828,0.950593,0.936397,0.919460,15.302872,19.152866,18.100943,18.856270,19.311159,23.308390,4.51126520e-03,2.57195882e-03,4.24006302e-03,4.90459194e-03,4.81223315e-03,5.03571238e-03,5.50303189e-03
