step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2200,0.321772,0.317644,0.367400,0.342536,0.338420,0.335339,0.537381,0.397637,0.469015,0.411970,0.479444,0.465083,0.528460,0.525182,0.563678,0.529509,0.720277,0.711284,0.496638,0.496748,0.496705,0.427708,0.710132,0.636547,0.498731,0.499017,0.491603,0.455245,0.736796,0.679366,0.486082,0.483383,0.506079,0.463388,0.715530,0.640527
2400,0.314012,0.307819,0.372563,0.329108,0.326741,0.321496,0.558055,0.391357,0.472769,0.405618,0.473313,0.457537,0.529428,0.525220,0.562836,0.523270,0.728187,0.717067,0.497556,0.497969,0.504433,0.426460,0.733011,0.641725,0.499540,0.499786,0.494682,0.443999,0.759463,0.683033,0.487697,0.485312,0.508580,0.458409,0.731271,0.642699
2600,0.307223,0.298844,0.382783,0.317767,0.316854,0.308883,0.579798,0.386838,0.475840,0.400129,0.465478,0.448746,0.529748,0.524662,0.560771,0.515553,0.734587,0.721499,0.497028,0.497611,0.510045,0.424971,0.753178,0.645729,0.502427,0.502556,0.501051,0.436644,0.776428,0.685915,0.488682,0.486235,0.511700,0.451155,0.745461,0.644529
2800,0.302654,0.291761,0.395490,0.308455,0.309587,0.297485,0.600527,0.381626,0.479233,0.394531,0.458600,0.440669,0.529769,0.523794,0.558514,0.508542,0.739117,0.723647,0.496137,0.495817,0.515823,0.423741,0.773144,0.649249,0.503684,0.503794,0.506240,0.429433,0.794736,0.688445,0.490870,0.488321,0.516225,0.445611,0.759818,0.646129
3000,0.298581,0.285485,0.409910,0.300859,0.305159,0.287627,0.621669,0.376450,0.483194,0.389692,0.453036,0.433758,0.528582,0.522053,0.555935,0.501347,0.741903,0.724178,0.496216,0.495943,0.523652,0.422974,0.793218,0.652615,0.505745,0.505710,0.510332,0.423979,0.809564,0.690539,0.492800,0.490146,0.519124,0.440894,0.771581,0.647450
3200,0.297336,0.281630,0.424347,0.294004,0.303737,0.278776,0.644402,0.373851,0.486868,0.385002,0.447404,0.426606,0.528665,0.521282,0.553258,0.494308,0.744062,0.724064,0.497427,0.497489,0.530108,0.422032,0.811023,0.655647,0.509467,0.509384,0.516417,0.418763,0.822301,0.692553,0.492488,0.489549,0.523290,0.437208,0.782273,0.648703
3400,0.295196,0.277126,0.439023,0.288187,0.304660,0.271057,0.667275,0.371855,0.491426,0.380578,0.442244,0.420070,0.528014,0.519945,0.550705,0.487559,0.744845,0.722667,0.497479,0.497715,0.536799,0.420975,0.826622,0.658252,0.511921,0.511896,0.522311,0.414209,0.834070,0.694210,0.493511,0.490555,0.526925,0.433215,0.791280,0.649684
3600,0.294186,0.273725,0.453981,0.283486,0.307302,0.264726,0.689089,0.369389,0.496627,0.375904,0.437793,0.414071,0.527909,0.519028,0.547500,0.480111,0.745446,0.720776,0.497379,0.498275,0.541840,0.420428,0.839030,0.660180,0.510051,0.509942,0.526886,0.410688,0.842907,0.695500,0.493939,0.490921,0.530634,0.430450,0.799106,0.650541
3800,0.293332,0.270865,0.468510,0.279152,0.312167,0.259072,0.709358,0.365552,0.500647,0.371181,0.433480,0.408110,0.527604,0.517931,0.545905,0.473349,0.745474,0.718595,0.498098,0.498865,0.546133,0.419656,0.851049,0.662071,0.511743,0.511451,0.532038,0.407407,0.850960,0.696618,0.494176,0.490831,0.533915,0.427036,0.806166,0.651341
4000,0.293481,0.268963,0.482503,0.275082,0.317351,0.254282,0.730065,0.363230,0.504973,0.367633,0.429279,0.402579,0.527149,0.516762,0.543717,0.467312,0.745861,0.716861,0.498943,0.500207,0.549289,0.418311,0.860683,0.663593,0.514341,0.514015,0.535480,0.403461,0.857477,0.697544,0.493598,0.490083,0.536950,0.424452,0.812135,0.651995
4200,0.293546,0.267253,0.496147,0.271281,0.323700,0.250903,0.749381,0.361130,0.509044,0.364162,0.425425,0.397315,0.526850,0.515384,0.542165,0.461789,0.745975,0.714939,0.499720,0.500876,0.552505,0.417520,0.869086,0.664836,0.514381,0.513930,0.538208,0.399913,0.863342,0.698303,0.494648,0.491195,0.539202,0.422243,0.817436,0.652504
4400,0.293401,0.265509,0.508880,0.267213,0.331123,0.248651,0.768046,0.358226,0.513629,0.361235,0.422057,0.392201,0.526086,0.513841,0.540482,0.455928,0.744378,0.710644,0.500089,0.501308,0.555126,0.416314,0.876435,0.665990,0.514812,0.514225,0.542076,0.397033,0.868558,0.699004,0.493667,0.490093,0.541895,0.420062,0.822483,0.653025
4600,0.293706,0.264292,0.521362,0.263626,0.337815,0.246205,0.785347,0.355448,0.517912,0.357961,0.419156,0.387685,0.525974,0.513021,0.539153,0.450962,0.743210,0.707531,0.501958,0.503430,0.557472,0.415123,0.882699,0.666845,0.516043,0.515216,0.544577,0.393783,0.872738,0.699520,0.495763,0.492237,0.544641,0.418801,0.826328,0.653360
4800,0.293708,0.262924,0.532557,0.260685,0.344764,0.244995,0.802927,0.353684,0.521375,0.355055,0.416354,0.383471,0.526338,0.512666,0.537588,0.445519,0.741594,0.703736,0.503405,0.504699,0.560383,0.414661,0.888298,0.667707,0.515588,0.514688,0.547770,0.391273,0.876224,0.700011,0.495941,0.492353,0.546516,0.416901,0.829633,0.653714
5000,0.293636,0.261662,0.543275,0.257777,0.351452,0.244135,0.818866,0.352351,0.525435,0.352455,0.414228,0.379734,0.525129,0.510731,0.536984,0.440919,0.739377,0.699687,0.504932,0.506568,0.561863,0.413837,0.892959,0.668433,0.516918,0.515910,0.549529,0.389420,0.879070,0.700418,0.496721,0.493006,0.548218,0.415291,0.832458,0.654020
